unique_id,true_label,model_0_predicted_label,model_0_accuracy,model_2_predicted_label,model_2_accuracy,model_3_predicted_label,model_3_accuracy,model_4_predicted_label,model_4_accuracy,difficulty_score
1_3233a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3233b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3233c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3234a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3234b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3234c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3235a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3235b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3235c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3236a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3236b,2,2,1.0,1,0.0,2,1.0,1,0.0,0.5
1_3236c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3237a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3237b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3237c,2,2,1.0,2,1.0,2,1.0,1,0.0,0.75
1_3238a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3238b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3238c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1_3239a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3239b,2,2,1.0,2,1.0,1,0.0,1,0.0,0.5
1_3239c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3240a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3240b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3240c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3241a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3241b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3241c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3242a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3242b,1,1,1.0,1,1.0,2,0.0,1,1.0,0.75
1_3242c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3243a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3243b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3243c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1_3244a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3244b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3244c,1,1,1.0,1,1.0,0,0.0,0,0.0,0.5
1_3245a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3245b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3245c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3246a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3246b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3246c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3247a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3247b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3247c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3248a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3248b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3248c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3249a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3249b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3249c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3250a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3250b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3250c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3251a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3251b,2,2,1.0,1,0.0,1,0.0,1,0.0,0.25
1_3251c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3252a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3252b,1,1,1.0,2,0.0,1,1.0,1,1.0,0.75
1_3252c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3253a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3253b,1,1,1.0,0,0.0,0,0.0,1,1.0,0.5
1_3253c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3254a,1,1,1.0,1,1.0,1,1.0,2,0.0,0.75
1_3254b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3254c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3255a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3255b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3255c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3256a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3256b,0,0,1.0,2,0.0,0,1.0,0,1.0,0.75
1_3256c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3257a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3257b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3257c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3258a,1,1,1.0,2,0.0,1,1.0,1,1.0,0.75
1_3258b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3258c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3259a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3259b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3259c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3260a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3260b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3260c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3261a,2,2,1.0,2,1.0,2,1.0,1,0.0,0.75
1_3261b,1,1,1.0,0,0.0,1,1.0,1,1.0,0.75
1_3261c,0,0,1.0,2,0.0,0,1.0,0,1.0,0.75
1_3262a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3262b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3262c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3263a,1,1,1.0,2,0.0,1,1.0,1,1.0,0.75
1_3263b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3263c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3264a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3264b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3264c,0,1,0.0,0,1.0,0,1.0,1,0.0,0.5
1_3265a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1_3265b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3265c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3266a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3266b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3266c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3267a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3267b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3267c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3268a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3268b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3268c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3269a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3269b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3269c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3270a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3270b,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1_3270c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3271a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3271b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3271c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3272a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3272b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3272c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3273a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3273b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3273c,2,2,1.0,1,0.0,2,1.0,2,1.0,0.75
1_3274a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3274b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3274c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3275a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3275b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3275c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3276a,1,1,1.0,1,1.0,1,1.0,2,0.0,0.75
1_3276b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3276c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3277a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3277b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3277c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3278a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3278b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3278c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3279a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3279b,0,2,0.0,2,0.0,2,0.0,2,0.0,0.0
1_3279c,1,0,0.0,1,1.0,1,1.0,1,1.0,0.75
1_3280a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3280b,0,0,1.0,0,1.0,0,1.0,1,0.0,0.75
1_3280c,2,1,0.0,2,1.0,1,0.0,2,1.0,0.5
1_3281a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3281b,1,1,1.0,1,1.0,0,0.0,0,0.0,0.5
1_3281c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3282a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3282b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3282c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3283a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3283b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3283c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3284a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3284b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3284c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3285a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3285b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3285c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3286a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3286b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3286c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1_3287a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3287b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3287c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3288a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3288b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3288c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3289a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3289b,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
1_3289c,2,1,0.0,1,0.0,2,1.0,2,1.0,0.5
1_3290a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3290b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3290c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3291a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3291b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3291c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3292a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3292b,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
1_3292c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3293a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3293b,1,2,0.0,2,0.0,1,1.0,1,1.0,0.5
1_3293c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3294a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3294b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3294c,1,1,1.0,1,1.0,1,1.0,2,0.0,0.75
1_3295a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3295b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3295c,1,1,1.0,0,0.0,0,0.0,1,1.0,0.5
1_3296a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3296b,2,1,0.0,1,0.0,1,0.0,1,0.0,0.0
1_3296c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3297a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3297b,0,1,0.0,1,0.0,0,1.0,1,0.0,0.25
1_3297c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3298a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3298b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3298c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3299a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3299b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3299c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3300a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3300b,1,1,1.0,0,0.0,1,1.0,1,1.0,0.75
1_3300c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3301a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3301b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3301c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3302a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3302b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3302c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3303a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3303b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3303c,1,0,0.0,0,0.0,1,1.0,0,0.0,0.25
1_3304a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3304b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3304c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3305a,1,1,1.0,1,1.0,2,0.0,2,0.0,0.5
1_3305b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3305c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3306a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3306b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3306c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3307a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1_3307b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3307c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3308a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3308b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3308c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3309a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3309b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3309c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3310a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1_3310b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3310c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3311a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3311b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3311c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3312a,1,2,0.0,1,1.0,2,0.0,1,1.0,0.5
1_3312b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3312c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3313a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3313b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3313c,1,0,0.0,0,0.0,0,0.0,1,1.0,0.25
1_3314a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3314b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3314c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3315a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3315b,2,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1_3315c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3316a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3316b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3316c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3317a,1,1,1.0,0,0.0,0,0.0,0,0.0,0.25
1_3317b,2,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1_3317c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3318a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3318b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3318c,1,1,1.0,0,0.0,1,1.0,2,0.0,0.5
1_3319a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3319b,2,1,0.0,2,1.0,1,0.0,1,0.0,0.25
1_3319c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3320a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3320b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3320c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3321a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3321b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3321c,1,2,0.0,2,0.0,1,1.0,2,0.0,0.25
1_3322a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3322b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3322c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3323a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3323b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3323c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3324a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3324b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3324c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3325a,1,1,1.0,0,0.0,0,0.0,0,0.0,0.25
1_3325b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3325c,0,1,0.0,1,0.0,0,1.0,1,0.0,0.25
1_3326a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3326b,2,2,1.0,0,0.0,0,0.0,0,0.0,0.25
1_3326c,1,1,1.0,2,0.0,1,1.0,1,1.0,0.75
1_3327a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3327b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3327c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3328a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3328b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3328c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3329a,2,2,1.0,2,1.0,1,0.0,2,1.0,0.75
1_3329b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3329c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3330a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3330b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3330c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3331a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3331b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3331c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3332a,1,2,0.0,2,0.0,2,0.0,1,1.0,0.25
1_3332b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3332c,2,1,0.0,2,1.0,2,1.0,1,0.0,0.5
1_3333a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3333b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3333c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3334a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3334b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3334c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3335a,2,2,1.0,2,1.0,1,0.0,2,1.0,0.75
1_3335b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3335c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3336a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3336b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3336c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3337a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3337b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3337c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3338a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3338b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3338c,0,1,0.0,0,1.0,0,1.0,0,1.0,0.75
1_3339a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3339b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3339c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3340a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3340b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3340c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3341a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3341b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3341c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3342a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3342b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3342c,1,2,0.0,1,1.0,1,1.0,1,1.0,0.75
1_3343a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3343b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3343c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3344a,1,1,1.0,0,0.0,1,1.0,0,0.0,0.5
1_3344b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3344c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3345a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3345b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3345c,1,2,0.0,1,1.0,1,1.0,2,0.0,0.5
1_3346a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3346b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3346c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3347a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3347b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3347c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3348a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3348b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3348c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3349a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3349b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3349c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3350a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3350b,0,1,0.0,1,0.0,1,0.0,2,0.0,0.0
1_3350c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3351a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3351b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3351c,1,2,0.0,1,1.0,2,0.0,1,1.0,0.5
1_3352a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3352b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3352c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3353a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3353b,2,2,1.0,2,1.0,0,0.0,2,1.0,0.75
1_3353c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3354a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3354b,1,2,0.0,2,0.0,1,1.0,2,0.0,0.25
1_3354c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3355a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
1_3355b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3355c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3356a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3356b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3356c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3357a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3357b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3357c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3358a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3358b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3358c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3359a,2,1,0.0,2,1.0,2,1.0,2,1.0,0.75
1_3359b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3359c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3360a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
1_3360b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
1_3360c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3361a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
1_3361b,1,0,0.0,0,0.0,2,0.0,0,0.0,0.0
