unique_id,true_label,model_1_predicted_label,model_1_accuracy,model_2_predicted_label,model_2_accuracy,model_3_predicted_label,model_3_accuracy,model_4_predicted_label,model_4_accuracy,difficulty_score
0_9375b,2,2,1.0,2,1.0,2,1.0,0,0.0,0.75
0_9375c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9376a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9376b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9376c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9377a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9377b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9377c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9378a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9378b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9378c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9379a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9379b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9379c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9380a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9380b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9380c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9381a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9381b,1,2,0.0,2,0.0,1,1.0,2,0.0,0.25
0_9381c,2,0,0.0,0,0.0,2,1.0,0,0.0,0.25
0_9382a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9382b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9382c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9383a,1,2,0.0,1,1.0,2,0.0,2,0.0,0.25
0_9383b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9383c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9384a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9384b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9384c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9385a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9385b,1,2,0.0,1,1.0,1,1.0,1,1.0,0.75
0_9385c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9386a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9386b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9386c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9387a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9387b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9387c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9388a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9388b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9388c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9389a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9389b,1,1,1.0,2,0.0,1,1.0,2,0.0,0.5
0_9389c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9390a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9390b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9390c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9391a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9391b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9391c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9392a,2,1,0.0,1,0.0,1,0.0,2,1.0,0.25
0_9392b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9392c,1,0,0.0,1,1.0,1,1.0,1,1.0,0.75
0_9393a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9393b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9393c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9394a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9394b,2,0,0.0,2,1.0,2,1.0,0,0.0,0.5
0_9394c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9395a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9395b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9395c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9396a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9396b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9396c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9397a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9397b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9397c,1,2,0.0,1,1.0,2,0.0,2,0.0,0.25
0_9398a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9398b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9398c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9399a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9399b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9399c,1,1,1.0,0,0.0,0,0.0,0,0.0,0.25
0_9400a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9400b,1,1,1.0,2,0.0,1,1.0,2,0.0,0.5
0_9400c,2,2,1.0,2,1.0,1,0.0,2,1.0,0.75
0_9401a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9401b,2,1,0.0,1,0.0,0,0.0,0,0.0,0.0
0_9401c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
0_9402a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9402b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9402c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9403a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9403b,1,2,0.0,2,0.0,2,0.0,2,0.0,0.0
0_9403c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9404a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9404b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9404c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9405a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9405b,0,1,0.0,1,0.0,0,1.0,0,1.0,0.5
0_9405c,2,1,0.0,2,1.0,0,0.0,0,0.0,0.25
0_9406a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9406b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9406c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9407a,2,1,0.0,1,0.0,2,1.0,1,0.0,0.25
0_9407b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9407c,0,1,0.0,1,0.0,1,0.0,0,1.0,0.25
0_9408a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9408b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9408c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9409a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9409b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9409c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9410a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9410b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9410c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9411a,1,1,1.0,1,1.0,1,1.0,2,0.0,0.75
0_9411b,0,1,0.0,0,1.0,0,1.0,0,1.0,0.75
0_9411c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9412a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9412b,1,2,0.0,2,0.0,2,0.0,1,1.0,0.25
0_9412c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9413a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9413b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9413c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9414a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9414b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9414c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9415a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9415b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9415c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9416a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9416b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9416c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
0_9417a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9417b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9417c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9418a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9418b,0,0,1.0,2,0.0,0,1.0,0,1.0,0.75
0_9418c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9419a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
0_9419b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9419c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9420a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9420b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9420c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9421a,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
0_9421b,1,1,1.0,1,1.0,2,0.0,1,1.0,0.75
0_9421c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9422a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9422b,0,0,1.0,1,0.0,0,1.0,0,1.0,0.75
0_9422c,2,1,0.0,1,0.0,1,0.0,2,1.0,0.25
0_9423a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9423b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9423c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9424a,2,1,0.0,1,0.0,1,0.0,1,0.0,0.0
0_9424b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9424c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9425a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9425b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9425c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9426a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9426b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9426c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9427a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9427b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9427c,0,0,1.0,0,1.0,2,0.0,0,1.0,0.75
0_9428a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9428b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9428c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9429a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9429b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9429c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9430a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9430b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9430c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9431a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9431b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9431c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9432a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9432b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9432c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9433a,1,2,0.0,1,1.0,1,1.0,2,0.0,0.5
0_9433b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9433c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9434a,0,1,0.0,0,1.0,1,0.0,1,0.0,0.25
0_9434b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9434c,1,2,0.0,1,1.0,2,0.0,2,0.0,0.25
0_9435a,1,1,1.0,0,0.0,1,1.0,1,1.0,0.75
0_9435b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9435c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9436a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9436b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9436c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9437a,2,1,0.0,1,0.0,1,0.0,2,1.0,0.25
0_9437b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9437c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9438a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9438b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9438c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9439a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9439b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9439c,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
0_9440a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9440b,1,2,0.0,1,1.0,2,0.0,1,1.0,0.5
0_9440c,2,1,0.0,1,0.0,1,0.0,1,0.0,0.0
0_9441a,2,0,0.0,1,0.0,1,0.0,1,0.0,0.0
0_9441b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9441c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9442a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9442b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9442c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9443a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9443b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9443c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9444a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9444b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9444c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9445a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9445b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9445c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9446a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9446b,0,2,0.0,0,1.0,2,0.0,0,1.0,0.5
0_9446c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9447a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9447b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9447c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9448a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9448b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9448c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
0_9449a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9449b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9449c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9450a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9450b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9450c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9451a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9451b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9451c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9452a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
0_9452b,2,2,1.0,2,1.0,1,0.0,2,1.0,0.75
0_9452c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9453a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9453b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9453c,1,1,1.0,2,0.0,2,0.0,2,0.0,0.25
0_9454a,1,2,0.0,2,0.0,1,1.0,2,0.0,0.25
0_9454b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9454c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9455a,2,0,0.0,1,0.0,1,0.0,1,0.0,0.0
0_9455b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9455c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9456a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9456b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9456c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9457a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9457b,1,0,0.0,0,0.0,0,0.0,1,1.0,0.25
0_9457c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9458a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9458b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9458c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9459a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9459b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9459c,2,2,1.0,1,0.0,2,1.0,1,0.0,0.5
0_9460a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9460b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9460c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9461a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9461b,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
0_9461c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9462a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9462b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9462c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9463a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9463b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9463c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
0_9464a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9464b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9464c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9465a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9465b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9465c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9466a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9466b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9466c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9467a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9467b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9467c,2,1,0.0,2,1.0,2,1.0,1,0.0,0.5
0_9468a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9468b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9468c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9469a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9469b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9469c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9470a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9470b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9470c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9471a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9471b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9471c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9472a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9472b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9472c,1,1,1.0,1,1.0,0,0.0,1,1.0,0.75
0_9473a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9473b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9473c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9474a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9474b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9474c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9475a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9475b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9475c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9476a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9476b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9476c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9477a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9477b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9477c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9478a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9478b,0,0,1.0,2,0.0,0,1.0,0,1.0,0.75
0_9478c,1,1,1.0,1,1.0,0,0.0,1,1.0,0.75
0_9479a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9479b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9479c,1,2,0.0,1,1.0,1,1.0,2,0.0,0.5
0_9480a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9480b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9480c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9481a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9481b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9481c,0,0,1.0,0,1.0,1,0.0,0,1.0,0.75
0_9482a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9482b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9482c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9483a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9483b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9483c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9484a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9484b,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
0_9484c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9485a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9485b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9485c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9486a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9486b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9486c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9487a,-1,1,0.0,1,0.0,0,0.0,1,0.0,0.0
0_9487b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9487c,1,1,1.0,1,1.0,2,0.0,1,1.0,0.75
0_9488a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9488b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9488c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9489a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9489b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9489c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9490a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9490b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9490c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9491a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9491b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9491c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9492a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9492b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9492c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9493a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9493b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9493c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9494a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9494b,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
0_9494c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9495a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9495b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9495c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9496a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
0_9496b,2,1,0.0,2,1.0,1,0.0,1,0.0,0.25
0_9496c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9497a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9497b,0,0,1.0,1,0.0,0,1.0,1,0.0,0.5
0_9497c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9498a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9498b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9498c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9499a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9499b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9499c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9500a,1,1,1.0,1,1.0,2,0.0,1,1.0,0.75
0_9500b,0,0,1.0,0,1.0,2,0.0,0,1.0,0.75
0_9500c,2,1,0.0,1,0.0,2,1.0,1,0.0,0.25
0_9501a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9501b,1,1,1.0,1,1.0,2,0.0,2,0.0,0.5
0_9501c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9502a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_9502b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9502c,1,1,1.0,1,1.0,2,0.0,1,1.0,0.75
0_9503a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_9503b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_9503c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
