premise,hypothesis,label,unique_id
A little girl peers through a crack in the fence.,A girl is watching something.,0,0_6941c
The girl wearing a blue coat is standing on the wooden rocking toy in the playground.,The girl is wearing a coat.,0,0_6968a
The girl wearing a blue coat is standing on the wooden rocking toy in the playground.,The boy is playing basketball.,2,0_6968b
The girl wearing a blue coat is standing on the wooden rocking toy in the playground.,The girl in the coat is building a snowman at the playground.,1,0_6968c
A woman is reaching for a bird that landed on her table.,The woman is wanting to touch the bird.,0,0_6985a
A woman is reaching for a bird that landed on her table.,The woman is indoors.,1,0_6985b
A woman is reaching for a bird that landed on her table.,The woman is swimming in the ocean.,2,0_6985c
The rugby players play on a field.,A girl skates across the ice.,2,0_7005a
The rugby players play on a field.,A group of rugby players practices outside.,1,0_7005b
The rugby players play on a field.,The players are outside.,0,0_7005c
Snowfalls as three people stand in front of a shuttered store.,the snow has fallen,0,0_7021a
Snowfalls as three people stand in front of a shuttered store.,the rain is falling now,2,0_7021b
Snowfalls as three people stand in front of a shuttered store.,the snow is very deep,1,0_7021c
Young boy of Asian descent wearing a blue button up shirt and green pants is leaning up against a pillar in a subway station.,The young boy is of Asain descent.,0,0_7056a
Young boy of Asian descent wearing a blue button up shirt and green pants is leaning up against a pillar in a subway station.,The young boy is mexican.,2,0_7056b
Young boy of Asian descent wearing a blue button up shirt and green pants is leaning up against a pillar in a subway station.,The young boy is waiting for the train.,1,0_7056c
Young boy stands in front of a tractor.,Young boy stands,0,0_7134a
Young boy stands in front of a tractor.,Young boy stands proudly,1,0_7134b
Young boy stands in front of a tractor.,Young boy stands in midair,2,0_7134c
A child with wild hair and sunglasses getting off a blue slide.,The child was napping in his car seat,2,0_7165a
A child with wild hair and sunglasses getting off a blue slide.,The child was wearing sunglasses to look cool going down the slide,1,0_7165b
A child with wild hair and sunglasses getting off a blue slide.,The kid is getting off the slide,0,0_7165c
A woman dressed in winter clothing dragging a Christmas Tree through the snow.,Nothing is in the snow.,2,0_7187a
A woman dressed in winter clothing dragging a Christmas Tree through the snow.,Something in the snow.,0,0_7187b
A woman dressed in winter clothing dragging a Christmas Tree through the snow.,Something huge in the snow.,1,0_7187c
a girl putting on her makeup.,A girl is wearing makeup.,0,0_7197a
a girl putting on her makeup.,A girl is taking off her makeup,2,0_7197b
a girl putting on her makeup.,A girl is putting on grey and black makeup/,1,0_7197c
A young girl offering a green apple to a horse.,A horse rider rewarding her mount.,1,0_7217a
A young girl offering a green apple to a horse.,A goat nibbling a tourist's hip.,2,0_7217b
A young girl offering a green apple to a horse.,A girl giving a horse a treat.,0,0_7217c
Baby sitting at a beach.,Only an old man is sitting on the beach.,2,0_7224a
Baby sitting at a beach.,The baby is not wearing a diaper.,1,0_7224b
Baby sitting at a beach.,The baby is not crawling.,0,0_7224c
A group of ladies stand outside with umbrellas.,A bunch of friends are eating French food.,1,0_7289a
A group of ladies stand outside with umbrellas.,A bunch of ladies are outside.,0,0_7289b
A group of ladies stand outside with umbrellas.,A bunch of ladies are swimming.,2,0_7289c
Protesters protest ice raids in front of Stonehurst Elementary School.,Protesters in front of an elementary school are assembling.,0,0_7305a
Protesters protest ice raids in front of Stonehurst Elementary School.,Protesters are opposed to the ice raids.,1,0_7305b
Protesters protest ice raids in front of Stonehurst Elementary School.,Everone at the school agrees with the ice raids.,2,0_7305c
A man in a straw hat and overalls is with a friend outdoors.,The man is at a cookout.,1,0_7315a
A man in a straw hat and overalls is with a friend outdoors.,The man is sitting in a living room.,2,0_7315b
A man in a straw hat and overalls is with a friend outdoors.,The man is with people in public.,0,0_7315c
The person on the motorcycle is holding up his arm.,The man on the motorcycle is holding up his arm.,1,0_7363a
The person on the motorcycle is holding up his arm.,The dog on the motorcycle is holding up its leg.,2,0_7363b
The person on the motorcycle is holding up his arm.,The person on the motorcycle is holding up his arm.,0,0_7363c
Construction workers in front of blue wall with warning stripe.,The construction workers are in front of a pink wall.,2,0_7458a
Construction workers in front of blue wall with warning stripe.,There are people in front of a blue wall.,0,0_7458b
Construction workers in front of blue wall with warning stripe.,Construction workers are on lunch break at a site.,1,0_7458c
A BMX biker is midair in a stunt with the ocean in the background.,A BMX biker is performing a stunt.,1,0_7468a
A BMX biker is midair in a stunt with the ocean in the background.,A BMX biker is performing a stunt in front of the ocean.,0,0_7468b
A BMX biker is midair in a stunt with the ocean in the background.,A unicycler is riding on the beach.,2,0_7468c
A person stirs a tube on a table.,A human stirring.,0,0_7502a
A person stirs a tube on a table.,Nobody is stirring.,2,0_7502b
A person stirs a tube on a table.,A tall human stirring.,1,0_7502c
A group of people underneath a blue tarp at an outdoor market.,Shoppers are seeking shade under the makeshift plastic roofs of a street market.,1,0_7506a
A group of people underneath a blue tarp at an outdoor market.,People are shopping in the mall.,2,0_7506b
A group of people underneath a blue tarp at an outdoor market.,People are at a market.,0,0_7506c
A woman wearing shorts walks down the busy streets of a city.,The woman walking down the street is wearing jogging shoes.,1,0_7541a
A woman wearing shorts walks down the busy streets of a city.,The woman in the sports bra is in the doctors office.,2,0_7541b
A woman wearing shorts walks down the busy streets of a city.,There is a woman walking.,0,0_7541c
"Older man in a hat, yellow shirt and dress slacks playing in the sand with a young boy.",The young man is playing all alone.,2,0_7624a
"Older man in a hat, yellow shirt and dress slacks playing in the sand with a young boy.",The grandpa plays with his grandson.,1,0_7624b
"Older man in a hat, yellow shirt and dress slacks playing in the sand with a young boy.",The man is wearing a hat.,0,0_7624c
A boy is standing in the snow next another child bent over a big ball of snow.,The girls sit in the snow and make snowangels.,2,0_7629a
A boy is standing in the snow next another child bent over a big ball of snow.,The boys stand in the snow together.,0,0_7629b
A boy is standing in the snow next another child bent over a big ball of snow.,The boys build a snowman in the snow.,1,0_7629c
Child wearing a red coat is shoveling snow.,There are giraffes in the front yard.,2,0_7708a
Child wearing a red coat is shoveling snow.,The child has a small shovel.,1,0_7708b
Child wearing a red coat is shoveling snow.,It is cold outside.,0,0_7708c
"Two hockey players in red and blue uniforms, going after the puck.","Two hockey players in red and blue uniforms, go after the puck by crossing each other.",1,0_7746a
"Two hockey players in red and blue uniforms, going after the puck.",Two hockey players in uniforms go towards the same puck.,0,0_7746b
"Two hockey players in red and blue uniforms, going after the puck.",Two hockey players sit in the sidelines as they fought before.,2,0_7746c
"A scientist, holding a tablet computer, shows off the wonders of science and food to intrigued viewers.",A scientist shows off.,0,0_7758a
"A scientist, holding a tablet computer, shows off the wonders of science and food to intrigued viewers.",A scientist shows them his latest work.,1,0_7758b
"A scientist, holding a tablet computer, shows off the wonders of science and food to intrigued viewers.",A scientist looks through the lens at the hubble telescope.,2,0_7758c
A boy going down a water slide.,A boy going down his first water slide.,1,0_7799a
A boy going down a water slide.,A boy sliding.,0,0_7799b
A boy going down a water slide.,The boy is eating lunch.,2,0_7799c
A woman is playing a guitar and singing into a microphone.,the woman is crying,2,0_7822a
A woman is playing a guitar and singing into a microphone.,the woman is not very good at multitasking,1,0_7822b
A woman is playing a guitar and singing into a microphone.,the woman is singing and playing music,0,0_7822c
Child playing with a hula hoop on a cement driveway in housing alotment.,Child playing with a hula hoop,0,0_7847a
Child playing with a hula hoop on a cement driveway in housing alotment.,Child eating pizza,2,0_7847b
Child playing with a hula hoop on a cement driveway in housing alotment.,Child playing with a hula hoop in his home,1,0_7847c
A girl goes down a red slide.,A girl is on a slide,0,0_7893a
A girl goes down a red slide.,The girl is excited,1,0_7893b
A girl goes down a red slide.,The slide is blue,2,0_7893c
A small and gray dog chases a large bull who is jumping away from it.,The dogs hyarchy is backwards and the pitbull will be overtaken by a less aggressive breed.,1,0_7963a
A small and gray dog chases a large bull who is jumping away from it.,There are dogs chasing each other.,2,0_7963b
A small and gray dog chases a large bull who is jumping away from it.,A large and gray dog chases a small bull who is jumping away from it.,2,0_7963c
A woman in traditional dress with her back to us hanging clothes on a line outdoors.,The woman is cooking bread.,2,0_8005a
A woman in traditional dress with her back to us hanging clothes on a line outdoors.,A woman doing laundry.,0,0_8005b
A woman in traditional dress with her back to us hanging clothes on a line outdoors.,The woman is hanging sheets on the clothesline.,1,0_8005c
"Middle-aged man and woman, she is holding a log, he is using a drill on the log.",There are two people working on drilling a log.,0,0_8022a
"Middle-aged man and woman, she is holding a log, he is using a drill on the log.",The couple are renewing their vows at a church.,2,0_8022b
"Middle-aged man and woman, she is holding a log, he is using a drill on the log.",The middle-aged couple are preparing to start a bonfire for a party.,1,0_8022c
A dog walking along a frosty path.,A small dog is walking along a frosty path.,1,0_8025a
A dog walking along a frosty path.,A bird is sitting on a brick fence.,2,0_8025b
A dog walking along a frosty path.,An animal is outside.,0,0_8025c
The blond girl is dancing on stage in front of the sound equipment.,The blonde girl is practicing a dance for a concert.,1,0_8068a
The blond girl is dancing on stage in front of the sound equipment.,A boy is running a marathon.,2,0_8068b
The blond girl is dancing on stage in front of the sound equipment.,The girl is dancing.,0,0_8068c
Lady in robe and hat on corner of street.,While standing on the corner of the street the lady is in a robe with nothing on under,1,0_8082a
Lady in robe and hat on corner of street.,Underwear everywhere on the ground where she is,2,0_8082b
Lady in robe and hat on corner of street.,While standing on the corner of the street the lady is in a robe,0,0_8082c
An elderly man holds a sign.,The man is asking for money.,1,0_8124a
An elderly man holds a sign.,The woman holds a sign.,2,0_8124b
An elderly man holds a sign.,The man is old.,0,0_8124c
"Men recreating an Ancient Fife and Drum Corps from the American Revolutionary War are marching in a modern parade while wearing white wigs, black tricorn hats, white waistcoats, and white knickers or knee breeches.",Men in costume march in a parade.,0,0_8132a
"Men recreating an Ancient Fife and Drum Corps from the American Revolutionary War are marching in a modern parade while wearing white wigs, black tricorn hats, white waistcoats, and white knickers or knee breeches.",A boy plays an okarina.,2,0_8132b
"Men recreating an Ancient Fife and Drum Corps from the American Revolutionary War are marching in a modern parade while wearing white wigs, black tricorn hats, white waistcoats, and white knickers or knee breeches.",War reenacters participate in the parade to drum up awareness of the new history museum in Massachussetts.,1,0_8132c
A woman in a white shirt is sitting at a table in a nice restaurant.,the woman is white,1,0_8148a
A woman in a white shirt is sitting at a table in a nice restaurant.,the woman is sitted,0,0_8148b
A woman in a white shirt is sitting at a table in a nice restaurant.,the woman is standing at home,2,0_8148c
An American footballer in red is being tackled by three players in white whilst other red players look on.,They are ready to play a round of golf.,2,0_8177a
An American footballer in red is being tackled by three players in white whilst other red players look on.,They are playing football.,0,0_8177b
An American footballer in red is being tackled by three players in white whilst other red players look on.,They are into sports.,1,0_8177c
A man shoots footage with a camera as two women look on.,The man uses a black camera,1,0_8186a
A man shoots footage with a camera as two women look on.,The man uses a camera.,0,0_8186b
A man shoots footage with a camera as two women look on.,The lady plays on a computer.,2,0_8186c
"A female with brown hair, purple shirt and purple flip-flops touching the bottom left of a sign.",The female had brown hair.,0,0_8229a
"A female with brown hair, purple shirt and purple flip-flops touching the bottom left of a sign.",The female was wearing all red.,2,0_8229b
"A female with brown hair, purple shirt and purple flip-flops touching the bottom left of a sign.",The female was was touching the sign on a hot day.,1,0_8229c
A boy with green pajamas is opening a present.,The boy is wearing pink pajamas.,2,0_8239a
A boy with green pajamas is opening a present.,The boy is wearing pajamas.,0,0_8239b
A boy with green pajamas is opening a present.,The boy is opening a Christmas present.,1,0_8239c
An older male is playing a guitar on a wheelchair in a city street.,The man plays saxophone.,2,0_8347a
An older male is playing a guitar on a wheelchair in a city street.,The man plays and sings his own original songs.,1,0_8347b
An older male is playing a guitar on a wheelchair in a city street.,The man entertains with his guitar on the streets downtown.,0,0_8347c
Four Asian women pose for a picture.,A few females are standing and smiling.,0,0_8545a
Four Asian women pose for a picture.,A female is sitting on the chair eating cereal.,2,0_8545b
Four Asian women pose for a picture.,some females are leaning against a car while someone capture their image.,1,0_8545c
A group of men wearing hard hats and safety vests are standing on a large metal structure.,the men are wearing orange safety helmets and vests,1,0_8560a
A group of men wearing hard hats and safety vests are standing on a large metal structure.,the group of men are wearing safety gear while on the metal structure,0,0_8560b
A group of men wearing hard hats and safety vests are standing on a large metal structure.,the men are not wearing any safety gear,2,0_8560c
A snowboarder flies through the air above the snow.,The man is doing a trick.,1,0_8584a
A snowboarder flies through the air above the snow.,The snowboard is on the ground.,2,0_8584b
A snowboarder flies through the air above the snow.,The man has his feet on the snowboard.,0,0_8584c
A woman walks down the sidewalk on a cold day.,A girl is travelling on foot in cold weather.,0,0_8610a
A woman walks down the sidewalk on a cold day.,A woman is driving a car on the street.,2,0_8610b
A woman walks down the sidewalk on a cold day.,A woman is wearing extra clothing to walk through the snow.,1,0_8610c
A snowboarder doing a handstand on a ramp.,The snowboarder is sleeping.,2,0_8631a
A snowboarder doing a handstand on a ramp.,The snowboarder is doing a trick.,0,0_8631b
A snowboarder doing a handstand on a ramp.,The snowboard is white.,1,0_8631c
A group of men and women in military uniform.,The Air Force unit prepares to fly.,1,0_8651a
A group of men and women in military uniform.,The military personnel are in uniform.,0,0_8651b
A group of men and women in military uniform.,People in clown suits perform in the circus ring.,2,0_8651c
A baby in a Santa hat holds a Santa figure while laying on a brown sofa.,The baby is laying on a sofa in the house.,0,0_8667a
A baby in a Santa hat holds a Santa figure while laying on a brown sofa.,A baby is sleep on the sofa.,1,0_8667b
A baby in a Santa hat holds a Santa figure while laying on a brown sofa.,A baby is taking a bath.,2,0_8667c
A large group of people are enjoying one another's company over coffee at Dunkin' Donuts.,The group are enjoying the fresh air.,2,0_8668a
A large group of people are enjoying one another's company over coffee at Dunkin' Donuts.,These people are a family.,1,0_8668b
A large group of people are enjoying one another's company over coffee at Dunkin' Donuts.,The people are drinking.,0,0_8668c
An old man is sitting on a sidewalk in front of a pile of folded blankets.,The old man is homeless.,1,0_8680a
An old man is sitting on a sidewalk in front of a pile of folded blankets.,A pile of blankets are on the sidewalk.,0,0_8680b
An old man is sitting on a sidewalk in front of a pile of folded blankets.,The old man walks down the street.,2,0_8680c
Rows of adults taking in a lecture in a classroom.,The students are listening to a lecture.,0,0_8686a
Rows of adults taking in a lecture in a classroom.,The adults are listening to a lecture on science.,1,0_8686b
Rows of adults taking in a lecture in a classroom.,The adults are in a restaurant.,2,0_8686c
A female with blond-hair is cutting a watermelon on a marble countertop.,The countertop is made of wood,2,0_8691a
A female with blond-hair is cutting a watermelon on a marble countertop.,The woman has blond hair,0,0_8691b
A female with blond-hair is cutting a watermelon on a marble countertop.,The watermelon is small,1,0_8691c
A girl performing with an acoustic electric auto harp.,A girl playing classical songs with an electric auto harp.,1,0_8699a
A girl performing with an acoustic electric auto harp.,A girl playing a musical instrument.,0,0_8699b
A girl performing with an acoustic electric auto harp.,A girl playing rock music on her electric guitar.,2,0_8699c
A brown dog runs down a snow-covered path.,The brown dog is cold.,1,0_8704a
A brown dog runs down a snow-covered path.,The dog is indoors playing tag.,2,0_8704b
A brown dog runs down a snow-covered path.,The brown dog is outside.,0,0_8704c
The male teenager is breakdancing on the red and black tiled floor.,A female teenager ballroom dancing.,2,0_8743a
The male teenager is breakdancing on the red and black tiled floor.,A boy competing in a breakdancing competition.,1,0_8743b
The male teenager is breakdancing on the red and black tiled floor.,A person dancing.,0,0_8743c
A young adult dances on his hand.,A man is standing still.,2,0_8744a
A young adult dances on his hand.,a person is dancing.,0,0_8744b
A young adult dances on his hand.,A man is breakdancing.,1,0_8744c
Three young children are covered in foam.,A horse is walking near a school house.,2,0_8749a
Three young children are covered in foam.,Three kids have foam all over them.,0,0_8749b
Three young children are covered in foam.,Three kids at a party have foam on them.,1,0_8749c
Men are lined up at a race with RUN FOR HAITI signs behind them.,Signs about Haiti are present.,0,0_8774a
Men are lined up at a race with RUN FOR HAITI signs behind them.,Men are competing in a race to help poor people in Haiti.,1,0_8774b
Men are lined up at a race with RUN FOR HAITI signs behind them.,Men are riding bikes for charity.,2,0_8774c
A person jogs down a gravel road after a small dog.,The person is wearing gym shorts.,1,0_8846a
A person jogs down a gravel road after a small dog.,The person is walking.,2,0_8846b
A person jogs down a gravel road after a small dog.,The person is getting exercise.,0,0_8846c
The baby pinches the woman's cheek.,the baby pinched a woman.,0,0_8925a
The baby pinches the woman's cheek.,the baby pinched his aunts right cheek.,1,0_8925b
The baby pinches the woman's cheek.,the baby slapped the womans face.,2,0_8925c
Three men are building a roof.,A kid plays basketball with his friend.,2,0_9013a
Three men are building a roof.,Three men constructing a roof.,0,0_9013b
Three men are building a roof.,Three men repairing storm damaged roofing.,1,0_9013c
"A patient in a hospital bed, with a cast on her left arm, and a hairnet on her head, sticks her tongue out at the camera.",The patient has a broken left arm.,1,0_9067a
"A patient in a hospital bed, with a cast on her left arm, and a hairnet on her head, sticks her tongue out at the camera.",The man is flying into space after doing a cartwheel.,2,0_9067b
"A patient in a hospital bed, with a cast on her left arm, and a hairnet on her head, sticks her tongue out at the camera.",A patient is being treated for a broken left arm.,0,0_9067c
A crowd of suburban youth wait for a performance to begin.,Crowd waiting for an outdoor concert.,1,0_9106a
A crowd of suburban youth wait for a performance to begin.,Crowd of youth waiting.,0,0_9106b
A crowd of suburban youth wait for a performance to begin.,Crowd of youth rioting in the streets.,2,0_9106c
An older woman is lying down in her bed.,The woman is a teenager.,2,0_9109a
An older woman is lying down in her bed.,The woman inside.,0,0_9109b
An older woman is lying down in her bed.,The woman is sleeping.,1,0_9109c
A mule is carrying a man in a cart next to some palm trees.,A dehydrated man on his mule.,1,0_9116a
A mule is carrying a man in a cart next to some palm trees.,A man on a mule.,0,0_9116b
A mule is carrying a man in a cart next to some palm trees.,A mule walking on top of a man.,2,0_9116c
This memorial is to remember victims of a tragedy.,A memorial to remember people who have died.,0,0_9126a
This memorial is to remember victims of a tragedy.,A memorial for the 9/11 terrorist attacks.,1,0_9126b
This memorial is to remember victims of a tragedy.,A gravesite of a single individual,2,0_9126c
Four men with goatees are having dinner at a restaurant.,Four men are eating spaghetti.,1,0_9128a
Four men with goatees are having dinner at a restaurant.,Four men are at a restaurant.,0,0_9128b
Four men with goatees are having dinner at a restaurant.,Two men are having drinks at a bar.,2,0_9128c
A blond pregnant woman in a black shirt is standing in the kitchen with her hand on her belly holding something in her mouth.,The woman is at a playground holding her child.,2,0_9130a
A blond pregnant woman in a black shirt is standing in the kitchen with her hand on her belly holding something in her mouth.,The woman is sneaking food from the kitchen.,1,0_9130b
A blond pregnant woman in a black shirt is standing in the kitchen with her hand on her belly holding something in her mouth.,A pregnant woman is standing in a kitchen holding her stomach with something in her mouth.,0,0_9130c
Two and four footed neighbors stop by to visit.,A bird is in a cage alone.,2,0_9147a
Two and four footed neighbors stop by to visit.,Some neighbors with varying amounts of feet interact.,0,0_9147b
Two and four footed neighbors stop by to visit.,People and animals hang out together.,1,0_9147c
Two boys are onlooking during an outside classical music performance.,Two boys outside at a concert.,0,0_9233a
Two boys are onlooking during an outside classical music performance.,Two girls are at the mall listening to pop music.,2,0_9233b
Two boys are onlooking during an outside classical music performance.,Two boys are watching their favorite orchestra at an outdoor concert.,1,0_9233c
A young woman singing and playing guitar in a performance.,She is singing in front of a large audience.,1,0_9339a
A young woman singing and playing guitar in a performance.,She is playing the piano.,2,0_9339b
A young woman singing and playing guitar in a performance.,A young woman singing and playing guitar.,0,0_9339c
A person in a blue outfit is riding a gray horse.,A girl in pink is riding a pony.,2,0_9348a
A person in a blue outfit is riding a gray horse.,A person is riding a horse by the beach.,1,0_9348b
A person in a blue outfit is riding a gray horse.,A person is riding the horse.,0,0_9348c
The people are having fun at the Carnival.,People enjoying a Carnival.,0,0_9402a
The people are having fun at the Carnival.,A group on a ride at the Carnival.,1,0_9402b
The people are having fun at the Carnival.,Students in detention.,2,0_9402c
A white dog tries to jump on the counter.,A white dog jumps.,0,0_9483a
A white dog tries to jump on the counter.,A white dog jumps on the counter for some food.,1,0_9483b
A white dog tries to jump on the counter.,A white dog jumps after two cats.,2,0_9483c
A group of construction workers building a tunnel.,A group of construction workers are building a subway tunnel.,1,0_9607a
A group of construction workers building a tunnel.,A group of construction workers building a playground.,2,0_9607b
A group of construction workers building a tunnel.,A group of construction workers are building something.,0,0_9607c
A group of adults gather for a picture in front of a brick house.,Four women are sitting on the porch,1,0_9618a
A group of adults gather for a picture in front of a brick house.,People are standing in front of a house,0,0_9618b
A group of adults gather for a picture in front of a brick house.,Some people are walking down the street,1,0_9618c
A group of young Middle Eastern kids posing for the picture,The kids are all siblings.,1,0_9689a
A group of young Middle Eastern kids posing for the picture,A group of young kids pose for a photo.,0,0_9689b
A group of young Middle Eastern kids posing for the picture,The kids are asleep in their bedrooms,2,0_9689c
"A young, fit, tanned man in bright blue Speedos adjusts his swimming goggles.",the young man is getting ready to dive in the pool,1,0_9723a
"A young, fit, tanned man in bright blue Speedos adjusts his swimming goggles.",the young man is wearing the red speedos,2,0_9723b
"A young, fit, tanned man in bright blue Speedos adjusts his swimming goggles.",the young fit man is adjusting his goggles,0,0_9723c
Three women talking in front of a brick building.,Three women are outside.,0,0_9780a
Three women talking in front of a brick building.,Three women are waiting for a bus.,1,0_9780b
Three women talking in front of a brick building.,Three women are eating lunch.,2,0_9780c
Man in cap stands next to horse.,A jockey poses with his horse after a win.,1,0_9811a
Man in cap stands next to horse.,Man poses with a horse.,0,0_9811b
Man in cap stands next to horse.,A man prepares to eat dinner.,2,0_9811c
A dog is wading in a river with a towel in its mouth.,A dog in some water has a towel.,0,0_9831a
A dog is wading in a river with a towel in its mouth.,A dog in some water is practicing retrieving his towel.,1,0_9831b
A dog is wading in a river with a towel in its mouth.,A dog in a car is asleep.,2,0_9831c
An elderly couple set out their goods for sale.,A couple sells their goods to some farmers.,1,0_9841a
An elderly couple set out their goods for sale.,A couple sells nothing.,2,0_9841b
An elderly couple set out their goods for sale.,A couple gets ready to sell their goods.,0,0_9841c
Many bikes are laying on the ground while a person is opening a door.,A person gets on a bike.,2,0_9862a
Many bikes are laying on the ground while a person is opening a door.,A person opens the door to their house for their friends after a bike ride.,1,0_9862b
Many bikes are laying on the ground while a person is opening a door.,A person opens a door.,0,0_9862c
A man dressed for cold weather plays with a stick with his black and brown dog.,A man plays with his dog.,0,0_9913a
A man dressed for cold weather plays with a stick with his black and brown dog.,The man throws the stick.,1,0_9913b
A man dressed for cold weather plays with a stick with his black and brown dog.,A woman builds a snowman.,2,0_9913c
A black man in a reflective vest standing in a dirt hole.,A white man stands atop a dirt pile,2,0_9958a
A black man in a reflective vest standing in a dirt hole.,A black man who is training in the army does a drill,1,0_9958b
A black man in a reflective vest standing in a dirt hole.,A man is in the outdoors while wearing a reflective vest,0,0_9958c
"Two men are standing by a railing, while posing for a picture.",Two men pose for a picture.,0,0_10001a
"Two men are standing by a railing, while posing for a picture.",Two men are waiting for their picture to be taken.,1,0_10001b
"Two men are standing by a railing, while posing for a picture.",Men are waiting near the railing for the train.,2,0_10001c
@ people are cleaning windows in a dark environment.,The people are sitting in a well lit building.,2,0_10077a
@ people are cleaning windows in a dark environment.,The people are using Windex.,1,0_10077b
@ people are cleaning windows in a dark environment.,The people can hardly see.,0,0_10077c
A male child is sitting down on snow.,A young boy is in his room,2,0_10102a
A male child is sitting down on snow.,A young boy is outside,0,0_10102b
A male child is sitting down on snow.,A young boy is making a snowball,1,0_10102c
A man in sunglasses who has fallen asleep in a patio lounge chair.,This man is alert,2,0_10135a
A man in sunglasses who has fallen asleep in a patio lounge chair.,This man is wearing glasses,0,0_10135b
A man in sunglasses who has fallen asleep in a patio lounge chair.,This is his patio,1,0_10135c
"Two people, one on the phone, in front of a train.",Two people talking on the telephone.,0,0_10215a
"Two people, one on the phone, in front of a train.",A train moving by some people.,1,0_10215b
"Two people, one on the phone, in front of a train.",A crowd at a bus stop.,2,0_10215c
A calico cat raising its paws towards a dog with an open mouth,The dog is growling at the cat.,1,0_10277a
A calico cat raising its paws towards a dog with an open mouth,The dog and cat are interracting.,0,0_10277b
A calico cat raising its paws towards a dog with an open mouth,The black cat hisses at the dog.,2,0_10277c
A man has a pink ribbon around his arm.,The man is wearing the ribbon for breast cancer awareness.,1,0_10279a
A man has a pink ribbon around his arm.,The ribbon is brown with green spots.,2,0_10279b
A man has a pink ribbon around his arm.,A guy with a strip of cloth around his bicep.,0,0_10279c
A wakeboarder is traveling across the water behind a ramp.,The wakeboader is a man.,1,0_10287a
A wakeboarder is traveling across the water behind a ramp.,A dog is in the water.,2,0_10287b
A wakeboarder is traveling across the water behind a ramp.,A wakeboarder is in the water.,0,0_10287c
Two young African American boys sitting at a desk in a classroom.,Two boys are sitting at a desk in a classroom.,0,0_10296a
Two young African American boys sitting at a desk in a classroom.,Two boys are standing on a desk in a classroom.,2,0_10296b
Two young African American boys sitting at a desk in a classroom.,Two boys are sitting at a desk in a classroom while they learn math.,1,0_10296c
A little boy is playing a miniature guitar and making a face.,A little boy is playing a little guitar.,0,0_10312a
A little boy is playing a miniature guitar and making a face.,A boy is posing for the camera with his guitar.,1,0_10312b
A little boy is playing a miniature guitar and making a face.,The boy plays guitar with a neutral expression.,2,0_10312c
Construction workers engaging in a day of outdoor work.,The construction workers are buliding a new school.,1,0_10337a
Construction workers engaging in a day of outdoor work.,The construction workers are lying on hammocks.,2,0_10337b
Construction workers engaging in a day of outdoor work.,Some people are outdoors.,0,0_10337c
Two security guards watch museum goers examine an exhibit.,The museum is open.,0,0_10361a
Two security guards watch museum goers examine an exhibit.,The guards are suspicious of the museum goers.,1,0_10361b
Two security guards watch museum goers examine an exhibit.,The guards are blind.,2,0_10361c
A girl stands up with a glass of beer to make a toast at a couple's wedding.,The girl is the groom's sister.,1,0_10367a
A girl stands up with a glass of beer to make a toast at a couple's wedding.,A girl is using her beer to give a celebratory toast.,0,0_10367b
A girl stands up with a glass of beer to make a toast at a couple's wedding.,The girl is holding a glass of wine.,2,0_10367c
A man is catching a football.,The man is a great football player.,1,0_10622a
A man is catching a football.,Someone threw a ball.,0,0_10622b
A man is catching a football.,The man is catching a baseball.,2,0_10622c
A brown-haired white woman in a red shirt with a fork up to her mouth.,A woman is holding a fork.,0,0_10627a
A brown-haired white woman in a red shirt with a fork up to her mouth.,A woman is riding a bike.,2,0_10627b
A brown-haired white woman in a red shirt with a fork up to her mouth.,A woman is enjoying her dinner.,1,0_10627c
A young man is sweeping the sidewalk with a red handled broom.,The man is taking leaves,2,0_10689a
A young man is sweeping the sidewalk with a red handled broom.,A man is sweeping,0,0_10689b
A young man is sweeping the sidewalk with a red handled broom.,The man is bored,1,0_10689c
A woman pouring a cup of coffee in the wild.,The woman is pouring soda.,2,0_10757a
A woman pouring a cup of coffee in the wild.,Someone is pouring a cup of coffee.,0,0_10757b
A woman pouring a cup of coffee in the wild.,The coffee doesn't have any sugar.,1,0_10757c
Two para jumpers are gliding through the air over a beautiful blue ocean.,Two para jumpers are gliding through the air over a beautiful blue lake.,2,0_10820a
Two para jumpers are gliding through the air over a beautiful blue ocean.,Two para jumpers are gliding through the air over a the Pacific Ocean.,1,0_10820b
Two para jumpers are gliding through the air over a beautiful blue ocean.,Jumpers jump into the ocean.,0,0_10820c
Two men wearing striped shirts are singing into microphones.,Brothers are singing karaoke.,1,0_10828a
Two men wearing striped shirts are singing into microphones.,A puppy is sitting.,2,0_10828b
Two men wearing striped shirts are singing into microphones.,Men are singing.,0,0_10828c
"Two young men, one in black and one in red, jogging.",The two men prefer leisure walks.,2,0_10852a
"Two young men, one in black and one in red, jogging.",Two men are running.,0,0_10852b
"Two young men, one in black and one in red, jogging.",Two men are jogging side by side.,1,0_10852c
The old man in a baseball cap and glasses looked down at the baby wrapped in a striped blanket.,A human looking,0,0_10886a
The old man in a baseball cap and glasses looked down at the baby wrapped in a striped blanket.,A tall human looking,1,0_10886b
The old man in a baseball cap and glasses looked down at the baby wrapped in a striped blanket.,Nobody is looking,2,0_10886c
Two males and a female in front of a building having conversation.,The people are siblings.,1,0_10930a
Two males and a female in front of a building having conversation.,There are three people.,0,0_10930b
Two males and a female in front of a building having conversation.,There are three women talking.,2,0_10930c
