,guid,premise,hypothesis,label
111585,1621733153311,A toddler in a blue dress holding himself up on a rock.,A toddler in a blue dress running through a field.,2
111784,816084977111,A young girl walking her dog beside the water with the sun reflecting on it.,A group of girls play with kittens outside.,2
111803,4544641137111,"In a large room, people look on as two people, one in a red robe sit near each other, presumably talking.",The red robe is made of air,2
111811,4668605108410,The woman is talking to someone.,A woman is talking.,0
112088,174487818211,A white and brown dog sit on a stone ledge as people take pictures.,The dogs are fighting.,2
112206,4901112400210,A soldier is talking in front of several people.,The soldier is talking.,0
112262,2852982055210,"Woman, with two children playing in outdoor fountain.",Three people are outdoors.,0
112318,5290994547142,A man looks at the camera as he holds a small soldering iron near a magnifying glass and circuit board.,The man is working on an experiment.,1
112612,162161519052,A man and a smiling young boy in a float vest are swimming together.,The man and the boy are in a swimming pool.,1
112922,181618457032,"A truck is decorated in American flags and the colors of the flag, three people are in the truck bed with one driving.",People are driving somewhere.,1
113717,3519483468011,A man and a young boy wearing a G Unit sweatshirt sit for a street artist's drawing.,The man and young boy are do surgery.,2
113742,3102819100012,A hooded man with a beard is walking up concrete steps carrying a red bag as a policeman stares out at the water threatening to invade the steps.,A man with a mask on is carrying a bag.,1
113780,356793404010,A person swimming underwater poses for a picture with some underwater vegetation.,A swimmer posses with plants.,0
114027,801607443311,Two people climb rocks over some water.,Two people are in a boat.,2
114696,4435313832011,A female gymnast completely upside down with her arms supporting her on the high beam.,A man is sitting upright in a chair.,2
114723,2536858553311,A man wearing orange is painting a wall white.,A man wearing black is painting a wall with graffiti.,2
114849,4775126389010,"Three brightly colored wind sailboats, gliding in the large white cap body of water.",Three vessels on the water.,0
114903,3278189732312,A dog jumps to catch a ball in a grassy field.,A dog is playing with other dogs in a field.,1
115167,2747637478112,A smiling man wearing blue jeans and a blue shirt plays a guitar in front of several other people.,The man is playing a song by Kansas.,1
115682,2866529477412,Some swimmers in the water.,The swimmers are swimming in the ocean.,1
116130,480653124110,Three females are jumping while reaching up into the air.,Three people are leaping into the air.,0
116641,4824548067412,A woman carries a young girl on her shoulders,A woman carries a young girl on her shoulders so she can see the singer onstage.,1
116983,39999879211,NYPD policemen watch the crowd at a boardwalk.,Policemen eat donuts in the coffee shop.,2
117302,3319489465210,A woman in a pink shirt wears rides a horse in a rodeo.,A woman is riding a horse in the rodeo.,0
117503,499830218312,A man in a blue shirt looks like he is contemplating something.,A young man is thinking about his next move.,1
117590,3579149820412,A group of friends on the grass playing a sport.,People playing in a friendly game to determine who pays for pizza.,1
117678,1542401004052,An elderly person stands in the street during winter with evergreen tree branches in one hand and a cane in the other.,An elderly woman standing in the street,1
118077,2575887239411,A male is leap frogging near a pond.,A male is eating break,2
118139,5446415631412,A man is walking across a snow covered log,The man is wearing a hat.,1
118588,2060904593111,A teenage boy wearing a white shirt is sitting down next to two other boys who are standing.,The three boys are rappelling down the side of a mountainside.,2
119817,2807177340211,African-american boy is playing on playground.,The boy is sleep.,2
120380,463439358412,Man cuts up fish after a successful day.,The man works as a fisherman.,1
120447,775664534112,The children run through the tall green grass.,The children run through the tall green grass while the sun rises behind them.,1
120476,3178005751210,"A boy and girl, both in jeans, are standing in front of a fence.",Children in jeans standing outside,0
120729,4860408552212,A protester picks up his signs from a graffiti painted sidewalk.,The protester's signs are white with slogans on them.,1
120832,1290525613111,Two small dark-skinned children surveying a dump with green trees in the background.,The trees are blue.,2
121148,2394857899132,A man wearing an orange uniform is working outside with a hose.,A man is wearing a light orange uniform.,1
121631,35477421010,Men and women sitting and walking around picnic tables and having food.,the man and woman enjoying food,0
121970,3469609037312,A bow does a trick on his skateboard at a skate park.,The boy landed the tricked perfectly.,1
122148,2268109835212,A person uses a long-handled net to catch something in the air.,The person is trying to catch a bird.,1
122288,6260674203012,A woman in the Royal Air Force inside of a kitchen using a grater.,The head chef of the Royal Air Force was prepping a meal for the Prime Minister.,1
122502,2896804690210,Several women are drawing an item out of a brown basket.,Women are taking something from a basket.,0
122571,3252588185111,A woman in a white shirt and dark jacket stands in a marsh.,The woman is sitting at the table.,2
122615,432326912110,A male percussionist plays the marimba with a look of concentration.,A man concentrates while he play an instrument.,0
122852,502213229210,A group of Indian girls is dancing in traditional clothes.,Some girls are dancing,0
123339,384080245020,A young man in a room looking at four computer screens with a green coffee mug and several keyboards and computer mice.,A man is viewing a set of computer screens.,0
123510,4518349470111,A family is having a good time washing a blue truck.,A family is at dinner,2
123515,2102909744012,Children holding foreign banners standing in front of an older man and woman.,Little kids protesting,1
123541,3353295436011,Two Indian students looking at book with adults beside them.,A ku klux clan rally by the river,2
123587,2500567791310,a black cow and a brown cow being chased by a dog,The animals are outdoors.,0
123614,303607405310,A wet dog shaking its self dry.,a wet animal,0
123828,3293974034110,This person is laying on the floor at the bottom of the stairs and is missing a shoe.,A person wearing one shoe is laying on the floor.,0
124010,2525898056012,A person wearing a red and black uniform is holding a bat and wearing a red batter's helmet while a girl sits behind in the same uniform.,A person trying to impress a girl in the same uniform.,1
124375,2341565486110,A girl kicks a ball with three girls doing the same in the background.,Four girls are kicking balls.,0
124460,1076503761211,A young woman on a boat in a light colored bikini kicks a man wearing a straw cowboy hat.,The woman was old.,2
124561,5651210045311,A man grinds down a rail while on a skateboard.,The man is sitting.,2
124653,6068604099211,Two bagpipers in full uniform stand outdoors holding their instruments.,There are two guitarists tuning up.,2
125074,1937816088412,A man on YouTube teaching a class.,A man uses his YouTube channel as a teaching tool.,1
125259,398363306311,Six people hiking in a snowy landscape.,A group of people sunbathing in a snowy landscape.,2
125397,252053285110,A woman and a girl in white hold onto a railing at a baseball stadium.,They held onto the railing at the stadium.,0
125500,2225611270110,Several laughing people in knit hats look toward the ground.,people laughing look at ground,0
125533,2536858553232,A man on a scaffold paints a wall with a paint roller.,A man is getting a wall painted for the new business that will open soon.,1
125730,7723147862150,"Kite surfers are surfing in a shipping harbor on a clear windy day, in the background is a snowcapped mountain.",People are kite surfing.,0
126163,127146749210,A man is sitting on a green train that is about to go through a tunnel.,The man is sitting on the train.,0
126333,3195320645010,Footprints and other tracks mar the sandy dunes while two boys dressed in blue and yellow disappear over the crest of one of the dunes.,The two boys are outside by the sand dunes.,0
126471,4684253615011,A european city street scene with trolley tracks on the roadway and a cathedral clock tower in the background.,There are no vehicles or people in the streets.,2
126726,4735420253112,A woman in a black shirt waving at a large bus.,A woman in a black shirt gives a friendly wave to the large bus.,1
126730,4735420253310,A woman on a city street waving at a bus.,The woman is waving at the bus.,0
126893,176230509010,A young shirtless boy is laying on a couch with his eyes closed and his hand on his chest.,The boy is resting.,0
127195,7400312926421,A man is skiing in water.,A man is driving a boat.,2
127369,4954827712010,View of a Victorian building in the background with various people walking in the foreground.,People walking by a Victorian building.,0
127573,4556399449411,A group of people riding on a crowded bus.,The man rode his bike.,2
127594,1570723692011,Two little dogs are lying on the green grass and a larger dog looks down on them.,"A trio of alley cats is lined up along the fence, yowling at the moon.",2
127756,4467525810012,"Three beautiful woman are walking, they are all wearing the color blue, with the blond in the middle.",Three women are walking outside.,1
128015,1432506301040,A classic blue Volkswagen Beetle lines up next to a modern red Volkswagen for a drag race.,A couple of cars are situated next to each other.,0
128250,253359311011,A woman wearing a hat and clunky high heels is sitting on a park bench under a tree.,The woman is dead.,2
128374,1409001204351,A man in a black shirt jumping with a coffee cup full of a beverage.,A man is jumping and juggling.,2
129104,291565639411,Woman cutting a piece of cake for the kids.,The kids are enjoying ice cream.,2
129956,2806632713311,A person is suspended by wires and poles against a blue sky.,There is an entertainer that is trying something new at night.,2
130075,23922298010,A man wearing a gray shirt is talking and a woman wearing a red tank top and a man wearing a green shirt is listening to him.,A man talks to two people who are listening to him.,0
130257,4931380548210,A man stands next to another man on a horse.,One man is on a horse.,0
130304,3643684616412,Lady talks on microphone while sitting down.,The lady was talking to the crowd,1
130591,704836271411,Four children playing in a pool.,Kids are on the swings at the park.,2
130709,3457856049011,A boy with black hair and dark skin is swimming in murky water.,The boy is swimming in the clean pool.,2
130832,1239262721112,An artist consults the plan for her section of an elaborate chalk drawing on a sidewalk.,The girl will draw a large portion of the art.,1
131042,6635990951212,Three people of Asian descent smile with gifts around them.,Three asians are celebrating christmass happily.,1
131422,7072093225112,A man wearing a wireless microphone is smiling while standing near a television screen.,A news anchor is getting ready to go on the air.,1
132002,1296770308110,A girl sitting in a dark bar.,Thr girl is in a bar,0
132368,491337432310,Three children sit in a field and play with a soccer ball.,Three kids are playing soccer.,0
132474,1389156021152,"Three kids practice martial arts, one has a yellow belt, on a red belt and the other a white belt.",They are taking a karate class.,1
132769,3636476363052,"A spruced up, bespectacled man garbed in a dress shirt, dress pants, and tie, stands over a made bed in a well-kept room.",A fancy man is in a clean room.,1
132921,488352274210,Two brown dogs running together on sand,Two dogs running,0
133581,4932959759312,A girl in a white blouse showing someone around.,A girl in a white blouse is showing the man around.,1
133800,2987328689410,A boy skips a rock in a creek.,The boy is outside.,0
134363,299572828011,A man is scratching a rock with a red hammer.,A man is scratching a rock with a blue spoon.,2
134480,7775061978112,Two young girls pet a horse while near a blue Carriage.,The girls stand by a carriage.,1
134797,1057251835111,Light brown dog running along the beach.,The cat ran along the beach.,2
134805,1057251835011,A white dog is running down a rocky beach.,A black dog runs along the beach.,2
134967,421762501010,A gray-haired man in a black trench coat stands with another gray-haired man with a long gray jacket talking.,An old man talks to another old man.,0
135090,3396625253411,Two martial arts fighters spar at a competition.,The two soccer players kick the ball back and forth at a competition.,2
135663,2246522206130,Old woman setting next to a building with her head bent over and a walking cane on her lap.,A person bent over,0
136316,4971285325111,A boy in a blue hat and a yellow backpack is carrying a box while walking down the street.,a boy goes down a slide,2
136755,3231276002211,"A man in glasses writes the message ""Who are you?"" on a notepad.",A guy types on the computer.,2
136904,4867697780411,A group of campers are excited to welcome people to their camp.,A group of dogs are excited to see their owners at a camp.,2
136964,4629577937012,A police officer in a black uniform and protective gear is standing in a crowd.,The police officer is protecting a presidential candidate.,1
136971,485245061210,A man measures the depth of snow.,A man is outside.,0
137016,878278559410,A man is holding a microphone at a wedding.,a bird was on rocks,0
137137,4154171895110,A man with a large plant reads a newspaper about how someone (besides him) is an idiot.,A man is reading the newspaper.,0
137338,4833270517311,Two men in sunglasses are walking down the street.,Two boy are playing baseball.,2
137668,3476237185210,A large black dog towers over a far smaller black dog.,a dog towers over another,0
137841,4547845821410,Older men in caps sitting around outside.,the men are sitting,0
138011,2441817905010,They are doing the carpentry work and their ears are closed by the headphone.,Carpenters wear headphones.,0
138163,2318927873310,A woman in a red dress next to a large wall of bricks.,A woman is standing next to a wall.,0
138416,23018702410,A young lady in white holding a tennis racket,A girl has something in her hand.,0
138588,225434569110,A man in all white is painting over a wall covered in shiny black paint.,A man painting over a wall covered in black.,0
138615,2711197685020,An older boy is pointing out something to a younger boy inside and airport terminal with an airplane in the background,Two boys are standing near a plane.,0
138754,87940007211,Several children are around a table with a light blue tablecloth.,The children are playing tag.,2
139019,3377040300410,A group is walking toward a building.,They are walking to the building.,0
139241,3454728570111,People are walking by a bright carousel; some people are sitting.,People are riding a Ferris Wheel.,2
139334,1257692349141,"A crowd of people are in a city square, seemingly oblivious to a human sculpture in their midst.",A crowd of people are in a field.,2
139865,2630507245010,A greyhound dog is running through a turn on a muddy track.,A dog runs on a track.,0
140876,1481393167012,A man and two women are seated outside on a wall next to a sheet of water with a tall white structure in the background.,A man and two women are sightseeing.,1
141070,2436160351410,Two little boys in yellow shirts and red shorts.,Two boys dressed alike wearing summer outfits.,0
141325,1475155352430,Two medical professionals in green look on at something.,Two guys are looking at something.,0
142205,3001612175012,A man and dog walk down cement steps while a woman in a headscarf looks on from a seated position on the bottom step.,The woman is waiting for her husband to meet her,1
142292,1560281711420,A kid standing up on a swing in a park.,A child uses a swingset.,0
142586,433379122411,Many bikes are parked next to one another.,a group of parked bikes are falling from the sky,2
142638,4846961687112,Here is a young woman standing in the street in front of a department store.,The young woman has just exited the store.,1
143234,4801647530212,A woman wearing sandals is pushing a cart with vegetables.,A woman is buying carrots and onions.,1
143414,2671167487312,A woman raising the anchors on a boat.,The woman is the captain.,1
143725,3396157719411,A dog gets on a trampoline.,A poodle standing far away from a trampoline.,2
144231,7010540685112,Adult athletes are playing soccer in a developed field.,woman playing soccer on field,1
144913,543007912112,Twin girls in orange shirts and green pants are jumping.,The sisters are playing jump rope,1
144916,4787520787311,An old man is sitting on the sidewalk playing his acoustic guitar.,A man is sleeping on the sidewalk.,2
145024,6586955019110,A man sitting in a wheelchair is playing an electric guitar on the sidewalk.,A man is making music outdoors.,0
145281,3654397917252,a proud wife to be gets her makeup done on her wedding day.,The woman is about to get married.,1
145908,392167163311,A kid standing in yellow and green shirt.,An old man is wearing black pants.,2
146041,3187801616410,a soldier handing things out to children,A soldier helps children,0
146478,1051953669211,A child in a dress runs through the yard with a miniature orange soccer ball in her hand.,a little boy plays with his action figures,2
146606,2701487024010,A smiling young boy wearing a bathing suit is holding a surfboard and laying down in the ocean water.,A young boy wears a bathing suit at the ocean.,0
146914,5558141,A bowl with a spoon handle sticking out of it is in the left front bottom of the image.,the fork is by the plate,2
147478,3532192208010,"The man in the t-shirt, with a gold chain around his neck, is in a room with three others people.",The man in the shirt and chain is in the room with others.,0
147643,3169174852312,A small child opening up Christmas presents.,It is Christmas day.,1
148124,36391683110,A man in a red shirt is interacting with a woman holding a shopping bag.,A woman holds her parcels as she talks with a man.,0
149344,2502905671312,Man on rocky beach playing with black and white dog.,A man is throwing a tennis ball in the ocean and a black and white dog is retrieving it.,1
150253,3072114570010,"A boy on a bicycle rides with his little brother in a child's seat, which is tipping.",Two boys ride a bike.,0
150743,4682354270110,People are gathering outside a building where' Love Story' is being held.,People are together outdoors.,0
150852,5084604998412,A woman is pulling a wagon with two pumpkins in it.,The woman is at a pumpkin patch.,1
151646,3554391279212,Two women ascend a telephone pole with special boots and straps on their waists.,Two women are working on phone lines.,1
151905,6421917835010,The man in the white lab jacket with green logo is holding a frame while surrounded by several people at the brown table looking at or eating food.,A man is holding a frame in front of several people.,0
151951,1106644976120,Teens dressed as Native Americans sit in the park with their school bags on the ground.,A group of teenagers are at a park.,0
152024,7602898434312,A person is flying through the air on a bicycle after leaving a dirt jump.,The person is in a competition.,1
152724,3661239105211,A boy is playing in a jungle gym on a playground,the boy is sleeping at home,2
152747,51565199110,A young man with a blue shirt and pink hair helps an older man repair a vacuum cleaner.,The young man dyed his hair.,0
153026,3555729342012,The boy in the gray t-shirt is standing next to the girl in the green dress and cowboy hat on the beach.,The boy is wearing tennis shoes.,1
153261,989754491412,A girl in green goggles in a pool with three other children.,The girl was wearing eye protection at the waterpark.,1
153294,8052387530012,"Four football players in black are tackling the opposing team's player, shown in white, while it is raining.",ballcarrier fumbles ball,1
153650,1360456780030,"A woman with shiny decorations in her hair is waving around purple, blue, and orange scarves.",A woman waves colorful cloths around.,0
154229,4788967880310,A group of people stand on a dock watching a boat.,People are out watching a boat.,0
154253,6990987537311,A man is making a cut on a piece of board with an electrical saw.,The man is from the 1600s.,2
154517,3771013578410,Three teenagers out at night.,The three teenagers are not at home.,0
154603,2276120079311,Several children playing on a homemade water slide.,Children are playing soccer.,2
155474,3334057289460,A dog in a field.,Dog in grass,0
155525,2657592654110,A woman wearing a blue blouse and a blue jeans is riding in a bicycle,a woman rides a bicycle,0
155968,3058247259110,A man sitting on a bed focusing on something on his lap with a wall full of paper butterflies behind him.,There is a man.,0
157231,2231847779110,A baby sits in a black and white chair and puts its fingers up its nose.,The baby picks it's nose.,0
157582,3203653804112,"Two African boys pose, one covered in beaded necklaces, the other with an AK-47 slung over his shoulder.",Two african boys are part of the militia.,1
157593,1444710198412,Two young boys run by the edge of the water.,Two young boys are playing at the beach,1
157818,2744330402142,A boat with people and their belongings is in the water.,A group of people are sailing to the shore.,1
158473,45312111212,A young girl is taking a drink from a can of diet coke.,A girl is drinking coke,1
159301,1409784126311,Ladies sitting in a row behind computers and people standing in front of them.,Women are running in a race.,2
159739,578873882410,Three men in red shirts push rakes.,Three men push rakes.,0
159887,2961004039311,A large construction site with many vehicles in a city.,A dog park with three dogs in the city.,2
160024,3188802591451,A man looking in the mirror while shaving his head.,a man with long hair trims his beard,2
160393,2885388989011,A girl in a yellow t-shirt is holding up two fingers with other children and adults in the background in a forested area.,A girl and the children and adults are indoors.,2
160478,2736263527110,A man and a woman wear gloves to garden and dig with shovels.,A man and a woman are standing in their garden.,0
160512,3516653997111,Man in a black suit looking at a woman in a black dress.,Two people are wearing neon yellow from head to toe.,2
160956,2804904604110,A young blond boy holds a mallet in front of his face.,A boy is holding an object.,0
161104,44410352,The beast may ruin the objects.,The objects are valuable.,1
161591,6185163733211,The team in red and blue is playing soccer with the team in purple and white.,The two teams are playing football.,2
161683,149110905312,Two young men jumping over two big wood logs.,Two guys are jumping over fallen trees.,1
162058,4497873178212,A man in a red jacket driving a horse drawn carriage with a couple riding in the cabin.,A man is taking a couple to their home.,1
162484,3530342993412,A bike jumps through the air.,A bike in mid-air after a somersault.,1
162502,3530342993212,A man riding a bicycle down a ramp towards a dirt bike course.,A man is going to do tricks at the bike course.,1
162963,3551003620310,A woman skates while others run on a path.,A woman skates at a park.,0
163144,2473956981042,"Four female teens are shown playing soccer on a grassy field on an overcast day, two of them in uniforms consisting of red-and-white vertically-striped jerseys and blue shorts.",The teens are all on their school's soccer team.,1
163252,5404950935012,The crowd watches as a skateboarder performs his stunts on a skate wall.,A skateboarder performs for a small crowd.,1
164142,2902269566111,Motocross rider during jump wearing black and white striped helmet,A man is at home reading a book.,2
164347,6339576648212,A middle-aged man in a sleeveless shirt covers his face with his hand.,A man has placed the palm of his hand on his face.,1
164373,4836470397011,A little boy watched his father swinging in a blue hammock while a US AID canvas was used for a temporary shelter for them.,The boy is all alone.,2
164595,6981039831412,A child snowboarder coming to a stop,The snowboarder stops after going down the hill.,1
164986,2272361718212,"A woman with a black shirt on with stars on it, talking.","A woman with a black shirt, talking about her new dog she just got.",1
165879,4067575996021,"People walking down the street in costumes, including one of a hospital gown that exposes the buttocks.",Nobody is walking.,2
166671,5686865855011,Two men without shirts standing on a dilapidated roof talking to each other looking over a town.,The men are running in a three legged race.,2
166914,2174206711011,"Two Asian cheerleaders are facing forward waving silver pompoms, whilst other cheerleaders are performing facing the other way.",The cheerleaders were on the bench listening to their coach.,2
167026,952389673112,Two people doing their job well and showing off to the public.,Two landscapers are designing the garden.,1
167396,2581218229411,A white man on a phone sits at a very messy desk.,A man is listening to music on the radio.,2
167470,3245250964011,"Two men, one with a ball and a blue uniform, and the other in a white uniform are playing basketball.",The men are playing soccer.,2
167766,191295067012,"A group of people walking down a closed off street lined with blue, red and green tents.",The people are walking near a festival of sorts.,1
168090,5553852,There are tall windows and small windows that make up the majority of the building.,The building has more tall windows than small,1
168768,6215043582210,Three young women are gathered around a microscope with one observing a slide.,women are near each other,0
168940,1791491934330,Asian man in blue shirt works with a machine,Asian man is working.,0
169106,4623000836410,Group of colored people walking the street.,A group of colored people are walking down the sidewalk.,0
169657,7206608690231,A pitcher and catcher on a baseball field with the ball in between them.,THe ball is in the outfield.,2
170185,4262694145310,Their are two people one young and one older and they are skiing.,the people are out in the snow,0
170361,4519321887411,The girl in pink is smoking as she stands near a girl in a brown top.,"Two girls are dressed identically, although only one smokes.",2
170901,105493628311,An elegant food serving on table at a restaurant.,The food at this restaurant has ran out.,2
170993,4508482982110,A woman in a red jacket looking at boxes that are on the ground.,The woman is looking at boxes.,0
171200,6342893496412,A little girl sitting on a chair looking at a book.,A girl reads the last chapter of her book intently.,1
171533,476919777010,A woman with headphones holding a pen and paper while her feet are propped up on fence.,A woman holding a pen.,0
171549,3623047508410,People in blue hard hats watching concert.,People watching the concert are wearing blue hard hats.,0
171630,2804851816011,The brown dog is running through the dry grass with a ball in its mouth.,A cat takes a nap.,2
172146,3656659570011,"A young blond boy wearing a purple, long-sleeve shirt and blue pants jumping over a trench in the woods.",The child is helping her mother do the laundry.,2
172178,30712390212,A baby sleeps on the grass with his stuffed monkey.,A baby sleeps soundly with his favorite stuff toy.,1
172844,3170897628312,Two boys are playing soccer in a muddy marsh,Two boys were playing a sport in the marsh.,1
173295,2998504949350,An old man walking a ferrett through the street on a leash.,Someone is walking their pet down the street,0
174577,161877800112,A man holds a guitar on a busy street while people look on.,The man is performing for some families.,1
174859,2366296895210,A man in a suit is sitting and talking into a microphone.,A man is talking into a microphone.,0
174913,4772317885111,A young man rests his feet on a skateboard while sitting on a bench.,The man is standing.,2
175209,368894889212,A group of children is outdoors looking at some photos that are on the ground.,The pictures are of their parents.,1
175230,1552467862410,Two young boys are playing outside a restaurant.,There are kids near an eatery.,0
175629,3728438187010,Person in black with a child in red walking in front of a large circle.,The people are walking.,0
175925,3502343542012,a woman wearing a white helmeted looking up as she is calming a huge rock wall,a woman wearing a helmet getting ready to climb a rock wall,1
175948,2420696992411,The boy is riding on a toy truck.,Child driving a truck.,2
176060,3401647850412,A dog that is down in water is shaking off.,A dog was taking a bath.,1
176175,4346515394412,A man in a black shirt in motion.,A man in a black shirt in motion is making his way to point B,1
176208,3182504961411,Blowing bubbles as she walks.,Blowing bubbles as she walks.,2
176331,6215043582410,Three ladies are conducting scientific research.,there are people working,0
176469,4018186978211,A man wearing a red shirt is punching the ground while looking angry.,A man is cooking lunch.,2
176660,106356264232,A newsstand clerk is surrounded by her colorful merchandise.,The store was ready to open for business.,1
176800,4454989094310,a carnival with rides and people.,there is a group of people waiting for the carnival rides.,0
177167,3697675767012,A dirt bike racer jumping off a hill with another racer not far behind.,The professional racer is jumping into first place.,1
177437,3415287719011,"Two girls in mid leap, one with jeans and red shirt other with black pants floral shirt",Two girls are flapping their wings trying to fly in the sky.,2
177606,4171204436312,Children playing on an outdoor sculpture.,Children playing on a sculpture of a clown.,1
177642,485741580422,A dog in a car.,The dog is inside the red car.,1
177896,3867054856312,A shirtless man in blue pants repairs a steel tea pot.,A repair man wearing jeans helps a neighbor.,1
177962,5270958162011,A streetcar moves up a narrow road while a group of people gathers at the bottom of the hill.,The people hiked up to the top of the mountain.,2
178305,1434151732012,An asian woman eating something from a tiny bowl.,An asian woman eating ramen from a tiny bowl.,1
179153,4151424348310,Man in yellow playing guitar on a bench while a child watches.,He is outdoors.,0
179498,6005527626010,"A young man in a grassy park caught midair, upside down in the middle of flip.",A man is doing acrobats outside.,0
179659,4464499575450,Three men observe a specimen under a microscope.,Three men look through a microscope.,0
179667,4464499575432,Three men observe a specimen under a microscope.,The three men are scientists in a lab.,1
180199,7916661552311,A man singing on a microphone wearing a pink shirt.,A man is sleeping.,2
180698,3173928684310,Two blond dogs are fighting on a frosty lawn.,The dogs fight on the lawn outside.,0
180784,4158826243112,"A man in a black costume wielding a wooden stick attacks a woman in yellow garb outdoors, under green trees, for a crowd.",Some people are putting on a show for a large crowd.,1
180928,3867804763011,An elderly man dressed in a red and blue plaid shirt and brown camouflage cap is watching an event while eating a snack from a plastic bag on his lap.,A man is asleep in a tree.,2
181018,3631029759311,two women using their cellphones to take a picture of a box of kittens,Two women are drowning a box of kittens.,2
181710,4893545292422,A skinny woman is taking a picture.,A woman is taking a picture of a statue.,1
181714,4893545292440,A skinny woman is taking a picture.,A woman is holding a camera.,0
181748,4818743912411,Two women operate the doors at a hotel.,The women do not know how to open the doors.,2
181840,2271468944211,A small boys dumps water on a baby.,The boy is pouring baking soda on a baby.,2
182094,1362794608412,Person watching a child as they play.,They are related,1
182569,6333818443252,"A woman in a kitchen, leaps in the air while attempting to balance a glass cup in one hand.",The woman has lost her balance.,1
182694,1401998185412,A man covering up parts of sign.,The man is overweight.,1
183466,4970400551311,A lady with brown hair searching in her purse.,A raven-haired lady swimming in the ocean.,2
183634,3321209919211,A man with a yellow shirt and white helmet digs into the ground with a shovel.,a woman is shopping foe shoes,2
183679,1305564994022,Two motorists are riding along on their vehicle that is oddly designed and colored.,two designers test a car,1
184011,697582336011,A black and brown dog runs in the grass while hanging its tongue out.,The dog is walking in the snow.,2
184022,3304511635211,A woman in bright orange dress dances with man,Everyone is sitting at the table.,2
184107,3692836015222,A group of people in green shirts push a cannon in a parade.,A group of people push a cannon while the crowd cheers its arrival in the parade,1
184832,148314924040,A man in a blue shirt and a white blindfold is hitting a pinata with a white stick at a party in front of a yellow house at nighttime.,There's a blindfolded man swinging a stick at a pinata.,0
185311,157245265112,Three small children in yellow shirts and one in a red shirt are rollerblading on a shiny marble courtyard.,The kids are all friends.,1
186124,4705276073352,Three young boys playing with the mud on a beach.,three wet boys play on the beach,1
186552,4075175810110,A group of people running a marathon while spectators watch.,There are people running.,0
186617,4636055948311,A woman in a floral dress is carrying a bucket of water down a countryside path.,A woman carries a banana.,2
186810,5710348031212,Two men in reflective apparel pull a hose over the side of a structure.,Two firefighters are pulling a hose.,1
186853,2512450458010,A person in the ocean wearing a protective vest is being lifted by a helicopter as part of a rescue mission.,There is a helicopter in the air.,0
186938,2943399558010,A person wearing slacks and a backpack climbs a ladder up the side of the rock face of a gorge.,A person climbs a ladder.,0
187078,3773351224112,Man drags what seems to be a wooden board with a carpet atop of a shallow body of water.,The man is wearing a bikini.,1
187153,4397972067411,Two boys are playing ping-pong.,Two girls play tennis.,2
187165,4397972067141,Two men playing table tennis in a room with lower lighting.,Two men are at the casino,2
187381,3625519177210,A waterskier high in the air above the green water.,waterskier flying above the water,0
187799,3484019369310,A hockey team takes a break off the ice.,They are indoors.,0
188089,12379850040,Large skillet full of soup boiling over an open campfire and woman rummaging in a cardboard box in background.,Soup is cooking over a campfire.,0
189060,3400186336212,People are painting colored squares on the ground.,Some people are painting getting ready to play a games.,1
189334,2594459477411,A little girl in a rain puddle.,A girl is in a lava puddle,2
189618,3292016893020,"A blond dog is standing beside a blond puppy, who is trying to get a stuffed animal from the adult dog.",Two dogs want the same toy.,0
190557,194408176051,"A man in red scarf and white hat sits on a blanket on the ground, surrounded by cakes of a brown, fiber-like substance that he is apparently selling.",A man is playing a fiddle with his butt and doing a happy dance.,2
191034,2744705147010,A man in a striped shirt hugging a blond short-haired woman with a black apron on.,The man in the striped shirt is hugging a woman to him.,0
191154,3328296271212,Children are working on a construction project to build a deck.,Children are building a deck,1
191593,3901773161112,A tennis player demonstrates a two-handed forehand shot during a match.,A tennis player hits a forehand shot wide.,1
191936,62721806051,Two men in black jackets stand in a small boat in the water.,Two women are talking on a boat,2
192243,7278854458410,Two men on opposing teams race toward a soccer ball.,the men are plying ball,0
192285,2911361601110,A man in suspenders bales crops near a body of water.,A man is outside.,0
192287,2911361601111,A man in suspenders bales crops near a body of water.,A naked woman is tending to her crops.,2
192494,4811271229411,A man is in a Cab like cart.,A man stands waiting for the subway.,2
192556,2565567340312,Three men outside on the patio of a building.,The men are talking on the patio.,1
192585,3212671393410,A man putting shingles on a roof.,A man is on the roof.,0
192937,140407961410,Man tipping a wheel burro.,A man is working with a wheel burro.,0
193144,4769459188110,Here is a picture of a young man wearing an NFL t-shirt and holding 30 Madden PS3 or PC video game CD's.,A person with some games.,0
193669,8142325771410,A man in a hobo costume is walking with a young girl carrying a decorative paper ball.,The man in the costume is walking with a young girl.,0
193945,3683974620112,Two people are turning a corner while riding dirt bikes on a dirt course.,The two dirt bike riders are racing to see who is faster.,1
194500,4953541345010,A little boy in green pants and a white shirt is standing in the street.,A young child is outside.,0
194986,4767620642411,A tiny red car is parked in front of hundreds of bicycles.,The red car is zooming along the highway.,2
195057,127257426210,A girl jumping up in the air with her hands above her head.,A girl leaps up into the air,0
195129,4893339483210,A businessman in a suit and tie looking up at the Infineon technologies logo.,A man is wearing a suit and a tie.,0
195186,818279377412,A woman jogging through a field.,A woman exercising in a field.,1
195808,6995873867410,A group of men play rugby on the beach.,A rugby game takes place on a beach.,0
195911,2572810231311,Two women are making some kind of a presentation.,Some girls are sitting,2
