,guid,premise,hypothesis,label
144672,4563111678112,"A lady in black, Victoria L. Leak, sitting on her desk with her glasses off.",The lady goes by Vikki with her friends.,1
144681,4563111678411,a woman is working at her desk,There is a woman sitting in the desk,2
144782,3651476768011,Two women standing in front of a fence looking at mountains.,The women are in Nebraska.,2
144799,16396183112,"Two men, one in a gray shirt and one in a black shirt and orange shorts wearing glasses are reading a piece of paper.",They both have shorts on.,1
145658,4713532955152,A young man is crossing an urban street at the crosswalk.,The young man is riding a bike.,1
146046,2434440010011,A man is standing in front of a microphone in a room with individuals sitting on chairs in rows around the edges of the room.,Someone is performing a music piece.,2
146125,2351153998311,A photographer adjusting the settings on his camera.,A photographer adjusts the lights.,2
146580,106300392042,A man in an orange hard hat and vest looks at an object in his hand while the man next to him stands on a ladder in order to reach the ceiling.,A man is wearing an orange vest.,1
146791,1454439103151,Two baseball players standing at the pitchers mound whispering to one another.,A player and his manager have a talk at the pitcher's mound.,2
146853,5558552,The bat looks worn.,The bat is sleeping,1
146913,5558111,A bowl with a spoon handle sticking out of it is in the left front bottom of the image.,A bowl with the handle inside of it is in the left front bottom of the image.,2
147225,3491607076211,The racing winner accepts his trophy.,There was snow on the racetrack.,2
147887,4169721618041,"Two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet.",The men are going to a club,2
148004,3535879138050,Many people walking together on pavement near a brick building with other people looking on.,"People walk past a brick building, as other people view their march.",0
148741,3573436368311,A woman is carrying a child across a stone bridge.,They are crossing a draw bridge.,2
149034,4691728367111,A group of 5 people standing outside a stone-brick building in the daylight.,A large group of people are waiting for a train.,2
149500,7715537014410,Six track and field runners competing in the Olympics.,There are very few competitors in track and field this year.,0
149656,4433551085412,People shopping in Chinese market.,The people are looking for ducks.,1
149902,4343682191212,A woman sits in a wicker chair looking at an album.,A woman sits in a black chair.,1
150235,4588654711311,A couple embrace as they look at the Asian signs in the distance.,Two people look at signs a safe distance from each other.,2
150940,5962278982411,An older gentleman cleaning a bicycle rim.,A man cleans a tricycle for the annual tricycle races,2
150942,5962278982442,An older gentleman cleaning a bicycle rim.,An older gentlemen is cleaning the trash.,1
151730,180150786051,"Men stand by the road, where construction is being done on the corner in a small suburban area.",Construction workers hard at work,2
151877,234201393311,A small blond child next two a blue van.,A small child is in her car seat waiting to go to daycare.,2
152053,2065349349211,A male doctor looking at a female patients hand.,The doctor is on a date.,2
152428,4808039029412,A group of people gathered at a railing.,The people are skateboarding.,1
152502,4945925484111,A girl in a purple coat ignores the instructions of her teacher while her classmate in yellow listen.,All of the people are under the age of five.,2
152583,720208977312,Children play in fountains that spray water from the ground.,Many humans playing,1
153089,47376414411,Four people are swimming in a lake on a very clear day.,Swimmers in a race at the Olympics.,2
153498,7520893644412,Surfing the calm waters of a river,people are rafting,1
153619,30859019012,A woman and his son trying to using a loom to weave a garment for export in India.,A woman is teaching her sister how to use the loom.,1
154397,2120383553110,A little girl in a green outfit wringing out an orange rag.,A girl is wringing out water from a rag.,0
154457,72008635012,The man with the red eyes raises his finger to make a point while three friends look on.,A man is crying in front of three girls.,1
154461,2446244213011,A woman in a blue jacket and orange scarf is holding up a book while where other people are gathers.,The woman's clothing is of the same color.,2
154684,4876064704111,"A person in a wheelchair in front of a picture of a woman, in black and white, with her mouth open.",the person in the wheelchair is at a musiem looking at art,2
155598,86343902111,There are various vegetables put out on rugs in front of African women.,African women are sitting near rugs they are selling at auction.,2
155742,3376014640211,"A man stands on a surfboard, paddling it out into the ocean.",A man stands on a surfboard on the beach,2
155936,2579800117311,A group of five police officers on motorcycles are riding on a city street.,A cop is giving out a ticket to a motorist.,2
156072,821605360451,Woman on the clifftop trying to fly.,A woman is on top of a building trying to fly.,2
157163,4735812382411,A woman leaving a wedding.,Woman walking to be married.,2
157402,2854234756031,A woman standing in front of a store with her arms crossed.,The store is lonely,2
158526,543102698411,A young boy uses a water gun as a young girl watches,The boy is 20 years old.,2
158868,1355935187251,The white poodle dog is coming out of a blue tent.,The white poodle built the tent.,2
158917,3207264553411,A boatful of rafters get wet.,Rafters getting out of a raft.,2
159255,192309867212,A woman mounts a ladder to paint the ceiling.,A woman is selling her house.,1
159261,192309867011,A woman uses a ladder to reach the higher portion of the wall to paint it.,A woman is carrying a ladder.,2
159558,8117746605412,Two players pause to enjoy the moment.,Two players are playing a video game.,1
159600,1925066432020,"A brown-haired woman wearing glasses, a black long-sleeved shirt and pin striped pants flipping through a book and smiling as a blond woman wearing a white sweatshirt and a white shoulder bag on her right shoulder watches smiling.",A woman with blonde hair is wearing a sweatshirt while smiling near a woman with brown hair.,0
159628,1925066432212,Two women in library the librarian assist the other women to help in her research.,The picture is taken on a college dorm.,1
160041,4801849846112,A man in slacks walks on a sidewalk in front of brightly-painted buildings.,A man with no shirt is walking near buildings.,1
160045,140468532311,A woman and three children walk with blue shopping bags.,A woman is out with her friends at the mall.,2
160193,3347798761211,A person on a dirt bike soaring through the air sideways.,A person on a bicycle soars through the air.,2
160236,248482305052,A group of older individuals crowd around a table which has an individual in yellow behind it.,Someone is wearing purple.,1
160475,157613268111,A group of woman walking with purses on their shoulders.,A group of people are doing exercises.,2
160777,5311134561411,The spinning class is getting up to speed.,Humans on treadmills.,2
161241,3154693053211,A Miami basketball player dribbles the ball and looks serious.,The player does not enjoy the game.,2
161492,4478571009412,A woman is standing in Aberdeen.,The woman is waiting in line at a cafe.,1
161796,3952821132011,"a group of people, some with white helmets and diving gear, and some in life preservers, carrying a gurney with a person on it.",A person had to be rescued from a fire by a group in protective gear.,2
162602,407569668211,Three people are sitting at a counter using laptop computers.,People are studying for finals in the library.,2
162732,5429241344211,A woman analyzes an object using a microscope.,a woman is looking at a car.,2
163635,6999996105111,A asian man demonstrates sculpting clay using his hand and a machine.,The Asian man is an amaetur sculptor.,2
163732,2421965120121,"A group of young Asians are sitting on steps, eating and watching something going on in front of them.",The young Asians are eating while watching a herd of elephants running past them.,2
164179,5086096800412,paintball fight on the range,People are crying.,1
164517,2957671910432,A soldier shaking hands with a woman.,A politician is shaking hands with a soldier receiving a medal.,1
164965,3360582670410,A man in swim shorts jumping into a pool.,A man in a simming suit is jumping into a pool,0
165232,2401530530011,"a man wearing a dark blue button up shirt, cowboy hat, and chaps rides a bucking bronco in a rodeo.",The cowboy drinks a beer while he rides the bronco.,2
165629,7072091637111,Man pouring liquid from a pot to a bowl in front of a crowd.,The man is pouring cold liquid into a bowl,2
165779,3364258732112,Several people are participating in an athletics class.,A group of people are practicing yoga indoors,1
165988,4634549541012,"A young gentleman with brown hair, sporting his sunglasses atop his head, enjoys a refreshing drink as he peruses a menu.",A young boy with brown hair sports his sunglasses atop his head.,2
165995,4634549541212,A man with sunglasses on his head and ring on his right hand is drinking from a glass.,The man is wearing a t-shirt.,1
166210,86132021312,Passersby interact with New York's Naked Cowboy.,A group of people are listening to a guitar being played.,1
166501,3861754914311,A guy in black shirt is drawing on a wall,A guy is drawing flowers in art class.,2
167341,7760722986312,A young boy rides a horse in the rain forest.,The young boy is looking for a rare type of plant to make medicine for his father.,2
167489,116664780050,A young child in a striped sweatshirt brushes the hair of a younger child.,The child with the brush is the eldest.,0
167916,1429723917051,a bald man with a tattooed head stands next to a man with a brown t-shirt in front of a transparent awning.,Two men are under an awning.,2
168013,5553732,The yellow of the stoplight casts a glow on the metal of the fixture.,The amber of the middle circle lights up the background.,1
168038,5553111,The horse on the left has white markings.,There is a black horse.,2
168872,3072114570411,Two people riding a bike are riding towards a stop sign.,A couple ride two bikes together.,2
169300,2731813962110,A group of five children sit on wooden stairs with foliage surrounding them.,The kids sit on chairs.,0
169555,1797436026131,Two hockey players stand and compete for the puck while a goalie crouches in front of the net.,Two NHL players fight on the ice.,2
169813,3101442804111,University students listening to their professor speaking.,The students are participating in a study group.,2
170305,1679732375411,A couple is sitting on a bench with a scenic view.,The couple are reading books while sitting on the bench,2
170546,192475213411,A man in a sweater and black pants waits.,The man is wearing black pants and no shirt.,2
170755,2701635619211,A kid with braces and a blue hat shows the bottom of his skateboard.,The kid has a picture of a skateboard.,2
171039,7052167961311,A catcher is trying to tag a runner sliding into home plate.,The catcher is catching a ball.,2
171584,4836051921211,Three girls and a guy looking through a window at a store.,A group of people in the store buying products.,2
171975,2230503574241,A man in a tuxedo shirt and black sport coat tries on a rubber monster mask.,The man bought the rubber monster mask that he tried on earlier.,2
172452,2898710898212,a group of tourists are walking down a paved trail.,The tourists are walking through a forest trail.,1
172742,3515665835010,a motocross bike is jumping through the air between two lines of red tape.,The bike has no tires touching the ground.,0
172851,3376222719012,A woman wearing a red shirt and sunglasses speaks to a man in a turquoise shirt and sunglasses while standing behind a bearded man wearing a burgundy shirt and khaki pants.,A woman wearing blue sunglasses discusses the origins of mankind with a man.,1
173056,1075881101111,A person covered in soapy water is getting cleaned off.,The person is cleaning the blood off of themselves after a LARPing session went extremely bad.,2
173244,4593093015311,A man is outside playing with a bubble maker.,A man is using a cotton candy maker,2
173259,1562392511031,Two men lift a brown dog up so it can grab a large blue rope hanging down a black wall.,Two men are playing fetch with a dog.,2
173457,3186265813210,Two people are shedding down a ski slope with a mountains in the background,People are sledding.,0
173709,4851940522052,"Blond caucasian male in black t-shirt and cargo shorts, holding a professional digital camera, taking pictures.",The man is using the camera to film a movie,1
173791,275166661121,A man is drawing on the street while another man videotapes it.,A man videotapes a boy drawing mustaches on street signs.,2
173809,275166661312,People stop to spectate the street artist.,People stop to admire the street artist.,1
173849,3553225222011,A young child dressed in a graduation gown is throwing a graduation cap in the air.,A child wears a graduation cap.,2
173947,55512021,The sky is blue,It is night.,2
174044,4671448513051,"A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.",The black man is has sunglasses over his eyes.,2
174071,4863999220112,A woman looks at a store window display with mannequins and an image of a giant dog who looks like he is licking the window display.,The mannequins have no heads.,1
174654,119082045351,A man and woman wearing sunglasses are window shopping.,A group of people are in a store.,2
174719,5829835806111,Several little girls dressed up in costume to entertain their friends and families.,The girls are dressed in tutus performing ballet for a show.,2
175062,4762951884311,Kids in t-shirts stand on a wet deck.,The kids play with decks of cards wet from spilled soda.,2
176793,4794461173311,A child and woman on the street in traditional garb.,A woman and her son stand on the street begging for money.,2
177700,330325191011,One person stands and another sits on the summit of a mountain.,There is a family out camping.,2
178351,4102545355312,Two workers taking a nap at a construction site dressed in their work attire.,Two workers are knocked unconscious from the falling debris.,1
179076,3685373706411,A shirtless man waaves a flag.,A man waves his hands.,2
179401,137431253012,"A girl is holding a green sign that says, ""invisible children no child should be a shoulder.""",The girl is sitting on the sidewalk.,1
179843,104763189121,Four children are smiling as they pose together with a bicycle that is much too big for them.,The big bicycle makes the four children look awkward when they pose.,2
179921,7304230836031,A person with their hair in a ponytail washing dishes in front of the window with the blinds closed.,A person with short hair washes dishes.,2
180041,1680674943040,"Two little girls are playing in their house, one is on the floor grinning evilly wearing pink pajamas and the younger one is standing over her wearing a hairnet and mask and purple pajamas.",A little girl in her pajamas is crying scared lying on ther floor while her younger sister dressed in a mask stands over her.,0
180150,4042638258041,"Looks like a man transporting a family, consisting of a mother, a father, and a son, to some destination",A man is taking his family out on his boat for the day.,2
180206,241347204111,Football players gathering to contest something to collaborating officials.,the football players are pleased with officials,2
180774,4200405484011,An open air market with many baskets of vegetables and some women sitting between them.,an open air market with many baskets of vegetables producing noise,2
180799,137430967011,"So many people came out with their sweatshirts, blankets and hats that very cold November night.","So many people came out with their sweatshirts, blankets and hats for the witch trial.",2
180995,2495204443411,Selling goods to tourist on street.,Selling goods to a broke person.,2
181727,1554086730051,"Two people are holding a large upside-down earth globe, about 4' in diameter, and a child appears to be jumping over Antarctica.",The earth globe is purple.,2
181831,49408622111,"A girl in a pink dress and blue sparkly shoes stands on the grass, holding a blue baseball bat.",The girl is getting ready to shoot a free throw.,2
181851,2271468944241,A small boys dumps water on a baby.,A small boy puts a baby into water.,2
183162,2735558076411,A boy looks suspiciously at someone nearby.,The boy is old.,2
183202,1466307489111,Three men in orange vests are pulling a jeep out of a ravine while another man sits inside.,Four men are pulling a jeep out of a ravine.,2
183614,4782294624311,People are acting like a zombies.,People in zombie costumes chatting around a punch bowl.,2
183659,965444691211,A closeup of a man holding a baby wearing a blue shirt.,The man is not the father.,2
183801,4943870853011,People sitting on a curb in front of a building with asian writing on it.,The people are writing stuff on the building.,2
184126,3887487086111,A little shirtless boy holding an inflatable ball with butterfly designs and green and orange stripes,A little shirtless boy holding a deflated ball with butterfly designs and green and orange stripes,2
184159,2414136642211,A man and woman are hugging in a public square,A gay couple is defying censure by embracing among a crowd.,2
184220,4783263491411,A woman stands in front of a building.,A woman stands in front of a hot dog stand.,2
184423,3530687486211,A woman is blowing the seeds from a dandelion.,The woman is holding her breath.,2
184610,2954965644020,"A man with an afro and wearing a blue t-shirt is playing an ""axe throw"" game that requires him to throw small axes at targets that resemble steer heads.",The man has curly hair.,0
184718,3534172926212,Several children play on a ship themed playground in a city park.,Two boys peer out from the crow's nest.,1
185226,3223606402411,A skateboarder is doing a stunt.,The racer is doing a stunt.,2
186214,2396100671011,A young boy sits on his bike wearing a dragon costume.,The boy is onhis way to church.,2
186217,274917606311,Man taking a break under a umbrella leaning against truck.,A man rests under a truck.,2
186464,4612831165212,People throw confetti at newlyweds as they come out of the church.,a group of people throwing rice at a newly married couple,1
186544,4075175810212,Runners race by while a crowd of onlookers watch.,The crowd is apathetic.,1
187369,2991205926210,A girl trick or treats with a black and red dress with black and white sleeves holding a scythe.,The child is celebrating Halloween.,0
187769,3302471503211,A kid in a blue jacket and striped shirt rides the bus.,A boy arrives at the bus stop too late.,2
188320,4725687806012,Shoppers walking down an isle of a grocery store.,Tom Hanks is on the isle with a soccer ball.,1
188410,3188044631011,A man and woman with their hands on their chins are standing next to a Christmas tree.,The Christmas tree is yellow.,2
188549,2943384009412,A professional motor racer in motion.,A man is riding a pedal bike in a race.,1
188682,4430466345141,A man in a black sweatshirt and jeans holds a black acoustic guitar and converses with a passerby.,The man is indoors.,2
189002,6848902929211,A bartender pours a frothy drink into a tall glass.,The man is a waiter at a fancy restaurant.,2
189062,3460358347010,A young child in blue jeans and navy blue shirt rides a bike with training wheels.,A preschooler rides a bike with training wheels.,0
189084,4924958553031,Woman being given a palm reading by a female psychic while two other women wait inside of a small shop.,A person is going through a divorce,2
189237,6041156608410,A number of people swim in a pool as some onlookers watch from the side.,the men are talking,0
189955,1478576516211,A number of people are climbing up scaffolding.,A couple of people climbed the ladder.,2
190001,2101128963110,A baseball is recoiling from an action taken on a treated field watched by others.,A baseball rolls through a field.,0
190116,4503476760111,A newborn boy is lying in an incubator with many tubes attached.,The baby is healthy.,2
190304,4885361477311,A young man wearing a blue jacket is turning his head.,a man in a blue jacket is wearing a neck brace.,2
190789,213093138110,A man in a blue shirt and black pants relaxes with his glasses resting on his forehead.,a young boy runs,0
190806,2978271431011,a few different small cars racing around a track in the rain,Motocross racers are going fast.,2
191179,288406480411,Child playing with gloves and a pink stethoscope.,A child is playing with kitchen utensils,2
191926,62721806032,Two men in black jackets stand in a small boat in the water.,Two men are standing on the roof of a boat.,1
192217,13648274021,A man wearing jeans and a button up dress shirt is holding a camera while standing next to a woman in black pants and a beige jacket.,The man accepts an award.,2
192297,2698929119311,An asian woman in pink shirt is eating on the street.,A woman is wearing a potato sack outside.,2
192302,4857094195111,Some football players in red uniforms are practicing in a football field.,The Dallas Cowboys practice.,2
192484,3618932839011,A woman in blue running next to a black and white dog as it jumps over an obstacle.,A dog is chasing a squirrel.,2
193150,301655083112,A woman in a plaid shirt sewing designs onto a white sheet.,A woman is sewing designs onto a bed spread.,2
194292,4969485553212,A woman looks after children playing on a rickety wooden walkway.,A woman watches her children play on the jungle gym.,1
194598,1802509657131,"A man in a black shirt appears to be jumping in the air holding two boards with a sign saying ""stomp"" in the background.",A man in a black shirt protesting the law requiring men to wear shirts.,2
194633,3904368912310,People working and selling goods in a market in Southeast Asia.,People are exchanging money for goods.,0
194889,3121387465031,"The woman in the black shirt and reddish skirt is getting a gift from the man with the white shirt, while a girl with a white sweater is looking eagerly at what the man is giving the woman, and are, presumably, in a party.",The woman's skirt is black.,2
195070,1044764620251,A construction site with building material.,The workers on the construction site are waiting for materials to be delivered.,2
195075,1044764620241,A construction site with building material.,The construction is of a water park.,2
195112,1044764620430,A man is panting a piece of wood.,A man is painting.,0
195260,2445966669211,A young woman in angel wings offers brochures to Cirque de Soleil.,The woman is handing out books.,2
195791,6558305361211,A man in a green sweater pushes a toddler wearing red boots on a swing.,The park was full of kids.,2
195905,2572810231112,A woman in a black suit stands smiling in front of another woman in a red jacket.,Two women are standing in line at the grocery store.,1
196583,2245989501212,"Working together, these men move camels through a mountain pass.",The men are traveling through the desert.,1
196868,1478414349321,Five men on ladders cleaning the outside of a building.,The men are circus performers and the ladder is a prop.,2
197053,6308602436011,A group of people is traveling through a terminal with moving walkways.,The group of people are boarding a bus.,2
197948,369360998111,A woman with camping gear is heating something up in the snow.,A woman with camping gear is heating some gold bars,2
198556,2500354186212,A young boy is carrying tire rubber down a dirty road.,A boy is working at a tire shop.,1
198748,4729531793111,Three men rest on the turret of a tank.,The men are in the tank.,2
199570,2100909581211,a large white dog jumping up in the snow,The animal is a chihuahua.,2
200108,2954584849411,A group of men jumping for a ball.,The men are golfing.,2
200212,4503476760412,A infant in an incubator.,A sick baby cries in her hospital bed.,1
200909,3731803474311,An entertainer is making balloon animals for children.,The children are playing with the toys.,2
201439,4928961144010,A group of women in matching yellow shirts and white skirts walk together holding red and yellow flags.,A group of women are gathered for a common interest.,0
202452,4515955225112,Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.,The pitcher was wearing a uniform number 34.,1
202728,4982419929211,A gentleman is checking a bike wheel while some women watch.,Someone is fixing a chain.,2
203114,3591078425411,A woman in a blue tennis outfit completes a swing.,A woman is preparing to serve the tennis ball.,2
203540,2565350330011,"A well dressed man with a cane and a beard, sleeping under a tree in a park.",The man shaved before going to sleep.,2
203646,173020287011,"A man stands with his arm up in the air, holding a stick, while a dog jumps up.",The man has a deep attachment to the stick and doesn't want to share.,2
203891,4822402043110,An old man wearing a blue shirt is standing against a wall.,The old man is breathing.,0
204106,4479891313311,Two people walk past each other and both are wearing coats.,Two people walk away from each other wearing different coats.,2
204375,2830559877212,"Grand mother, mother and children are enjoying their evening time.",The grandfather and father are having a beer in the kitchen.,1
204381,74137268411,Two guys in the snow waving at the camera.,The camera is yellow.,2
204488,2782759274011,A group of people in a large room are gathering and preparing camping equipment.,The group is getting ready to build the parade float.,2
204949,1076503761332,Teenagers are partying on a boat while a blond teenager is kicking a man.,The teens are partying on the boat peacefully,1
205052,3215081286310,Some people in building as seen from the street at night.,people on building,2
205197,507419384212,four children playing cards at a table.,Children are playing Go Fish.,1
205429,3024932201111,A young woman stands near the road with the red leaves behind her.,A woman stands near a road surrounded by greenery.,2
205721,3409947123310,A carnival midway at night.,The carnival is almost over at night.,0
205722,3409947123311,A carnival midway at night.,The carnival is just beginning at night.,2
205969,103306033252,A woman is walking her baby with a stroller at the local park.,The baby is fast asleep.,1
206572,8008558496111,Roofer going to get the rest of his tools after realizing the chainsaw is n't the right tool for the job.,"Roofer going to get a hammer, and other proper tools after realizing he's an idiot for thinking a chainsaw would be the right tool for the job.",2
206767,445148321310,A person standing on a ridge in the desert.,The person is standing atop the highest ridge in the desert.,0
207057,3441132495111,Woman in blue outfit and boots stands behind muddy Toyota truck with backpack near bushes.,Woman in blue outfit and boots stands in front of muddy Toyota truck.,2
207691,5293700431311,Two brown horses pulling a sleigh through the snow.,Horses are standing in the snow.,2
207834,4320494335410,Couple taking baby for a walk in a stroller.,A couple takes their new born for a walk in a stroller,0
208073,3406930103011,There is a medium sized tan colored dog out in the snow.,Dog playing with the dry bone near the car park,2
208119,2363419943212,A lady and her little girl are holding hands and walking up the sidewalk.,A mother and daughter go for drinks at a local cafe while the father fishes.,1
208501,1415147666241,An older lady in a black shirt is adding ingredients to a KitchenAid mixing bowl as a crowd looks on.,Target branded kitchen ware products are being used to film a commercial.,2
208610,6981332729411,Huge turtle kills man underwater.,A man and a turtle have an underwater adventure and play with each other.,2
208647,3243591844011,Two people have their arm entangled with each other while people look on.,A group hug is happening in the town square,2
208841,3503021545011,Six people standing on a sidewalk around a blue trashcan.,People are recycling,2
208905,4512401386011,"A group of women all dressed the same in black dresses and hats and neckties, are standing by a guitarist on a busy city street at night.",Twins stand next to a guitarist.,2
209752,1096800382430,A couple having a conversation over drinks.,The two people are drinking cocktails.,0
209888,245460010211,Brightly dressed cyclists stop to have a few words.,The cyclists are all black.,1
210079,698107542010,Child in light colored clothing standing with arms extended outward.,The kid is old enough to stand alone.,0
210138,249481696140,Two female cheerleaders are doing a cheer while being lifted into the air by male cheerleaders.,Two boys have their arms in the air.,0
210154,5341860341211,Group of young people all sit together in a narrow boat.,People are on a cruise out in the ocean.,2
210265,1394599090031,Small boy wearing a blue shirt being brought up out of water by man in white shirt and wearing glasses.,a boy and his father are playing in the bathtub during bathtime,2
210524,4406792181111,A young boy laying on his back under a piece of furniture.,A young boy was squashed by furniture.,2
210795,1510926782311,Woman stands at a table full of vegetable produce.,A woman stands near some bananas.,2
210876,3710520638211,A black dog with a red collar is jumping in the water.,A dog is on the beach.,2
211080,135444722141,women in a black shirt standing with a bottle of water in hand in front of wall with Greek writing on it.,Women are in a building.,2
211191,6847214834310,A heavily-packed crosscountry skier poses mid-stride.,An overly-laden person stops for a moment.,2
212018,183018056351,Many people leading a giant blow-up figure of Oscar the Grouch down a street.,A crowd with a giant inflatable balloon of big bird,2
212421,2344186101011,A man in a neon green weight vest and green and whiteboard shorts snorkels in a tropical reef.,A man looks for his lost keys.,2
212609,2273650537112,A man is walking outside of a jewelry store while on his phone.,The jewelry store was closed.,1
212647,213609234312,Two teenage girls and a teenage boy cross a street.,3 Teenagers are holding hands across the street.,1
212692,116450583342,A man in an orange vest is working on a train.,A man searching for lost food near a train.,1
212891,12118309011,Two men with dark hair wearing glasses and black shirts eat bread while holding their hands up to the camera.,Two mean are taking pictures of people eating.,2
212930,4928893732111,A man in a green shirt is carrying a basket above his head while talking to a group of people.,There are people working together on a construction project.,2
212948,3700346840011,A bird has its wings spread very wide and is standing on rocks.,The bird is preening.,2
213251,7024547461410,A small girl works with electronics.,A small girl is working with high tech electronics,0
213380,2391094555011,A man dressed in black leather and a cowboy hat is walking around a Renaissance Festival.,The man is dressed in typical renaissance attire.,2
213453,6935343133211,An Asian couple wearing blue and red formal clothing are standing together in a forest setting.,A couple are standing near some trees looking for a skunk.,2
213497,4795267435211,Four people in orange clothing and one man holding an orange horn walk down a narrow street.,People dressed in funereal attire walk down the narrow street.,2
213794,3445428367411,A woman takes a photograph.,The woman is posing for a picture.,2
214610,2057420842412,Someone puts poultry on a grill.,Someone is cooking chicken.,1
214722,4781670901211,A man with glasses dressed up as a zombie.,the man is wearing a blue shirt.,2
215209,3799701220111,Two men are crafting items in a workshop with tools.,Two men are making paper airplanes.,2
215372,10090841011,A man with black hair sits in a restaurant with a glass of beer.,A man drinks liquor.,2
215470,185972340411,A man drives a jeep over rough rocks.,A man drives a mini car.,2
215653,533508800012,A man rides a bicycle through an inner-city neighborhood next to a wall containing a graffiti picture of a big hand showing the peace sign.,A man rides by a wall with political graffiti.,1
215707,4091722734010,Two women laugh and share conversation while each of them holds a can of refreshing Pabst Blue Ribbon Beer.,Pabst Blue Ribbon Beer is from Canada,0
216036,4869146688311,An Asian women competing in the winter Olympics.,A woman is in bad shape.,2
216108,4289221907311,Dancers dressed in similar outfits pose on a wooden stage.,The dancers are practicing a dance routine outside,2
216847,1470536919141,A little black dog is running beside a large brown and white dog with a large rope in its mouth.,Two dogs race at the dogtrack for the championship.,2
217827,4254079840311,A young boy throwing rocks into the water.,A young boy throws massive boulders.,2
217923,4640122647411,Practicing skateboarding on the court.,Skateboarding in criminal court.,2
217975,3552136801310,A pitcher prepares to throw a ball as a runner heads for third base.,A base runner attempts to steal third base as the pitcher winds up to pitch.,0
218094,7862746870410,A race car takes a turn on a dirt road.,A racing car turns on the street.,0
218193,3747031933311,Two comedians performing a routine.,Two comedians performing a trapeze act,2
218614,4901651849212,A woman wearing a yellow hat is sitting on a porch.,The porch has a person on it.,1
218667,282960970111,A woman in jeans is sitting on the saddle of a horse.,A lady rides bareback at a rodeo.,2
219152,4581195263310,Children interact with a young bovine.,Kids interact with a pig.,0
219501,1789111454411,A man is waterfall rafting.,A man that swims past some rocks.,2
219534,470903027311,A man wearing a hat is sitting on the ground with a small bag.,A man is using his hat to attract women.,2
219881,4544609414312,A couple of friends repairing an upside-down bicycle.,The people are actually dismantaling the bike and they are going to sell it for scrap metal.,1
220556,1664475859421,Three men walk outside of a white building.,"A ranch style home, with a large flower garden.",2
220956,7959752686012,Native man in blue garb holds flaming torch on long pole in advance of a pair of decorated marching elephants.,The native man is doing a rain dance with the elephants.,1
221121,4749074780111,A person is standing next to a sculpture of an extremely large pair of glasses.,A person with an extremely large pair of glasses is standing next to a sculpture of a man.,2
221255,2862721322411,An Asian man blinking while photographing an event.,"An Asian man, holding back tears, takes pictures of the grisly homicide scene.",2
222330,3109780402311,Two girls crouch in a small stall.,Two girls are in a cubicle.,2
222577,2373932560212,A man getting out of an older looking orange car.,The car is new.,1
222848,300438143311,Two men wearing plastic aprons are working in an industrial setting.,These two guys have aprons on to make a bar b que.,2
223153,4564451257011,A man in an orange top and blue pants carries a lot of boxes while a woman pulling a pink bag goes in the other direction.,A man and a woman hold boxes and bags together.,2
223585,3298378599351,Older Indian woman uses a loom while smoking a pipe.,The woman is creating a quilt.,2
223825,3769486949012,A throng of travelers is walking between two trains on an indoor station platform.,The travelers are making their way outside to the parking lot.,1
223889,7300169048211,Two female tennis players high-fiving each other.,The socks just won the game with the others,2
223917,4774980820111,A man and a woman both dressed completely in white share a kiss on a beach.,A man and woman dressed in white hug each other,2
224452,112220869431,Little girl holding a karate trophy.,A girl won a race.,2
224785,4872614127211,A woman in a blue shirt is photographing a man with gold body painted designs.,A woman in blue posing for a picture with a gold painted man.,2
225018,151155158312,A man and a woman are dancing in the street.,A man and woman are at a concert.,1
225185,4479738973052,"A Thai Buddhist temple is the center of commerce, widely dominated by telephone wires and oncoming traffic.",A buddhist temple is in the middle of the city but has no phones in the temple.,1
226135,5788772871211,Students are carefully focused in one direction.,Students are reading their textbooks.,2
226393,90358839212,A man in glasses smiles as he answers the phone in the office.,A man answers the phone and gets angry at the interruption.,1
227029,69514091210,Older gentleman in a kitchen carving a turkey with a large knife.,two boys ride skateboard,0
227100,2940719987111,A woman is giving a speech to a group of people and is using a diagram.,The people are going to the tour.,2
227112,4615770260411,A black man and white woman sing together.,There is a white man and a black woman singing.,2
227347,3612538549411,The boy is playing in the sand.,The boy is playing catch.,2
227628,7924790118312,A professional wheelchair race with a clear leader in lane 6.,the people in the race are paralyzed,1
227697,221586389212,A man in a blue jacket is standing in front of a small group of people.,A man is presented in front of a group.,1
228304,3353962769111,The man is doing a wheelie with a motorcycle in mostly barren ground,A man trying to pick his motorcycle back up after a crash.,2
228329,250667312431,Many young people looking a computer items.,People are window shopping.,2
228876,4701327918311,The young woman stopped and stood midway up the ramp.,The ramp had sugar cement.,2
229406,1390654687031,An older gentleman dressed completely in white is eating from a white bowl while sitting in a large overstuffed chair.,An older man eating food while stading up,2
229619,3799708677411,Two monks walking together.,Two monks praying,2
229781,6474894623412,A layup looks like it's about to go in.,A layup looks like it's about to go into a puddle.,1
229865,55389857311,A wood craftsmen working at his bench.,An artisan is making a dresser out of sticks.,2
230147,5559120,A stoplight is yellow next to a pedestrian crossing sign.,The light will soon be red,0
230326,257000323112,Two small girls dressed in red and white outfits are performing a dance.,Two identically dressed girls preform a dance together.,1
