premise,hypothesis,label,unique_id
"A group of strangely dressed people sit around a table on brightly colored red chairs on a public street, holding large red cards.",All the girls are sitting in brown chairs.,2,1_6229b
"A group of strangely dressed people sit around a table on brightly colored red chairs on a public street, holding large red cards.",Some girls are sitting.,0,1_6229c
A gray dog jumps through the air over a gravel path.,The dog is playing,1,1_6233a
A gray dog jumps through the air over a gravel path.,The dog jumps in the air,0,1_6233b
A gray dog jumps through the air over a gravel path.,The dog is sleeping.,2,1_6233c
African-american boy is playing on playground.,The boy is playing,0,1_6240a
African-american boy is playing on playground.,The boy is sleep.,2,1_6240b
African-american boy is playing on playground.,The boy is outside,0,1_6240c
Five people on a sidewalk.,There are people outside.,0,1_6279a
Five people on a sidewalk.,There are people in a forest.,2,1_6279b
Five people on a sidewalk.,There are people talking outside.,1,1_6279c
Two young girls with glasses laughing together.,Two young boys are laughing together.,2,1_6287a
Two young girls with glasses laughing together.,Two young girls are laughing together.,0,1_6287b
Two young girls with glasses laughing together.,Two young girls are joking together.,1,1_6287c
A man in black with long hair playing a guitar with stickers on it.,The man is holding a guitar.,0,1_6301a
A man in black with long hair playing a guitar with stickers on it.,The man is bald.,2,1_6301b
A man in black with long hair playing a guitar with stickers on it.,The man has his hair in a ponytail.,1,1_6301c
A White boy with a blond mohawk climbs a wall outside.,A boy is outside.,0,1_6329a
A White boy with a blond mohawk climbs a wall outside.,A boy sits on the fence.,2,1_6329b
A White boy with a blond mohawk climbs a wall outside.,A boy wearing a gold earring climbs a wall.,1,1_6329c
Black children are holding illegible signs.,The kids are uneducated,1,1_6457a
Black children are holding illegible signs.,Kids are holding signs,0,1_6457b
Black children are holding illegible signs.,The signs are legible,2,1_6457c
A man on a boat is using a large stick to push another boat away.,The man is trying to board the other ship.,2,1_6516a
A man on a boat is using a large stick to push another boat away.,The man is pushing the boat away from his boat.,0,1_6516b
A man on a boat is using a large stick to push another boat away.,The man is pushing the boat away from the shore.,1,1_6516c
A lady with gloves on that is in the process of hanging different colored balloon like lights.,A gloved woman hangs a string of Christmas lights outside a house.,2,1_6518a
A lady with gloves on that is in the process of hanging different colored balloon like lights.,A lady hangs different colored balloons while wearing gloves.,0,1_6518b
A lady with gloves on that is in the process of hanging different colored balloon like lights.,A gloved woman hangs a string of colored balloons upside down.,1,1_6518c
"Two babies asleep in a highchair, one baby wearing blue and the other wearing red.",One baby is wearing red.,0,1_6540a
"Two babies asleep in a highchair, one baby wearing blue and the other wearing red.",The newborn babies have just fallen asleep after eating.,1,1_6540b
"Two babies asleep in a highchair, one baby wearing blue and the other wearing red.",A baby is playing with paint in the highchair.,2,1_6540c
Two people wait at an enclosed bus stop on a bench with advertisement present.,Two people are waiting at a bus stop.,0,1_6592a
Two people wait at an enclosed bus stop on a bench with advertisement present.,The two people are at a hotel.,2,1_6592b
Two people wait at an enclosed bus stop on a bench with advertisement present.,They are talking to each other.,1,1_6592c
Man sitting on a bench drink from a mug surrounded by rugs.,The man is selling rugs outdoors.,1,1_6672a
Man sitting on a bench drink from a mug surrounded by rugs.,A man is sitting outdoors.,0,1_6672b
Man sitting on a bench drink from a mug surrounded by rugs.,A man walks down the street.,2,1_6672c
A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.,The shirtless man in long pants is skateboarding outside by the man and woman.,0,1_6694a
A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.,The man is being paid to perform tricks on his board.,1,1_6694b
A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.,The skateboarder is sitting down.,2,1_6694c
A tennis player in the middle of a game.,A person is sitting by the water,2,1_6866a
A tennis player in the middle of a game.,A person is in competition,0,1_6866b
A tennis player in the middle of a game.,A person is losing a match,1,1_6866c
a man kneels on top of a green mat.,A man stands in front of the crowd.,2,1_6884a
a man kneels on top of a green mat.,A man praying at the mosque.,1,1_6884b
a man kneels on top of a green mat.,A man Kneeling.,0,1_6884c
People riding something in the snow.,People riding a sleigh in the snow.,1,1_6888a
People riding something in the snow.,People laying in the snow.,2,1_6888b
People riding something in the snow.,People riding an object outdoors.,0,1_6888c
An operating room where doctors are working under a bright light.,The doctors are performing brain surgery.,1,1_6902a
An operating room where doctors are working under a bright light.,The people are indoors.,0,1_6902b
An operating room where doctors are working under a bright light.,The people are outside in the snow.,2,1_6902c
A man is talking on his cellphone while looking at his laptop.,The man is doing business.,1,1_6914a
A man is talking on his cellphone while looking at his laptop.,A man is talking on his phone while on the computer.,0,1_6914b
A man is talking on his cellphone while looking at his laptop.,the man is running down the street.,2,1_6914c
Some motorcyclists make a jump in a dirt bike race.,People on motorcycles at Championship race.,1,1_6941a
Some motorcyclists make a jump in a dirt bike race.,Motorcyclists stand still on their bikes.,2,1_6941b
Some motorcyclists make a jump in a dirt bike race.,People on motorcycles.,0,1_6941c
"A redheaded woman with a scarf in her hair, wearing a white sweater with black bows on it.",The woman is out Christmas Carolling in the winter time.,1,1_6968a
"A redheaded woman with a scarf in her hair, wearing a white sweater with black bows on it.",The dog is chasing the cat.,2,1_6968b
"A redheaded woman with a scarf in her hair, wearing a white sweater with black bows on it.",A woman is wearing heavy clothing.,0,1_6968c
a skateboarder jumps over a highway guard rail.,A skateboarder is jumping over a guard rail at a competition.,1,1_6985a
a skateboarder jumps over a highway guard rail.,A skateboarder is doing tricks over a guard rail.,0,1_6985b
a skateboarder jumps over a highway guard rail.,The skateboarder jumped over a hill while filiming for a video.,2,1_6985c
Two men in jeans enjoying cooking in the kitchen.,Two men in jeans are having a good time cooking.,0,1_7005a
Two men in jeans enjoying cooking in the kitchen.,Two men in jeans are having a food fight in the kitchen.,2,1_7005b
Two men in jeans enjoying cooking in the kitchen.,Two men in jeans are in the kitchen.,1,1_7005c
A group of workers are in a field planting wheat for the year.,Workers are outside in a field.,0,1_7021a
A group of workers are in a field planting wheat for the year.,Men are working in a field.,1,1_7021b
A group of workers are in a field planting wheat for the year.,Women are getting their hair done in a salon.,2,1_7021c
"A marching band, wearing red and black uniforms with tall fur hats, are walking down the street as they play their instruments.",The band is making beautiful music,1,1_7056a
"A marching band, wearing red and black uniforms with tall fur hats, are walking down the street as they play their instruments.",The band is sitting inside a restaurant,2,1_7056b
"A marching band, wearing red and black uniforms with tall fur hats, are walking down the street as they play their instruments.",The band is making noise,0,1_7056c
A girl being lifted out of the water by two men with a wooden device.,A girl is rescued from dangerous surf conditions,1,1_7134a
A girl being lifted out of the water by two men with a wooden device.,A fat man is being lowered into a tub,2,1_7134b
A girl being lifted out of the water by two men with a wooden device.,A girl is brought out of the water by two men,0,1_7134c
"Women wearing floral, cultural dresses are standing around a barrel of bread at an outdoor sale.",Young women are selling bread at a bake sale.,1,1_7165a
"Women wearing floral, cultural dresses are standing around a barrel of bread at an outdoor sale.",Women wearing jeans are riding motorcycles.,2,1_7165b
"Women wearing floral, cultural dresses are standing around a barrel of bread at an outdoor sale.",People are standing outside.,0,1_7165c
A painter finishes painting the wall outside.,A painter is painting a house.,1,1_7187a
A painter finishes painting the wall outside.,A painter is working.,0,1_7187b
A painter finishes painting the wall outside.,A painter is sleeping,2,1_7187c
A woman wearing a blue shirt opens a gift.,The woman opening the gift is wearing a blue shirt.,0,1_7197a
A woman wearing a blue shirt opens a gift.,The man in the red shirt is wrapping Christmas gifts.,2,1_7197b
A woman wearing a blue shirt opens a gift.,The woman in the blue shirt is opening her retirement gift.,1,1_7197c
A group of six people sit around a silver conference table with notebooks and pens.,A number of people are around a table.,0,1_7217a
A group of six people sit around a silver conference table with notebooks and pens.,A group of people are meeting with Barack Obama.,1,1_7217b
A group of six people sit around a silver conference table with notebooks and pens.,A number of people are eating at a diner.,2,1_7217c
A man wearing a denim jacket and biker boots is sleeping on a bench.,A man is jumping on a bench.,2,1_7224a
A man wearing a denim jacket and biker boots is sleeping on a bench.,A man takes a nap after a long day of work.,1,1_7224b
A man wearing a denim jacket and biker boots is sleeping on a bench.,A man is sleeping outdoors.,0,1_7224c
Two children playing a game outside.,There are children outside.,0,1_7289a
Two children playing a game outside.,The children are in their backyard.,1,1_7289b
Two children playing a game outside.,The children are inside in their playpen.,2,1_7289c
A dog in the water near the beach with an urban horizon behind.,A dog is playing in a pool.,2,1_7305a
A dog in the water near the beach with an urban horizon behind.,A dog is wet.,0,1_7305b
A dog in the water near the beach with an urban horizon behind.,A dog is playing in the ocean.,1,1_7305c
"Two black women, both wearing yellow patterned dresses, are looking into plastic bags with yellow fabric coverings.",The two black lady zombies are scavenging for body parts.,2,1_7315a
"Two black women, both wearing yellow patterned dresses, are looking into plastic bags with yellow fabric coverings.",Two black ladies are wearing dresses and looking into plastic bags.,0,1_7315b
"Two black women, both wearing yellow patterned dresses, are looking into plastic bags with yellow fabric coverings.",The two homeless black women in dresses are looking for food in plastic bags.,1,1_7315c
A woman in a gray shirt is at the carnival.,A woman is wearing a polka dot dress at a carnival.,2,1_7363a
A woman in a gray shirt is at the carnival.,A woman is waiting in line for an elephant ear at the carnival.,1,1_7363b
A woman in a gray shirt is at the carnival.,A woman is at the carnival.,0,1_7363c
A man and a woman stand in front of Stonehurst Elementary School holding signs which protest against ICE raids in California.,A couple of teachers are protesting after raids deported some of their children.,1,1_7458a
A man and a woman stand in front of Stonehurst Elementary School holding signs which protest against ICE raids in California.,A man and woman are protesting.,0,1_7458b
A man and a woman stand in front of Stonehurst Elementary School holding signs which protest against ICE raids in California.,A child is protesting his parents deportation.,2,1_7458c
The man in the blue shirt is talking to a street vendor.,A man buying some food from a vendor.,1,1_7468a
The man in the blue shirt is talking to a street vendor.,A man talking to another person.,0,1_7468b
The man in the blue shirt is talking to a street vendor.,A man selling drugs on the street corner.,2,1_7468c
A little boy is going to throw a ball on the beach.,A toddler is playing by the ocean.,0,1_7502a
A little boy is going to throw a ball on the beach.,A kid is building a sand-castle.,2,1_7502b
A little boy is going to throw a ball on the beach.,A boy is tossing a ball to his dad.,1,1_7502c
A girl in a blue jacket holding a pink bottle in the front of a crowd of other kids.,A girl is showing off a pink bottle for show and tell.,1,1_7506a
A girl in a blue jacket holding a pink bottle in the front of a crowd of other kids.,A girl is with a group of other kids.,0,1_7506b
A girl in a blue jacket holding a pink bottle in the front of a crowd of other kids.,A boy is holding a basketball in front of a crowd of kids.,2,1_7506c
A group of women are having makeup applied.,A group of men are getting haircuts in a barber shop.,2,1_7541a
A group of women are having makeup applied.,Models at a photo shoot are having their makeup touched up.,1,1_7541b
A group of women are having makeup applied.,Femles are putting on cosmetics.,0,1_7541c
A man in a gray shirt is bobbing for apples.,A grandpa is bobbing for apples with his grandchildren.,1,1_7624a
A man in a gray shirt is bobbing for apples.,A man is biting apples that are floating in water.,0,1_7624b
A man in a gray shirt is bobbing for apples.,A boy is swimming in his pool.,2,1_7624c
A groom lifts the train of his wife as they walk down a boardwalk.,A kind human lifting.,1,1_7629a
A groom lifts the train of his wife as they walk down a boardwalk.,Nobody is lifting.,2,1_7629b
A groom lifts the train of his wife as they walk down a boardwalk.,A human lifting.,0,1_7629c
A group of men sitting around a table and talking.,A group of old friends talk about their past at the table.,1,1_7708a
A group of men sitting around a table and talking.,A group of humans are gathered together.,0,1_7708b
A group of men sitting around a table and talking.,The group of old friends are asleep in bed.,2,1_7708c
A woman in blue coat reads a book on the subway platform.,A woman waits on a subway platform.,0,1_7746a
A woman in blue coat reads a book on the subway platform.,A woman holds a closed book on the subway platform.,2,1_7746b
A woman in blue coat reads a book on the subway platform.,"A woman is reading a novel, as she waits for her subway train.",1,1_7746c
A brown dog running through the water.,The dog is running.,0,1_7758a
A brown dog running through the water.,The dog has a leg made from sugar.,2,1_7758b
A brown dog running through the water.,The wet dog stinks.,1,1_7758c
A little boy in blue doing bike jumps.,A child plays with his bike.,0,1_7799a
A little boy in blue doing bike jumps.,The child is outside in the sunshine.,1,1_7799b
A little boy in blue doing bike jumps.,The child is under his bed.,2,1_7799c
People are walking in a line through a field of grass and dirt.,People are walking through grass and dirt.,0,1_7822a
People are walking in a line through a field of grass and dirt.,People are walking through grass and dirt toward a barn.,1,1_7822b
People are walking in a line through a field of grass and dirt.,People are walking through water.,2,1_7822c
The three dogs are in a field.,Three cats are curled up on a sofa.,2,1_7847a
The three dogs are in a field.,Three stray dogs are looking for food in a field.,1,1_7847b
The three dogs are in a field.,Dogs are outside.,0,1_7847c
An artist is selling his paintings in front of a large tree in a park,An artist selling a painting of a dog.,1,1_7893a
An artist is selling his paintings in front of a large tree in a park,An artist selling a painting.,0,1_7893b
An artist is selling his paintings in front of a large tree in a park,A dog painting a picture of a cat.,2,1_7893c
A guy playing basketball.,Someone is playing basketball.,0,1_7963a
A guy playing basketball.,A boy plays basketball with his high school friends.,1,1_7963b
A guy playing basketball.,A gal practicing jump shots by herself.,2,1_7963c
"A white car is speeding uphill, and leaving a trail of dust behind it.",A white car is being driven up a hill.,0,1_8005a
"A white car is speeding uphill, and leaving a trail of dust behind it.",A young driver is going too fast in his car.,1,1_8005b
"A white car is speeding uphill, and leaving a trail of dust behind it.",A car has broken down on the side of the road.,2,1_8005c
An urban park setting with a young girl in a pink sweater shrug jumping from a low concrete wall onto the ground.,An urban park setting with a young girl in a pink sweater not shrug jumping,2,1_8022a
An urban park setting with a young girl in a pink sweater shrug jumping from a low concrete wall onto the ground.,An urban park setting with a young girl in a pink sweater joyously shrug jumping,1,1_8022b
An urban park setting with a young girl in a pink sweater shrug jumping from a low concrete wall onto the ground.,An urban park setting with a young girl in a pink sweater shrug jumping,0,1_8022c
A group of children sit as they seem to watch and listen to someone.,The children are all taking a nap.,2,1_8025a
A group of children sit as they seem to watch and listen to someone.,The children are paying attention to something..,0,1_8025b
A group of children sit as they seem to watch and listen to someone.,The children are watching a magic show.,1,1_8025c
Three people climbing rocks.,The people are rock climbers.,0,1_8068a
Three people climbing rocks.,The men are wearing black.,1,1_8068b
Three people climbing rocks.,The children are playing tag.,2,1_8068c
Two young girls making upside down cupcake shapes in the sand.,The girls are on vacation with their families,1,1_8082a
Two young girls making upside down cupcake shapes in the sand.,"The girls are sitting inside, drawing in their coloring books.",2,1_8082b
Two young girls making upside down cupcake shapes in the sand.,"The girls are outside, playing in the sand.",0,1_8082c
A woman with matching light blue t-shirt and headscarf sits on a chair made of stone.,the woman is on the stone chair for christmas,1,1_8124a
A woman with matching light blue t-shirt and headscarf sits on a chair made of stone.,the woman is on the stone chair,0,1_8124b
A woman with matching light blue t-shirt and headscarf sits on a chair made of stone.,the dogs eat bugs,2,1_8124c
A little kid in a striped shirt is rubbing his eye.,Both of a kid's hands are down.,2,1_8132a
A little kid in a striped shirt is rubbing his eye.,A kid is wearing stripes.,0,1_8132b
A little kid in a striped shirt is rubbing his eye.,A kid is wearing red stripes.,1,1_8132c
Two men sparing in martial arts in front of a crowd.,Blood is gushing from each man's throat.,2,1_8148a
Two men sparing in martial arts in front of a crowd.,The eyes of at least one of the men are trained on his opponent.,0,1_8148b
Two men sparing in martial arts in front of a crowd.,The men are barefoot.,1,1_8148c
A baby in a blue shirt cries in his car seat.,A child in a car seat bawls.,0,1_8177a
A baby in a blue shirt cries in his car seat.,A newborn with colic is in a car seat.,1,1_8177b
A baby in a blue shirt cries in his car seat.,A toddler in a sundress smiles from a car seat.,2,1_8177c
A group of people gather in front of a ticket vendor.,The group of people have tickets in their hands.,0,1_8186a
A group of people gather in front of a ticket vendor.,All the people are there for the same event.,1,1_8186b
A group of people gather in front of a ticket vendor.,The people are all boycotting the show.,1,1_8186c
"A picture of two women with one in lacy white dress with handbag and leggings and the other with a tall red hat, black mid-dress, and frame like plastic dress on top.",A photos of two females dressed like their favorite 80's music icons.,1,1_8229a
"A picture of two women with one in lacy white dress with handbag and leggings and the other with a tall red hat, black mid-dress, and frame like plastic dress on top.",A photo of a couple of females in strange outfits.,0,1_8229b
"A picture of two women with one in lacy white dress with handbag and leggings and the other with a tall red hat, black mid-dress, and frame like plastic dress on top.",Two females at a bar drinking.,2,1_8229c
A group of participants are having a meeting.,A group is having an office party.,2,1_8239a
A group of participants are having a meeting.,People are in a meeting.,0,1_8239b
A group of participants are having a meeting.,A group is having an important business meeting.,1,1_8239c
A woman walking around the city at night.,The city is safe.,1,1_8347a
A woman walking around the city at night.,The woman is outdoors.,0,1_8347b
A woman walking around the city at night.,The woman is running.,2,1_8347c
People laying on the beach with waves in the background.,The people are riding in a truck.,2,1_8545a
People laying on the beach with waves in the background.,The people are relaxing.,0,1_8545b
People laying on the beach with waves in the background.,The people will go swimming.,1,1_8545c
"A man working behind an area marked off with ""caution"" tape at a train station.",The man is working at the train station.,0,1_8560a
"A man working behind an area marked off with ""caution"" tape at a train station.",The man is watching tv.,2,1_8560b
"A man working behind an area marked off with ""caution"" tape at a train station.",The man is fixing the tracks.,1,1_8560c
Dog sitting on the couch with a holiday ribbon on top of his head.,The dog is running.,2,1_8584a
Dog sitting on the couch with a holiday ribbon on top of his head.,The dog is dressed for a holiday.,1,1_8584b
Dog sitting on the couch with a holiday ribbon on top of his head.,The dog is sitting.,0,1_8584c
"Four people stand in the water looking at a jet ski, while a man fishes nearby.",People watch the fun on the water.,1,1_8610a
"Four people stand in the water looking at a jet ski, while a man fishes nearby.",People in the desert looking for water.,2,1_8610b
"Four people stand in the water looking at a jet ski, while a man fishes nearby.",People stand near water.,0,1_8610c
A woman in a blue shirt rests with a hat over her face.,A woman runs on the treadmill.,2,1_8631a
A woman in a blue shirt rests with a hat over her face.,A woman rests with a hat covering her face.,0,1_8631b
A woman in a blue shirt rests with a hat over her face.,An old woman rests on her bed with a hat over her face.,1,1_8631c
A man holds up an electronic device while he and another male look on.,A father and son are playing catch.,2,1_8651a
A man holds up an electronic device while he and another male look on.,People are focused on a specific task.,0,1_8651b
A man holds up an electronic device while he and another male look on.,A scientist is holding an electronic device.,1,1_8651c
A man on a construction site.,Gentleman present on a site where contstruction is underway,0,1_8667a
A man on a construction site.,A man in his kitchen making lunch,2,1_8667b
A man on a construction site.,A man on a construction site waiting for a concrete deliver,1,1_8667c
A small black dog stands in the middle of a street.,A small white dog stands in the middle of a street.,2,1_8668a
A small black dog stands in the middle of a street.,There is a dog in the street.,0,1_8668b
A small black dog stands in the middle of a street.,The dog is going to pee on the curb.,1,1_8668c
A street vendor in a red shirt and white hat selling Italian Ices from his cart.,A vendor is selling italian ice,0,1_8680a
A street vendor in a red shirt and white hat selling Italian Ices from his cart.,A vendor is selling 6 flavors of italian ice,1,1_8680b
A street vendor in a red shirt and white hat selling Italian Ices from his cart.,A vendor is selling t shirts,2,1_8680c
A little cute girl in a white dress is revealing her presents.,The girl is playing outside in the snow.,2,1_8686a
A little cute girl in a white dress is revealing her presents.,The girl is near her presents.,0,1_8686b
A little cute girl in a white dress is revealing her presents.,The girl is wearing ballet flats.,1,1_8686c
A man rides a motorcycle with the number 5 on it.,A man wearing a helmet rides a motorcycle with the number 5 on it.,1,1_8691a
A man rides a motorcycle with the number 5 on it.,A person is riding a motorized cycle.,0,1_8691b
A man rides a motorcycle with the number 5 on it.,A man rides a motorcycle with the number 42 on it.,2,1_8691c
A lady in black dress with a beige blazer checks the contents of her glass.,A woman in a pink dress and a black blazer pours out the contents of her glass.,2,1_8699a
A lady in black dress with a beige blazer checks the contents of her glass.,A woman looks into her drinking glass.,0,1_8699b
A lady in black dress with a beige blazer checks the contents of her glass.,A woman looks into her empty drinking glass.,1,1_8699c
People in colorful hats and shirt dance outside,People are dancing.,0,1_8704a
People in colorful hats and shirt dance outside,People sit in a church.,2,1_8704b
People in colorful hats and shirt dance outside,People dance in a park.,1,1_8704c
The young man leaning against a brick wall with a bag of laundry is talking to someone on a cellphone.,A young man is a matador in a cattle arena.,2,1_8743a
The young man leaning against a brick wall with a bag of laundry is talking to someone on a cellphone.,A young man is talking to someone on the cellphone.,0,1_8743b
The young man leaning against a brick wall with a bag of laundry is talking to someone on a cellphone.,A young man is at the laundromat doing laundry while chatting to someone on a cellphone.,1,1_8743c
A crowd of people watching a football game with a player wearing red and cheerleaders also wearing red.,The football game is being watched by no one.,2,1_8744a
A crowd of people watching a football game with a player wearing red and cheerleaders also wearing red.,The cheerleaders belong to the opposing team.,1,1_8744b
A crowd of people watching a football game with a player wearing red and cheerleaders also wearing red.,There are cheerleaders watching the football game.,0,1_8744c
A group of five children sit on wooden stairs with foliage surrounding them.,The kids sit on chairs.,0,1_8749a
A group of five children sit on wooden stairs with foliage surrounding them.,The old men sit outside.,2,1_8749b
A group of five children sit on wooden stairs with foliage surrounding them.,The kids are having a picnic.,1,1_8749c
Young breakdancer doing a flip in front a crowd.,The breakdancer performed a flip in front of the crowd.,0,1_8774a
Young breakdancer doing a flip in front a crowd.,The breakdancer did a flip in front of the crowd at the party.,1,1_8774b
Young breakdancer doing a flip in front a crowd.,The old breakdancer flipped in front of the crowd.,2,1_8774c
Dancers coordinate their movements.,A woman eats cereal.,2,1_8846a
Dancers coordinate their movements.,Dancers choreograph their routines for the contest.,1,1_8846b
Dancers coordinate their movements.,Dancers are dancing.,0,1_8846c
A local artist expresses herself on a wall at the side of a street.,An artist graffitis a wall.,1,1_8925a
A local artist expresses herself on a wall at the side of a street.,An artist combs her hair.,2,1_8925b
A local artist expresses herself on a wall at the side of a street.,An artist works on a wall.,0,1_8925c
A man sits on a step with two duffel bags and a plastic bag by his sides.,A woman is digging a garden in the back yard.,2,1_9013a
A man sits on a step with two duffel bags and a plastic bag by his sides.,A man is sitting.,0,1_9013b
A man sits on a step with two duffel bags and a plastic bag by his sides.,A man is waiting for his friend to go on a trip.,1,1_9013c
"The tattooed woman, who is wearing the black dress, is hula hooping.",A tatooed woman in a black dress sits with her hula hoop.,2,1_9067a
"The tattooed woman, who is wearing the black dress, is hula hooping.",A woman is using a hula hoop.,0,1_9067b
"The tattooed woman, who is wearing the black dress, is hula hooping.",A woman plays with a hula hoop at an outdoor concert in the park.,1,1_9067c
A small child shows excitement on a swing set at the park,A kid is playing in the park.,0,1_9106a
A small child shows excitement on a swing set at the park,The child is sleeping in his bed.,2,1_9106b
A small child shows excitement on a swing set at the park,It is a nice sunny day.,1,1_9106c
A person is riding in a boat on a lake.,A man is in a boat.,1,1_9109a
A person is riding in a boat on a lake.,A woman is fishing from a pier.,2,1_9109b
A person is riding in a boat on a lake.,A person is in a boat on the lake.,0,1_9109c
Woman at kite festival on boardwalk,A woman goes to a kite festival in mid autumn.,1,1_9116a
Woman at kite festival on boardwalk,Woman goes to a kite festival.,0,1_9116b
Woman at kite festival on boardwalk,A woman goes to a beer festival.,2,1_9116c
A man looks excited as he begins to spray champagne in the air.,A man drinks a bottle of beer in one chug at a restaurant.,2,1_9126a
A man looks excited as he begins to spray champagne in the air.,A man sprays champagne in the locker room after the team won the championship.,1,1_9126b
A man looks excited as he begins to spray champagne in the air.,A man sprays champagne in the air.,0,1_9126c
A black and gray cat stands on a contracption while two big dogs stare at it.,There are two dogs,0,1_9128a
A black and gray cat stands on a contracption while two big dogs stare at it.,The dogs are gray,1,1_9128b
A black and gray cat stands on a contracption while two big dogs stare at it.,There are no dogs,2,1_9128c
woman in the hospital sticking her tongue out,A woman is within a building.,0,1_9130a
woman in the hospital sticking her tongue out,A woman is lying in a hospital bed.,1,1_9130b
woman in the hospital sticking her tongue out,The woman is sitting in her house.,2,1_9130c
A man cooking food on the grill.,People having a cookout,1,1_9147a
A man cooking food on the grill.,Some dude is making food,0,1_9147b
A man cooking food on the grill.,Somebody digging a hold outside,2,1_9147c
A young man in gloves and a hooded sweatshirt leans on a boulder.,The man leaned on the boulder.,0,1_9233a
A young man in gloves and a hooded sweatshirt leans on a boulder.,The man sat near the boulder.,2,1_9233b
A young man in gloves and a hooded sweatshirt leans on a boulder.,The man leaned on the boulder for the picture.,1,1_9233c
White bird flying above water.,The bird is on a branch.,2,1_9339a
White bird flying above water.,The bird is a pelican.,1,1_9339b
White bird flying above water.,the bird is in the air.,0,1_9339c
Older men look out over a balcony.,Older men are oblivious to their surroundings.,2,1_9348a
Older men look out over a balcony.,Men are above the first floor.,0,1_9348b
Older men look out over a balcony.,Older men are looking at the scenery.,1,1_9348c
Here we have four people filling up plates at a buffet.,People put fried chicken on their plates at the buffet.,1,1_9402a
Here we have four people filling up plates at a buffet.,People fill their plates at the buffet.,0,1_9402b
Here we have four people filling up plates at a buffet.,People sit down to eat.,2,1_9402c
A black and brown dog running across the grass.,The dogs are chasing a ball.,1,1_9483a
A black and brown dog running across the grass.,The dogs are in the sandbox.,2,1_9483b
A black and brown dog running across the grass.,The dogs are running.,0,1_9483c
A man showing pride and being proud of a fire department.,The man has just been promoted in his role at the fire department.,1,1_9607a
A man showing pride and being proud of a fire department.,A man showing pride and being proud of a police department.,2,1_9607b
A man showing pride and being proud of a fire department.,A man is happy he works for the fire department.,0,1_9607c
A construction area closed off by fencing.,A fence is around the old art museum on 3rd street.,1,1_9618a
A construction area closed off by fencing.,A fence around a building.,0,1_9618b
A construction area closed off by fencing.,Workers are seen eating an apple.,2,1_9618c
A hockey team takes a break off the ice.,They are indoors.,0,1_9689a
A hockey team takes a break off the ice.,The hockey team is playing well.,1,1_9689b
A hockey team takes a break off the ice.,The hockey team is relaxing by the pool.,2,1_9689c
Here is a man with a mustache and glasses and working on a bicycle wheel.,a man with a mustache,0,1_9723a
Here is a man with a mustache and glasses and working on a bicycle wheel.,the man is an agent,1,1_9723b
Here is a man with a mustache and glasses and working on a bicycle wheel.,the man is asleep,2,1_9723c
A girl wearing snowshoes holds a bird.,A girl in rollerskates holds a squirrel.,2,1_9780a
A girl wearing snowshoes holds a bird.,A girl wearing snowshoes holds a bird she picked up from a fallen nest.,1,1_9780b
A girl wearing snowshoes holds a bird.,A girl wears snowshoes,0,1_9780c
"Young Asian male, with black hair, wearing a red shirt, green shorts, standing on a thick plank of wood, sawing the wood in half.",A young Asian guy apprenticing for a potter is cutting up the pieces of wood to stoke the upcoming firing.,1,1_9811a
"Young Asian male, with black hair, wearing a red shirt, green shorts, standing on a thick plank of wood, sawing the wood in half.","Young African American male, with black hair, wearing orange long johns, standing on a thick plank of wood, sawing the wood in half.",2,1_9811b
"Young Asian male, with black hair, wearing a red shirt, green shorts, standing on a thick plank of wood, sawing the wood in half.","Male, with a head full of hair, fully dressed, cutting a piece of wood in half.",0,1_9811c
"An old black man, playing a guitar on the sidewalk.",A tall person playing guitar,1,1_9831a
"An old black man, playing a guitar on the sidewalk.",A person playing guitar,0,1_9831b
"An old black man, playing a guitar on the sidewalk.",Nobody is playing guitar,2,1_9831c
"People, some dressed in costumes, and dogs on a snowy mountain.",There are some people in costumes with dogs on top of a mountain.,0,1_9841a
"People, some dressed in costumes, and dogs on a snowy mountain.",Some people dressed their dogs in costumes and are looking up at the mountain.,2,1_9841b
"People, some dressed in costumes, and dogs on a snowy mountain.",Some people and dogs are looking out over the mountain at a lake below.,1,1_9841c
Students investigate photos up close in class.,The photos are a part of class.,0,1_9862a
Students investigate photos up close in class.,The class is boring.,1,1_9862b
Students investigate photos up close in class.,The students are blind.,2,1_9862c
a man and woman wearing winter clothing try to sell various items on a table outside.,A woman in a bathing suit is in a restaurant.,2,1_9913a
a man and woman wearing winter clothing try to sell various items on a table outside.,A man and a women are on a street corner selling jewelry in winter.,1,1_9913b
a man and woman wearing winter clothing try to sell various items on a table outside.,A couple is selling things outdoors.,0,1_9913c
Many bikers are riding through the road during a cloudy day.,Bikers are inside.,2,1_9958a
Many bikers are riding through the road during a cloudy day.,Bikers are outside.,0,1_9958b
Many bikers are riding through the road during a cloudy day.,Bikers are riding on a dangerous road.,1,1_9958c
A newborn baby has just been delivered.,parents first child,1,1_10001a
A newborn baby has just been delivered.,horse eats carrots,2,1_10001b
A newborn baby has just been delivered.,newborn baby,0,1_10001c
