,guid,premise,hypothesis,label
106737,235183419410,A band playing their instruments.,A group of people practicing with their instruments.,0
107482,194702176212,Young boy drifting in small canoe on a calm blue river.,A boy is enjoying nature during a peaceful canoe ride on the river.,1
107980,30518628221,A man standing by a yellow sign.,"A man stands by a ""Stop"" sign.",2
108056,327142149110,"A woman sitting, a woman sweeping, and a woman holding a shovel.",Lady at work,0
108267,4161829222211,The partially obscured car is visible to the man in uniform.,The car is driving fast,2
108340,2191783475210,Two men with black hair talking on a couch.,Two men with black hair having a conversation in their home.,0
108535,324262519210,A group of people in heavy clothing and a few dogs are walking.,A group of people in winter clothing are walking dogs,0
108657,4107989090010,A man in bright white clothing and tattoos performs on a stage with a red background while holding a microphone in his left hand.,A man is performing for a crowd,0
108677,4901500841110,A blond girl in a black tube top and wearing sunglasses plays hopscotch.,A blonde girl in a black tube top is standing up.,0
108710,715855028211,Man checking under the hood of a vintage car in a parade.,man walking around the vintage car in parade,2
108758,401405215412,A young boy blowing bubbles at the beach.,Kids are blowing bubbles at the beach,1
108855,2717110088311,Two people are laying in a bed in the middle of a department store aisle.,Two people are having sex on the bed in the middle of the department store.,2
108904,137453681210,Students are taking part in a food day at their school.,Students like activities at their school.,0
108989,4352209476211,A man with a striped shirt is sleeping on park bench.,He is waiting for a friend.,2
109021,3128164023110,Two brown and white dogs wrestle while running across the wet sand.,A pair of dogs are wrestling on the beach,0
109142,2763354860212,A young girl wearing a safety harness climbs a rock wall.,A girl climbing a rock wall outside.,1
109352,98438433020,Two mannequins are standing in the window behind a man who is taking a break from playing an instrument.,Two statues staring at a man,0
109409,3014015906010,Three people wearing shorts walk on rocks along the side of a stream in the woods.,three people are hiking in the forest,0
109454,5104045110,People are sprawled out on the floor under blankets in a messy room.,Everyone was relaxing under the blankets in the room.,0
109992,2695085448210,"The woman crouches against a brick wall, speaking on her cellphone.",The woman is comfortable.,0
110670,6171705161212,The men are working on bikes in a workshop.,The man is working indoors.,1
110758,6337872636411,Female choir all dressed in black giving a performance.,all black dressed females are singers and dancers as well,2
111487,317386541410,Two soldiers mounted on horseback.,The soldiers are patrolling,0
111900,4930785573110,A man in cowboy hat holds a rope while riding a horse.,The man is a skilled cowboy.,0
112181,506082695410,The rock climbing event is held in a city.,The climbing wall is ready for climbers,0
112313,5290994547152,A man looks at the camera as he holds a small soldering iron near a magnifying glass and circuit board.,Man takes pictures with camera,1
112857,553918837412,A child is going down a slide.,A kid is in a playground.,1
112954,4934537467212,"Outside a rundown building, three people load a yellow car, piling objects high on the roof.",Some people are loading things off of a car.,1
113156,5479540752310,A person in a blue jacket and green pants is snowboarding down a snow covered slope.,The person enjoys snowboarding.,0
113700,1489286545211,A man and a dog sit on a bench near a body of water.,A man throws a stick to his dog.,2
113714,3519483468110,A boy in a red shirt is looking towards an easel that an artist has.,a boy is sitting.,0
113860,6164609837212,The boys took turns playing a game in a large field in front of the building.,the boys were having fun outside.,1
114023,801607443112,Two people are on a rock overlooking the ocean,Two people are resting on a rock and admiring the ocean.,1
114071,3317333893010,A black dog wearing a red collar is running through snow next to a wooden fence.,a black dog is running in a field by a fence,0
114580,2901880865242,An surfer airborne over a wave.,A surfer flies in the ocean.,1
114589,2901880865252,An surfer airborne over a wave.,A surfer is in the ocean.,1
114703,4022995667310,A woman is running in a race.,The woman is wearing running shoes.,0
114728,1429814475311,A lady with a scooter sits on the side of the sidewalk.,A lady sits on her scooter.,2
115070,1688699579010,A smaller white dog is trying to get a hold of a stick that a bigger tri-colored dog has in its mouth.,There are two dogs fighting over a stick.,0
115077,1688699579021,A smaller white dog is trying to get a hold of a stick that a bigger tri-colored dog has in its mouth.,The two dogs are running to catch a stick,2
115152,4633043171210,A man in a long coat and dress pants looks up at a sign on a bus as it passes by,A well dressed man is waiting for his bus ride.,0
115181,4849249432111,A man wearing latex gloves with a tool on his hand is operating on something.,A man is welding.,2
115272,2531837969031,Man standing on a rock ledge over a body of water the sky and water are blue and meet at the horizon.,Man is about to jump off the rock ledge,2
115502,3495815292011,A man with red-hair dressed in a reflective jacket leans against a wooden railing.,There is a man standing next to a railing.,2
115614,1550772959411,A person with a brush looking at a large rock.,The person is getting ready to move the rock.,2
117604,3579149820310,A smoking man in a green shirt throws a ball as others watch.,The man is outside smoking and playing catch.,0
117745,126238618040,"Man dressed in coat, scarf, and hat painting a picture of a building on an easel in the streets.",the man is working,0
118357,4775776532320,Two young women in black pants and white shirts sit on an electrical box and talk.,The woman are outdoors.,0
118641,2661437618410,A small dog chasing a ball.,A mall dog having fun.,0
118658,2890113532210,Two dogs in motion in a grassy field with small trees.,Two dogs are running through the field between the trees.,0
118813,3672105509011,The two dogs are interested in the gravel ground surrounded by concrete.,The two dogs are playing in the gravel.,2
118868,2566294211110,Several young people congregating by two canoes.,A group of kids are talking,0
118904,527255763012,A smiling little girl in pink pointing while holding a trophy and sticking her tongue out.,The little girl is happy.,1
119033,4772237090410,People looking at an art exhibit.,People were at an art museum.,0
119355,1031973097051,A toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio.,toddler trying to cross the fence,2
119461,1394396709232,The Irish Setter is retrieving a flashlight from the pond.,A small wet dog holding a flashlight in it's mouth,1
119743,2807177340310,A boys plays at the playground.,A young boy enjoys his day playing,0
120502,2605095722451,A man is sitting on a bench in front of water fountain.,A man is drinking from the water fountain.,2
120726,4491246659212,A little girl is peeking from behind a wall.,A little girl peeks fro her hiding place.,1
120764,42153946012,An older man grills on a festive occasion where a gift sits in the background.,The old man bbq's.,1
120971,4906688029110,A white-haired person is squatting in front of a brightly lit display case.,A person is squatting looking into a display case.,0
121338,684854860410,Two workers in a boat rake a pond,To men are sailing.,0
121394,1814391289240,"At Halloween, this little spiderman waits to get some candy.",Kids are dressed up for Halloween.,0
121505,5669959908411,A bearded man with gray hair speaks at a microphone.,The man is outdoors.,2
121664,6915121934111,Goalie reaching to block a soccer ball from going in the net.,Goalie blocks soccer ball,2
121979,3469609037010,"A skateboarder, holding his board while airborne, with high voltage power lines in the background.",A skateboarder showing off his skills to peoples.,0
122069,112178718240,A man with his surfboard stands in the sand.,A man is standing on a beach.,0
122122,3053743109311,Basketball players participate in a game.,There are men and women on the court with numerous balls.,2
122231,2776145284310,These people are enjoying the views on a cruise.,People are having fun on vacation.,0
122294,6260674203210,"A woman in black clothes is in a kitchen, grating cheese.",A lady is cooking dinner.,0
122482,3799562471212,A man in a red vest is standing in front of a microphone and holding a handsaw.,A guy with a tool in his hand is speaking.,1
123093,2429227535010,"Two young men in costumes, one with a beard and one as a pirate, are posing in a hallway in front of lockers.",There are people posing for a picture.,0
123392,5088801071042,"3 men in a band surround by equipment with all 3 holding guitars and the man in front looking down with a shoulder strap, brown pants and a white shirt.",The men are musicians.,1
123475,2698666984412,Woman jogging in the rain.,A woman is running through the rain,1
123495,251886775110,This women's husband is trying to be funny and making her day a lot better after their vehicle breaking down.,"A man and woman are broken down on the side, with the man entertaining the woman.",0
123760,4018317730412,A man sits on the sidewalk reading while wearing brown loafers.,a man enjoying the outdoors,1
124450,1076503761122,A young woman in a bikini holding a bottle is goofing around and kicking a man in a straw hat.,A swimmer gets physical with a man.,1
124684,3443703471411,A dog leaps over a fence.,A dog,2
124866,4603555535010,A woman wearing a blue plaid shirt and sunglasses has her mouth open and is walking down the sidewalk beside a white building.,A woman was surprised by a white building.,0
125014,4761326634311,The person is standing in the boat.,The man is sailing.,2
125177,1187993157111,a young man looks at a book on the ground in a wooded area.,Someone reads a book on the ground outside.,2
125614,4037148542110,Woman in black dress holds a piece of paper in her hands as she talks into a microphone.,A person reading notes off a paper.,0
125634,2402729264210,"A young, smiling boy playing on a metal structure.",A boy plays outside,0
126432,7002845832120,Five men wearing black shorts are leaving the starting blocks in a track competition with few spectators.,Five men are racing.,0
127670,2093588635210,A small boy wearing a striped shirt and blue shorts playing in water.,A small boy wearing a striped shirt and blue shorts is swimming in the water,0
127743,4467525810212,Three women wearing blue walk along a sidewalk while laughing and smiling.,Young women are dressed alike.,1
128029,1527513023322,a young boy sliding on the grass in an innertube,This youngster is moving fast.,1
128159,3777739107012,"Four adults near the edge of a body of water; the landscape is hilly and rocky, with mountains in the background.",The four adults are standing around.,1
128164,3777739107211,"Three people in a valley pool, with large snowy mountains in the background.",They are plotting out how to climb the mountain.,2
128316,8126936141012,Two members of a volleyball team jump up in an attempt to block the ball that was just hit by the opposing team's player.,Guys are watching the ball,1
128398,1409001204252,A man in a black shirt and jeans with glasses and white shoes is jumping high off the ground.,A guy in jeans and a shirt is doing some exercise.,1
128522,4604103482412,A shirtless man is doing a jump with a skateboard.,the man is doing tricks,1
128700,2984769753412,A lady speaking in to a megaphone.,Lady speaking on some communication instrument,1
128841,1012150929131,A young boy plays a video game in a McDonald's restaurant.,The boy is not enjoying the video game.,2
129034,3424934891010,Two dogs are playing together and fighting over a toy.,The two dogs are both trying to get the boy.,0
129253,66077361212,A little white girl is bouncing on a trampoline indoor while others are watching.,A girl performing,1
129447,387078972412,A white dog walks in the snow,A white dog has snow on his paws.,1
130309,5426416610212,A martial arts weapons competitor is waiting to face their opponent.,Two martial artists waiting to face off,1
131103,1007320043452,A child playing on a rope net.,The kids are playing with rope.,1
131267,5157924597110,A man juggles large knives over a chain of people lying outdoors on the grass while a crowd looks on.,The man is a daredevil.,0
131349,2500582887011,A boy on a blue bicycle wearing a white helmet is performing bicycle tricks on a ramp.,a boy on a bike is a sports hero,2
131592,3601803640112,A man and woman kissing in front of a crowd of people.,A couple kiss.,1
131619,4541240319111,"Two women, one in red and the other in white, are out on a jog.",Two woman are running a race.,2
131766,4730135526041,"A crowd of protesters in the street holding up peace signs an holding signs saying ""stop killing in Iran.""",a crowd of protesters sit in the middle of a street holding peace signs,2
132698,1414820925011,A man in red shorts jumping in back of a volleyball net.,A man is wearing a yellow shirt.,2
133135,3029463004112,A male surfer is on his stomach and riding a wave.,The man is in the ocean.,1
133693,2748929011111,A male golfer wearing a blue polo shirt and a white hat is attempting to get his ball out of a sand trap.,The male golfer thinks he can still get a hole in one.,2
135270,2623939135011,"A woman looking up towards a wide ring, she is holding over her head, a drink in her other hand.",The woman is watching a ring and drinking a beer.,2
135328,416788726030,A mostly nude man standing on a stool while a family of 5 look at him questioningly.,A nude man standing outdoors.,0
136637,3143155555411,Two children sitting on the floor.,Two children sitting on the floor outside.,2
137005,2975073156010,"young, boys one boy is hitting another boy while the third boy smiles in the background",Some boys are fighting.,0
137503,1350811702042,"Young boy wearing waders standing on a dock fishing, other people are in the background.",People are standing at fishing dock.,1
137676,3476237185311,The big black dog is behind the little black dog.,There are two black dogs that are playing with each other.,2
138955,1083240835411,A woman is applying mascara.,A woman is putting on makeup.,2
138979,4313255436410,A woman is running outside.,A woman is exercising.,0
139096,358355700311,Adults wearing balloon hats are watching children play in a balloon castle.,Adults are telling the children to stop playing.,2
140003,2537615024212,This train is yellow and gravel sits beside it.,There is a yellow train at rest on the tracks.,1
140041,3440423642110,Food is being served to a table where a woman in a blue blazer sits.,The woman is in a restaurant.,0
140539,3496758911310,A skateboarder doing some kind of handstand on the board.,The skateboarder is showing off.,0
141299,1693115528312,Woman with drink in a restaurant watches hockey on a nearby screen.,Women at a bar watching hockey match.,1
141309,4466830443412,An adult in an orange jacket is riding a bicycle.,The man is riding a bicycle.,1
141363,1475155352251,Two men in teal scrubs stand in front of a cafe with an open sign.,Two men are standing in front of the cafe smoking.,2
141376,2944952557112,A girl in a blue and white uniform tags someone in a black and red uniform.,Two people in uniforms play tag.,1
141387,2295894587111,White dog with mouth open running in the snow.,puppy playing,2
141665,111413806342,Three people are sitting around a table playing a game.,Three people are playing a game indoors.,1
141780,3214100656110,There is a family sitting outside in the shade.,Family sitting outside under a tree.,0
141822,1254659330,Two workers in a mongolian bbq restaurant.,some restaurant worker,0
142074,2084103826211,The black and white muzzled dog is leaping above the grass.,The dog is running after it's owner.,2
142079,2084103826011,A black and white dog with a mask on its face is running in a field.,There is someone chasing the dog.,2
142083,2084103826111,A black and white dog wearing a face mask runs through a field.,A black and white dog is wearing a face mask to keep from getting the flu.,2
142109,3800647959011,A young boy is outdoors approaching a dog that has a frisbee in its mouth.,A boy is playing in a yard.,2
142152,3649224118312,Two young men play soccer on the beach.,People play soccer next to the ocean.,1
142428,7673105012112,The oakland athletics player trying to turn a double play as the Orioles base runner attempts to break it up.,Some people are playing baseball.,1
142493,3785698218310,A lady in a red and white striped top is smiling at the camera.,a lady in red and white striped top is smiling at the camera for models photo,0
142511,1541272333230,A dog and sand blowing in the wind,A pet blowing in the wind.,0
142846,3284695268410,Very young child on a slide.,A child plays outside on a slide,0
142875,214543992312,The dog jumps up waiting to catch something being thrown.,The dog is sitting in front of the kitchen table begging for scraps,1
142898,3856153247452,A black woman waring a yellow smock in an office.,The woman is working.,1
142987,2438847889410,A red-haired woman holding a paper plate.,A red-haired woman holding a paper plate has her arm extended,0
143126,1529044279311,A man holding a little girl hand bends over and points something to her.,A man stands next to his daughter while pointing something out.,2
143533,4827151208242,A young man in a tank top looking back at a woman near a fountain.,A young man is watching a woman near an outdoor fountain.,1
143730,549948800412,Firemen gathered around a firetruck on a roadside.,the men are working,1
143753,2442648548011,A person wearing dungarees at the top of a wooden staircase viewed from below.,Someone is sitting at the top of the staircase.,2
143935,2652522323211,A young asian girl with a woman plays with a blue ball in a part setting.,A woman wears gloves.,2
144403,4449220,The bike is secured to a metal post.,The bike is safe,0
144471,3091786541312,A cook is posing for a camera while cooking.,The cook is photogenic.,1
144555,3924998281410,A little boy is going to throw a ball on the beach.,A toddler is playing by the ocean.,0
144730,1450988692032,An elderly man reads a newspaper next to some garbage cans and a wall covered in graffiti.,An old man is sitting inside.,1
144838,4869047676412,Two kids and a woman enjoys a fire hydrant splash.,Two kids and a woman are having fun.,1
145034,2860400846412,a tan and white dog jumping after a red Frisbee.,The dog is running to catch the Frisbee.,1
145537,3733511876212,"Two shirtless men, and a young man with a bicycle, watch passing bicycles.",The men are dancing.,1
145629,7001163737212,"Two teams, one in white uniforms, the other in red, are playing volleyball in front of a crowd.",The people are playing outside.,1
146207,1132772170332,Man standing in the bedroom with little boy jumping into bed.,Man and child jumping on a bed,1
146701,472152529050,"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store.",A boy is window shopping.,0
147106,2447750378310,Men discuss something while in front of stand.,There are men standing outside,0
147138,6462908751012,"Four guys are playing basketball and the floor is gold with blue, red and white trimmings, two guys are wearing white and four are wearing black they are surrounded with people in the bleachers.",People in the bleachers are watching a basketball game.,1
147285,4855047455331,A musician with long hair performs on a stringed instrument.,A woman plays her instrument.,2
147556,4431086360011,A woman is standing in the middle of a snow covered sidewalk as a bus has long passed her up.,The woamn is not alone.,2
148198,428483413110,A woman and a man are passing by a window displaying a record.,A couple are walking past a record store.,0
148575,2701271123311,A black dog walking in dirt has a soccer ball in his mouth.,Someone is playing fetch with the dog.,2
148666,4475663002410,A lady standing at a crosswalk.,A woman waiting to cross the street.,0
148693,3497565955312,A group of people participate in a marathon.,The people are running outdoors.,1
149516,7715537014312,Six men are running a race during the 2012 London Olympics.,some mens are running a race during the Olympics game,1
149591,3135424930010,Two women wearing winter coats examine a wall with papers attached to it.,Two women are outdoors in winter.,0
149684,610825957110,Various people in white uniforms stand on a soccer field in a starburst pattern.,A patern was formed by the fans.,0
150333,3576536763112,A girl is walking next to the small waves that crash in the ocean.,A girl had the waves crash down on her at the ocean.,1
150435,861795382212,Young boy on bicycle jumping off a ramp.,The boy on the bike is doing tricks.,1
150513,6882870726312,A man outside of Rodgers butchers looking at food.,A man looking at something.,1
150713,2403376030311,A woman walks a dog down a wooden path.,A woman is walking,2
151400,3042405316012,A girl in a blue sweater with a white pattern is jumping into a pile of leaves.,girl is jump into water,1
151408,1352398363211,A young boy in a pullup is covered in marker ink.,The young boy covered himself in markings,2
151708,3989319865011,A man in a cutoff V-neck with a shoulder tattoo plays an accordion.,A man in a cutoff V-neck with a shoulder tattoo plays an accordion.,2
151741,2045562030312,A group of teenagers talk near a cement wall.,A group of teens is dancing outside.,1
152396,8076223643310,Some men rest on the ground in a dilapidated area.,Some men rest on the ground outside in a cool area.,0
152743,51565199210,A young man with pink hair and an older man work to fix a vacuum cleaner.,Two men are at a repair shop.,0
152747,51565199110,A young man with a blue shirt and pink hair helps an older man repair a vacuum cleaner.,The young man dyed his hair.,0
152885,1080230428451,Men playing volleyball in the sand.,Men are playing with a sand volleyball net.,2
153006,620595746010,Two people in swimsuits are sitting on a beach while a woman in native dress walks by with a basket balanced on her head.,There are two people sunbathing.,0
153113,3697359692212,A boy is sitting in a car seat in the backseat of a car.,A boy travelling by car,1
153237,337793983211,Men sit and talk at the storefront of a cafe.,They are taking a break.,2
153263,2268109835311,A person on the grass is throwing a rope in the air.,A girl outside playing.,2
153826,3460936621222,"One man in a blue shirt and jeans, catches a frisbee on a college campus",people play frolf,1
153943,2022443431411,A man parasails over a green field.,A men is focusing on the greens.,2
153971,3030738003011,"A child, with his arms in the air, jumping over a pile of wires in the water.",The child's parents care that he's doing something dangerous.,2
154574,3002670780012,"Three chefs in a kitchen, the left most chef is flipping something in a frying pan, the middle chef is the only one without a hat, his hands are blurred from movement, the right most chef is wearing glasses and arranging food artfully on a plate.",The men are working,1
154725,2050067751410,A child in green shoes staring down a drain.,a child staring someone,0
154931,82176267311,Three people sing into a microphone.,A trio of people are singing into a microphone in the snow.,2
155066,3192069971212,Boy with a helmet resting his feet on the handlebars of his bike.,The boy is wearing the helmet.,1
155368,3311352793210,A boy is in midair after jumping on an inflatable water toy.,There is a boy jumping outdoors,0
155710,3229946208010,Several men running down a grass field wearing numbers on the front of their shirts.,The men are running quickly.,0
155911,139539078140,"One mechanic is sitting on the roof of a school bus with an open door, while the other is standing inside the bus.","A man is standing on the roof of a school bus, another man is standing in the school bus.",0
155980,3058247259021,"A guy wearing a black shirt and jeans, sitting on a couch, with multicolored butterflies on the wall behind him.",A guy is inside his house.,2
156206,1388970365312,Three dogs play in a field near a house to the right.,The dogs are near a house to the right,1
156424,4800880656012,A dark-haired child is leaning on a desk with their head in their arms.,A child is resting at his desk.,1
156626,19786858412,Ten people enjoying a skate park.,Ten people are skating.,1
157034,280899906112,A smiling police officer is leaning on a police motorcycle outside.,A cop stands over his bike.,1
157323,4774444362411,Taking a nap in the park with friends.,People in a park sleeping on benches.,2
157807,2744330402212,A lot of men and motorcycles float on a canoe.,The group of people and their vehicles go down the river.,1
158551,3019776218111,A young boy playing next to a sleeping dog on the floor.,The boy is playing with the dog.,2
158752,6837397383211,Five constructions workers in orange jumpsuits and hard hats on four levels of a construction project.,women wearing hard hats work hard,2
159294,418396886112,Large group of bikers racing in a competition.,They know how to ride bikes.,1
159825,3261666285311,Two teams are playing basketball as one man is driving towards the hoop.,Two teams are playing as one man wants to score.,2
160013,16806669011,A boy looks through a microscope with papers beside him on the desk.,The boy is studying mathematics.,2
160040,7677915788310,Several footballers watch a goalie try to defend a kick.,The footballers are playing a game of soccer.,0
160066,4851882232211,A long-haired man looks at different items while two women sit in front of him.,A long-haired man looks at different items while two women sit in front of him.,2
160212,7567712136410,A silhouette of a man and woman stand in front of a wall of fire.,A silhouette of a couple stainding in front a wall of fire,0
160213,7567712136411,A silhouette of a man and woman stand in front of a wall of fire.,A couple tries to stop a fire,2
160359,4552595911110,Group of people in a small dimly lit area reading something.,A group straining to read a book together in the dimly lit room.,0
161396,4898695163021,"Two men, one wearing a straw cone hat, blue shirt, talking with a guy in a tan sunhat, red plaid shirt, both with baskets in front of them, sitting on the side of a dirt road.",Two men have a picnic on the side of a dirt road.,2
161427,3562282690011,A black and white dog running on the beach while a man stands behind it.,The dog is trying to run away from it's owner.,2
161799,3952821132122,A group of people work on the side of a large metal structure that is very blue on a cloudy day.,Some workers are on the side of a large metal structure that is very blue on a cloudy day.,1
162052,964197865211,A child with his mouth on a red plastic toy.,The child is licking on the toy.,2
162236,2657301826010,A child in a blue scarf and a tan outfit plays with plastic toys on a rug nearby a soft chair.,Little Billy was playing with his toys on the rug.,0
162343,5263339188311,Two men in hard hats listen to a man in a dress shirt talk.,The supervisor is explaining the blueprints to the workers.,2
163118,3582920844010,A man wading in a lake dips his long hair into the water and quickly throws his head back making a brief rainbow of water overhear.,A man is swimming in a lake.,2
163332,3435233065011,A boy on a mountain bike lands after a jump while riding in the forest.,A boy is in the forest.,2
163753,2709695869310,A man and woman and a small boy are playing in an outdoor water feature.,a family plays with an outdoor water toy,0
163796,4552756737212,A man holding a sign and a man playing a guitar are speaking in front of a crowd.,The man is performing.,1
163884,247248892211,Guy with sunglasses holding up a fish on a boat in the ocean.,Guy is waiting for his friend in the ocean.,2
163898,3550459890110,A man about to throw a toy for a dog to go and fetch.,A boy throw the toy for catch the dog,0
164055,3677734351310,A man and woman walk side by side down the road.,The couple is together.,0
164535,4642208620120,"A man wearing a gray jacket, black shirt, and gray pants is standing by a grill on a deck on a cloudy evening.",A man stands on his deck looking at his grill.,0
164877,460007281012,An athlete who's glasses are falling off his face is lying down in a sandpit.,An athlete was injured.,1
164878,460007281011,An athlete who's glasses are falling off his face is lying down in a sandpit.,An athlete is taking a nap.,2
165281,185188962152,"Girl with arms crossed, a man with a gray beard holding a glass, and a baby sitting on a porch.",People are enjoying the outdoors.,1
165367,2321466753040,A young child is holding onto the back of a wicker chair.,A child is standing.,0
165377,3338590946111,A person is being pulled by watercraft across the gleaming water.,A person rides in a watercraft across the lake.,2
165415,4444811,Some of the hair in his beard are turning grey.,The boy has grey hairs in his beard.,2
165509,4444511,Two elderly women examine a cake on a table.,There are two old women sitting at the table.,2
165916,4061778099010,"Two hockey players, one in white and black, the other in black and yellow, about to start a game.",Two people playing a outdoor sport.,1
166049,6942665770212,Dog sitting on the couch with a holiday ribbon on top of his head.,The dog is dressed for a holiday.,1
166190,4747892933312,A man and a woman are painting a mural outside on the ground.,a couple paints on the ground,1
166534,6609688031212,"Four people stand in the water looking at a jet ski, while a man fishes nearby.",People watch the fun on the water.,1
167252,1464813188052,Two young girls are sitting in the living room playing video games and drinking canned soft drinks.,Two girls are socializing.,1
167897,1429723917141,A bald man with tattoos on his head a face stands with a man in tan with backs turned to the camera.,The men are smiling.,2
168306,3205248615312,Four women are in the middle of a dance routine on a game court.,Four women are performing in the middle of a court.,1
168365,2412281172110,A group of people walk with a child through the woods.,Family walking on wooden road,0
168502,164048211021,"Two young children, one wearing a blue shirt and something on their head climbing a tree standing in front of a body of water.",The children are climbing the same tree.,2
168563,3630102841010,A man wearing a black hat is smiling on a street as other men and woman walk past.,The man is greeting the people as he is walking on by.,0
168884,221377138411,A lot of people at a festival.,Some people can be seen at a festivity.,2
169084,4795096132212,An older woman walking along a parking lot wearing a wrap around her head.,Woman in a parking lot covering her hair.,1
169179,50831436310,Two men playing a board game in the living room.,Two nice men are playing a board game at home.,0
169330,480108902111,"Three students, all wearing black t-shirts, are standing and looking into a microscope.",The three students are lookup up attentively.,2
169833,3101442804210,Men and women listen to a speaker in an auditorium.,couple listening to speaker,0
169935,3640661245311,A girl in red and white plays with a purple toy.,The girl is outside.,2
170641,4447290295310,college students are studying outside on a green hill.,College students study on the lawn.,0
170693,2311690895112,A person has his or her hands in a dog's mouth.,the person playing with dog,1
171001,3512791890311,A woman and a young girl are happily sitting together.,The two women appear to be happily sitting together.,2
171241,1570083074041,An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train.,A group of people are on the subway,2
171628,4380054408211,A group of men finish a fund raising run for Haiti in 28:24.,A few men finish a fund raising run for Haiti in 28:24.,2
171664,3490736665011,A brown and white dogs stands in front of a wooden building while tennis balls fly through the air.,The dog is chasing the tennis balls.,2
171734,4649891200012,A man with a camera and another with a stroller stop and lean against the rails of an elevated walkway.,a photographer leans against the rail of a walkway,1
171777,313238061211,A group of older swimmers with goggles and red and blue dive caps on.,The Olympic dive team prepares to practice.,2
172001,1212658333012,A young child is doing a handstand out on the street.,A kid is doing gymnastics,1
172293,3324957208132,"In a dance studio, dancers in Scottish kilts rehearse before an instructor.","The dancers, wearing costumes, are dancing in the room in front of a person.",1
172787,24187978112,A man doing construction work in his orange vest.,man at construction work,1
173110,146906547132,"In front of palm trees, figures ride bicycles while a couple walk and a child wears rollerskates near an older person.",People are playing outside.,1
173168,9556226140,A woman with a gray shirt and dirty white apron works with wood.,A lady in dirty apron and gray shirt is cleaning up the yard,0
173630,8154663567011,"A marathon runner wearing a numbered bib is running up a two lane street, trailed by a car and motorcycles as spectators holding umbrellas look on.",Many marathon runners are seen on the street.,2
173795,275166661142,A man is drawing on the street while another man videotapes it.,A man is videotaping and sidewalk artist.,1
173937,55512140,The building has many windows,The building has alot of sunlight,0
173974,55512232,The beard have brown fur.,the fox and bear have brown fur,1
173990,55512550,The soil they walk on looks very dry.,The soil has not been watered for a long time.,0
174096,565605894112,A girl hanging on to the rings of a jungle gym.,A girl is playing outdoors.,1
174305,2562377955312,A little boy in orange pitching at a baseball game.,Boy throwing a ball,1
174401,6324746882112,A blond girl in a white shirt and blue shorts playing soccer.,The girl is playing outside.,1
175112,139818748221,A man is oblivious to the crowds behind him at the Pennsylvania train station.,He is traveling somewhere.,2
175807,3664616009312,A group of people is outside taking a source.,The people are talking outside.,1
176208,3182504961411,Blowing bubbles as she walks.,Blowing bubbles as she walks.,2
176730,2636454827411,Three people posing atop a mountain.,The three people are warm at the mountain.,2
176965,2578834476010,A person rides his mountain bike down a steep hill in the woods.,A man is riding his bike down the mountain.,2
178495,5403972062311,young children playing in a green field of grass.,Young children are playing Duck Duck Goose in a field of grass.,2
178815,3039133846111,White man in white shirt jumping over rail with women behind him.,The women are running from the man.,2
179092,1159425410132,"A brown dog is in a blue tub, while one person holds his leash and another is soaping him.",A brown dog is in a bathroom,1
179180,429046716011,A man in a tank top holds a stick in a crackling fire at night.,The guy started a fire.,2
179727,1572532018212,Three boys are running on the beach playing a game.,Three boys playing a sport on a the beach,1
179809,104763189231,An African American child is supported by his three peers while riding his bicycle.,Child bicycle race,2
179914,3722457086312,Various people standing around a race car.,A car on display.,1
180058,1680674943152,"A little girl is laying down on her back on a hardwood floor, looking out of the corner of her eyes at a smaller child who is wearing pajamas, a hairnet and a surgical mask.",There are two children playing in costumes.,1
180198,8000298212411,A motorcyclist speeds down the road.,The man is riding his bike.,2
180638,2127207912410,Three people participate in rock climbing.,They scale the wall,0
181013,1021332107411,A man with beard carrying a cabinet.,The man is admiriing his work of putting up the cabinet,2
181378,3951953306022,"The man is standing upside down on the bottle, with hands on the ground.",A bottle is performing a trick upside-down with a bottle.,1
181383,3951953306030,"The man is standing upside down on the bottle, with hands on the ground.",A man is performing a trick.,0
182375,4922148937110,A man in a blue helmet is walking beside smoke and a red truck.,The man is looks to see where the smoke is coming from.,0
182648,2573009825412,A group of African villagers at school.,The villagers are inside the school.,1
182742,4459992117410,A woman poses with a smile with two pink puppies at her hand.,The woman is happy.,0
183409,4780620826011,"A group of people, including a man on a bicycle, on the waterfront.",A group of people are on a bikes including a man sitting on the waterfront,2
183637,3321209919411,A worker in a yellow shirt and hard hat digs with a shovel.,A worker in a yellow shirt and hard hat digs with a shovel.,2
183831,4612284643112,A woman dressed as a belly dancer walks behind three people sitting on steps.,A woman dressed as a belly dancer is a belly dancer.,1
184295,6700364901212,Five men wearing hats are sitting in a circle playing various horn instruments.,Some men are sitting in a circle playing various horn instruments.,1
184588,2340594453110,A young girl sitting on a red chair and throwing a soccer ball.,The young girl is outdoors.,0
184736,2346629210210,"An older man in a suit, tie and overcoat",The man is dressed to be outside.,0
184812,1368383637111,Three people and a black and white dog in bright industrial corridor.,Three people are walking a dog.,2
185120,468708304111,A crowd of people are holding white flags with red crosses.,The rebel force are holding flags to energize the militia.,2
