premise,hypothesis,label
Football players are tackling a football player carrying the football.,The players are competing for the championship game.,1
People are walking along a street under a large billboard.,The people are walking to the market.,1
A dog swims through the water.,A dog is in the lake to rescue a child.,1
A man at a tennis court playing tennis.,The man has a racket in his hand.,0
A smiling woman with long dark hair wearing sunglasses on top of her head.,A woman is choking.,2
Worker with blue shirt cleaning of table in a cafe with coke signs.,A worker in a blue shirt is picking up dishes.,1
A man is showing a little boy how to ride a blue bicycle.,The boy is sleeping.,2
A kid looking over a carnival booth counter at the various toys.,A kid looking at the rides at a carnival.,2
two young boys playing checkers in a room.,Two young girls playing on the swings.,2
A yellow dog catches a Frisbee in midair.,A black cat is catching a tennis ball.,2
A child with a orange backpack is carrying a green bird house.,A child is walking home from school.,1
A young girl in a blue and pink bathing suit runs around a pool.,There is a child in this picture,0
"A person, wearing a red coat and dark pants, is hiking down a snow covered hill.",The person is outdoors,0
A girl in pink giving another girl a hug.,A girl in pink giving another girl a hug and they have smiles on their faces.,1
The blond man is sitting on a case at the beach waiting to take a picture of the sunset.,The man is holding a camera.,1
"Many people are waiting in line on a snowy hill, and some skis and snowboards lay abandoned.",people wait in line on  snowy hill near abandoned snowboards and skis,0
A little boy is riding a dirt bike with the number seven on it going down a hill.,A little boy is going downhill.,0
"A young female is sitting in a chair on the beach, while reading a book with her feet in the sand.","A young guy is sitting in a  on the beach, while reading a book .",1
An artist painting standing in the street painting his scenery of a red and white building.,There is an artist painting while standing in the street.,0
A man in blue overalls is sawing wood.,A man is sawing wood for a bookshelf.,1
A quarterback hands off the football to a running back.,The quarterback cooks a steak.,2
A woman walking her dog at the lake.,The woman is drawing at home.,2
A pilot standing next to a British Airways airplane.,pliot is going to take a selfie,1
A girl picks out fresh vegetables at a farmer's market.,There are fresh vegetables at the farmer's market.,0
Two men are viewing another man's wares that are set up on a display table.,The two men are blind.,2
A female washes her medium-sized dog outdoors in a plastic container while a friend secures it with a leash.,A female is washing her dirty dog.,1
Two construction workers leaning against the guard rail of a construction site.,The workers are wearing orange safety vests.,1
A man and woman prepare a brown and white cow to be presented at a fair.,A cow is prepared for the fair.,0
A girl is shaking the water out of her hair.,A girl is taking a shower,2
An excavator working at a construction site.,A worker is doing labor at a site.,0
A man in a straw hat is digging with a shovel.,The man is digging with a rake.,2
A woman looks at a store window display with mannequins and an image of a giant dog who looks like he is licking the window display.,The mannequins have no heads.,1
This man with three dogs takes his route along the tree-lined street.,A man and some dogs are walking along a street with trees.,0
A scantily clad young woman is pushing a mountain bike on a recreational path along a body of water.,"The woman is blow-drying her hair, getting ready for a big night-out on the town.",2
A woman in a band is trying to sing.,The woman is singing into a microphone.,1
A crowd of people mostly wearing dark colors standing in a field.,There a crowd of people on a field.,0
A man and a woman are closely examining a fishing pole together by a large body of water.,There are multiple people present.,0
This group of guys look like they have a good time.,The group of guys are enjoying themselves and are entertained,0
A young girl sitting in swimming gear,a young girl is going swimming soon,1
Two children are riding through snow on a sled-like frame.,Two children are swimming.,2
A man in a wheelchair wearing a brown jacket and holding a gray cane sits in front of some bushes and trees.,a man is in a wheelchair,0
A man dressed in winter clothes is playing a brass instrument.,The man is sitting on his couch in front of the fan on this brutally hot summer day.,2
"Restaurant workers smile as they take a break, gathered around a huge copper bowl in the kitchen.",People are gathered around a giant soup bowl,1
2 children jumping with an older man on a street,A man and his grandkids are playing in the street.,1
A person jumping off of a high rock.,Someone jumped off a rock.,0
kids play in a blue tub full of water outside,Kids are playing in a red bathtub full of mud.,2
A young woman watches as a young blond boy swings in a chair swing with buildings visible in the background.,There are no buildings visible.,2
"A woman in a white shirt, green shorts, and red scarf is making a' shh' sign next to a bookcase full of books.",A man wearing shorts and a vest screams into the megaphone.,2
A young red-haired woman carrying a green purse is posing for the camera.,The woman get her photo taken.,0
People looking at street vendors clothes.,The vendors are selling things.,0
A hockey played wearing a black jersey is surrounded by hockey players with white jerseys.,A hockey game is about to end.,1
A military man is talking to two civilian men and a civilian woman.,Several hippies are at a concert.,2
A woman with a chinese hat on leaning on the wall standing behind a cut out of snow white in front of some store windows.,Woman taking a nap on her couch.,2
A woman walks down a sidewalk past a Halloween decoration.,A women walking on pavement.,0
Person with a red bandanna is skateboarding down a pole with buildings in the background.,A person is walking down the sidewalk carrying a broken skateboard.,2
A blue motorcycle is being driven on a racetrack.,The person driving the motorcycle had a leather suit on.,1
A basketball player takes a shot.,The basketball player is shooting a basketball.,0
A closeup shot of a roller derby girl going round the track.,An ice skater is winning the Olympics.,2
A person on a yellow snowboard does some tricks in the snow.,A man is snowboarding.,1
A large black and brown dog looks outside from a large sunny window onto the side walk where there is a light blue bike parked near building number 49.,A large cat looks outside from the window,2
A woman dressed in black with a hula hoop around her waist performs in front of diners.,A man is talking to a child in front of a store.,2
People talk among themselves near an outside sitting area.,They talk about food,1
A man with gray hair in boots and cowboy hat dancing.,There is a man with gray hair.,0
A woman in white is doing acrobatics.,A woman is doing physical activity.,0
Two men in brown jackets walking away from a parking garage.,The men are outdoors wearing brown jackets.,0
Girl in pink tank top and blue jeans rolling white paint outside,the girl is wearing casual clothing,0
Ballerina dances with a mouse helmet on.,The dancer performs in the style known as ballet.,0
An old man talks to a younger woman wearing a name tag.,two people interacting,0
A man with thick rimmed glasses is working diligently on his computer.,the man is working diligently on his computer,0
Two men looking at each other and playing pool.,Two men playing a game.,0
"One men is laughing while being kissed on the cheek by another man, both men are wearing formal wear",One man kisses another man.,0
A group of women are sitting near each other and knitting.,The Sunday knitting circle of women is underway.,1
Some children are performing cheerleading moves.,Men in office room.,2
A little girl is standing next to a snowman that is taller than her.,A funny human standing,1
The man in the dark suit is doing a talk radio show.,The man is promoting his politics on the radio.,1
Group sitting on a grassy hill resting.,They are resting on the hillside.,0
People enjoying a roller coaster going over the water.,People ride on a roller coaster at a traveling carnival,1
Two young boys playing soccer leaping in midair as they vie for the ball.,Boys are in a soccer league.,1
A man wearing a gray t-shirt is standing beside a parking meter with a truck and small tree in the background.,There is a man near the parking meter.,0
Two friends are comparing trophy's.,Two friend were comparing medals.,2
A man in a bright yellow shirt plays his guitar as another man plays the drums in the background.,The men competing in a boxing match.,2
A trolley car is passing through a city.,The ship is docking.,2
A young couple kissing on a park bench.,Two people are in the park.,0
Many people exit the Lincoln Center Theater which was showing South Pacific.,People are coming out of a theater.,0
An old man on a bicycle riding along a wooded country road with sun filtering through the treetops.,The man is walking to the store,2
Inside a bar there are people with red shirts.,There are people wearing red in the bar.,0
A girl wearing a blue shirt is sitting on a couch and drinking soda next to a girl with blond-hair.,The two girls hang out on the sofa.,0
Two women are waiting outside a building while a man in black carries a large bouquet of flowers somewhere.,a man takes funeral flowers to two women who wait for him,1
"Picture of a band performing in front of fans, one on drums, three guitars and a keyboard player.",A violinist practices at home.,2
The boy with the guitar is sitting on a stool.,The boy with the guitar is sitting on a stool wearing a cap.,1
Firefighter responding to a call.,firefighter is responding to a cat stuck in a tree,1
People walk across a rope bridge over a rocky stream.,People are out for a walk.,0
A group of tanned people at a stand with vegetables.,Some pale children are eating ice cream.,2
A boy trying to slide to safety in a game of baseball.,the boy is playing a board game,2
a man in black and a man in a red shirt and white shorts are jogging down the street.,men race down the street to see who is fastest,1
The snowboarder is doing a stunt high in the air at night.,A snowboarder is sitting on the ski lift.,2
A dog and a cow are on a rocky slope.,A cat and mouse are standing in a kitchen.,2
A man in a red coat is snowblowing a parking lot.,A man is snowblowing,0
A man with no shirt jumps of a ledge into the water.,The man is outdoors.,0
A little girl in a white coat plays in a rock garden.,The little girl is made out of rocks.,2
An older man in a suit locking his bike to a pole,A man unlocks his bike from a pole.,2
"Two people wearing hats fish in a harbor, off the dock.",Two people wearing bras fish in the ocean.,2
two guys in red shirts playing basketball,Two guys in red shirts playing basketball outside.,1
A woman rides a bike on a trail through a field.,There is a woman in a field.,0
A woman with blue and white pants on is posing some kind of martial arts move.,A woman is trying to get her black belt,1
A teenage boy with a white shirt and black pants and a young girl with a pink top and black skirt walking through a weedy field.,A boy is walking home from school with his younger sister.,1
A man in a red cap and blue jeans is riding a bike that is carrying a large green cart with something large inside.,A deliveryman transports an order by bicycle.,1
Three men sitting around a fire in front of a cabin.,Men tell ghost stories around the fire.,1
Thie little girl is taking a picture with a camera.,A little girl has a camera.,0
"A man with an arm brace and a walking cane on a paved walkway at a park green, an older man is standing directly behind him and two other people are on the distant grass.",Nobody has a cane.,2
"A man drags across some branches as a camel is in the background looks on, with another animal in the foreground eating something off the ground.",The man is in Egypt.,1
Little girl in a gym bouncing on a trampoline.,The girl is playing on a trampoline.,0
Asian men waiting in line many with earphones in their ears.,The Asian men are standing together.,0
A person is riding a bicycle on a trail through some trees.,A being on a bike.,0
Colored man on a high balcony speaking to colored woman on the street.,A man on a balcony is speaking to a woman on the street.,0
Men wearing bright yellow jackets push green bins as other people walk past.,Women in pink jackets push purple carts.,2
A man is kicking a ball on an empty field.,The man plays by himself outside.,0
There is a group of people in winter coats are gather in front of a large building.,A crowd of people gathered outside on a snowy day.,1
a girl in a red top bowls a cricket ball at a boy in a yellow shirt who is in front of the wicket holding a bat.,The people in the picture are playing a game or sport.,0
A boy on a scooter outside a toy store.,The boy is waiting for his mother to come out of the store.,1
"A woman, dressed in a dark tutu, striped socks and heels, leaps in the air while holding a pink balloon.",The woman is sitting down.,2
A man looking off into a blurred background with his hand on an unidentified machine.,The man's hand is stuck.,1
The girl in a pink shirt jumps high over the grass.,A girl jumps over the grass to reach the sand.,1
"Two black women, both wearing yellow patterned dresses, are looking into plastic bags with yellow fabric coverings.",The two black lady zombies are scavenging for body parts.,2
Two people cooking on a sunny day for others.,the people are women,1
Young boy in a red shirt throwing gang tags out.,The boy is wearing blue.,2
"A baby being held by a small girl, swimming underwater in a blue pool.",A baby is swimming,0
"Two males are sitting on a dock, one of which is playing guitar, and another two are standing in front of them.",Four people are by the dock.,0
A woman performing with a man on electric piano for an audience.,The woman is performing vocals while the man is on the keyboard.,1
Three teenage boys in t-shirts are walking down the street.,The boys are walking together.,1
A group of kids playing in a water fountain area in their swimwear.,A group of kids is near a water fountain.,0
A boy in a yellow shirt and blue jeans jumps over exercise pylons while two boys dressed in soccer uniforms look on.,Two soccer players watch a boy playing.,0
Two young women build balls out of newspaper.,The young women are taking a craft lesson.,1
Two men sitting by the window while another person lays in bed.,couple of men on window  side an a person on bed,0
A lady with a pink bike is smiling for the camera.,the woman is smiling,0
This is a bunch of people attending some sort of festival involving food.,A bunch of people sitting in a restaurant.,2
A brunette woman is painting large mural on the ground.,A blonde man paints on a wall.,2
Boy carries big white and red bag from truck.,The bag is Blue and is empty.,2
A man in a hoodie does an ollie on his skateboard with people in the park in the background.,The people in the park are watching the skateboarder.,1
A woman wearing a shirt that has risen up from the waist of her jeans.,A woman is stretching her hands above her head.,1
A child holding on to the bar while riding a horse on a carousel ride.,A child holding on to the bar while riding a horse on a carousel ride.,1
"A baseball catcher stands ready to catch a throw, while his team looks on.",The catcher is taking his science exam.,2
A boy makes a jumping dive toward another boy with a soccer ball near.,The boys are near a soccer ball.,0
a young boy is bowling at a bowling alley.,A boy is bowling.,0
A man is sweeping a tile floor with a broom.,A man is using a garden hose to water his lawn.,2
A bearded man in a red shirt playing guitar on a stage.,a man with a bread jams on his guuitar,0
A woman is applying makeup to herself.,The woman is eating a hot dog.,2
"An elderly man with facial hair and glasses, standing in his living room holding a hutch cabinet with glass doors.",The man is about to pick a book to read.,1
A little girl wearing blue shorts and yellow socks is kicking a pink ball.,A girl is kicking a pink ball.,0
A man wears an orange hat and glasses.,The boy is riding his bike.,2
The man is working on his trees in the garden.,The man works on trees in the garden,0
A hockey player in a black and white uniform guarding the goal.,The person is is a man.,1
Two middle-aged men playing a game in a park on a sunny day.,Two men are playing outdoors.,0
A man carrying a shopping bag looks at a woman's camera.,The male shoplifter was caught on camera.,-1
"A male student, with an army buzz haircut, blue plaid shirt, black backpack, walking along a graffiti painted building, down an alley with heavy shadowing effects along the building's walls.",A student is walking along a building.,0
Little boy in red getting ready to kick soccer ball while other boy watches.,Boy dressed in red kicking a ball.,0
People walking down the street past a Lounge& Grill.,People walking past a lounge.,0
A man in a blazer is playing piano and singing into a microphone.,A man is performing for a crowd.,1
A diver is getting ready to take on the water.,The man is fishing on a boat.,2
A motorcycle rider performs a trick.,The rider is asleep in a cot on the beach.,2
a woman and a child looking at the child's dress,A mother and her daughter admire the dress.,1
A band of three men are performing and the one in the middle is playing an accordion.,The men are performing music.,0
Seven people jumping at the same time along a beach.,They are jumping on a sandy surface.,0
A small dog tries to catch a red ball.,A dog is focused on the ball.,0
The man in the plaid shorts is building a large sand sculpture while two other men buried in sand are looking on from beneath a blue umbrella.,A man is building a sand sculpture for a competition.,1
A view of a straight road with a woman jogging along the side.,A female is jogging to prepare for the marathon.,1
A truck with an advertising billboard stuck in the middle of the road.,A vehicle is driving down the highway.,2
A person in a white sports coat and a puppy shirt sits alone at a table in front of a Starbucks.,A person was sitting in a Starbucks cafe,2
Two young boys playing a game on a log while other kids look on.,two people are playing a game and another kid is watching.,0
The person on the motorcycle is holding up his arm.,The dog on the motorcycle is holding up its leg.,2
Two young ladies review the pictures taken in their digital camera.,Two young ladies review their pretty pictures.,1
A man in blue tennis shorts and a white polo shirt braces to hit the tennis ball.,A man playing a sport,0
Two women of Asian descent are eating food at a restaurant.,Two Korean women are eating lunch together.,1
"A man in shorts, a sweatshirt, and sneakers is mowing the grass.",A man is wearing shorts.,0
Two little boys play football on green grass.,The boys are playing a competitive sport.,0
A motocross bike is jumping through the air over a dirt track.,The bike is outside.,0
A toddler is looking at books.,A toddler looks at his reflection in the mirror.,2
A singer in a white button-down shirt is performing while a girl plays the guitar in the back.,The man and girl are boating on Lake Champlain.,2
Two people in a boat paddle their way past large trees.,two people dive from a cliff,2
Three muzzled and numbered dogs running through the grass.,Three dogs are hunting,1
Two African women wearing purple and lime green skirts are dancing in within a circle of clapping women in similar ensembles.,The dancing women are white.,2
A child in the backseat of a car with the number 0095 yells.,A child is in the house.,2
A young child riding a bicycle across a suspension bridge with trees in the background.,The bike is black,1
The beagle is walking on the beach at the waterline.,A dog is walking to the water,1
An accordion player accompanies a man and woman who are dancing a tango on a city street as several passersby watch.,a couple dance for a band with an accoridan player,1
A person rides a dirt bike.,The dirt biker is a zombie.,2
A man in black shirt is just relaxing.,The man is lying down.,1
A crew of workers replacing an old roof.,The crew of workers are performing a dance.,2
A boy on a black surfboard riding the wave on his stomach.,He is wearing striped swim trunks.,1
A woman in a black dress demonstrates the proper way to use a hula hoop.,A woman is showing people how to play a game,0
Army person squatting in the rain.,Its a bright and sunny day.,2
"Two blond females, one in a red striped tank top, the second in a blue tank top, sitting at a table, talking.",There are two women,0
A girl in a polka dotted blue jean dress walks barefoot on a balance beam.,The girl is good at balancing,1
A man installing a tile floor.,The man was paid to install the tile on the floor,1
"Two men, one wearing a white shirt and one wearing a navy blue shirt, are about to play soccer.",Two men are about to play soccer.,0
A guy dressed in blue shirt and shorts leaps over blue tube while children watch in background.,A person in a shirt.,0
The men are climbing.,The women were siting in the lounge area.,2
A man with black hair and a black lanyard around his neck examines a piece of electronic equipment.,The poor guy got shocked by the electricity!,2
"A black man in a suit is speaking into a microphone attached to a stand, his arms raised.",A man is rallying his supporters during a campaign rally.,1
The girl is sitting next to a table.,boy plays basketball,2
A man and woman are standing in a grassy area with other people.,The people are in the park.,1
A small child stands on a beach.,A child is standing.,0
Two women stand outside a library.,The two women were waiting for a man inside the library.,1
a buddist worships buddha.,the person is a woman,1
a child is paddleboarding outdoors,An old man falls off a paddleboard.,2
"Three people, one with a black shirt, one with a navy blue jacket, and one with a red t-shirt, working in an office with a large messy bookshelf.",Three workers operate jackhammers.,2
A woman in a red dress sitting on a subway.,she is heading home,1
Various people eating and drinking outside.,Family Reunion happens at this picnic.,1
"A woman wearing a white shirt and a short, black skirt is in motion on a green, artificial surface.",The woman is moving.,0
A brown dog runs with a stick in its mouth and a black dog follows.,The dog has nothing in it's mouth.,2
A construction worker stand upon a wooden beam and looks down.,A person on top of a beam,0
A child and woman exchange glances.,not watched at alll,2
A man in a white t-shirt with blue letters wearing a seat belt has his arm around a girl in a black and white striped shirt and a necklace.,A man with his arm around a girl.,0
Crying child standing beside a ride.,There is a child crying next to a ride,0
Two girls look on at birthday girl blowing out candles as mother stands by,Two girls look on at a birthday girl blowing candles.,0
A woman dressed as a clown attempting to push a bus.,A person is doing something fun.,1
"A mustached man wearing a floppy black hat displays large flowers and red, white and blue colored inflatable baseball bats.",The man likes baseball.,1
"A cheerleader wearing red, white and blue is standing with white towels in her hand.",The girl is trying to energize the crowd at a game.,1
People sitting on the grass with a black and white dog.,The dog is looking through the window.,2
The band is playing music for the dancers.,Some people are in a band playing music.,0
This is time lapse photography featuring a person moving lights around in a pattern in the darkness,Every sack had seven cats.,2
A blond woman in white laying on a couch,A woman is blond,0
People walking down a street on a sunny day.,People are walking to the park.,1
Occupants of a large neighborhood traveling along a busy alley.,There is a marathon race on a busy neighborhood street.,2
An old woman wearing a yellow jacket and blue jeans trying to choose some vegetables from a street stand.,A woman at a store looks at food,1
A woman playing softball has caught a ball and is falling down.,the rocks were hard,1
The man is wearing a brown jacket and holding up a paper.,The wore brown and held up a paper.,0
Four people sit on the steps of the entrance to a building.,Some people are smoking cigarettes outside.,1
Seven vehicles parked on one side of a small street.,There are vehicles on either side of the street.,2
An older woman dressed in pink with a black fanny pack is outside with some trees and an interesting architectural design next to her.,an elderly woman sits inside looking out a window at trees and an architectural design,2
A woman walks down the sidewalk on a cold day.,A woman is driving a car on the street.,2
man surfing on a wave in the ocean,A man is kayaking down a river.,2
a lady is wearing all black with a whistle in the middle of rollerskaters.,A lady is ice skating,2
German Shepherds running on a green floor while a large group of people look on.,The dogs are running,0
"A big match being watched by thousands of people, and a man holding his shirt in his hands is climbing an iron tower.",A man is sleeping on his couch.,2
Two young girls in frilly white dresses stand outside a horse drawn carriage.,The carriage is pulled by two horses.,1
A policeman with a face mask and a bunch of schoolgirls in uniform at a bus station.,During their day off from school the girls drove to the mall for a shopping spree.,2
A woman in green holds a young boy in red while she talks to another man at the front door of a home.,a woman gives a knife to her mother,2
Child and woman sitting in a large tree.,Kid and father standing in a little tree.,2
Military men in white uniforms are standing side by side.,Men in uniform stand together.,0
A blond woman with sunglasses on her head is laughing while carrying a white jacket.,The blonde woman heard a joke when she was walking,1
Three men in hats are riding horses in an arena in front of a crowd of people.,Three kids ride horses on the farm.,2
A group of kids are coloring on coloring sheets with crayons while seated a table.,Some kids are taking the SAT.,2
"Along side a red brick building, two men in summer clothes are on a scaffold doing a window or door repair.",two men sit inside a building while an empty scaffold sits outside a window,2
A person wearing a long brown coat is taking a picture of a building while two other people stand by.,someone in a long coat shoots a building along with two others,0
"A mustached man wearing a floppy black hat displays large flowers and red, white and blue colored inflatable baseball bats.",A man is wearing a blue hat,2
a man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background,The boy is sleeping.,2
A child plays with a pink kitchen set that is child-sized.,A child playing with toys.,0
A man carrying a toddler on his shoulders.,"A dad is hoisting his son, so he can see over the crowd.",1
"Three young girls are having fun, jumping and playing on the sidewalk.",Some children are outside.,0
A line of horses is walking down a road past a broken-down car.,a bird was on rocks,0
A woman in a white leotard is hanging onto a metal pole.,The woman is practicing gymnastics on the pole.,1
Two players struggle to take down a third football player as they tackle him.,The two players are linebackers.,1
He is loving the quietness of his music.,The man listens to Bach on his iPod.,1
A teenage girl in a pink tank top with two thumbs up.,A girl is enjoying herself,1
Skylights in a art gallery illuminate large pieces of art while a young adult sits on the floor before one seeming to sketch in a pad.,A person sits in front of large pieces of art.,0
Three people are setting up for a wedding on the beach.,Three people are preparing a wedding on the beach.,0
A young boy running with a boogie board into the water,A young girl with a boogie board runs in the water.,2
Two people and a leashed cow at a home.,They have a leasehed goat.,2
Two little girls in dresses are in front of an inflatable balloon.,Two girls are sleeping.,2
"A woman in a pink coat stands in the snow beside a ""telephone booth"", smiling as she holds a small shovel.",A woman is about to start shoveling her driveway.,1
"The police are putting up a do not cross line, while many spectators watch.",police are working a homicide scene.,1
A woman in a dress walks past a construction zone.,A woman is walking in a dress.,0
A woman pulling a statue of a bear on a wooden platform.,A lady putting a statue on a stage.,1
A woman is climbing up a steep mountain over water.,woman is young,1
A man in a hat stands in front of a gray jeep in dry grass.,A man is standing in grass.,0
Two young men play electric guitars on stage.,Teenagers are doing gymnastic.,2
A man is shaving his face in the mirror while a girl stands behind him and takes a picture.,A couple shaving for their wedding.,1
An older woman is lying down in her bed.,The woman inside.,0
people in a school cafeteria with a boy in the foreground wearing yellow and brown stripes,Humans in a school,0
An Asian male focuses on building something at a workbench.,A man is working on a project.,0
A young girl poses for a picture as her reflection is caught in a puddle.,A girl poses.,0
Girl running through the water near the shore.,A girl having fun by the shore.,0
A dog in a blue sweater leaps while holding an object in its mouth.,The dog is playing with the cat in the yard.,2
A red-haired lady reveals jarred food from underneath a blanket.,A woman is showing someone her homemade goods.,1
A young man with LA on his cap paints a turtle on a green background.,A elderly man with LA on his cap paints a turtle on a blue background.,2
Woman in a blue jacket sitting at the edge of a tennis court.,A woman waits for her tennis partner,1
A woman wearing a pale shirt and jeans is sitting on a couch next to a man in a maroon shirt.,The man and women are sitting on the same piece of furniture.,0
A man singing on a microphone wearing a pink shirt.,A man is wearing clothes.,0
A man in a blue shirt is sitting in a crowded setting beside a woman in a red dress that is looking out the window as they are surrounded by other people.,A dog with a tie on is sitting next to a cat.,2
The craftsman sits outside working his treadle machine to braid rope.,a man braids rope on a machine outside,0
A man handles his near empty drink while laughing at something on the other side of the table.,A woman frowning.,2
Hard workers are enjoying their lunch break sitting in the shade against a building.,Some people are in a good mood.,0
A woman in red pants plays golf.,A woman has red pants and is playing cricket.,2
A new dad sees that his fatherhood is continuing.,There's at least man who is shown.,0
A large beige hotel sits several stories tall next to a building with bars on the windows and art painted on the outside with a large sign saying souvenirs.,A hotel is next to another building,0
A group of people are sitting around a table in a restaurant.,A family at a table.,1
"Here, kids are rollerskating outside.",They are skating on concrete.,1
A black dog runs in the water holding a pink toy in its mouth.,A dog is playing outside.,1
a young woman posing in front of a beautiful beach scene.,the girl was posing for a calendar,1
A man jumps and does the splits in midair.,the guy does a mid-air split for the championship,1
A little girl wearing a dress walks across a green lawn on a summer day with a home and trees in the background.,A girl is walking across the grass to go home.,1
A woman in a red hat sitting on benches in a city courtyard.,A lady in a hat is on a city bench near a field.,0
A man stares lost at his dog.,A man looks at something,0
Two people dressed in white ropes and pink gloves look at the mountain.,A couple of unusually-dressed people gaze at a picture of a mountain in a museum,1
A couple sharing in an embrace,A couple spending time together.,0
Cowboy riding a bull wearing a blue vest.,A man is riding a bull in a contest.,1
Two people skiing in the snow.,The people have matching coats.,1
An elderly man in black clothes and a black hat walking down a sidewalk.,A woman wearing black is walking down the street.,2
A man holding and playing with a blond little girl.,The mans daughter is hiding from him in a park.,2
The merchant prepares his booth with tasty ethnic foods to be sold at the open air market that day.,"There is one person in this picture, and they are outside.",0
A man rides a red tray to slide down the snow on a clear snowy day.,The man is sledding with his kids.,1
A dog runs through a field chasing a ball.,There is a dog outdoors playing,0
A group of young boys playing soccer.,Some people play soccer.,0
A man shirtless and in blue shirts sits in a room with bicycle.,A man wasn't wearing a shirt but was wearing blue jeans.,0
A man in a gray t-shirt and jeans standing in the doorway next to a graffiti-covered garage.,A man poses next to his artwork.,1
A young boy in swimming trunks holds a blue pail and a bright green shovel on a sandy beach.,A young boy is going to make a sand castle.,1
A woman in black and a jeep in blue.,The woman is by the jeep.,1
An older woman in a scarf and fur-lined coat sits down across from a younger woman who is standing.,The older woman is riding a unicycle.,2
"A Dallas man in a hat reaches up to realtor signs on a brick wall, advertising Trees and the Gypsy Tea Room.",A man is jumping in the air.,2
Woman with rolled up jeans throwing a frisbee on the beach.,A man throws nothing.,2
The girl has pink pants and a polka dot jacket on.,A person is wearing colorful clothing.,0
Tire tracks have cut marks in the snow covered road.,there are tracks in the snow,0
Tourists are taking photos of a man on a bicycle carrying an umbrella.,The tourists are taking a photo of a man riding a blue bike and holding a red umbrella at the same time,1
A woman wearing a blue business suit sitting on a bench with 2 suitcases.,A woman wearing a blue business suit is waiting for someone,1
Two college boys posing for a picture at a party at night.,Two boys are reluctantly posing for a picture.,1
A guy performing a song shirtless with a tattoo of a safety pen on his body with a second tattoo on his body.,Someone here is not wearing a shirt.,0
A woman wearing a sparkly dress with a pink heart with the number 10 on it is singing and playing the guitar in front of a white screen.,A woman plays the guitar.,0
A young girl plays the electric guitar on her bed.,A girl is playing guitar,0
Several children are sitting at a table as a little boy wearing a red shirt with a white design looks towards the camera.,A group of kids are sitting waiting to have their picture taken.,1
Man preparing food while two others watch.,The man is watching his two friends cook.,2
The basketball player in the white strip is dribbling the ball on the court.,People are watching a basketball player play hockey.,2
Two white dogs running,There are animals running.,0
"A child, carrying a closed blue umbrella, is walking with another child who is under a yellow umbrella, on a muddy path.",The children are Asian.,1
Weaver stringing yarn making something.,the weaver is tree branches to weave a fort,2
A man standing by a door reading a paper.,A man is eating.,2
"Two athletes, one with red shorts and shirt and the other with blue shorts jumping through hurdles with cameramen behind them snapping photos.",The athletes are playing soccer.,2
"A man and a young boy are outside, taking a break from riding a bike.",The boy and his father are in Florida.,1
A dog leaps over a man to catch a disc.,There is a jumping dog.,0
A Miami basketball player with basketball in right hand on court.,The batter is standing at the plate,2
A folk performer stands near a staircase.,Folk Performer standing near staircase,0
"Four people wearing jackets in a large, plant-filled field.",four people are in a field,0
A woman with a baseball cap on riding a bike while pulling a man sitting in a cart.,The woman is driving a car.,2
Three individuals are sitting outside on brown benches next to the water.,Some people are fishing on a boat.,2
An eclectic group of musicians and actors perform for a group of tourists.,Tourist are watching a performance,0
A man and a woman sit back-to-back on a bench outside a storefront.,The man and woman are inside the grocery store.,2
A man jumping a bicycle over a dirt path surrounded by trees.,a man crawling under a bush,2
Two people are on top of a cannon.,Two people are on a cannon.,0
A woman walks by a river across city buildings.,a woman walking while on lunch,1
A girl jumps in the grass.,A female is outside.,0
a man with sunglasses on his head is looking at the woman with a white hat and red scarf next to him whilst standing in front of a red sports car.,The couple are posing for a picture on their honeymoon.,1
"Young caucasian man in shorts, t-shirt, helmet and sunglasses mountain biking down a heavily wooded hill.",A woman rides a go kart up a hill.,2
A skateboarder jumping in the street.,A person is jumped his snowboard.,2
"A shirtless black man holds two caucasian blonds, while one girl holds his head in her hands.",A white man holding two black women.,2
The pitcher skillfully threw the ball towards the batter from the mound.,The batter misses the ball.,1
"Two men are sitting on a bench in a room, and the man in the green shirt has his legs stretched out.",Two men relaxing in the locker room after practice.,1
"Kite surfers are surfing in a shipping harbor on a clear windy day, in the background is a snowcapped mountain.",There are multiple people present.,0
"A man in black shorts stands next to a bicycle, as a young girl in a lavender coat looks on.",The man is near the bicycle.,0
A boy wearing a blue shirt is outdoors and is closely examining a found object with yellow tentacles pointing upwards.,A boy in a red shirt sits indoors twiddling his thumbs,2
A hallway is littered with ladders and fabric during construction., A hallway full of ladders and fabric during construction.,0
A young boy sits and poses for a street artist to draw his portrait.,A young boy poses for a street artist.,0
Some boys in team uniforms are outside playing sports while people watch.,Kids playing the Little League World Series.,1
Two players face off in a basketball game.,The basketball players are playing 3-on-3.,2
A dog running with something in its mouth,A dog is happily running.,1
Three young people planting flowers and covering the area with a tarp.,A group gardens together,0
A person wearing a hat cleaning a statute.,A worker cleaning a city owned statute.,1
A man in the military is sitting at a table talking into a microphone.,A man is sitting at a table talking into a microphone.,0
A young child sits on a beach and plays with a sea creature.,A sad child sits on a beach and plays with a sea creature.,1
Two women sitting in the grass with their bikes behind them.,The women are bowling.,2
Two women are looking at a computer screen.,The women are swimming in a lake.,2
