premise,hypothesis,label
One woman watches over a man and a woman who are seated and painting.,A woman watches over her students who are practicing painting.,1
An Atlanta baseball player is wearing a glove on the infield.,The baseball player is on the field.,0
A woman stands in a sewing room.,A woman is sewing.,0
Dad with two kids in the checkout lane at the grocery store.,The dad is working.,2
Several Indian woman in brightly colored clothing are working.,A group of people are resting.,2
A gymnast performs with a hula hoop in front of the winners' stand.,A gymnast won first place.,1
A man in a white shirt talks to a woman in a blue shirt.,Two people talk to each other.,0
A toddler in tan pants and a red hoddie on a slide.,A toddler in a red hoodie and tan pants on a slide.,0
A woman is holding a child.,A person holds a person.,0
Person with a blue and black suit is surfing.,A person riding a skateboard.,2
A man steps out of a blue porta potty.,A sad man steps out of a blue porta potty.,1
A toddler boy in a racing jacket tries out the green hula hoop.,The toddler boy is moving his hips.,0
A musician is giving a concert to fans.,a concert is happening,0
A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.,The skateboarder is sitting down.,2
"A classroom in India, with many decorations hanging from the ceilings, and a white circle on the floor.",A classroom in India is bare.,2
A red-haired woman sits on a couch with her legs crossed.,A red-haired woman is sitting inside,1
"An outdoor setting shows people in various period costumes, including cowboys, a nun, a robed figure, and American Revolution minutemen.",people in costumes,0
Some people looking out windows in a large building.,the people are looking at a plane,1
Two bald men and two bald women dressed in all white standing in a prayer pose.,People are standing in a field at a wedding.,1
A kid with blond-hair playing with a rock outside.,A kid playing at a beach with a rock,1
"A view from the ground of a footbridge, with several pedestrians on it, and the view of one man's feet in the center foreground.",There are only cows on the footbridge.,2
"An outdoor setting shows people in various period costumes, including cowboys, a nun, a robed figure, and American Revolution minutemen.",street people perform,1
A group of youths march down the street waving flags showing the color spectrum.,The youth are LGBT.,1
A woman having her picture taken with two clowns.,The clowns have white makeup on.,1
"A woman on a boat wearing a spaghetti strap shirt, red gloves and boots, points off the boat while she cleans something.",A woman is on a boat.,0
"Three children, between the ages of 6 and 9, are on a ledge holding plants over the edge on a sunny day.","Three children, between the ages of 6 and 9, are on a ledge.",0
Two men and a woman sitting on a bench.,Three people are sitting on a bench.,0
A child climbing a rock climbing wall with safety straps.,The child is sitting on the ground taking off his harness.,2
A man jumps from a large boulder with a clear blue sky behind him.,A man is jumping.,0
A boy in a red shirt walking with American flags.,A boy is carrying a pink balloon.,2
A Chinese man is pushing a wheelchair with nobody in it on a busy Chinese street.,A lonely man pushes a chair in the street.,0
A man is painting while other people are doing their work.,The man is working and some people are painting.,2
A blue car drives past a group of people standing under an umbrella.,a car drives past people holding umbrella,0
A married couple is cutting a cake.,A couple smearing cake on each other's face.,2
The giraffe's brown spots are separated by white lines.,The giraffe's fur pattern has spots and lines.,0
Three kids hugging wearing blue shirts with nice boy smiles.,Three girls dance during ballet class.,2
A little girl blowing bubbles.,A kid is playing with bubbles.,1
Three contestants eating pie with cream over their faces.,Tall humans eating pie,1
"The Goalie, is defending his net",The goalie is playing soccer.,1
Two dogs fighting in the street.,Two dogs are fighting.,0
a black and white dog walking through the grass with a long stick in his mouth.,A dog is playing fetch with a stick.,1
A young woman wearing sunglasses and a blue shirt is holding a white sheet while a little girl in pigtails writes on it with a marker.,A woman is protecting her eyes from the sun and helping a little girl who is writing.,0
"A red and white wooden boat, with many barrels on its roof, is anchored to the land with wooden poles and rocks.",the ship is moored,2
Girl playing tennis while spectator watches from behind.,The girl is a professional tennis player.,1
A man is sitting down making some pottery.,A man is weaving a basket.,2
Two female riders on a scooter covered in what appears to be muslim garb.,Two muslim garb covered woman rides scooter to break law.,1
Many asian children made a train under a viet nam sign.,Asian childern protesting with viatnam sign.,1
a brown and white dog jumps on the sidewalk.,martial arts demonstration,2
A person in a multicolored jacket smoking a cigarette inside the driveway of a building.,The person is smoking a cigarette,0
Person in small boat in the ocean close to shore.,Woman in small boat in the ocean close to shore.,1
Two shirtless men are sparring while a line of men in white shirts and black shorts watch.,a group of people are watching two men fight.,0
A crowd of people are standing outside with coats and umbrellas because it is raining.,People are outside in the rain.,0
A young boy holding up a fish on his line.,A kid runs from an angry fish.,2
Two men are standing near Pike Place Market while a couple in the background takes a wedding picture.,The men are standing near pike place,0
Two girls pillow fight in a school play yard.,The girls are angry at eachother.,1
A child is having fun sledding with his mother.,There are children sledding outdoors for fun,1
"A woman walking down the street wearing a yellow shirt, blue jeans, and black high heeled sandals.",The woman is wearing clothes,0
A man in khaki walking down a sidewalk.,The man is walking by himself.,1
A dog looking at the camera in snow.,The dog is warm.,2
A black and white dog frolics in the snow.,The cat sat in the window.,2
"Three men, two of whom are wearing white jumpsuits, stand together talking on a boat.",three men are standing,0
The men are wearing purple and carrying a silver casket.,People are carrying something,0
A little boy in a red shirt is making a face into the camera while waiting at a go-cart track.,a child poses for his mother,1
These three young men are standing on a mountaintop.,the young men are triplets,1
three dogs on a beach looking at a red ball in someones hand,Two cats are sleeping.,2
A small boy in a T-ball uniform is hitting softball off the tee with a bat.,The boy is playing t-ball.,0
A black dog is walking along the side of a pool.,A woman is walking her dog.,2
Two people on bicycles sit at a corner crosswalk in front of a red brick building while another bicyclist rides by behind them.,A bicyclist rides behind two bikes to get a good view of them.,1
"A dog with floppy ears runs on the grass, a fence behind it.",A dog with pointy ears sits still.,2
A person in a white helmet is skiing down a mountain covered in snow.,Somebody wants to get to the bottom of the hill.,1
Several women are standing in the breakroom next to the table with the white cake.,The women are having a baby shower at work.,1
A surfer rides the waves.,A surfer is scared,1
"A soccer player is on the field with his arms out, about to kick the ball.",The soccer player has no shirt on.,1
"Little girls dressed in kimono's, wearing white face makeup and carrying red umbrella's.",Girls are wearing costumes.,0
A man wearing white walks passed a shuttered building with an advertising banner over the door.,A man ran pass by a shuttered building that displayed an advertising banner.,2
"a group of people, restrained by fencing, wait at the entrance to a tent; there are signs at the entrance that read' tent closed'.",Some people are trying to get into a tent for medical supplies.,1
"A person walks on a snowy sidewalk, lit by street lamps, at night.",The person is lying on a tropical beach.,2
A motorcyclist dressed in red.,There is a motorcyclist dressed in blue,2
This is the image of a woman in a burgundy suite giving a speech at an conference.,The woman in the picture is giving an acceptance speech at a conference,1
A couple is walking down the sidewalk.,Two people are walking outside.,0
This machine is working in the dirt.,A machine is doing something,0
a guy in a white shirt is sitting between a table and a full suitcase.,A man is sitting between a table and full suitcase while wearing a white shirt.,0
Girl in black and white top and black leggings jumping on trampoline.,Girl is playing outdoors.,0
A woman next to a stroller stops for a drink of water on a bench.,A woman drinks something.,0
"In an outdoor location with spectators in the background, a young man in a karate uniform with a blue belt has his arm around the neck of a young woman in a karate uniform with a brown belt while she grips his arm with both hands.",A young man has a karate uniform with a light blue belt.,1
An ice cream vendor in a green hat shows off his ice cream cart.,A hot dog vendor rolls his cart into a garage.,2
A boy taking aim at a target on a bale of hay with his bow and arrow.,Boy aiming at soda can with air rifle.,2
"A little boy in a black vest is holding two tusks up to his cheeks, pretending to be some sort of animal.",A little boy not in a black vest,2
A little person wearing a kilt and holding a flag with a lion on it is waving from a stage.,The small person is part of the show on the stage.,1
A German shepherd on a leash barking up at somebody.,a dog is barking,0
"young adults posing for a photo at night, somewhat chilly outside.",A group of people are having a sleepover.,2
"3 men standing in a row, one wearing a dark overcoat, one with a blue jacket ans shirt, and one with a gray jacket.",One person in a t shirt stands by themselves.,2
"A woman in a dark blue coat, cigarette in hand.",The person had no coat.,2
A girl in a red shirt is outside crying.,A girl is cooking in a kitchen.,2
There are red balloons inside an eating establishment.,Red balloons inside.,0
Many people are walking through an outdoor marketplace.,People are in an indoor mall.,2
"The gentleman wearing a dark sweater, brown slacks and a brown cap is strumming the strings of a bass while standing on a sidewalk next to a light brown railing, similar to a subway tunnel, near a tall building.",A man is holding an instrument on the sidewalk.,0
A young man holds a girl as they splash in some water.,A man holding his daughter in the pool,1
People dressed in red are walking into an ivory colored building that looks like a castle.,Some people are driving into a ditch.,2
A person in a red suit and flippers being lowered from a blue and white striped helicopter.,A person is going for  boat ride.,2
A bunch of children in white are doing a dance routine while another person jumps rope.,Children are practicing for an upcoming dance recital.,1
A mother and daughter at a picnic.,Two women are eating a leprechaun.,2
"A girl in a bright green shirt, along with three boys, stand on a dance floor at an event, interacting with a man wearing ethnic dress.",The girl in the green shirt is with the boys standing on the dance floor.,0
"A man wearing a plastic bib with a crab on it, holds up a wooden hammer.",A man holding a hammer.,0
A group of people outside playing soccer in a dry field.,The people are part of a soccer team.,1
A boy lays and holds onto a large object.,A boy is playing hide and seek.,2
Two young saxophone players are having a chat while holding their instruments.,the young players are holding trumpets,2
"Middle-aged man and woman, she is holding a log, he is using a drill on the log.",There are two people working on drilling a log.,0
A black dog is running through the snow with something in its mouth.,A black dog is running in the snow holding a tennis ball in its mouth.,1
A dark-haired man standing up singing and a man in a brown hat sitting playing guitar.,a man is standing,0
A worker unwinds spooled cable inside a subway station.,worker installs new electric line,1
Two people take a break from riding bicycles.,Two people are resting by a bike trail.,1
A large crowd of people are running in a city marathon.,The people are running outside in a race.,0
A bunch of Caucasians are dining and their attention seems to be directed at something.,"There is a child at the next table screaming, distracting the diners.",1
"Many people populate the eating area in a building, coming and going or standing in line or digging in their purses.",people eating,0
An adult woman and a young boy walking through a city in the evening.,A woman and a boy walk.,0
Two construction workers doing their job.,Construction workers are doing their job.,0
Three people are standing outside a tall tan building.,Three people are standing outside a building while eating.,1
A man and two children take a drink.,man take drink,1
A car which looks to be a hatch back is on fire with a man in a fire proof suite and helmet is laying across the hood while people are watching,People are standing watching the aftermath of a car crash in horror,1
A man with dark hair is wearing a white shirt with printed flames and is holding a pair of tongs.,A man is wearing a hat.,0
"A funny picture of a white men with his left arm written in green ""Good DNA! TRY ME"".",A picture of a white man with something funny on his arm.,0
A woman is singing and playing guitar.,The woman knows how to play guitar.,0
"Two children, a male and a female, playing doctor and nurse, pretending to care for a baby.",two siblings play together,1
A man fishing while standing on a small boat holding a net,A man is fishing.,0
"There are two boxers, one in white shorts and one in red, in a boxing ring.",The people are wearing shorts.,0
Four women in similar red outfits are singing and using drums as they perform.,The women are swimming.,2
Some men are sitting on a boat near a beach covered in stacked logs and sticks.,Two people are standing in a field.,2
A football player is kneeling on the football field with the football on the ground in front of him.,A person is kneeling before a football on a field.,0
A crying baby standing inside a plastic toy pen.,The baby is sitting in the toy pen.,2
Two kids playing basketball.,kids are practicing their free throws,1
"two men, one in a red shirt, running towards a Frisbee.",Two men playing Frisbee,0
A shirtless roofer at work is viewed through the weather vane of an adjacent building.,A person is staring at a worker without a shirt nearby.,0
A woman wearing sunglasses is laying her head on a backpack like a pillow.,A woman is wearing sunglasses.,0
A bearded man getting shaved in a public auditorium.,The man is getting his eyebrows shaved in a pool.,2
A man in a white shirt is holding a flaming pot.,A man holds a pot that is on fire.,0
Two guys are assembling a monument on top of a tree.,Two males are in a big tree and waving to people below.,1
A group of people in colored outfits ride bikes around a track.,A group riding bikes.,0
This older gentleman pictured is carving a turkey for his family.,An elderly man is eating a turkey alone,2
"Four elementary-aged children, two boys and two girls, play on a green lawn with a tree and a building in the background.",The people are playing in a gymnasium.,2
There are multiple people going over a loop on an inverted roller coaster.,The people are having fun riding the roller coaster.,1
a poor looking person with white cream smeared around his eyes sitting on a backpack.,A lazy person with a skin condition is sleeping on the ground.,2
"A family is taking ride in a old style horse-drawn wagon, driven by a man in a vest and derby hat, down a tree and shrubbery lined grassy path",A family is celebrating a birthday with a horse-drawn carriage ride.,1
A motorcycle racer riding a yellow motorcycle.,A racer is riding a blue motorcycle,2
A grandfather playing with his family on a playground.,There is a grandfather playing.,0
People are walking down the sidewalk.,A group of people are walking down the sidewalk together outside.,1
Patrons enjoy drinks at an outdoor bar.,People are drinking outside,0
People are in a line dancing together.,People are in a line dancing together at the reception.,1
"Two small girls, one in a blue and violet dress, the other in a red striped outfit are painting with red and yellow on a piece of canvas in the street.",Two friends playing,2
Two men are asleep in reclining chairs at the barber shop.,There are two coworkers sleeping.,1
The elderly man is enjoying time in the park visiting with friends.,Elderly man taking a nap in his bed.,2
Four women stand in a kitchen behind a plate of brownies.,Four women stand in an office by the water cooler.,2
A group of workers in bright orange vests walk on railroad tracks.,A group of workers timing out for the day.,2
An older heavyset man is resting on a bench with his shopping cart nearby.,An older heavyset woman is resting on a bench with his shopping cart nearby.,2
A woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk.,A woman stands with her dog by a sidewalk,0
A group of people in orange costumes stand around large packages.,A group of people.,0
A young boy is hanging head down in a tire swing with gravel beneath it.,A kid is playing in a tire swing at the playground.,1
Traditional Japanese couple walking down the street.,The couple was holding hands.,1
A tan dog leaps into the water.,The dog is jumping,0
Boy in black shorts sliding on black surface covered with water with green trees in the background.,There are trees in the background.,0
A trained police dog sits next to his handler in front of the police van.,A police dog and his handler are waiting for suspects next to the van.,1
Vienna boat race between two competing boating companies in the waters of Italy.,Boats racing.,0
"Two men, one wearing a teal shirt and shin guards lay horizontally on logs with their backpacks in sight.",Two people were outside laying on logs.,1
A lot of people are sitting outside at long tables talking and eating.,A lot of people are standing around eating appetizers waiting for the meal to be served.,2
One man in a room during the day doing a handstand.,A man is inside.,0
A guy in a green shirt hammering and another guy moving a box.,The men are working.,0
A man in a brown leather jacket and another man in black are playing slot machines in a casino.,The men are taking a smoke break outside the casino.,2
A woman in a hat and a man look out at the water.,the child was 18 years old,2
An individual is shoveling heavy snow.,A man shoves his driveway.,1
A boy sitting on a dinosaur chair holding a blue object.,A boy is holding a blue bucket.,1
A man on a bike is riding on a trail through the woods in the fall.,The woods at him like a pop tart.,2
Two light colored dogs running in the grass.,The cats are inside sleeping,2
A woman is standing in front of a line of other women wearing a white dress and a white veil while a man is heading towards her.,The woman is wearing a hat.,1
A young boy sitting with a book.,A child reads a book sitting down.,0
Two men playing the guitar.,A pair of guys are strumming guitars.,0
A red race car marked with the number seven is driven by a man in a blue and beige shirt.,A race car is on the move,0
Construction men wearing orange reflective vests work in a subway station.,They wear vests to increase their visibility,0
"Nine female dancers wear tutus and use ""Guitar Hero"" guitars as a prop on stage.","Nine women dance to ""Living on a Prayer.""",1
Woman getting out of a red flying vehicle.,The angry woman got out of the vehicle.,1
A man looking over shoulder while on bike.,Man walking home,2
there is six adults in front of a little kitchen some eating and others walking around.,There are people at a party.,0
"The little girl tackles a man and makes the universal sign for ""Touchdown!""",They're playing football.,1
"Two men, two girls and a dog watch boats from the shore.",Two couples are watching from the shore,1
A boy plays outside after a rain shower.,The boy is playing with friends.,1
A man is standing in a grassy field equipped with a type of gardening tool which he is using on the grass.,A gardener tills the small plot of dirt in an otherwise grassy field.,1
A large group of people are dancing at a party.,A few people are chatting at the bar.,2
"A group of 11 smiling kids and young teens are divided into two groups, in a large, indoor swimming pool, with the back person in each group holding their arms up.",Two teams play water polo indoors.,1
A group of young and old practice together for an instrumental performance.,The members of an amateur band are practicing for tryouts to the London Symphony Orchestra.,1
A man standing on a boat with a long pole is pushing the boat in the ocean.,A man is standing on a boat,0
White man standing on scaffolding wearing an orange jacket painting a ceiling.,A man painting a ceiling to conceal water damage.,1
A female student is studying at a library.,The student is studying for a test.,1
Some men work to paint and a sand a cement area.,The men are old,1
"A group of people, standing around and waiting.",People anxiously await what's ahead.,0
Man sitting on bench next to bike.,"Man contemplates stealing bike, eats sandwich instead.",2
A man with the yellow top is standing next to a car on the intersection while pedestrians wait for the green light to walk across the road.,The man is outside.,1
Young boys with backpacks walking down a street.,Young boys with backpacks walking down the street to a camp.,1
A guy wearing all black at a bowling alley standing in front of a lane with a black bowling ball in it.,The guy just rolled a ball and is watching the outcome of his roll.,1
A woman dressed as a clown attempting to push a bus.,A person tries to push a car.,0
The man sits with his dog on a bench in a park.,A man sits with his dog.,0
Two brown dogs running through a field with a red toy,There are two animals in this picture.,0
A man is rope-swinging off a tree into a lake.,a man is swinging,0
A crowd of people containing some people who are smiling and some who are taking photographs.,Everyone in the crowd are angry.,2
One constructor worker lays down to rest while the other sits in a chair.,"One construction worker is lying flat, and another worker is sitting upright.",0
Several bottles are blurred in the background.,The photo is out of focus.,0
A bald musician wearing a black shirt plays his guitar on stage.,The man is playing in a band.,1
Man sitting in a restaurant at a table.,The man is near a table.,0
"A man carries two grocery bags, a sign of a funny man is by the pole near him.",The man is empty handed.,2
Several people walking down the sidewalk carrying stuff to their next destination.,The people walk together.,0
A man in a tuxedo is standing on stage with a keyboard and another man with a guitar.,A man wears a tuxedo on stage to perform.,1
Man breakdances on the side of the street to entertain passer byes.,young man breakdances on the side of the street,1
A guy is casting his fishing rod on a dock.,The guy is casting his fishing rod in the middle of the lake.,2
A woman with a straw hat is sitting on steps outdoors.,A female wearing a big hat is sitting on her front steps.,1
Two men of hispanic descent are working at the wood boards.,Two men are assembling a shed with wooden boards.,1
The woman in black is looking at outfits in a clothing store window.,woman likes new dress,1
A large crowd of people are checking out at a public store.,The crowd of people are at a store,1
Person performing yoga by the ocean.,Person is playing ball.,2
a dog wearing a yellow collar is bearing his teeth at another dog that is sitting by a tree.,A cat walks near a street.,2
A man smiles while drilling into a pumpkin with a power drill.,The man is using a power drill to carve his pumpkin.,0
A singer performs for a crowd in front of multicolored lights.,The singer is alone in the recording studio.,2
A young black person on a bike rides in front of a gate decorated with roosters.,A young black person is outside.,0
A man in black and a man in green walk down through central park in new york.,A woman in black and a man in green walk down through central park in new york.,2
A huge wave crashes over a man on a surfboard.,A big wave hit a man,0
A black and white dog is going through an obstacle course.,The pet is waiting for a command.,2
A person is fishing off some rocks while seated on a yellow stool.,A person is trying to catch some fish in the water.,0
Several climbers in a row are climbing the rock while the man in red watches and holds the line.,There is a big rock that several people are climbing.,0
A man with a big hat and a brightly colored shirt is standing by a pink Cadillac.,The man is not wearing a hat.,2
Two small boys playing in a metallic bag.,Two small boys are playing with a metallic bag.,1
A horse race with numerous people on the horses in a grassy scene.,People are riding horses.,0
A person in an orange jacket jumping in the air in the snow.,A person in an orange jacket not jumping,2
A boys jumps in the water while another boy looks on.,The children are best friends.,1
A woman in a black shirt is knitting with purple yarn.,woman making sweater,1
Two people one person dressed in yellow and green with black boots and the other person have on white jacket and brown pants standing on the lake side with birds approaching them,a pair of men trade war stories in a bar,2
A man tired on a couch just waiting to go home from work.,A man waits on a couch.,0
Black women make cloths in their home.,White women make clothes in their home.,2
Two female beach volleyball players face off at the net with the Beijing Olympics logo visible in the background.,Female volleyball player playing at the Olympics,0
A group of people watch someone play with fire.,The group of people know each other.,1
Eight people enjoy the fun of rafts and the beauty of a waterfall.,The friends are vacationing at a state park.,1
"Two people, both wearing jeans, are standing by the edge of water with fishing poles.",The people have fishing poles.,0
A man with a wakeboard is diving over a surface that is not water.,A woman is surfing.,2
A man wearing a white hat is about to hit the golf ball.,A man is wearing a white cowboy hat about to hit the golf ball.,1
Two men are riding horses.,Two people are riding horses.,0
"A brunette wearing eyeglasses and white sweater, holding her toddler daughter with blond-hair, brown shirt, index finger in child's mouth.",The lady is keeping her off the floor where milk was spilled.,1
a man riding a red sled going fast down a snowy hill,A man rides a sled down a snowy hill.,0
A white dog with a stick in his mouth standing next to a black dog.,A dog is swimming.,2
A young construction worker in a hard hat utilizes a air hammer to break up large boulders while two of his co workers stand by.,A man is wearing a bowtie.,1
A man in a blue shirt and glasses is sleeping in the car.,The man is standing by the car.,2
Numerous people participating in a foot race or walk.,Everyone has shoes on.,1
Woman in white top eating lunch at a bench.,The woman is eating a sandwich.,1
People chilling in at forest next to canoes.,People are outside.,0
A man with a white shirt climbing the side of a cliff.,A man is climbing a cliff.,0
A man holding up a red sign that offers the honest trade of a good poem for a Giant's ticket.,A desperate man is doing anything he can to get a ticket to the game.,1
Two dogs are facing each other.,There are two cats facing each other.,2
Blue tents in the country next to a hill,There are tents outside.,0
A helmeted BMX biker leaps into the air on his bike.,Two people dancing.,2
A runner wearing a blue shirt is jumping.,A runner competes in the hurdle.,1
"There are young men playing a game of football, one man has been tackled by another player.",Men are playing soccer in the field.,2
A smiling boy with hat playing in the snow.,The boy is making sandcastles.,2
A man playing a guitar while standing in front of a microphone singing.,A man is seated playing drums.,2
A small child with a pacifier on a white chain sits on a green and white striped blanket in a field.,A child is swimming in the ocean.,2
"A woman in a white shirt, black jacket and blue and black striped shirt stands next to a man in a checked shirt and blue jeans looking through a camera focused on whoever took this picture.",The man by the woman is her husband.,1
A man in a suit and hat is playing the guitar on the street.,a man playing a guitar,0
A well dressed woman and two men sit next to each other on a bench whilst reading.,A woman and two men sit on a bench.,0
A black and white dog is chasing a ping Frisbee.,A black dog is running around.,0
A cyclist is getting ready to start his indoor race.,A cyclist is preparing for his race.,0
A woman in yellow is walking outside of a building.,a woman is walking,0
A woman smiles as she appears to be text messaging.,There is a smiling woman.,0
a large brown dog sits next to a small white dog in a field of long grass.,Two dogs are stuck in a tree,2
An asian artists drawing.,An artist paints a portrait,1
A shirtless beggar holds out a plastic cup as people walk past him.,A person looking for help.,0
A man in black shorts jumping into a small swimming pool that is enclosed in a screened-in porch.,A man is swimming in a pool on an enclosed screened porch.,0
A man drives a passenger in a yellow semi.,The man is in a car.,0
An empty stadium with people shooting a movie about baseball.,A movie director is telling cameramen to pan the empty stadium seating.,1
Policemen stand at attention in their office.,Some policeman standing attention as their superior walks in.,1
"A man wearing a green shirt and an orange safety hat works on mechanical equipment inside a fenced area, while a group of people walk on a lawn behind him.",A man works outside in front of a group of people.,0
"a baby sits on the floor as an older child has a box of crayons, markers and color pencils open.",There is a blond baby watching her older brother draw pictures.,1
Six adults sitting at a picnic table with a woman in a yellow sweater talks to them.,four adults are sitting.,2
"Two groups of people are having conversations, surrounded by trees.",There is two groups of people by a lake talking.,2
A woman is standing on a street corner.,A woman is standing on a street corner waiting on a bus.,1
A woman dressed all in white with a white hat is standing behind a tennis net wielding a blue tennis racket.,a woman holds a tennis racket,0
A dog chases a stuffed animal attached to a string.,The dog is asleep on the couch.,2
The yellow dog wears a blue dog tag and rolls on a green field.,The dog is yellow.,0
A girls volleyball team practices.,The volleyball team is resting.,2
A street performer wearing no shirt is doing an act with fire.,The street performer wears a full fire suit.,2
The lady at the gym is lifting weights.,A woman in a blue shirt is lifting barbells.,1
A man stands next to his yellow boat in the water.,A man will be going for a boatride.,1
Two girls watch two boys who are using sewing machines.,Some girls observe a couple of boys sewing with machines.,0
"Bearded man in fleece jacket smiles for a picture, the background is blurry","Sad man in fleece jacket smiles for a picture, the background is blurry",1
"A soccer game is played in front of green, half-filled seats.",Some people are playing sports.,0
a girl is sitting on a stoop with a bottle of water and a snack.,A girl is standing in a stoop with nothing in her hands.,2
A young girl in a yellow flowered sundress holds something in her right hand to her mouth.,A young girl is wearing a sundress.,0
A boy in a sweatshirt raking leaves into a pile.,The boy works outside.,0
Two men in white and orange jumpsuits skydiving.,The two men in white and orange jumpsuits skydived during snowy weather.,1
A small baby is in a plastic cradle.,A small baby stands near a cradle.,2
A man sitting at a table that has slot machines having a drink and watching something.,This man is at the mall,2
"A person sits at a bus stop bench with a truck that has been heavily spray painted, graffiti style, sits to the left.",The truck is plain white.,2
A bride holding a rose bouquet is being escorted by a man in a gray suit.,A cat is chasing a mouse.,2
A man in black and white is holding a torch in front of a crowd.,The man is addressing the crowd.,1
"Two men are working on a upside down purple and pink girls bicycle, while two little girls, a boy, and an older woman watch.",Two men riding a bicycle and people watching them.,2
The man takes a leap into the water with his shoes on.,The man is wearing socks.,1
Three children pose outdoors on a hike.,Children are outdoors.,0
A brown and tan dog walks through the green grass.,Two dogs lie in the sun.,2
"One man is jumping into the water, while the other is watching.",Brothers are by the water,1
Four people are in a group hug near a soda machine.,A group of friends in a huddle.,1
"A man is reading a newspaper underneath a green flag that says, ""La suma de todos"".",The man is reading.,0
A woman walking out of an entry way and looking down the street.,The woman was waiting for her date.,1
Sitting in a beach chair watching the water.,There is no water left on earth,2
He is sitting with a green suit.,A man is sitting outside.,1
A man is on a roof doing construction.,The man is on the roof.,0
"Two young boys play besides a lake, throwing rocks into the water.",Two boys are skipping stones while they wait for their fathers to come back with the boat.,1
A woman in a low cut shirt takes a picture with her cellphone.,The lady is swimming in the deep end of the pool.,2
two surfers are riding waves in open water.,Two surfers are practicing for their next competition.,1
Girl in red shirt standing over rows of oranges.,Boy in red shirt standing over rows of oranges.,2
Man lying down in the sidewalk.,A man is running on a pad.,2
several young boys wearing blue helmets and blue and red life jackets on a raft,The young boys are having fun.,1
"A young child with freckles stares into the camera, while holding his right arm over his head, and holding his right wrist with his left hand.",A young little red hed boy smiling while getting his picture taken.,-1
A Caucasian male in a black t-shirt and cargo shorts looking at faraway mountains and a body of water.,The white male was inside watching television,2
"Two workers holding up the tree look around, while the other two work hard with their shovels.",Four lumberjacks chopping down a tree.,2
Professionally dressed man sits in front of console.,The professionally dressed man is inside.,0
Band playing in front of a small crowd outside.,The band are playing music.,0
"Man with black hat, coat, and pants sitting next to the door of a building.",A man sits next to his house,1
A little boy is squatting down looking at colorful pieces of paper while grownup look on.,A little boy is sleeping while a grownup ignores him.,2
A man wearing a black jacket looking down.,A man is wearing a jacket.,0
A dog jumps out of a creek.,A dog is playing in water.,0
Lady wearing a straw hat and flip-flops watches the tossed object fly through the air.,The lady is sleeping.,2
A wet child shivers under a towel at a pool.,The child is dry.,2
A man wearing a cross and white beard is carrying food and a napkin.,An old man wearing a cross and white beard carries his food from the homeless shelter back to his spot.,1
An individual is walking down a set of steps with a bag in their left hand.,A person walks down the steps.,0
Many people are walking through a rural shopping area.,A group of people sit down to eat.,2
Two men ride on a rural road in a flatbed vehicle pulled by two horses.,The two men are traveling together.,0
An overweight couple walking.,Two very thin people are walking together.,2
A street which is lined with many motorcycles.,There are many motorcycles on the street,0
A woman cooking over an open hearth.,A woman is juggling chainsaws.,2
The young ladie takes a goalie kick during a soccer match.,A man hits a home run.,2
Three football players and two are fighting for the ball.,a couple was there,0
Two guys sitting on the couch.,A girl jumps on a trampoline.,2
A boy plays soccer in a field near an apartment building.,The boy lives in the apartment building.,1
The horse on the left is brown.,One horse is on the left.,1
A woman wearing a blue jacket is riding a bike on a sunny day.,A woman wearing a blue jacket is riding a bike outdoors,0
A young boy in a toddler swing.,A large boy sliding down the slide.,2
"One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.","Two men, with similar taste in clothing, stand at different places on a school bus.",1
Women wearing a silver wig big glasses carrying a basket with cigarette in hand.,A woman is smoking an electronic cigarette.,1
several workers standing in a partially constructed building behind street sign,The workers are near a building that has not been completed.,0
a child in a blue shirt exits is being deposited from a slide onto a sand in front of palm trees.,A child goes down a slide to run from his friends.,1
An Indonesian child selling his wares on the street.,A child is selling shoes.,1
An old woman wearing a yellow jacket and blue jeans trying to choose some vegetables from a street stand.,A woman is picking produce.,0
Female friends gather their dogs outside in a fenced area.,The female friends let their dogs play out in a fenced-in yard.,1
A man in a large red truck.,Nobody is a truck,2
People are going in and out of what looks to be a theater.,The people are watching a movie.,1
A young child wearing a yellow wetsuit rides on a surfboard.,A boy learns to play football.,2
Men with crowns of leaves on their heads are standing in the rain.,These men are at the beach.,2
A brown dog with tongue sticking out jumping over a log.,The dog is brown.,0
An older man working in an herb garden.,the man is growing some dank pot,2
The man in the red shirt pretends to play the violin with an umbrella.,The man is wearing a orange shirt.,2
"A man, wearing a suit with a name tag, is speaking into a microphone, while standing in front of a video presentation.",A man is giving a presentation.,0
A group of football players out on the field during a game along side cheerleaders.,A group of soccer players and cheerleaders,2
A toddler in an orange dress looks at graffiti of an African American baby.,There are two toddlers,0
tiger woods about to make a putt,Tiger Woods is competing in a golf tournament.,1
A skateboarder jumps off his skateboard in midair in hopes of landing back on it.,A person sitting down.,2
Here is a little boy whose being very cooperative and sweeping the outside porch area with a large broom on the front porch that has a strong railing.,A boy helping out with chores on the front porch.,0
"A man wearing a red, yellow, and green hat is bent over a saw.",A man is bent over a saw,0
