,guid,premise,hypothesis,label
12179,4378823310,A little girl in a pink dress is being held by a woman who is on her cellphone.,A woman talking on a phone holds her daughter in a pink outfit.,0
12354,739944487011,Two people are rowing a boat through blue sparkling water as birds fly overhead.,The two people in the row boat are sitting quietly watching the birds fly over their head.,2
12355,739944487010,Two people are rowing a boat through blue sparkling water as birds fly overhead.,Birds are flying over two people in a row boat.,0
12356,739944487012,Two people are rowing a boat through blue sparkling water as birds fly overhead.,The two people rowing the boat are watching the birds fly overhead.,1
12375,4914798970410,People are biking in a public walkways.,People are riding their bikes.,0
12376,4914798970412,People are biking in a public walkways.,They are running into pedestrians walking.,1
12377,4914798970411,People are biking in a public walkways.,The bikers are riding on the street in the bike lane.,2
12489,3087336221111,"this Child is in a ClassRoom, finished for the day, maybe",An adult teaches a class full of children.,1
12490,3087336221112,"this Child is in a ClassRoom, finished for the day, maybe",A child is in detention.,1
12491,3087336221110,"this Child is in a ClassRoom, finished for the day, maybe",A child is in the classroomm.,0
12701,5286135522012,"A farm woman wearing blue waders, a pink shirt, and a straw hat is harvesting rice in a paddock.",The pink skirt is tucked into the waders.,1
12702,5286135522011,"A farm woman wearing blue waders, a pink shirt, and a straw hat is harvesting rice in a paddock.",There is a cow providing assistance with the rice harvest.,2
12703,5286135522010,"A farm woman wearing blue waders, a pink shirt, and a straw hat is harvesting rice in a paddock.",The woman knows how to harvest rice.,0
12863,3475640242311,A man is painting a landscape.,A man is finger painting.,1
12864,3475640242310,A man is painting a landscape.,A person is making art.,0
12865,3475640242312,A man is painting a landscape.,A person is outdoors painting what he sees.,1
13199,6911531738411,Conductor leading his orchestra.,The conductor is not on the podium.,2
13200,6911531738410,Conductor leading his orchestra.,An orchestra follows the conductor.,0
13201,6911531738412,Conductor leading his orchestra.,A conductor is dressed formally in tux and tails.,1
13346,566077886110,A man in a short-sleeve shirt and pants jumping up in a water fountain.,A man jumps into a fountain fully clothed,0
13347,566077886111,A man in a short-sleeve shirt and pants jumping up in a water fountain.,A man is taking off his clothes to go in the ocean.,2
13348,566077886112,A man in a short-sleeve shirt and pants jumping up in a water fountain.,A man is playing in the fountain.,0
13481,4610036299212,A woman with boots on sitting and not wanting a picture taken of her.,the woman does not like pictures,1
13482,4610036299211,A woman with boots on sitting and not wanting a picture taken of her.,the woman was wearing high heels,2
13483,4610036299210,A woman with boots on sitting and not wanting a picture taken of her.,thge woman was sitting,0
13574,4698972894312,A guy looking at the city map.,A man is lost.,1
13575,4698972894310,A guy looking at the city map.,Someone is trying to find directions.,0
13576,4698972894311,A guy looking at the city map.,A boy is using a GPS.,2
13589,4698972894410,A man standing at a directory.,A man looking at directions.,0
13590,4698972894412,A man standing at a directory.,A man looking at a map.,1
13591,4698972894411,A man standing at a directory.,A girl is walking on the road.,2
13709,2363092753311,A man and a woman kissing outdoors.,A homosexual couple are kissing.,2
13710,2363092753312,A man and a woman kissing outdoors.,A couple are in a lustful embrace.,1
13711,2363092753310,A man and a woman kissing outdoors.,A couple are expressing affection.,0
13721,2408224709311,A child in a purple shirt stares over a metal railing.,A child is walking down the street.,2
13722,2408224709310,A child in a purple shirt stares over a metal railing.,A child is holding a railing.,0
13723,2408224709312,A child in a purple shirt stares over a metal railing.,A child is on a balcony.,1
13727,7995263133312,A child sleeping on a striped pillow.,It is night time.,1
13728,7995263133310,A child sleeping on a striped pillow.,The child has gone to bed.,0
13729,7995263133311,A child sleeping on a striped pillow.,The child is reading under his blankets.,2
13904,4734146340410,An old man holding a large stick.,A guy holding something.,0
13905,4734146340412,An old man holding a large stick.,A elderly male with a hiking stick.,1
13906,4734146340411,An old man holding a large stick.,A old guy is clapping.,2
13910,2434694631412,A woman is eagerly waiting on her dinner guest.,The woman is getting impatient waiting on her dinner guest.,1
13911,2434694631410,A woman is eagerly waiting on her dinner guest.,The woman is having a hot date tonight at the restaurant.,0
13912,2434694631411,A woman is eagerly waiting on her dinner guest.,The woman was having a movie night in with her girlfriends.,2
13943,2587846523012,The man is throwing a tennis ball for the brown dog to fetch.,A dog is chasing a ball around.,1
13944,2587846523010,The man is throwing a tennis ball for the brown dog to fetch.,A dog is playing fetch.,0
13945,2587846523011,The man is throwing a tennis ball for the brown dog to fetch.,A dog is chasing down a frisbee.,2
13964,3824938721212,Three people are watching a concert while seated in lawn chairs.,Three people sit on the lawn eating snacks.,1
13965,3824938721211,Three people are watching a concert while seated in lawn chairs.,Three people are sunbathing.,2
13966,3824938721210,Three people are watching a concert while seated in lawn chairs.,People are at an outdoor concert.,0
14060,3240470193311,"A African teacher, smiling, while working with baby on back.",An English teacher is writing on the board.,2
14061,3240470193312,"A African teacher, smiling, while working with baby on back.",A man is on his way home.,1
14062,3240470193310,"A African teacher, smiling, while working with baby on back.",A teacher is holding a baby.,0
14068,286660725011,A burst of fire emerges from an experimenter in a darkened backyard.,The burst of fire is from a malfunctioning nuclear weapon.,2
14069,286660725012,A burst of fire emerges from an experimenter in a darkened backyard.,The experiment is related to time travel.,1
14070,286660725010,A burst of fire emerges from an experimenter in a darkened backyard.,Someone is running an experiment.,0
14071,286660725312,a man breathes fire.,The man is half dragon.,1
14072,286660725310,a man breathes fire.,The man is breathing fire.,0
14073,286660725311,a man breathes fire.,The man is lighting the house on fire.,2
14116,8045061561212,A young blond woman in a blue jersey holds her stick waiting for the game to start.,A girl is about to play in a hockey tournament.,1
14117,8045061561211,A young blond woman in a blue jersey holds her stick waiting for the game to start.,A young blond woman holds her radio by the hockey field.,2
14118,8045061561210,A young blond woman in a blue jersey holds her stick waiting for the game to start.,A young woman waits to play hockey.,0
14209,2496127886411,A man is driving a car and is exited.,A man is sending a text message while driving.,2
14210,2496127886410,A man is driving a car and is exited.,A man is driving a car happily.,0
14211,2496127886412,A man is driving a car and is exited.,A man is driving a red car.,1
14335,11914981012,"a man, a woman, and a younger girl are moving a device with a conveyor belt",The parents silently wished they could transport their daughter via conveyor belt as well.,1
14336,11914981010,"a man, a woman, and a younger girl are moving a device with a conveyor belt",People utilize modern technology.,0
14337,11914981011,"a man, a woman, and a younger girl are moving a device with a conveyor belt",A family pushes a device with sheer muscle power.,2
14413,3560081723312,The man does a trick on the fourwheeler.,A man does risky things while riding an All-Terrain Vehicle.,1
14414,3560081723311,The man does a trick on the fourwheeler.,A boy pops a wheelie on a bicycle.,2
14415,3560081723310,The man does a trick on the fourwheeler.,A guy on an ATV.,0
14533,4772306571111,"A woman with tattoos and ""punk"" style clothing retrieves her bicycle on a busy street in a commercial district.",A woman in corporate wear retrieves her bike on a street.,2
14534,4772306571110,"A woman with tattoos and ""punk"" style clothing retrieves her bicycle on a busy street in a commercial district.",A woman gets her bike in an area for shopping.,0
14535,4772306571112,"A woman with tattoos and ""punk"" style clothing retrieves her bicycle on a busy street in a commercial district.",A woman unlocks her bicycle from a rack on a busy street.,1
14755,3344526059311,A hockey player during a game.,The player is eating at a restaurant on the beach.,2
14756,3344526059312,A hockey player during a game.,The player is skating at the hockey rink.,1
14757,3344526059310,A hockey player during a game.,A hockey player is indoor.,0
14794,450138714412,Two men staring into space.,People are looking at the cosmos.,1
14795,450138714411,Two men staring into space.,The men are in an underground bunker.,2
14796,450138714410,Two men staring into space.,The men are looking up at the sky.,0
14800,450138714310,Two teenagers are staring across a table.,Two teenagers are facing each other.,0
14801,450138714312,Two teenagers are staring across a table.,The two teenagers are having a staring contest.,1
14802,450138714311,Two teenagers are staring across a table.,One of the teenagers is looking to the left and the other to the right.,2
14803,450138714010,There is two young men sitting at a table and there is cookies and cups on the table.,Two men share a meal.,0
14804,450138714011,There is two young men sitting at a table and there is cookies and cups on the table.,People out having chicken wings.,2
14805,450138714012,There is two young men sitting at a table and there is cookies and cups on the table.,Two men are eating dessert.,1
14815,863901193012,A worker is on their hands and knees at a work site by a white fence.,The worker is painting the fence,1
14816,863901193010,A worker is on their hands and knees at a work site by a white fence.,The worker is working on a fence,0
14817,863901193011,A worker is on their hands and knees at a work site by a white fence.,The worker urinating on the fence,2
14863,2505080204310,children sitting on the floor while one boy gazes off into space.,Kids are gathered together.,0
14864,2505080204311,children sitting on the floor while one boy gazes off into space.,Kids are napping.,2
14865,2505080204312,children sitting on the floor while one boy gazes off into space.,Kids are listening to their teacher read a story.,1
14911,3345929936310,Man riding a yellow machine on a dirt field at an event,a man is driving a piece of equipment on the grounds of a venue.,0
14912,3345929936312,Man riding a yellow machine on a dirt field at an event,a man on a yellow golf cart is going across the field at an outdoor festival.,1
14913,3345929936311,Man riding a yellow machine on a dirt field at an event,a man on a bulldozer drove across freshly layed sod to get to his daughters wedding.,2
14929,252802010112,A brown and white dog playing with black dog.,Two dogs are playing and another dog comes along.,1
14930,252802010110,A brown and white dog playing with black dog.,The dog is playing with the other dog.,0
14931,252802010111,A brown and white dog playing with black dog.,Two dogs jump in the water.,2
14976,2305517013312,Man walking while wearing snowshoes with a mountain in the background.,A man is looking for a ski slope.,1
14977,2305517013311,Man walking while wearing snowshoes with a mountain in the background.,It is storming outside.,2
14978,2305517013310,Man walking while wearing snowshoes with a mountain in the background.,It has snowed recently.,0
14979,6911576445412,"Three men wearing red ski attired, skiing in a line.",Several men are skiing down a hill,1
14980,6911576445410,"Three men wearing red ski attired, skiing in a line.",Some men are skiing,0
14981,6911576445411,"Three men wearing red ski attired, skiing in a line.",Some men wearing blue ski jackets are skiing,2
15048,2114005241211,Two men are drawing on easels in front of a Christmas tree.,Two people are exercising.,2
15049,2114005241210,Two men are drawing on easels in front of a Christmas tree.,People are making art,0
15050,2114005241212,Two men are drawing on easels in front of a Christmas tree.,Friends are together for Christmas.,1
15228,4493639153311,A woman dressed as the mermaid Ariel next to a phone booth.,A woman dressed at cinderella.,2
15229,4493639153312,A woman dressed as the mermaid Ariel next to a phone booth.,A woman attending comi-con.,1
15230,4493639153310,A woman dressed as the mermaid Ariel next to a phone booth.,A woman cosplaying as ariel.,0
15288,8146024600210,A small girl holding a colorful yellow and orange box by a string.,The girl is holding the box by a string.,0
15289,8146024600212,A small girl holding a colorful yellow and orange box by a string.,The girl just received the box as a present.,1
15290,8146024600211,A small girl holding a colorful yellow and orange box by a string.,The box has an elephant in it.,2
15594,6210938762012,Men wearing blue outfits and wearing straw hats are riding on elephants through a river.,Old men in blue clothing and straw hats are wading through a murky river on elephants.,1
15595,6210938762011,Men wearing blue outfits and wearing straw hats are riding on elephants through a river.,A woman on a horse jumps over a fallen tree.,2
15596,6210938762010,Men wearing blue outfits and wearing straw hats are riding on elephants through a river.,Men in blue clothing and straw hats are wading through a river on elephants.,0
15693,4789705901311,a young mother carrying her sleeping daughter.,the woman is asleep,2
15694,4789705901310,a young mother carrying her sleeping daughter.,a woman carries her daughter,0
15695,4789705901312,a young mother carrying her sleeping daughter.,the woman is old,1
15714,4788900125012,"In an urban setting, a smiling couple is photographed mid-jump with a water fountain in the backdrop.",A couple is smiling in front of a fountain on the outskirts of town.,1
15715,4788900125010,"In an urban setting, a smiling couple is photographed mid-jump with a water fountain in the backdrop.",A couple is smiling.,0
15716,4788900125011,"In an urban setting, a smiling couple is photographed mid-jump with a water fountain in the backdrop.",A person is sad that the fountain is broken.,2
15738,3354264393212,people enjoying their meals at an expensive restaurant.,The people all order the same meal.,1
15739,3354264393211,people enjoying their meals at an expensive restaurant.,The people are at a bachelor's party.,2
15740,3354264393210,people enjoying their meals at an expensive restaurant.,There are people at a restaurant.,0
15936,559065775012,"An elderly woman is walking on a street filled with graffiti while dressed with a young, hip attire.",the old woman has dementia and believes she is a young hipster,1
15937,559065775010,"An elderly woman is walking on a street filled with graffiti while dressed with a young, hip attire.",the old woman is on a street filled with graffiti,0
15938,559065775011,"An elderly woman is walking on a street filled with graffiti while dressed with a young, hip attire.","the old woman is dressed in a floral pattern dress with a hat on, very 1970's.",2
15942,3165943777410,Two boys playing on the slide in a playground.,The kids are the same gender.,0
15943,3165943777412,Two boys playing on the slide in a playground.,The boys are Mount Trashmore in Virginia Beach.,1
15944,3165943777411,Two boys playing on the slide in a playground.,The boys are watching Mickey Mouse Clubhouse in their hotel room.,2
16032,1522291943011,Three men are working on scaffolding on the side of a building.,A man cleans windows on a tall building.,2
16033,1522291943010,Three men are working on scaffolding on the side of a building.,Three construction workers install scaffolding on a building.,0
16034,1522291943012,Three men are working on scaffolding on the side of a building.,Construction workers build a skyscraper.,1
16035,1522291943111,Three construction workers are working on a scaffolding.,Three workers are on a tractor,2
16036,1522291943110,Three construction workers are working on a scaffolding.,Three workers are on a scaffolding,0
16037,1522291943112,Three construction workers are working on a scaffolding.,Three workers are on a scaffolding having lunch,1
16091,3367200276410,three men in a baseball field.,Three men are standing in the grass.,0
16092,3367200276412,three men in a baseball field.,The men are waiting for a ball to catch.,1
16093,3367200276411,three men in a baseball field.,"Three men are sitting in the bleachers, eating popcorn.",2
16124,3822476498012,"Plastic cup by his side, a portly bearded man wearing black shorts, black fedora, and plum-colored short-sleeved polo, rests on a portable folding chair on a grassy slope, reading a magazine and sporting earbuds.",A man is drinking a beverage.,1
16125,3822476498011,"Plastic cup by his side, a portly bearded man wearing black shorts, black fedora, and plum-colored short-sleeved polo, rests on a portable folding chair on a grassy slope, reading a magazine and sporting earbuds.",A man is indoors watching TV.,2
16126,3822476498010,"Plastic cup by his side, a portly bearded man wearing black shorts, black fedora, and plum-colored short-sleeved polo, rests on a portable folding chair on a grassy slope, reading a magazine and sporting earbuds.",A man is listening to music.,0
16148,4451503026410,Two boys near a goat in a petting zoo.,Two boys are petting a goat.,0
16149,4451503026411,Two boys near a goat in a petting zoo.,Two boys are scared to go near a goat at the petting zoo.,2
16150,4451503026412,Two boys near a goat in a petting zoo.,The boys are enjoying the petting zoo.,1
16256,281419391412,A broken down car during a race,There is a car that is broken down outdoors,1
16257,281419391410,A broken down car during a race,There is a car that is broken down,0
16258,281419391411,A broken down car during a race,There is a car that is driving,2
16454,4643839937212,A man wearing a plaid shirt uses a telescope to view the night sky.,An astronomer finds a new star in the sky.,1
16455,4643839937211,A man wearing a plaid shirt uses a telescope to view the night sky.,The sun shines down on a telescoper onlooker.,2
16456,4643839937210,A man wearing a plaid shirt uses a telescope to view the night sky.,A man looks up at the stars through his telescope.,0
16478,3945049632412,People wait for their luggage at an airport.,Men are waiting for their luggage.,1
16479,3945049632410,People wait for their luggage at an airport.,People are at a place where airplanes are.,0
16480,3945049632411,People wait for their luggage at an airport.,Dogs and cats are waiting for their luggage.,2
16508,27782020312,People on the city street walk past a puppet theater.,A puppet show talks to people walking down the street.,1
16509,27782020310,People on the city street walk past a puppet theater.,People walk past a puppet theater putting on a show.,0
16510,27782020311,People on the city street walk past a puppet theater.,Puppets come to live and terrorize a US city.,2
16535,7391785714012,Several smiling and screaming kids are on an amusement park ride.,There are kids yelling at eachother outdoors,1
16536,7391785714010,Several smiling and screaming kids are on an amusement park ride.,There are kids yelling,0
16537,7391785714011,Several smiling and screaming kids are on an amusement park ride.,There are kids not talking,2
16643,3217231044112,A smiling man wearing glasses holds a crying baby to his face.,A bald man is holding a baby.,1
16644,3217231044111,A smiling man wearing glasses holds a crying baby to his face.,A man is standing alone.,2
16645,3217231044110,A smiling man wearing glasses holds a crying baby to his face.,A man is holding a young baby.,0
16676,3086810882110,A dog runs across a barren ground casting a large shadow.,Ths shadow is of a dog,0
16677,3086810882112,A dog runs across a barren ground casting a large shadow.,The shadow is large,1
16678,3086810882111,A dog runs across a barren ground casting a large shadow.,The panda casts a large shadow,2
16745,531197115212,A dark-haired man in white walks by a storefront under the sign for a beauty parlor.,A man is having his hair cut in a beauty parlor.,1
16746,531197115210,A dark-haired man in white walks by a storefront under the sign for a beauty parlor.,A man walks by a beauty parlor.,0
16747,531197115211,A dark-haired man in white walks by a storefront under the sign for a beauty parlor.,A chair walked out of the beauty parlor.,2
16799,3380643902411,A longboarder catches himself before hitting the ground.,A longboarder has his dog with him.,2
16800,3380643902412,A longboarder catches himself before hitting the ground.,A longboarder is pretending to fall.,1
16801,3380643902410,A longboarder catches himself before hitting the ground.,A longboarder almost had an accident.,0
16951,4637051450310,Two women are walking through an urban setting with camping equipment.,The two women are carrying camping equipment but are not currently camping.,0
16952,4637051450312,Two women are walking through an urban setting with camping equipment.,The two women have just returned home from camping.,1
16953,4637051450311,Two women are walking through an urban setting with camping equipment.,The two women are carrying surfboards.,2
17032,4119439324010,A man wearing a pink shirt with black stripes is protecting himself from the rain using a newspaper.,It is raining outside.,0
17033,4119439324012,A man wearing a pink shirt with black stripes is protecting himself from the rain using a newspaper.,The man is on his way to work.,1
17034,4119439324011,A man wearing a pink shirt with black stripes is protecting himself from the rain using a newspaper.,"It's a beautiful blue, clear day outside.",2
17278,2200070339111,A young girl in striped pajamas holding her arms up.,The girl is outside in the rain.,1
17279,2200070339110,A young girl in striped pajamas holding her arms up.,The girl is inside her home.,0
17280,2200070339112,A young girl in striped pajamas holding her arms up.,The girl is ready for bed.,1
17398,275169881310,A woman shows a man something on her cellphone in the middle of a crowded street.,A woman shows a man something of interest on her phone.,0
17399,275169881311,A woman shows a man something on her cellphone in the middle of a crowded street.,A woman attempts to blind a man with a flash of light.,2
17400,275169881312,A woman shows a man something on her cellphone in the middle of a crowded street.,A woman and a man are taking pictures of others.,1
17422,1617438392112,A woman is leaning on the chair and playing the electric guitar.,A woman is rocking herself out of her own chair.,1
17423,1617438392110,A woman is leaning on the chair and playing the electric guitar.,A person is playing an instrument,0
17424,1617438392111,A woman is leaning on the chair and playing the electric guitar.,A woman is standing still,2
17546,8052328504310,A football player lands on his head.,The football player landing awkwardly on his head.,0
17547,8052328504312,A football player lands on his head.,The football player damaged his neck.,1
17548,8052328504311,A football player lands on his head.,The football player stands on the sideline.,2
17582,3899733725012,four men sit on a stage playing woodwind instruments looking at the four music stands in front of them which have the words The Thistle on them.,Four men are playing the Thistle on Oboes.,1
17583,3899733725011,four men sit on a stage playing woodwind instruments looking at the four music stands in front of them which have the words The Thistle on them.,Four men are standing in a room holding instruments.,0
17584,3899733725010,four men sit on a stage playing woodwind instruments looking at the four music stands in front of them which have the words The Thistle on them.,A group of men are playing The Thistle on instruments.,0
17627,4152320485011,Six people box apples in a grassy fields with leaves turning colors in the background.,Six people working in an orange grove.,2
17628,4152320485010,Six people box apples in a grassy fields with leaves turning colors in the background.,People boxing apples.,0
17629,4152320485012,Six people box apples in a grassy fields with leaves turning colors in the background.,People doing work at the orchard in fall.,1
17711,2445968431010,"People dressed as angels are walking on a street near Pike's Market in Seattle, Washington (the sign in the background).",They masquerade as angels on the streets of a busy marketplace,0
17712,2445968431012,"People dressed as angels are walking on a street near Pike's Market in Seattle, Washington (the sign in the background).",They dress as angels to recruit for their religion,1
17713,2445968431011,"People dressed as angels are walking on a street near Pike's Market in Seattle, Washington (the sign in the background).",Real angels walk through the streets of Seattle,2
17924,3309040155111,"A child in a brown, patterned jacket lays on a couch with a blue blanket",The couch is empty,2
17925,3309040155112,"A child in a brown, patterned jacket lays on a couch with a blue blanket",The child is about to nap,1
17926,3309040155110,"A child in a brown, patterned jacket lays on a couch with a blue blanket",A child is inside,0
18083,2549968784210,The little child is wearing blue goggles.,The child is wearing glasses.,0
18084,2549968784212,The little child is wearing blue goggles.,The child is wearing a bathing suit.,1
18085,2549968784211,The little child is wearing blue goggles.,The child is wearing a red mask.,2
18128,2653940812212,An old man squats near the water where there are boats docked.,A senior citizen takes in the view.,1
18129,2653940812210,An old man squats near the water where there are boats docked.,"Dockside, an elderly man surveys the scene.",0
18130,2653940812211,An old man squats near the water where there are boats docked.,"In the marina, an old lady sits cross legged near the rowboats.",2
18299,4867849913212,People walk around at a carnival where large stuffed animals are on display.,People exiting a carnival after it closes for the night.,1
18300,4867849913210,People walk around at a carnival where large stuffed animals are on display.,People walk past a display of carnival prizes.,0
18301,4867849913211,People walk around at a carnival where large stuffed animals are on display.,Two cats hissing at each other.,2
18499,4675458058312,This looks like a city street in Japan.,The stores have Japanese writing in the windows.,1
18500,4675458058310,This looks like a city street in Japan.,The street has many Asian stores.,0
18501,4675458058311,This looks like a city street in Japan.,The street has many American stores on it.,2
18508,3667157255211,Woman wearing two gold medals holding up her hands.,A woman is sad she lost the race.,2
18509,3667157255212,Woman wearing two gold medals holding up her hands.,A woman won two olymipic gold metals.,1
18510,3667157255210,Woman wearing two gold medals holding up her hands.,A woman has two gold medals around her neck.,0
18529,3601298556310,Girl making a weird face dancing in a parade.,A young parade performer thinks it's a good time for a silly face.,0
18530,3601298556312,Girl making a weird face dancing in a parade.,"While she's tap dancing in a parade, a girl takes a moment and makes a funny face.",1
18531,3601298556311,Girl making a weird face dancing in a parade.,The young parade dancer was fired after making obscene gestures at the crowd.,2
18712,7765740754012,"A woman in an orange blouse is glancing away from the picture while she dresses the hair of her friend, a girl who is grimacing and who is wearing a black tank top.",The woman is trying to take care of her friend.,1
18713,7765740754010,"A woman in an orange blouse is glancing away from the picture while she dresses the hair of her friend, a girl who is grimacing and who is wearing a black tank top.",The one girl is in pain.,0
18714,7765740754011,"A woman in an orange blouse is glancing away from the picture while she dresses the hair of her friend, a girl who is grimacing and who is wearing a black tank top.",The women are inside sleeping in their beds.,2
18829,7345191578110,People surrounding a telescope to view things at a great distance.,There are a group of people in this picture,0
18830,7345191578111,People surrounding a telescope to view things at a great distance.,they are having a buying jewelry at a party,2
18831,7345191578112,People surrounding a telescope to view things at a great distance.,Thy are waiting for a one hundred year event to take place,1
18883,4524196235411,A steel worker on the job.,He is at a party nowhere near his job.,2
18884,4524196235412,A steel worker on the job.,He is very tired.,1
18885,4524196235410,A steel worker on the job.,He is working to help make steel.,0
18999,5004651056012,A conductor of a train is inside the train working on it as two other men watch.,A conductor of train id repairing the train.,1
19000,5004651056011,A conductor of a train is inside the train working on it as two other men watch.,Two men are driving the train.,2
19001,5004651056010,A conductor of a train is inside the train working on it as two other men watch.,A conductor of train is on work.,0
19251,2840344516010,An orange lifeboat speeds away from its mobile launcher whilst a man in red watches it sail away.,someone watches a boat sail away,0
19252,2840344516012,An orange lifeboat speeds away from its mobile launcher whilst a man in red watches it sail away.,there is something on the water while a woman watches it,1
19253,2840344516011,An orange lifeboat speeds away from its mobile launcher whilst a man in red watches it sail away.,a woman watches a boat stay in place,2
19335,2107837987211,A little boy is ready to throw a stone into the water.,The boy is about to feed some ducks in the lake with bread crumbs.,2
19336,2107837987210,A little boy is ready to throw a stone into the water.,The boy is holding a stone in his hand.,0
19337,2107837987212,A little boy is ready to throw a stone into the water.,The boy is trying to hit a duck in the water.,1
19389,4814763982010,A shirtless man with a blue stick in each hand is carefully watching an in-air baton as a woman on his right looks forward.,There is a blue stick with man.,0
19390,4814763982012,A shirtless man with a blue stick in each hand is carefully watching an in-air baton as a woman on his right looks forward.,A shirtless man with blue stack is attracting the woman for money.,1
19391,4814763982011,A shirtless man with a blue stick in each hand is carefully watching an in-air baton as a woman on his right looks forward.,Man and woman shared blue stick,2
19458,4450806047011,A blond girl with a ponytail an glasses listens to earphones and carries a backpack.,A blond girl is having a conversation with her friends,2
19459,4450806047010,A blond girl with a ponytail an glasses listens to earphones and carries a backpack.,A blond girl is enjoying her music as she carries a school bag,0
19460,4450806047012,A blond girl with a ponytail an glasses listens to earphones and carries a backpack.,A blond girl is listening to her headphones while she's walking to school,1
19626,611301340010,A stadium full of soccer fans dressed in orange cheer at the 2007 UEFA Under-21 Football Championship in the Netherlands.,The fans in the stadium cheered.,0
19627,611301340011,A stadium full of soccer fans dressed in orange cheer at the 2007 UEFA Under-21 Football Championship in the Netherlands.,The group watched the soccer match on television.,2
19628,611301340012,A stadium full of soccer fans dressed in orange cheer at the 2007 UEFA Under-21 Football Championship in the Netherlands.,"The fans in the stands wore their team color, orange.",0
19740,4669966159211,A man in a colorful tie-dyed shirt walks past a nail salon.,The man is walking into the nail salon.,2
19741,4669966159212,A man in a colorful tie-dyed shirt walks past a nail salon.,He is heading towards the movies.,1
19742,4669966159210,A man in a colorful tie-dyed shirt walks past a nail salon.,A man is walking outside.,0
19833,4615085714010,A girl in a green and white striped hat looking down in front of a wall decorated with a painting of a man's face.,a girl is looking down from a wall,0
19834,4615085714012,A girl in a green and white striped hat looking down in front of a wall decorated with a painting of a man's face.,There is a painter admiring his work,1
19835,4615085714011,A girl in a green and white striped hat looking down in front of a wall decorated with a painting of a man's face.,a boy is in the picture,2
20118,2916920568212,A large group of people enjoying the beach.,A family is laying out on the beach.,1
20119,2916920568211,A large group of people enjoying the beach.,Dogs are running on the sand.,2
20120,2916920568210,A large group of people enjoying the beach.,Friends and family are having fun at the beach.,0
20244,5060850038312,Some leaping over a high bar in Barcelona.,The people are in a race.,1
20245,5060850038310,Some leaping over a high bar in Barcelona.,People are jumping high.,0
20246,5060850038311,Some leaping over a high bar in Barcelona.,The people are playing the limbo.,2
20367,5465722830112,A woman in a hat and sunglasses looks at some produce in an outdoor market.,The woman is thinking about buying the produce.,1
20368,5465722830110,A woman in a hat and sunglasses looks at some produce in an outdoor market.,A lady in is looking at fruits and vegetables in a market.,0
20369,5465722830111,A woman in a hat and sunglasses looks at some produce in an outdoor market.,The woman is looking at flowers.,2
20441,2895403073011,One dog is bearing its teeth at the other two dogs as they run beside the water.,A dog chasing three dogs by the ocean.,2
20442,2895403073010,One dog is bearing its teeth at the other two dogs as they run beside the water.,A dog watching two dogs as they play moving past the water.,0
20443,2895403073012,One dog is bearing its teeth at the other two dogs as they run beside the water.,A dog watching two dogs play with a ball by the water.,1
20498,4934808425010,Two teenage boys are racing- the one with long hair is winning.,Two boys are physically active.,0
20499,4934808425012,Two teenage boys are racing- the one with long hair is winning.,Two boys are above average height.,1
20500,4934808425011,Two teenage boys are racing- the one with long hair is winning.,A boy is racing against a girl.,2
20675,3774410210411,Two men boxing in a wired cage.,The cage is made of stones.,2
20676,3774410210412,Two men boxing in a wired cage.,Someone will win the boxing match.,1
20677,3774410210410,Two men boxing in a wired cage.,The men are hitting each other.,0
20690,3774410210312,Two men fighting in a MMA match.,they are talking loud,1
20691,3774410210310,Two men fighting in a MMA match.,the men are talking,0
20692,3774410210311,Two men fighting in a MMA match.,the people were on concrete,2
20864,4442382200210,A man is holding a cross with a photo of Jesus on it.,The man has a cross with a photo of Jesus and he is holding it.,0
20865,4442382200211,A man is holding a cross with a photo of Jesus on it.,The man is looking at the cross and walking away.,2
20866,4442382200212,A man is holding a cross with a photo of Jesus on it.,The man has a cross with a photo of Jesus and he is holding it because he is praying.,1
20870,4442382200411,Priest showing his love of Jesus with a cross.,priest wearing a heavy 250 kg cross,2
20871,4442382200410,Priest showing his love of Jesus with a cross.,priest has a cross,0
20872,4442382200412,Priest showing his love of Jesus with a cross.,cross showing the love of jesus towards mankind,1
20894,4403629017310,A woman is sowing an Indian artifact for an upcoming festival.,A woman working on repairs to an Indian artifact that will be sold at a festival.,0
20895,4403629017311,A woman is sowing an Indian artifact for an upcoming festival.,A woman sowing a blanket in her home.,2
20896,4403629017312,A woman is sowing an Indian artifact for an upcoming festival.,A woman making Indian Artifacts.,1
20906,3482879314411,A crowd watches a biker on a wire.,The wire is breaking and the biker is falling off.,2
20907,3482879314410,A crowd watches a biker on a wire.,The biker is riding his bike on the wire very outdoors.,0
20908,3482879314412,A crowd watches a biker on a wire.,The biker is afraid of falling off the wire.,1
20909,4685179348110,Four firefighters in full gear hold and spray a hose.,The firefighters were fighting a fire with the hose.,0
20910,4685179348112,Four firefighters in full gear hold and spray a hose.,The firefighters were doing their duty.,1
20911,4685179348111,Four firefighters in full gear hold and spray a hose.,The cops arrested the arsons.,2
21008,745880539112,A white dog emerges from a yellow tube on an obstacle course.,The dog is getting exercise at the obstacle course.,1
21009,745880539111,A white dog emerges from a yellow tube on an obstacle course.,A cat is playing with a mouse.,2
21010,745880539110,A white dog emerges from a yellow tube on an obstacle course.,A dog is leaving a yellow tube on the obstacle course.,0
