unique_id,difficulty_score,premise,hypothesis,true_label
4_1768a,0.25,A woman is on her hands and knees cleaning a rug.,A woman on all fours is cleaning a rug.,0
4_1768b,1.0,A woman is on her hands and knees cleaning a rug.,A woman is on her hands and knees cleaning a rug because she spilled red wine on it.,1
4_1768c,1.0,A woman is on her hands and knees cleaning a rug.,A woman on her hands and knees is spraying juice on a rug.,2
1_26108a,1.0,A man is standing on pavement holding a stick in his hand.,A man is standing on the ground,0
1_26108b,1.0,A man is standing on pavement holding a stick in his hand.,A woman is standing in the grass,2
1_26108c,0.5,A man is standing on pavement holding a stick in his hand.,A man is standing in the sun,1
2_5234a,0.0,Man at the beach with two dogs.,Someone is outside with his dogs.,1
2_5234b,1.0,Man at the beach with two dogs.,A man is at home with his cat.,2
2_5234c,0.75,Man at the beach with two dogs.,Man is at the beach with his two pets.,0
0_23829a,0.25,A woman is lying down next to her black cat.,A woman is lying down with her friendly cat.,1
0_23829b,1.0,A woman is lying down next to her black cat.,A woman is lying down with her pet.,0
0_23829c,1.0,A woman is lying down next to her black cat.,A woman is sleeping with her three dogs.,2
3_26065a,1.0,A man with a black cap is spray painting a mural.,The woman is spray painting.,2
3_26065b,1.0,A man with a black cap is spray painting a mural.,A man is wearing a hat.,0
3_26065c,0.5,A man with a black cap is spray painting a mural.,The main is painting a wall.,1
2_7203a,1.0,Several dogs swim in a pool and two black dogs are playing tug-of-war with a toy.,The pets are eating dog food.,2
2_7203b,0.75,Several dogs swim in a pool and two black dogs are playing tug-of-war with a toy.,The dogs are playing with a rope.,1
2_7203c,1.0,Several dogs swim in a pool and two black dogs are playing tug-of-war with a toy.,There are several dogs playing.,0
1_23280a,1.0,A woman with a drink and a woman with a cellphone.,Two women are near each other.,0
1_23280b,1.0,A woman with a drink and a woman with a cellphone.,Two women are watching t.v.,2
1_23280c,0.0,A woman with a drink and a woman with a cellphone.,Two women are out shopping at a mall.,1
2_11204a,0.25,a man in a bright green shirt and hard hat is climbing a tree.,There is a construction worker working on a telephone line.,1
2_11204b,1.0,a man in a bright green shirt and hard hat is climbing a tree.,There is a boy playing on the street.,2
2_11204c,1.0,a man in a bright green shirt and hard hat is climbing a tree.,There is someone climbing.,0
2_26370a,0.5,A man and woman kissing on their wedding day.,A husband and wife celebrate their marriage with a kiss.,0
2_26370b,1.0,A man and woman kissing on their wedding day.,The couple are swimming in the pool.,2
2_26370c,1.0,A man and woman kissing on their wedding day.,Two people attend a wedding service.,0
3_19525a,0.75,A woman is working on corsets in her office.,A woman is designing corsets in her office,0
3_19525b,0.75,A woman is working on corsets in her office.,A woman is disrobing to fit into a corset in her office,2
3_19525c,1.0,A woman is working on corsets in her office.,A woman is sewing together corsets in her office,1
0_3111a,1.0,A man with a red flag with a bull.,A man riding a horse.,2
0_3111b,1.0,A man with a red flag with a bull.,The man intends to anger the bull.,1
0_3111c,0.0,A man with a red flag with a bull.,A matador,-1
4_23181a,1.0,People are standing in a restaurant with yellow walls.,People are waiting to eat at the Mexican restaurant.,1
4_23181b,1.0,People are standing in a restaurant with yellow walls.,People are standing at the nail salon.,2
4_23181c,0.25,People are standing in a restaurant with yellow walls.,The people are in a colorful restaurant.,0
0_18848a,0.5,A little boy is playing on a wet stone surface.,the boy is making snow angels,2
0_18848b,1.0,A little boy is playing on a wet stone surface.,a boy is playing leapfrog on wet stone,1
0_18848c,1.0,A little boy is playing on a wet stone surface.,a boy is playing on wet stone.,0
0_26547a,0.0,Shirtless man holding a green fruit out toward the camera.,A shirtless man holding fruit near a camera.,1
0_26547b,1.0,Shirtless man holding a green fruit out toward the camera.,A man with no shirt showing the camera a green fruit.,0
0_26547c,1.0,Shirtless man holding a green fruit out toward the camera.,A uniformed man taking a green fruit away from a cameraman.,2
3_26322a,0.25,A white and black dog leaps through long grass in a field.,The grass hasn't been mowed recently.,0
3_26322b,1.0,A white and black dog leaps through long grass in a field.,The dog is chasing a cat.,1
3_26322c,1.0,A white and black dog leaps through long grass in a field.,The field is barren.,2
3_28198a,1.0,"A crowd of people, many wearing blue ""LABOR DAY 2010"" shirts walk down a street, the 3 people in the foreground include a woman with a stroller, and a man with a young boy on his shoulders.","A group of people are walking down the street, including both men and women.",0
3_28198b,0.5,"A crowd of people, many wearing blue ""LABOR DAY 2010"" shirts walk down a street, the 3 people in the foreground include a woman with a stroller, and a man with a young boy on his shoulders.",It is Labor Day.,1
3_28198c,0.5,"A crowd of people, many wearing blue ""LABOR DAY 2010"" shirts walk down a street, the 3 people in the foreground include a woman with a stroller, and a man with a young boy on his shoulders.",The young boy is on his mother's shoulders.,2
2_1453a,1.0,An elderly couple is walking in between a large row of American flags.,The elderly couple is visiting a war memorial.,1
2_1453b,0.75,An elderly couple is walking in between a large row of American flags.,The elderly couple is in Ireland.,2
2_1453c,1.0,An elderly couple is walking in between a large row of American flags.,An elderly couple is taking a walk.,0
2_24570a,1.0,Another hot summer days work.,Someone is sleeping in the winter.,2
2_24570b,1.0,Another hot summer days work.,Someone is working in the summer.,0
2_24570c,0.0,Another hot summer days work.,Someone is working outside in the summer.,1
2_27672a,1.0,People sit down on stools to enjoy a quick bite to eat.,People walk away after eating dinner,2
2_27672b,1.0,People sit down on stools to enjoy a quick bite to eat.,People sit down on stools to enjoy some food,0
2_27672c,0.25,People sit down on stools to enjoy a quick bite to eat.,People sit down and prepare a meal,1
2_3061a,1.0,An Indian woman using a pulley to obtain a jug.,A women is using a lever to get a container.,0
2_3061b,1.0,An Indian woman using a pulley to obtain a jug.,A woman is pouring wine into a glass.,2
2_3061c,0.75,An Indian woman using a pulley to obtain a jug.,A woman is trying to collect water.,1
2_16299a,1.0,Three women and a man around a table as if having a meeting.,Three women and a man in a meeting.,0
2_16299b,1.0,Three women and a man around a table as if having a meeting.,Some people around a fireplace.,2
2_16299c,0.0,Three women and a man around a table as if having a meeting.,Some people around a table.,1
2_3325a,0.0,"Dark bushes, siluettes of people, clouds.",There are clouds.,2
2_3325b,0.0,"Dark bushes, siluettes of people, clouds.",The bushes are bushy,0
2_3325c,0.25,"Dark bushes, siluettes of people, clouds.",There are lots of people,1
3_15932a,1.0,"Two men playing volleyball, the man in red shorts bunts the volleyball over the net.",Two men are playing on a volleyball court.,0
3_15932b,0.5,"Two men playing volleyball, the man in red shorts bunts the volleyball over the net.","Two men are playing volleyball, the man in the red shorts dives for the ball.",2
3_15932c,1.0,"Two men playing volleyball, the man in red shorts bunts the volleyball over the net.",Two men are playing their friends at volleyball.,1
1_23733a,1.0,A black dog jumping into a large pool.,The black dog jumps into the ocean.,2
1_23733b,1.0,A black dog jumping into a large pool.,The dog loves to swim.,1
1_23733c,0.75,A black dog jumping into a large pool.,The dog will soon be in the pool.,0
4_482a,0.25,A woman walking down a crowded street,The woman is picking up her baby from daycare.,2
4_482b,1.0,A woman walking down a crowded street,A woman is shopping.,1
4_482c,1.0,A woman walking down a crowded street,She is outside.,0
2_14179a,1.0,The lady with the book is reading to a small group of people.,A lady reads to a small group of young girls.,1
2_14179b,1.0,The lady with the book is reading to a small group of people.,A lady reads to a small group.,0
2_14179c,0.5,The lady with the book is reading to a small group of people.,A lady reads to herself at night.,2
2_7198a,0.5,"Two men in jeans and white sneakers are walking in an urban area, and a couple of women are nearby.",Two men have matching outfits.,1
2_7198b,0.75,"Two men in jeans and white sneakers are walking in an urban area, and a couple of women are nearby.",Two men are wearing the same kind of pants.,0
2_7198c,1.0,"Two men in jeans and white sneakers are walking in an urban area, and a couple of women are nearby.",A couple of women are far away from the men.,2
4_649a,1.0,A woman wearing a dress is standing on a lighted stage singing into a microphone in front of a large crowd.,A man is singing into a microphone.,2
4_649b,1.0,A woman wearing a dress is standing on a lighted stage singing into a microphone in front of a large crowd.,A woman is performing.,0
4_649c,0.25,A woman wearing a dress is standing on a lighted stage singing into a microphone in front of a large crowd.,The stage is indoors.,1
1_25933a,0.75,People in a subway station waiting for their train.,A man is talking loudly into his cellphone at the trainstation.,1
1_25933b,1.0,People in a subway station waiting for their train.,People are using public transportation.,0
1_25933c,1.0,People in a subway station waiting for their train.,People are waiting at the airport gate for the plane.,2
4_26131a,0.0,Two women and a child standing by the water.,Two women and a child are inside.,1
4_26131b,1.0,Two women and a child standing by the water.,Two women and a child are outdoors by the water.,0
4_26131c,1.0,Two women and a child standing by the water.,The people are riding on a boat.,2
1_26770a,1.0,"Young man in is holding surfboard with young girl on surfboard, both in black attire with wave behind them.",A man is holding a surfboard.,0
1_26770b,1.0,"Young man in is holding surfboard with young girl on surfboard, both in black attire with wave behind them.",The girl is blonde.,1
1_26770c,0.25,"Young man in is holding surfboard with young girl on surfboard, both in black attire with wave behind them.",The man is on the surfboard.,2
3_4378a,1.0,A woman wearing a white hat examines an item in a store.,a woman examines an earring at a store,1
3_4378b,1.0,A woman wearing a white hat examines an item in a store.,a woman calls her friend,2
3_4378c,0.5,A woman wearing a white hat examines an item in a store.,a woman goes shopping at a store,0
0_10907a,0.25,A man is holding a Santa Clause statue over his head.,The man has his hands up.,0
0_10907b,0.75,A man is holding a Santa Clause statue over his head.,The man is waving his hands.,2
0_10907c,1.0,A man is holding a Santa Clause statue over his head.,The man is going to trhow the statue.,1
2_19093a,0.0,A child peeks his head out from some flowers.,child hides behind flowers,1
2_19093b,0.25,A child peeks his head out from some flowers.,child plucking flowers from a field,2
2_19093c,1.0,A child peeks his head out from some flowers.,child looks out from behind a bunch of flowers,0
4_13391a,1.0,A group a people walk around the corner near a brick building.,A group of people are heading into a building.,1
4_13391b,0.5,A group a people walk around the corner near a brick building.,People are walking on a sidewalk.,0
4_13391c,1.0,A group a people walk around the corner near a brick building.,A group of people are talking in a bar.,2
0_1839a,1.0,a lone bicyclist jumping in the air over a ramp.,A person is riding a bicycle.,0
0_1839b,0.75,a lone bicyclist jumping in the air over a ramp.,A man performs a stunt on a bicycle.,1
0_1839c,1.0,a lone bicyclist jumping in the air over a ramp.,A person is riding a unicycle.,2
3_13328a,1.0,A man talks to a boy in a vacant area.,Two people are sitting in a restaurant.,2
3_13328b,0.0,A man talks to a boy in a vacant area.,Two people are outside.,1
3_13328c,1.0,A man talks to a boy in a vacant area.,Two people are talking.,0
0_9882a,1.0,A young tennis player stretches for a ball on a clay court.,A tennis player is in a swimming pool.,2
0_9882b,1.0,A young tennis player stretches for a ball on a clay court.,A tennis player is on a court.,0
0_9882c,0.5,A young tennis player stretches for a ball on a clay court.,A tennis player is holding a racket.,1
4_889a,0.75,A man sitting on a bench with his bike parked at the rail.,A man is sitting on a bench eating lunch,1
4_889b,1.0,A man sitting on a bench with his bike parked at the rail.,A man is eating lunch at home,2
4_889c,1.0,A man sitting on a bench with his bike parked at the rail.,A man is sitting on a bench outside,0
1_14899a,0.0,Women who look alike are performing on a stage.,Twins are singing on stage.,1
1_14899b,1.0,Women who look alike are performing on a stage.,Women are singing in the bathtub.,2
1_14899c,1.0,Women who look alike are performing on a stage.,People are on a stage performing.,0
1_16437a,0.25,A soccer player kicks a ball into the unmanned goal.,The soccer player misses his shot,2
1_16437b,0.25,A soccer player kicks a ball into the unmanned goal.,The soccer player scores.,0
1_16437c,1.0,A soccer player kicks a ball into the unmanned goal.,The soccer player wins the game winning point,1
4_2047a,1.0,An old woman getting ready to move her belongings after along day auction held at the church compound,a woman is near a church compount,0
4_2047b,0.5,An old woman getting ready to move her belongings after along day auction held at the church compound,a woman cathers her beloging and gives them to someone else,1
4_2047c,0.75,An old woman getting ready to move her belongings after along day auction held at the church compound,a man is near a church compount,2
2_20668a,1.0,A brown-haired child is sitting on machinery.,A brown haired boy sets beside a sewing machine.,1
2_20668b,0.0,A brown-haired child is sitting on machinery.,A brown haired kid is resting on a generator.,0
2_20668c,1.0,A brown-haired child is sitting on machinery.,A blond haired boy runs past a sewing machine.,2
3_8864a,1.0,A boy poses for a picture and in the background a man is hanging by a rope.,The boy poses for a picture in front of a dinosaur.,2
3_8864b,1.0,A boy poses for a picture and in the background a man is hanging by a rope.,And adult and a child are in this picture.,0
3_8864c,0.5,A boy poses for a picture and in the background a man is hanging by a rope.,The man has been lynched.,1
1_6580a,0.0,A small tourist train approaching a tunnel.,The small train is giving people a tour of the surrounding area.,0
1_6580b,1.0,A small tourist train approaching a tunnel.,The small train is approaching the dark tunnel and the mother is hoping it doesn't scare her little girl.,1
1_6580c,0.75,A small tourist train approaching a tunnel.,The doesn't have any passenger cars.,2
3_1538a,0.0,A man is looking at a TV screen in a restaurant.,A man is watching the sports game at the bar.,1
3_1538b,0.25,A man is looking at a TV screen in a restaurant.,A man is staring at his terrible tasting food.,2
3_1538c,1.0,A man is looking at a TV screen in a restaurant.,A man is look at a TV screen.,0
3_1046a,1.0,A blond girl poses for a picture at Kerry Park in Seattle.,A girl is outside in a park.,0
3_1046b,1.0,A blond girl poses for a picture at Kerry Park in Seattle.,A model at a photo shoot in a park.,1
3_1046c,0.5,A blond girl poses for a picture at Kerry Park in Seattle.,Girl posing for a picture in front of a train station.,2
3_12506a,1.0,A worker cutting a stone with a power saw.,The worker is using a tool,0
3_12506b,0.75,A worker cutting a stone with a power saw.,The worker just replaced the saw blade,1
3_12506c,1.0,A worker cutting a stone with a power saw.,The saw is cutting a herring,2
3_7561a,0.25,A young girl in a dress runs along a street toward the camera.,A girl runs away from a predator.,1
3_7561b,1.0,A young girl in a dress runs along a street toward the camera.,A girl runs down the street.,0
3_7561c,1.0,A young girl in a dress runs along a street toward the camera.,A boy walks down an alley.,2
1_16433a,0.75,A man is using a leaf blower while wearing a mask.,A man is chasing a kid with a leaf blower.,1
1_16433b,0.5,A man is using a leaf blower while wearing a mask.,A man is playing with a leaf blower.,1
1_16433c,0.0,A man is using a leaf blower while wearing a mask.,The man is cleaning up the leaves in a yard.,0
2_5189a,0.25,"Two dogs in a rocky field, face to face, with a stick between them.","Two dogs in a field, playing with a stick.",0
2_5189b,1.0,"Two dogs in a rocky field, face to face, with a stick between them.","Two dogs in a park, running to catch a ball.",2
2_5189c,1.0,"Two dogs in a rocky field, face to face, with a stick between them.","Two black dogs in a rocky field, face to face, with a white stick between them.",1
0_20150a,0.5,Two men and a woman in rain gear stand in the middle of a wet road.,A trio in rain slickers get wet in the road.,0
0_20150b,1.0,Two men and a woman in rain gear stand in the middle of a wet road.,A lone man in a Speedo rides the waves.,2
0_20150c,0.0,Two men and a woman in rain gear stand in the middle of a wet road.,Three people stand in the road.,1
3_2376a,0.75,Two boys in button-up shirts and kakhis each standing on one leg.,Two kids are exercising.,1
3_2376b,1.0,Two boys in button-up shirts and kakhis each standing on one leg.,Two kids stand on one leg.,0
3_2376c,1.0,Two boys in button-up shirts and kakhis each standing on one leg.,Two old people stand on both legs.,2
3_21315a,0.0,A man steps off of a boulder.,A guy jumps from a stone.,1
3_21315b,1.0,A man steps off of a boulder.,A male adult steps from a large rock.,0
3_21315c,0.25,A man steps off of a boulder.,A person scales a large cliff.,2
4_21717a,1.0,People standing and walking around in front of a shopping area.,A variety of people in front of a shopping area.,0
4_21717b,0.5,People standing and walking around in front of a shopping area.,A variety of people shopping.,1
4_21717c,1.0,People standing and walking around in front of a shopping area.,A group of people sit in a field.,2
4_23605a,0.75,Shirtless guy is cooking up some food.,The man in the shirt is cooking.,2
4_23605b,1.0,Shirtless guy is cooking up some food.,A man with no shirt is cooking.,0
4_23605c,1.0,Shirtless guy is cooking up some food.,The barbecue is very warm.,1
4_848a,0.75,Two boys near a goat in a petting zoo.,Two boys are petting a goat.,0
4_848b,0.25,Two boys near a goat in a petting zoo.,Two boys are scared to go near a goat at the petting zoo.,2
4_848c,1.0,Two boys near a goat in a petting zoo.,The boys are enjoying the petting zoo.,1
0_24798a,1.0,Man in striped shirt sitting at table with blond boy.,The man is the boy's father.,1
0_24798b,1.0,Man in striped shirt sitting at table with blond boy.,The man is wearing a plaid shirt.,2
0_24798c,0.5,Man in striped shirt sitting at table with blond boy.,Two people are sitting at a single table.,0
4_931a,1.0,A girl laying on something that floats in water while wearing a bathing suit.,The sun is bearing down on the girl.,1
4_931b,0.0,A girl laying on something that floats in water while wearing a bathing suit.,The girl is floating in the pool.,0
4_931c,1.0,A girl laying on something that floats in water while wearing a bathing suit.,The girl is walking thru the snow.,2
1_12952a,1.0,There are women in St Patrick's Day costumes,Women are sleeping.,2
1_12952b,1.0,There are women in St Patrick's Day costumes,There are women in costumes.,0
1_12952c,0.25,There are women in St Patrick's Day costumes,It's St patrick's day.,1
1_6310a,1.0,A man in a white shirt and blue jeans rides his bicycle by a brick building.,A man owns a Schwinn.,1
1_6310b,0.5,A man in a white shirt and blue jeans rides his bicycle by a brick building.,A man is riding his bike down the street.,0
1_6310c,1.0,A man in a white shirt and blue jeans rides his bicycle by a brick building.,A man has no feet.,2
4_8130a,1.0,A boy jumping with a sunset in the background.,The boy is juming for joy.,1
4_8130b,0.75,A boy jumping with a sunset in the background.,It is evening.,0
4_8130c,1.0,A boy jumping with a sunset in the background.,The boy is sitting in the dark.,2
2_1394a,0.0,This group of boys are fishing off of a bridge.,Boys are playing on a bridge.,1
2_1394b,1.0,This group of boys are fishing off of a bridge.,Boys are fishing.,0
2_1394c,1.0,This group of boys are fishing off of a bridge.,Boys are fighting.,2
4_16429a,1.0,"A person, crouching on a surfboard, is surfing in a body of water.",A person is surfing.,0
4_16429b,0.25,"A person, crouching on a surfboard, is surfing in a body of water.",A person is floating in the water.,2
4_16429c,1.0,"A person, crouching on a surfboard, is surfing in a body of water.",A person is surfing in a competition.,1
1_26813a,0.5,Fathers reach out to their children encouraging them to jump into pool with them.,Fathers are teaching their kids to swim.,1
1_26813b,1.0,Fathers reach out to their children encouraging them to jump into pool with them.,Father encourage their kids to jump into the pool.,0
1_26813c,1.0,Fathers reach out to their children encouraging them to jump into pool with them.,Fathers encourage their kids to climb a tree.,2
4_9058a,0.75,A man is grilling kebabs on a barbecue.,The man is grilling for the elephants sitting at the picnic table.,2
4_9058b,0.75,A man is grilling kebabs on a barbecue.,A man is standing by a grill.,0
4_9058c,0.75,A man is grilling kebabs on a barbecue.,There are flames coming from the grill.,1
0_20669a,0.5,An elderly couple are standing next to a statue of people kissing.,An elderly couple are waiting next to a statue of people kissing,0
0_20669b,0.0,An elderly couple are standing next to a statue of people kissing.,An elderly couple are disgusted next to a statue of people kissing,2
0_20669c,0.25,An elderly couple are standing next to a statue of people kissing.,An elderly couple are observing a statue of people kissing,1
1_9923a,0.0,Kansas City Chiefs practicing football at training camp.,Kansas City Chiefs were training.,1
1_9923b,0.75,Kansas City Chiefs practicing football at training camp.,The football team were in the locker room.,2
1_9923c,0.75,Kansas City Chiefs practicing football at training camp.,Kansas City Chiefs were training at the football  training camp.,0
0_28387a,0.25,a man is hailing a cab or giving a peace sign in a city,The man is showing his middle finger in the city.,2
0_28387b,0.5,a man is hailing a cab or giving a peace sign in a city,The man wants to promote peace.,1
0_28387c,0.0,a man is hailing a cab or giving a peace sign in a city,The man is throwing up a peace sign.,0
0_14500a,0.25,The white dog is running.,The white dog has no legs but he runs anyway.,1
0_14500b,0.75,The white dog is running.,The dog can't breath.,2
0_14500c,0.25,The white dog is running.,The shite dog is prancing.,0
1_2282a,0.25,A pair of twins in a playful fight.,Two children are fighting.,2
1_2282b,0.5,A pair of twins in a playful fight.,Two boys are wrestling.,1
1_2282c,0.75,A pair of twins in a playful fight.,Twins are play fighting.,0
0_19640a,0.75,"A man with a brown shirt, gray vest and black cap plays an electric bass.","There is an artist that is dressed in gray, brown and black that plays guitar.",0
0_19640b,0.5,"A man with a brown shirt, gray vest and black cap plays an electric bass.",There is a group of musicians that stands out because of their tye-dyed clothing.,2
0_19640c,0.0,"A man with a brown shirt, gray vest and black cap plays an electric bass.",There is a guitar player that is dressed in brightly color clothing.,1
3_16844a,0.25,A person skis down a steep snowy hill.,a person skis down the mountain trail,0
3_16844b,0.75,A person skis down a steep snowy hill.,a person was having a snowball battle outside,2
3_16844c,0.0,A person skis down a steep snowy hill.,a person rode the ski lift up the mountain,1
0_18839a,0.75,Two people on a bicycle wearing large helmets with the person in back dressed in purple standing on footrests at the back of the bike.,The person in front is driving the person in back somewhere as part of his job.,1
0_18839b,0.5,Two people on a bicycle wearing large helmets with the person in back dressed in purple standing on footrests at the back of the bike.,The two people are each riding their own bicycle.,2
0_18839c,0.75,Two people on a bicycle wearing large helmets with the person in back dressed in purple standing on footrests at the back of the bike.,Two people are sharing a bicycle.,0
1_22747a,0.25,two girls wearing an army uniform.,well army dressed girls walking in the road.,0
1_22747b,0.0,two girls wearing an army uniform.,girls wearing the swimsuit.,1
1_22747c,0.5,two girls wearing an army uniform.,man are watching the girls.,2
2_6058a,0.25,A young man skateboarding across the street.,man rounding street,1
2_6058b,0.25,A young man skateboarding across the street.,a many rounding on the street using skateboarding,0
2_6058c,0.0,A young man skateboarding across the street.,man going,2
0_1887a,0.5,A man sitting on the ground with the back tire off of his bike.,A man is repairing the third wheel of his bicycle.,2
0_1887b,0.75,A man sitting on the ground with the back tire off of his bike.,The man is repairing one of his bike tires.,1
0_1887c,0.5,A man sitting on the ground with the back tire off of his bike.,The bicycle is missing a wheel.,0
0_24396a,0.0,Two baseball players are trying to catch this ball and not dance with each other.,Two men knock into each other at the World Series.,1
0_24396b,0.25,Two baseball players are trying to catch this ball and not dance with each other.,Two men almost collide.,0
0_24396c,0.75,Two baseball players are trying to catch this ball and not dance with each other.,Two men are in the dugout.,2
3_17165a,0.75,A woman with a beverage and a guy walking behind her.,The guy walked behind the bar towards the woman.,1
3_17165b,0.0,A woman with a beverage and a guy walking behind her.,The woman walked around the bar.,2
3_17165c,0.0,A woman with a beverage and a guy walking behind her.,The guy walked behind the bar.,0
2_26180a,0.25,A man is looking outside of a window.,The men is standing next to a window.,2
2_26180b,0.5,A man is looking outside of a window.,The man is looking outside his windows.,0
2_26180c,0.75,A man is looking outside of a window.,The men is looking at the trees.,1
1_19699a,0.0,A march to protest the construction of a coal power plant.,A protest march was taking place.,1
1_19699b,0.5,A march to protest the construction of a coal power plant.,The rally for life was taking place downtown.,2
1_19699c,0.75,A march to protest the construction of a coal power plant.,A protest march was taking place due to the coal power plant.,0
1_21304a,0.5,A man sitting in a backyard with wood and a pallet.,The man is with an animal.,1
1_21304b,0.0,A man sitting in a backyard with wood and a pallet.,The man has enough wood for a house.,2
1_21304c,0.0,A man sitting in a backyard with wood and a pallet.,The man is at a home.,0
1_12369a,0.25,A man sitting with his small dog.,the man is excersizing,2
1_12369b,0.5,A man sitting with his small dog.,man is relaxing with his dog,0
1_12369c,0.0,A man sitting with his small dog.,the dog is tiny,1
0_27545a,0.25,A man in jeans painting a wall.,That guy is applying paint to the wall with spatula.,2
0_27545b,0.75,A man in jeans painting a wall.,The man is changing the look of the room.,0
0_27545c,0.75,A man in jeans painting a wall.,Painters often dress casually when working.,0
3_5704a,0.0,Two people talking to a lady in a gym who has a tattoo on her arm.,Two women are at the gym.,1
3_5704b,0.5,Two people talking to a lady in a gym who has a tattoo on her arm.,Two women haven't been to the gym in a year.,2
3_5704c,0.75,Two people talking to a lady in a gym who has a tattoo on her arm.,Two women are done working out.,1
4_16105a,0.25,A box is in front of a likeness of a wizard on the street.,There is a box near a lizard statue,0
4_16105b,0.75,A box is in front of a likeness of a wizard on the street.,There is trash near the lizard statue,1
4_16105c,0.75,A box is in front of a likeness of a wizard on the street.,there is a lizard statue in the box,2
2_25017a,0.0,A small child wearing a hat and coat holding a large ball.,A child is picking up a golf ball.,2
2_25017b,0.5,A small child wearing a hat and coat holding a large ball.,A kid in a baseball cap is holding a basketball.,1
2_25017c,0.0,A small child wearing a hat and coat holding a large ball.,A child wearing outdoor dress is holding a ball.,-1
0_18406a,0.75,A young girl in red bathing suit is in the pool.,A girl was ready to swim today.,0
0_18406b,0.25,A young girl in red bathing suit is in the pool.,A girl dresses up very warm.,2
0_18406c,0.5,A young girl in red bathing suit is in the pool.,A girl is swimming.,1
3_2987a,0.75,A person is squatting at the end of a pier near a lake.,A PERSON IS SQUATTING IN A LAKE.,2
3_2987b,0.25,A person is squatting at the end of a pier near a lake.,A PERSON IS QUATTING AT THE END OF A PIER,1
3_2987c,0.5,A person is squatting at the end of a pier near a lake.,A PERSON IS STANDING ON THE END OF A PIER.,0
1_10418a,0.75,Salmon on cedar planks on a grill.,Someone is getting ready to cook fish.,0
1_10418b,0.25,Salmon on cedar planks on a grill.,A man is killing fish for fun.,2
1_10418c,0.75,Salmon on cedar planks on a grill.,Delicious fish is going to be served.,1
3_6302a,0.75,A woman with feathers in her hair and a henna tattoo on her face is looking off-screen.,the woman is acting,1
3_6302b,0.5,A woman with feathers in her hair and a henna tattoo on her face is looking off-screen.,the woman is talking,2
3_6302c,0.0,A woman with feathers in her hair and a henna tattoo on her face is looking off-screen.,the woman is on tv,0
0_6421a,0.25,An old man is playing a stringed instrument on a small stage while some people sit at tables listening and other people pass by.,An old man plays for a small audience.,1
0_6421b,0.75,An old man is playing a stringed instrument on a small stage while some people sit at tables listening and other people pass by.,An old man is playing a stringed instrument in a large theater.,2
0_6421c,0.0,An old man is playing a stringed instrument on a small stage while some people sit at tables listening and other people pass by.,"An old man performs on a stringed instrument on a makeshift stage while people sit and listen, and others pass by.",1
4_6195a,0.25,Person in white shirt standing outside with a buffer machine.,A well-muscled man strikes a pose in a tight white T-shirt for photographers.,2
4_6195b,0.5,Person in white shirt standing outside with a buffer machine.,A janitor fumbles for his keys so he can let himself in to buff the floor.,1
4_6195c,0.5,Person in white shirt standing outside with a buffer machine.,A person gets ready to buff something.,0
2_2136a,0.0,Children play in a soccer game.,the boy liked cowboys,1
2_2136b,0.75,Children play in a soccer game.,the child was 18 years old,2
2_2136c,0.0,Children play in a soccer game.,two boys ride skateboard,0
4_1869a,0.25,"A brunette male reaching over a cubicle with a pointy stick, popping balloons.",a man pops balloons in the office,0
4_1869b,0.5,"A brunette male reaching over a cubicle with a pointy stick, popping balloons.",balloons being popped by office worker,1
4_1869c,0.25,"A brunette male reaching over a cubicle with a pointy stick, popping balloons.",a man blows up balloons,2
3_20198a,0.5,person skiing off a mountain,A person skiis down a snowy mountain,0
3_20198b,0.75,person skiing off a mountain,There is no snow on the mountain the person is on,2
3_20198c,0.0,person skiing off a mountain,The mountain is full of skiiers and skateboarders,1
4_19333a,0.75,A group of people gather and take pictures in an inner city common grounds.,the crew is getting ready to pick up trash,2
4_19333b,0.25,A group of people gather and take pictures in an inner city common grounds.,a photographer is waiting for the right lighting,1
4_19333c,0.0,A group of people gather and take pictures in an inner city common grounds.,people are looking at the ghetto,0
0_12280a,0.75,Three individuals are playing a game of Monopoly.,Three individuals are rolling dice.,1
0_12280b,0.5,Three individuals are playing a game of Monopoly.,Three individuals have eaten all the monopoly money.,2
0_12280c,0.0,Three individuals are playing a game of Monopoly.,Three individuals are sitting at a table.,0
0_23822a,0.75,A construction worker pauses to wipe sweat from his brow.,they are girls there too,2
0_23822b,0.25,A construction worker pauses to wipe sweat from his brow.,the men are talking,0
0_23822c,0.75,A construction worker pauses to wipe sweat from his brow.,the boy liked cowboys,1
1_18912a,0.5,A male is breakdancing in front of an audience.,A man is dancing for an audiance.,0
1_18912b,0.5,A male is breakdancing in front of an audience.,A man is dancing disco.,2
1_18912c,0.75,A male is breakdancing in front of an audience.,A man is doing a headspin.,1
3_26179a,0.75,A blond woman is handing from a red pole.,A blond woman on a red post.,0
3_26179b,0.25,A blond woman is handing from a red pole.,An actor handing out poles.,2
3_26179c,0.25,A blond woman is handing from a red pole.,A blond actress hangs from a trapeze.,1
0_20043a,0.5,A group of men in white coats are walking through the street.,Models walk down the run way.,2
0_20043b,0.25,A group of men in white coats are walking through the street.,Scientists run to publish their results.,1
0_20043c,0.0,A group of men in white coats are walking through the street.,Men in white lab coats walk.,0
2_17150a,0.75,"Three children are practicing martial arts, all of them have different colored belts.",A martial arts class.,0
