unique_id,true_label,model_0_predicted_label,model_0_accuracy,model_1_predicted_label,model_1_accuracy,model_2_predicted_label,model_2_accuracy,model_3_predicted_label,model_3_accuracy,difficulty_score
4_2294a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2294b,1,1,1.0,2,0.0,1,1.0,1,1.0,0.75
4_2294c,2,2,1.0,1,0.0,1,0.0,2,1.0,0.5
4_2295a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2295b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2295c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2296a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2296b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2296c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2297a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2297b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2297c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2298a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2298b,2,1,0.0,2,1.0,1,0.0,1,0.0,0.25
4_2298c,0,0,1.0,1,0.0,0,1.0,0,1.0,0.75
4_2299a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2299b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2299c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2300a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2300b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2300c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2301a,2,1,0.0,2,1.0,1,0.0,2,1.0,0.5
4_2301b,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
4_2301c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2302a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2302b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2302c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2303a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2303b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2303c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2304a,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
4_2304b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2304c,1,1,1.0,1,1.0,1,1.0,0,0.0,0.75
4_2305a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2305b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2305c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2306a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2306b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2306c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2307a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2307b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2307c,1,2,0.0,0,0.0,0,0.0,0,0.0,0.0
4_2308a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2308b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2308c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2309a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2309b,1,1,1.0,1,1.0,1,1.0,2,0.0,0.75
4_2309c,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
4_2310a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2310b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2310c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2311a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2311b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2311c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
4_2312a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2312b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2312c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2313a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2313b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2313c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2314a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2314b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2314c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
4_2315a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2315b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2315c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2316a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2316b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2316c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2317a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2317b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2317c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2318a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2318b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2318c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2319a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2319b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2319c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2320a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2320b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2320c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2321a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2321b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2321c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2322a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2322b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2322c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2323a,0,1,0.0,0,1.0,1,0.0,1,0.0,0.25
4_2323b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2323c,2,1,0.0,1,0.0,1,0.0,1,0.0,0.0
4_2324a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2324b,2,2,1.0,0,0.0,2,1.0,2,1.0,0.75
4_2324c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2325a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2325b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2325c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2326a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2326b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2326c,0,0,1.0,0,1.0,1,0.0,0,1.0,0.75
4_2327a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2327b,1,1,1.0,2,0.0,2,0.0,1,1.0,0.5
4_2327c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2328a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2328b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2328c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2329a,0,2,0.0,2,0.0,2,0.0,2,0.0,0.0
4_2329b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2329c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2330a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2330b,0,0,1.0,0,1.0,0,1.0,2,0.0,0.75
4_2330c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
4_2331a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2331b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2331c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2332a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2332b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2332c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
4_2333a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2333b,1,1,1.0,1,1.0,1,1.0,2,0.0,0.75
4_2333c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2334a,2,0,0.0,2,1.0,0,0.0,0,0.0,0.25
4_2334b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2334c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2335a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2335b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2335c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2336a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2336b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2336c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2337a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2337b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2337c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2338a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2338b,2,2,1.0,2,1.0,1,0.0,2,1.0,0.75
4_2338c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2339a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2339b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2339c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2340a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2340b,0,2,0.0,0,1.0,0,1.0,0,1.0,0.75
4_2340c,1,2,0.0,1,1.0,2,0.0,1,1.0,0.5
4_2341a,1,1,1.0,1,1.0,0,0.0,1,1.0,0.75
4_2341b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2341c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2342a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2342b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2342c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2343a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2343b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2343c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2344a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2344b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2344c,1,1,1.0,1,1.0,2,0.0,1,1.0,0.75
4_2345a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2345b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2345c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2346a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2346b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2346c,0,0,1.0,1,0.0,1,0.0,1,0.0,0.25
4_2347a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2347b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2347c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2348a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2348b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2348c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2349a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2349b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2349c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2350a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2350b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2350c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2351a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2351b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2351c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2352a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2352b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2352c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2353a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2353b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2353c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2354a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2354b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2354c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2355a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2355b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2355c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2356a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2356b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2356c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2357a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2357b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2357c,2,1,0.0,0,0.0,0,0.0,0,0.0,0.0
4_2358a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2358b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2358c,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
4_2359a,2,2,1.0,0,0.0,2,1.0,0,0.0,0.5
4_2359b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2359c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2360a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2360b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2360c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2361a,0,1,0.0,1,0.0,0,1.0,0,1.0,0.5
4_2361b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2361c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2362a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2362b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2362c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2363a,1,1,1.0,2,0.0,2,0.0,2,0.0,0.25
4_2363b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2363c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2364a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2364b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2364c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2365a,0,1,0.0,0,1.0,1,0.0,1,0.0,0.25
4_2365b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2365c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2366a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2366b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2366c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2367a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2367b,0,2,0.0,0,1.0,0,1.0,2,0.0,0.5
4_2367c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2368a,1,1,1.0,0,0.0,1,1.0,1,1.0,0.75
4_2368b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2368c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2369a,0,1,0.0,0,1.0,1,0.0,1,0.0,0.25
4_2369b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2369c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2370a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2370b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2370c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2371a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2371b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2371c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2372a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2372b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2372c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2373a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2373b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2373c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2374a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2374b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2374c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2375a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2375b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2375c,1,0,0.0,1,1.0,1,1.0,1,1.0,0.75
4_2376a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2376b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2376c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2377a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2377b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2377c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2378a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2378b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2378c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2379a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2379b,1,2,0.0,2,0.0,2,0.0,2,0.0,0.0
4_2379c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2380a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2380b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2380c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2381a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2381b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2381c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2382a,0,1,0.0,0,1.0,1,0.0,1,0.0,0.25
4_2382b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2382c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2383a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2383b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2383c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2384a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2384b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2384c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2385a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2385b,1,1,1.0,1,1.0,0,0.0,0,0.0,0.5
4_2385c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2386a,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
4_2386b,1,0,0.0,0,0.0,0,0.0,1,1.0,0.25
4_2386c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2387a,1,1,1.0,1,1.0,0,0.0,0,0.0,0.5
4_2387b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2387c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2388a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2388b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2388c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2389a,2,1,0.0,2,1.0,2,1.0,2,1.0,0.75
4_2389b,1,1,1.0,2,0.0,1,1.0,1,1.0,0.75
4_2389c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2390a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2390b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2390c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2391a,1,1,1.0,2,0.0,1,1.0,1,1.0,0.75
4_2391b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2391c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2392a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2392b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2392c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2393a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2393b,1,1,1.0,0,0.0,0,0.0,0,0.0,0.25
4_2393c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2394a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2394b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2394c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2395a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2395b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2395c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2396a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2396b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2396c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2397a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2397b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2397c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2398a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2398b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2398c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2399a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2399b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2399c,2,1,0.0,1,0.0,2,1.0,1,0.0,0.25
4_2400a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2400b,1,1,1.0,2,0.0,1,1.0,1,1.0,0.75
4_2400c,2,2,1.0,1,0.0,2,1.0,2,1.0,0.75
4_2401a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2401b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2401c,0,1,0.0,1,0.0,0,1.0,0,1.0,0.5
4_2402a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2402b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2402c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2403a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2403b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2403c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2404a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2404b,2,2,1.0,0,0.0,1,0.0,0,0.0,0.25
4_2404c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2405a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2405b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2405c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2406a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2406b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2406c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2407a,0,0,1.0,0,1.0,0,1.0,1,0.0,0.75
4_2407b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2407c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2408a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2408b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2408c,0,0,1.0,0,1.0,0,1.0,1,0.0,0.75
4_2409a,0,1,0.0,1,0.0,0,1.0,0,1.0,0.5
4_2409b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2409c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2410a,2,1,0.0,1,0.0,1,0.0,1,0.0,0.0
4_2410b,1,1,1.0,0,0.0,1,1.0,1,1.0,0.75
4_2410c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2411a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2411b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2411c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2412a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2412b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2412c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2413a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2413b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2413c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2414a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2414b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2414c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2415a,0,0,1.0,0,1.0,2,0.0,2,0.0,0.5
4_2415b,1,0,0.0,0,0.0,2,0.0,2,0.0,0.0
4_2415c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2416a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2416b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2416c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2417a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2417b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2417c,0,2,0.0,0,1.0,0,1.0,0,1.0,0.75
4_2418a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2418b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2418c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2419a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2419b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2419c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2420a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2420b,2,2,1.0,2,1.0,0,0.0,2,1.0,0.75
4_2420c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2421a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2421b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_2421c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_2422a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_2422b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
