premise,hypothesis,label,unique_id
A person skis down a snowy mountain.,The person is snowboarding.,2,4_5855a
A person skis down a snowy mountain.,The person will crash.,1,4_5855b
A person skis down a snowy mountain.,The person is outside.,0,4_5855c
A young boy is playing with a colorful streamer.,The boy is playing outside,1,4_5878a
A young boy is playing with a colorful streamer.,The boy is young,0,4_5878b
A young boy is playing with a colorful streamer.,The boy is asleep,2,4_5878c
A man carrying a sack along a body of water.,A person swims in the lake.,2,4_6013a
A man carrying a sack along a body of water.,A person walks near the water.,1,4_6013b
A man carrying a sack along a body of water.,A person carries a sack by the shoreline.,0,4_6013c
An older man in yellow holds a figurine.,a man in a yellow hat holds a ceramic monkey,1,4_6090a
An older man in yellow holds a figurine.,a man holds a figurine,0,4_6090b
An older man in yellow holds a figurine.,A yellow man feels ill,2,4_6090c
A masked man helps burn a flag.,A masked man is protesting.,1,4_6223a
A masked man helps burn a flag.,A masked man is burning a national symbol.,0,4_6223b
A masked man helps burn a flag.,A man in a mask is celebrating Halloween.,2,4_6223c
A group of adults be led by an older gentleman in an exercise involving a group-effort to stabilize a long rod.,The adults are with an older gentleman,0,4_6229a
A group of adults be led by an older gentleman in an exercise involving a group-effort to stabilize a long rod.,The adults are sleeping.,2,4_6229b
A group of adults be led by an older gentleman in an exercise involving a group-effort to stabilize a long rod.,THe adults are working out,1,4_6229c
Group of people pick up something that is on fire.,People are near a fire.,0,4_6233a
Group of people pick up something that is on fire.,People are throwing snow balls.,2,4_6233b
Group of people pick up something that is on fire.,People pick up a stick that is on fire.,1,4_6233c
Two men compete in a karate tournament.,Daniel and Billy fight in the finals of the All-City Karate tournament.,1,4_6240a
Two men compete in a karate tournament.,A karate tournament features two men competing.,0,4_6240b
Two men compete in a karate tournament.,Two men compete in a bowling tournament.,2,4_6240c
A man with a red shirt and glasses holding a newspaper in a building.,He is outdoors.,2,4_6279a
A man with a red shirt and glasses holding a newspaper in a building.,The man does not have perfect vision.,0,4_6279b
A man with a red shirt and glasses holding a newspaper in a building.,He is reading the business section.,1,4_6279c
A group of friends sit together for a picture in their bathing suits.,A group of people are running down the street.,2,4_6287a
A group of friends sit together for a picture in their bathing suits.,A group of people are sitting on the beach.,1,4_6287b
A group of friends sit together for a picture in their bathing suits.,A group of people are getting their picture taken.,0,4_6287c
A person wearing a red and black uniform is holding a bat and wearing a red batter's helmet while a girl sits behind in the same uniform.,A person wearing a uniform holding a bat and wearing ahelmet and a females is behind him in the same outfit.,0,4_6301a
A person wearing a red and black uniform is holding a bat and wearing a red batter's helmet while a girl sits behind in the same uniform.,A people doing march past in the open.,2,4_6301b
A person wearing a red and black uniform is holding a bat and wearing a red batter's helmet while a girl sits behind in the same uniform.,A person trying to impress a girl in the same uniform.,1,4_6301c
Four ladies are sitting on a bench while 3 are stand close by.,"Seven ladies all standing, waiting for a bus.",2,4_6329a
Four ladies are sitting on a bench while 3 are stand close by.,"Four ladies sitting on a bench, with three others standing nearby.",0,4_6329b
Four ladies are sitting on a bench while 3 are stand close by.,The ladies sitting are all wearing sunglasses.,1,4_6329c
Two men drinking at a bar making funny faces.,men drinking at a bar,0,4_6457a
Two men drinking at a bar making funny faces.,men drinking at a bar after work,1,4_6457b
Two men drinking at a bar making funny faces.,women drinking at home,2,4_6457c
two girls dress up for halloween.,Two girls are dressed up.,0,4_6516a
two girls dress up for halloween.,Two girls are sking.,2,4_6516b
two girls dress up for halloween.,Two girls are about to go trick and treating.,1,4_6516c
A man wearing a green shirt jumping off a rock.,The man is laid up in the hospital after a snake bite.,2,4_6518a
A man wearing a green shirt jumping off a rock.,The mans favorite color is green.,1,4_6518b
A man wearing a green shirt jumping off a rock.,A man is outside.,0,4_6518c
"A man and women walks together, both with white shirts, holding balloons.",There is a man and woman walking together,0,4_6540a
"A man and women walks together, both with white shirts, holding balloons.",There are two women walking together.,2,4_6540b
"A man and women walks together, both with white shirts, holding balloons.",The balloons the man and woman are carrying have smiley faces on them.,1,4_6540c
A young male child wearing a hat and jacket is pointing to the sign above him.,A boy points to the Stop sign above him.,1,4_6592a
A young male child wearing a hat and jacket is pointing to the sign above him.,A boy points to the yellow flag above him.,2,4_6592b
A young male child wearing a hat and jacket is pointing to the sign above him.,A boy points his finger.,0,4_6592c
Two men hold colorful Mylar balloons shaped like animals on the side of a road while a small child looks on.,The men are holding something while the child is watching them.,0,4_6672a
Two men hold colorful Mylar balloons shaped like animals on the side of a road while a small child looks on.,The men are holding volleyballs while the child watches.,2,4_6672b
Two men hold colorful Mylar balloons shaped like animals on the side of a road while a small child looks on.,The men are holding seven balloons and the child is watching them.,1,4_6672c
Two women power walking in the streets.,Two women running in the streets.,2,4_6694a
Two women power walking in the streets.,Two people walking outside.,0,4_6694b
Two women power walking in the streets.,Two women outside talking to each other.,1,4_6694c
The crowd is gathering for an event at Best Buy.,The crowd is gathering at Staples.,2,4_6866a
The crowd is gathering for an event at Best Buy.,The crowd is waiting for the release of a product.,1,4_6866b
The crowd is gathering for an event at Best Buy.,The crowd is gathering a best buy.,0,4_6866c
A female athlete is using a throwing device for a sport.,A female athlete is using a throwing device for a sport,0,4_6884a
A female athlete is using a throwing device for a sport.,The female threw knives for a living just to make money to get by,2,4_6884b
A female athlete is using a throwing device for a sport.,The throwing device the female athlete works perfectly,1,4_6884c
A basketball player in a white uniform is making a jump shot against a team wearing black uniforms.,Nobody is playing,2,4_6888a
A basketball player in a white uniform is making a jump shot against a team wearing black uniforms.,Humans playing,0,4_6888b
A basketball player in a white uniform is making a jump shot against a team wearing black uniforms.,Tall humans playing,1,4_6888c
Two volleyball girls team both jumping for a double high-five,Girls are playing volleyball.,0,4_6902a
Two volleyball girls team both jumping for a double high-five,Girls are dancing.,2,4_6902b
Two volleyball girls team both jumping for a double high-five,Two teams are playing volleyball.,1,4_6902c
A woman is stepping up onto the sidewalk near a garage door in a residential neighborhood.,She is going for a walk,1,4_6914a
A woman is stepping up onto the sidewalk near a garage door in a residential neighborhood.,The woman is sitting on the couch,2,4_6914b
A woman is stepping up onto the sidewalk near a garage door in a residential neighborhood.,The woman is in a neighborhood,0,4_6914c
A young girl is holding her teddy bear while riding a pony.,A young boy plays with monster trucks.,2,4_6941a
A young girl is holding her teddy bear while riding a pony.,A young girl holds her teddy bear.,0,4_6941b
A young girl is holding her teddy bear while riding a pony.,A young blonde girl holds her teddy bear.,1,4_6941c
A man chiseling a large piece of rock.,A man with no tools is working on a small piece of wood.,2,4_6968a
A man chiseling a large piece of rock.,A man with a tool is working on a large piece of rock.,0,4_6968b
A man chiseling a large piece of rock.,A man with tools is working on a large piece of granite.,1,4_6968c
A woman is enjoying a meal outside.,Someone is eating.,0,4_6985a
A woman is enjoying a meal outside.,Someone is seated in a restaurant.,2,4_6985b
A woman is enjoying a meal outside.,Someone is eating from a bowl.,1,4_6985c
Lady in red sweatshirt taking a walk on a rocky hill.,A lady is dead on the hill.,2,4_7005a
Lady in red sweatshirt taking a walk on a rocky hill.,A lady is wearing a sweatshirt.,0,4_7005b
Lady in red sweatshirt taking a walk on a rocky hill.,A lady is on a rocky hill.,1,4_7005c
people row in a crew boat.,The people are rowing in a boat,0,4_7021a
people row in a crew boat.,the people are outside,1,4_7021b
people row in a crew boat.,The people are fighting each other.,2,4_7021c
Little child in red shorts playing in the sand on a beach.,Little child in yellow shorts playing in the sand on a beach.,2,4_7056a
Little child in red shorts playing in the sand on a beach.,Person playing in the sand.,0,4_7056b
Little child in red shorts playing in the sand on a beach.,Little child in red shorts builds a sand castle on a beach.,1,4_7056c
A crew of workers replacing an old roof.,Some of the crew of workers are on the roof.,0,4_7134a
A crew of workers replacing an old roof.,The crew of workers are performing a dance.,2,4_7134b
A crew of workers replacing an old roof.,The crew workers are using tools.,1,4_7134c
A football player in red and white is talking to a coach.,The house has yellow paint.,2,4_7165a
A football player in red and white is talking to a coach.,A football is talking with a superior.,0,4_7165b
A football player in red and white is talking to a coach.,There is a football game going on.,1,4_7165c
A man is riding on top of a bull,A man is riding a bull.,0,4_7187a
A man is riding on top of a bull,A man is in a rodeo.,1,4_7187b
A man is riding on top of a bull,A man is sleeping.,2,4_7187c
A young boy in red swim trunks is jumping into a pool.,A young boy is mid-air as he jumps into a pool.,1,4_7197a
A young boy in red swim trunks is jumping into a pool.,A boy in blue trunks is swimming.,2,4_7197b
A young boy in red swim trunks is jumping into a pool.,A boy is having fun at the pool.,0,4_7197c
A man with frightening makeup and studded leather clothing is playing a bass guitar at a rock concert.,This is an orchestra show.,2,4_7217a
A man with frightening makeup and studded leather clothing is playing a bass guitar at a rock concert.,The man is in costume.,0,4_7217b
A man with frightening makeup and studded leather clothing is playing a bass guitar at a rock concert.,The band plays metal.,1,4_7217c
Old man with black shirt throws hands up while sitting next to white woman and white man.,There is more than one person in this photo.,0,4_7224a
Old man with black shirt throws hands up while sitting next to white woman and white man.,The old man is dancing on a stage.,2,4_7224b
Old man with black shirt throws hands up while sitting next to white woman and white man.,The old man is smiling.,1,4_7224c
A woman pushing a cart of fruit.,A man carries a box of bananas.,2,4_7289a
A woman pushing a cart of fruit.,A woman pushes a cart.,0,4_7289b
A woman pushing a cart of fruit.,A woman transports groceries home.,1,4_7289c
A toddler sitting on a green and white striped blanket in a very grassy area.,Many people are on a blanket.,1,4_7305a
A toddler sitting on a green and white striped blanket in a very grassy area.,There is no blanket.,2,4_7305b
A toddler sitting on a green and white striped blanket in a very grassy area.,Someone is on a blanket.,0,4_7305c
Girl in black jacket sifting powdered sugar over a chocolate cake.,The girl in a black jacket puts chocolate cake batter into the oven to bake.,2,4_7315a
Girl in black jacket sifting powdered sugar over a chocolate cake.,The chocolate cake is for a group of people to eat.,1,4_7315b
Girl in black jacket sifting powdered sugar over a chocolate cake.,The girl is preparing a chocolate cake.,0,4_7315c
A young boy wearing a blue shirt cooking in the kitchen,A young boy is wearing clothes.,0,4_7363a
A young boy wearing a blue shirt cooking in the kitchen,A young man is eating out.,2,4_7363b
A young boy wearing a blue shirt cooking in the kitchen,A young boy is cooking noodles.,1,4_7363c
A large brown dog is jumping into a pond.,The dog is outside.,0,4_7458a
A large brown dog is jumping into a pond.,The dog is chasing the ball into the pond.,1,4_7458b
A large brown dog is jumping into a pond.,The dog is leaping over the small pond.,2,4_7458c
A black dog running toward the camera.,A black dog running towards the camera man calling him.,1,4_7468a
A black dog running toward the camera.,A cat running away from the camera man.,2,4_7468b
A black dog running toward the camera.,A dog running.,0,4_7468c
A man is using a camera in a stadium.,A guy recording something.,0,4_7502a
A man is using a camera in a stadium.,A man uses monocle.,2,4_7502b
A man is using a camera in a stadium.,A guy is recording a action in a stadium,1,4_7502c
Two kids are looking in a small mirror while sitting at a table.,Two children put on makeup as they look at a mirror.,1,4_7506a
Two kids are looking in a small mirror while sitting at a table.,Two children sit at a table.,0,4_7506b
Two kids are looking in a small mirror while sitting at a table.,Two children play dress up in their room.,2,4_7506c
"Elderly male in yellow shirt, surrounded by concrete brick layers atop a mound of sand and dirt.",An old man is building with bricks near a dirt pile.,1,4_7541a
"Elderly male in yellow shirt, surrounded by concrete brick layers atop a mound of sand and dirt.",An old man  and a dirt pile.,0,4_7541b
"Elderly male in yellow shirt, surrounded by concrete brick layers atop a mound of sand and dirt.",A young man is reading.,2,4_7541c
Two men in a kitchen cooking food on a stove.,Two men are relaxing poolside.,2,4_7624a
Two men in a kitchen cooking food on a stove.,Two men are preparing dinner.,1,4_7624b
Two men in a kitchen cooking food on a stove.,There are people in a kithcen.,0,4_7624c
A group of young adult males look like they are screaming.,No humans.,2,4_7629a
A group of young adult males look like they are screaming.,Some humans in a group.,0,4_7629b
A group of young adult males look like they are screaming.,Tall humans in a group,1,4_7629c
A football player being tackled during a game.,there is someone playing a game,0,4_7708a
A football player being tackled during a game.,the player is making coconut milk,2,4_7708b
A football player being tackled during a game.,the football player gets injured while being tackled,1,4_7708c
Little boy standing bu a wall looking at a toy train go by.,The little boy loved trains.,1,4_7746a
Little boy standing bu a wall looking at a toy train go by.,The little boy was standing by a wall.,0,4_7746b
Little boy standing bu a wall looking at a toy train go by.,The little boy was running with his friends.,2,4_7746c
A man in a suit is talking on a microphone.,The man is a motivational speaker at an event.,1,4_7758a
A man in a suit is talking on a microphone.,The man in the suit is using a megaphone to communicate to the audience.,2,4_7758b
A man in a suit is talking on a microphone.,The man's voice is amplied through the PA.,0,4_7758c
This older gentleman enjoys playing his instrument.,The old man loves playing jazz.,1,4_7799a
This older gentleman enjoys playing his instrument.,The man enjoys making music.,0,4_7799b
This older gentleman enjoys playing his instrument.,A shining coin.,2,4_7799c
A bull runs from an aggressive dog behind him.,A dog runs from an aggressive bull behind him.,2,4_7822a
A bull runs from an aggressive dog behind him.,An animal chasing another animal.,0,4_7822b
A bull runs from an aggressive dog behind him.,A dog trying to herd a bull back into his pen.,1,4_7822c
A young boy smiling as he rides down an inflatable water slide.,A child is playing outdoors.,0,4_7847a
A young boy smiling as he rides down an inflatable water slide.,A kid shows excitement during a trip to the water park.,1,4_7847b
A young boy smiling as he rides down an inflatable water slide.,The schoolboy watches cartoons in the kitchen.,2,4_7847c
little girl standing on a wall,The girl is sitting on the wall.,2,4_7893a
little girl standing on a wall,The girl is standing on a wall.,0,4_7893b
little girl standing on a wall,The girl is standing on the wall with her family.,1,4_7893c
A young man is emptying a bucket full of water in front of a large fountain.,A sad man is emptying a bucket full of water in front of a large fountain.,1,4_7963a
A young man is emptying a bucket full of water in front of a large fountain.,A young person is emptying a bucket full of water in front of a large fountain.,0,4_7963b
A young man is emptying a bucket full of water in front of a large fountain.,A young woman is emptying a bucket full of water in front of a large fountain.,2,4_7963c
An Asian man playing a musical pipe type Yamaha instrument with foam covered sticks in front of a red sign written in Chinese.,An asian man plays an instrument.,0,4_8005a
An Asian man playing a musical pipe type Yamaha instrument with foam covered sticks in front of a red sign written in Chinese.,An asian man plays for passerbys.,1,4_8005b
An Asian man playing a musical pipe type Yamaha instrument with foam covered sticks in front of a red sign written in Chinese.,An asian man is walking the tightrope.,2,4_8005c
Two elderly men walking along the water wearing swim caps.,The men are wearing business suits.,2,4_8022a
Two elderly men walking along the water wearing swim caps.,The men have just went swimming.,1,4_8022b
Two elderly men walking along the water wearing swim caps.,The men are wearing swim gear.,0,4_8022c
A man sits and reads the newspaper in a laundry mat.,A man sits and reads a newspaper.,0,4_8025a
A man sits and reads the newspaper in a laundry mat.,A man stands and reads a magazine.,2,4_8025b
A man sits and reads the newspaper in a laundry mat.,A man is waiting for something.,1,4_8025c
A woman with floppy brown hair in red playing an electric guitar.,A woman is playing a electric guitar.,0,4_8068a
A woman with floppy brown hair in red playing an electric guitar.,Woman with brown hair in red also can play electric guitar.,1,4_8068b
A woman with floppy brown hair in red playing an electric guitar.,Black hair woman are not known to play electric guitar.,2,4_8068c
A man in a garage is photographing an object.,The man is a photographer,0,4_8082a
A man in a garage is photographing an object.,The man is in a field.,2,4_8082b
A man in a garage is photographing an object.,The man is taking a picture of a car.,1,4_8082c
Five constructions workers in orange jumpsuits and hard hats on four levels of a construction project.,women wearing hard hats work hard,2,4_8124a
Five constructions workers in orange jumpsuits and hard hats on four levels of a construction project.,convicts that are working construction do a large project together,1,4_8124b
Five constructions workers in orange jumpsuits and hard hats on four levels of a construction project.,construction workers wearing orange suits and helmets work on a multi leveled project,0,4_8124c
White dog leaving blue-striped tent.,A pooch exits a tent.,0,4_8132a
White dog leaving blue-striped tent.,A dog exits a circus tent.,1,4_8132b
White dog leaving blue-striped tent.,A white cat leaves a tent.,2,4_8132c
Mother and daughter wearing Alice in wonderland customs are posing for a picture.,Two people are taking a picture at Disneyworld.,1,4_8148a
Mother and daughter wearing Alice in wonderland customs are posing for a picture.,Two people are sleeping at the Disney Castle.,2,4_8148b
Mother and daughter wearing Alice in wonderland customs are posing for a picture.,Two people are posing for the camera.,0,4_8148c
a little boy crying beside a coin operated ride.,He doesnt have money to ride,1,4_8177a
a little boy crying beside a coin operated ride.,This boy is on a ride,2,4_8177b
a little boy crying beside a coin operated ride.,This boy is sad,0,4_8177c
A celebrated dance in a parade.,A tribal dance at a public event.,1,4_8186a
A celebrated dance in a parade.,Dancing in a parade.,0,4_8186b
A celebrated dance in a parade.,A float goes through a parade.,2,4_8186c
Two young girls are playing in a kitchen.,Two girls wait for their mother.,1,4_8229a
Two young girls are playing in a kitchen.,Two girls watch TV in the living room.,2,4_8229b
Two young girls are playing in a kitchen.,Two girls play indoors.,0,4_8229c
a little boy and a little girl wearing water wings are running on a path beside a black fence.,Funny people wearing wings,1,4_8239a
a little boy and a little girl wearing water wings are running on a path beside a black fence.,Nobody is wearing wings,2,4_8239b
a little boy and a little girl wearing water wings are running on a path beside a black fence.,People wearing wings,0,4_8239c
The girl with the long ponytail prepared to throw the ball to another player on the field.,The young woman is writing a term paper.,2,4_8347a
The girl with the long ponytail prepared to throw the ball to another player on the field.,A long-haired girl is about to throw the ball to her teammate.,0,4_8347b
The girl with the long ponytail prepared to throw the ball to another player on the field.,The girl is about to throw a softball to her friend.,1,4_8347c
A kid wearing a hat climbing in a rope playground.,A funny person in a hat,1,4_8545a
A kid wearing a hat climbing in a rope playground.,A human with a hat,0,4_8545b
A kid wearing a hat climbing in a rope playground.,Nobody has a hat,2,4_8545c
A boy is shining the shoe of a woman in a skirt and a pink sweater while a man with a broom and dustpan watches.,Nobody is shining,2,4_8560a
A boy is shining the shoe of a woman in a skirt and a pink sweater while a man with a broom and dustpan watches.,A human is shining,0,4_8560b
A boy is shining the shoe of a woman in a skirt and a pink sweater while a man with a broom and dustpan watches.,A tall human shining,1,4_8560c
A little pigtailed girl in a pink sweatshirt grabs the leg of a young boy.,The boy screams at the girl.,1,4_8584a
A little pigtailed girl in a pink sweatshirt grabs the leg of a young boy.,The girl is grabbing the boy.,0,4_8584b
A little pigtailed girl in a pink sweatshirt grabs the leg of a young boy.,The boy and girl are grounded in their own rooms.,2,4_8584c
Tehse people are exercising using the Oriental Ti Chi.,A woman teaching in class.,2,4_8610a
Tehse people are exercising using the Oriental Ti Chi.,Chinese people training in To Chi,0,4_8610b
Tehse people are exercising using the Oriental Ti Chi.,Students being taught sports.,1,4_8610c
Women wearing sunglasses.,A woman is not wearing anything on her face.,2,4_8631a
Women wearing sunglasses.,A woman has her eyes covered.,0,4_8631b
Women wearing sunglasses.,A woman is trying to keep the sun out of her eyes.,1,4_8631c
"A lady in shorts walking past a graffiti wall passing a furniture store, with tables and chairs stacked.",the woman is looking at the furniture.,1,4_8651a
"A lady in shorts walking past a graffiti wall passing a furniture store, with tables and chairs stacked.",there is a lady wearing a dress.,2,4_8651b
"A lady in shorts walking past a graffiti wall passing a furniture store, with tables and chairs stacked.",there is a woman walking outside.,0,4_8651c
A group of children are folding colorful paper while sitting on a blanket outside.,Children are outside.,0,4_8667a
A group of children are folding colorful paper while sitting on a blanket outside.,Children are in class.,2,4_8667b
A group of children are folding colorful paper while sitting on a blanket outside.,Children are napping.,2,4_8667c
A group of kids are sitting next to each other on a green cloth trading materials.,Kid plays alone.,2,4_8668a
A group of kids are sitting next to each other on a green cloth trading materials.,The children having picnic.,1,4_8668b
A group of kids are sitting next to each other on a green cloth trading materials.,The children spend time together.,0,4_8668c
man wearing red shirt and jeans at an atm,A man is swimming in a lake.,2,4_8680a
man wearing red shirt and jeans at an atm,A man is wearing clothes.,0,4_8680b
man wearing red shirt and jeans at an atm,A man is indoors.,1,4_8680c
Two people unwrapping packages.,they opened the cat,2,4_8686a
Two people unwrapping packages.,they opened the packages for lunch,1,4_8686b
Two people unwrapping packages.,they opened the packages,0,4_8686c
A man sits with his guitar while a man in a peach shirt holds a walking stick.,A man plays music.,0,4_8691a
A man sits with his guitar while a man in a peach shirt holds a walking stick.,Chuck hits Greg with his cane for being crappy at the guitar.,2,4_8691b
A man sits with his guitar while a man in a peach shirt holds a walking stick.,Two people hanging out.,1,4_8691c
A motorcycle rider spinning his tires in a circle.,The tires are making lots of smoke.,1,4_8699a
A motorcycle rider spinning his tires in a circle.,The biker is jumping over his bike.,2,4_8699b
A motorcycle rider spinning his tires in a circle.,The rider is spinning his tires.,0,4_8699c
Man in a plaid shirt jumping on some rocks that make him appear to be soaring over a valley.,A man is jumping on rocks.,0,4_8704a
Man in a plaid shirt jumping on some rocks that make him appear to be soaring over a valley.,A man is testing his jumping power,1,4_8704b
Man in a plaid shirt jumping on some rocks that make him appear to be soaring over a valley.,A man is on a bus,2,4_8704c
A very young female is sitting and looking at a book she is about to open.,A young lady is looking at a book.,0,4_8743a
A very young female is sitting and looking at a book she is about to open.,A young lady is contemplating whether she actually wants to read or play video games.,1,4_8743b
A very young female is sitting and looking at a book she is about to open.,A young boy is throwing books into the fire.,2,4_8743c
A female child turns the page of a book while she sits on a colorful stool,A girl runs through the yard.,2,4_8744a
A female child turns the page of a book while she sits on a colorful stool,A girl acts out the characters from the book with different voices.,1,4_8744b
A female child turns the page of a book while she sits on a colorful stool,A girl is reading a book.,0,4_8744c
Two men in the woods using a chainsaw to cut some trees.,People are working outside.,0,4_8749a
Two men in the woods using a chainsaw to cut some trees.,Men are cutting down trees for lumbar for the nearby house.,1,4_8749b
Two men in the woods using a chainsaw to cut some trees.,The men are using an axe to cut down trees.,2,4_8749c
A woman is pouring an orange beverage into glasses at a banquet table.,The woman is eating steak with her bare hands,2,4_8774a
A woman is pouring an orange beverage into glasses at a banquet table.,The woman is pouring drinks,0,4_8774b
A woman is pouring an orange beverage into glasses at a banquet table.,The drinks are very healthy,1,4_8774c
Two female street performers wearing transparent skirts perform while wearing white face paint.,The women regret wearing transparent skirts as they perform.,1,4_8846a
Two female street performers wearing transparent skirts perform while wearing white face paint.,The women regret not wearing any face paint.,2,4_8846b
Two female street performers wearing transparent skirts perform while wearing white face paint.,Two white faced women performing in the street.,0,4_8846c
A man in a brown outfit and sandals is sweeping a stone floor.,The man in brown is operating a vacuum.,2,4_8925a
A man in a brown outfit and sandals is sweeping a stone floor.,The worker cleans up the exhibit.,1,4_8925b
A man in a brown outfit and sandals is sweeping a stone floor.,The sweeper wears an outfit of brown and open toed shoes.,0,4_8925c
A brown and black dog with a red and blue collar stands on a brown grassy surface with water droplets all around.,A huge dog with a collar,1,4_9013a
A brown and black dog with a red and blue collar stands on a brown grassy surface with water droplets all around.,No dog has a collar,2,4_9013b
A brown and black dog with a red and blue collar stands on a brown grassy surface with water droplets all around.,A dog with a collar,0,4_9013c
Five boys competing in a sport are wearing orange or blue are looking up with arms outstretched.,A teacher excuses the class.,2,4_9067a
Five boys competing in a sport are wearing orange or blue are looking up with arms outstretched.,Boys playing a volleyball game on the beach.,1,4_9067b
Five boys competing in a sport are wearing orange or blue are looking up with arms outstretched.,Boys playing a game are wearing orange or blue.,0,4_9067c
A collie plays with a white ball in a field of green grass.,The ball is green,2,4_9106a
A collie plays with a white ball in a field of green grass.,The ball is white,0,4_9106b
A collie plays with a white ball in a field of green grass.,The collie is old,1,4_9106c
Two men are standing in a boat on the water.,The two men are in a trcuk.,2,4_9109a
Two men are standing in a boat on the water.,The two men are on a sinking boat.,1,4_9109b
Two men are standing in a boat on the water.,The two men are on the water.,0,4_9109c
Two men in a kitchen fist pumping.,Two people fist pumping.,0,4_9116a
Two men in a kitchen fist pumping.,Two young men  in a kitchen fist pumping and making ceviche.,1,4_9116b
Two men in a kitchen fist pumping.,A crew ship being tossed around by a hurricane.,2,4_9116c
A man stands in front of a statue.,A statue sits alone in a park,2,4_9126a
A man stands in front of a statue.,A man stares at a statue in a train station,1,4_9126b
A man stands in front of a statue.,A man admires a work of art,0,4_9126c
"A baby girl holding a red plastic box in one hand and eating from it with the other, some of it on her face.",The girl is young,0,4_9128a
"A baby girl holding a red plastic box in one hand and eating from it with the other, some of it on her face.",The girl is ten years old,2,4_9128b
"A baby girl holding a red plastic box in one hand and eating from it with the other, some of it on her face.",The girl is fat,1,4_9128c
Bride being photographed as she exits her glamorous Chrysler.,Bride being photographed as she enters the church.,2,4_9130a
Bride being photographed as she exits her glamorous Chrysler.,A bride carefully exiting a car as she holds up the hem of her dress.,1,4_9130b
Bride being photographed as she exits her glamorous Chrysler.,A bride exits her car.,0,4_9130c
A large group of people are going up the stairs.,The group of people are going up stairs to have a meeting.,1,4_9147a
A large group of people are going up the stairs.,A group of people are headed up stairs.,0,4_9147b
A large group of people are going up the stairs.,There is a group of people going down into the basement.,2,4_9147c
A brown dog is nibbling at the white dog's face.,Two dogs play with one another.,0,4_9233a
A brown dog is nibbling at the white dog's face.,Two dogs sit and wait for their next command.,2,4_9233b
A brown dog is nibbling at the white dog's face.,Dogs are fighting over a toy.,1,4_9233c
a small girl brushing an older girls hair with a white brush.,Two girls are playing dress-up.,1,4_9339a
a small girl brushing an older girls hair with a white brush.,A girl is brushing another girl's hair.,0,4_9339b
a small girl brushing an older girls hair with a white brush.,Two sisters are playing video games.,2,4_9339c
A man jumping with a pole at the beach.,A person in the sand.,0,4_9348a
A man jumping with a pole at the beach.,A person jumping to grab his fishing pole which has a bite.,1,4_9348b
A man jumping with a pole at the beach.,A man tanning on a nude beach.,2,4_9348c
A man in a dark jacket and jeans hugs a woman in a dark jacket and jeans on a concrete pavement.,The couple in matching outfits walk hand in hand toward the dance.,2,4_9402a
A man in a dark jacket and jeans hugs a woman in a dark jacket and jeans on a concrete pavement.,Two people are hugging.,0,4_9402b
A man in a dark jacket and jeans hugs a woman in a dark jacket and jeans on a concrete pavement.,The couple in matching outfits embrace for a photo.,1,4_9402c
Players wearing black,Players with clothes,0,4_9483a
Players wearing black,Players are hot,1,4_9483b
Players wearing black,Players have bright clothes,2,4_9483c
A black lab puppy runs with an orange ball on an autumn day.,The puppy is asleep.,2,4_9607a
A black lab puppy runs with an orange ball on an autumn day.,There are leaves on the ground.,1,4_9607b
A black lab puppy runs with an orange ball on an autumn day.,The puppy is playing with a ball.,0,4_9607c
A child with a water noodle.,A child is dancing with his dog.,2,4_9618a
A child with a water noodle.,A child is has a pool toy.,0,4_9618b
A child with a water noodle.,A child jumps into the water with his water noodle.,1,4_9618c
A bunch of swimmer are in a pool with spectators standing by blue platforms at the side of the pool.,There is a swimming competition.,0,4_9689a
A bunch of swimmer are in a pool with spectators standing by blue platforms at the side of the pool.,An olympic swimming competition is going on.,1,4_9689b
A bunch of swimmer are in a pool with spectators standing by blue platforms at the side of the pool.,There is an empty pool.,2,4_9689c
Two young children are eating ice cream on a park bench.,Two kids are eating ice cream.,0,4_9723a
Two young children are eating ice cream on a park bench.,The two kids are standing up.,2,4_9723b
Two young children are eating ice cream on a park bench.,It is very hot outside.,1,4_9723c
A man wears a t-shirt showing a baby humping a stuffed bear.,A man is wearing an inappropriate t-shirt.,1,4_9780a
A man wears a t-shirt showing a baby humping a stuffed bear.,A man is wearing a plain t-shirt.,2,4_9780b
A man wears a t-shirt showing a baby humping a stuffed bear.,A man is wearing a graphic t-shirt.,0,4_9780c
A child in a green and white top sits on a railing.,A child is waiting on some stairs.,1,4_9811a
A child in a green and white top sits on a railing.,A young person is sitting near a walkway.,1,4_9811b
A child in a green and white top sits on a railing.,A skateboarder is sliding down a railing.,2,4_9811c
A girl in a blue jacket stepping in puddle.,A dog and a pig play in some mud.,2,4_9831a
A girl in a blue jacket stepping in puddle.,A girl in a blue jacket wants to play in the puddle but her mother is saying no.,1,4_9831b
A girl in a blue jacket stepping in puddle.,A girl in a blue jacket steps into a puddle.,0,4_9831c
A man is singing on stage while a woman plays the guitar.,The woman has hands.,0,4_9841a
A man is singing on stage while a woman plays the guitar.,The man and woman are underwater.,2,4_9841b
A man is singing on stage while a woman plays the guitar.,The man is in a band.,1,4_9841c
A woman mixing together a batter of food.,A woman stirs a spoon around a bowl.,0,4_9862a
A woman mixing together a batter of food.,The woman is making a cake.,1,4_9862b
A woman mixing together a batter of food.,The woman is sewing a dress.,2,4_9862c
