premise,hypothesis,label,unique_id
A closeup of a man that is rock climbing.,A man looks to be rock climbing.,1,3_6888c
A black man in a wheelchair being pushed along an outdoor pathway carrying the Olympic torch.,The man is racing people in a wheelchair race.,2,3_6902a
A black man in a wheelchair being pushed along an outdoor pathway carrying the Olympic torch.,The man is sitting while being pushed outside.,0,3_6902b
A black man in a wheelchair being pushed along an outdoor pathway carrying the Olympic torch.,The man is being honored so he gets to carry the torch.,1,3_6902c
"A man wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very close to the shore which is covered with greenery.",A man prepares to go canoeing.,1,3_6914a
"A man wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very close to the shore which is covered with greenery.",A man is walking around a river.,2,3_6914b
"A man wearing a colorful shirt is sitting with a plastic bucket on a wooden raft-type structure in brownish water with a canoe nearby, very close to the shore which is covered with greenery.",A man is sitting.,0,3_6914c
A teenager jumps his bicycle over a ramp in front of a cream-colored apartment building.,a teenager landed a trick,1,3_6941a
A teenager jumps his bicycle over a ramp in front of a cream-colored apartment building.,a kid jump over a ramp near the apartment,0,3_6941b
A teenager jumps his bicycle over a ramp in front of a cream-colored apartment building.,a teenager did a backflip,2,3_6941c
An older man is kicking an object.,The man is not young.,0,3_6968a
An older man is kicking an object.,The man is angry about something.,1,3_6968b
An older man is kicking an object.,The man is very careful with the object.,2,3_6968c
A race dog's feet dig in the mud as he makes his way around a curve.,The dog is running.,0,3_6985a
A race dog's feet dig in the mud as he makes his way around a curve.,The dog is chasing a fake rabbit.,1,3_6985b
A race dog's feet dig in the mud as he makes his way around a curve.,The dog is getting a haircut.,2,3_6985c
Sheep cluster together in a field while a dog is nearby.,There are animals in a field.,0,3_7005a
Sheep cluster together in a field while a dog is nearby.,The sheep are spread out throughout the field as the dog runs far away from them.,2,3_7005b
Sheep cluster together in a field while a dog is nearby.,The sheep dog is guiding the sheep back into their pen.,1,3_7005c
A group of people watching a chess game.,a girl sleeps in cot,2,3_7021a
A group of people watching a chess game.,final round of chess tournament,1,3_7021b
A group of people watching a chess game.,people playing chess,0,3_7021c
The little girl has heart shaped wings made out of long twisted balloons and is dressed in pink from head to toe.,A older woman walks alone down a deserted street.,2,3_7056a
The little girl has heart shaped wings made out of long twisted balloons and is dressed in pink from head to toe.,The girl is pretending to be a fairy.,1,3_7056b
The little girl has heart shaped wings made out of long twisted balloons and is dressed in pink from head to toe.,A girl wearing balloon wings shaped like hearts dressed in all pink.,0,3_7056c
An officer knocking a man to the ground as others flee.,Humans in conflict.,0,3_7134a
An officer knocking a man to the ground as others flee.,Tall humans in conflict.,1,3_7134b
An officer knocking a man to the ground as others flee.,Nobody is fleeing.,2,3_7134c
Two men sit on the sidewalk with shopping carts filled with their belongings.,Two men are laying down in the street.,2,3_7165a
Two men sit on the sidewalk with shopping carts filled with their belongings.,Two men sit outside.,0,3_7165b
Two men sit on the sidewalk with shopping carts filled with their belongings.,Two men are homeless.,1,3_7165c
A graduate student in a crowd of classmates shaking an older man's hand.,The older man is the students teacher.,1,3_7187a
A graduate student in a crowd of classmates shaking an older man's hand.,The student is in college.,0,3_7187b
A graduate student in a crowd of classmates shaking an older man's hand.,The student is alone.,2,3_7187c
Two white furry dogs play in the snow.,Two dogs are playing outside.,0,3_7197a
Two white furry dogs play in the snow.,Two dogs are running on the beach.,2,3_7197b
Two white furry dogs play in the snow.,Two dogs are trying to catch snowflakes.,1,3_7197c
A man playing guitar in front of a crowd.,A man is swimming in front of a crowd.,2,3_7217a
A man playing guitar in front of a crowd.,A man performs a solo guitar concert in the local theater.,1,3_7217b
A man playing guitar in front of a crowd.,A man plays an instrument.,0,3_7217c
Two boys playing flag football with purple jerseys.,two kids playing on fresh mowed grass.,1,3_7224a
Two boys playing flag football with purple jerseys.,The cow jumped over the moon.,2,3_7224b
Two boys playing flag football with purple jerseys.,Some kids playing a sport.,0,3_7224c
A black dog in front of a tree jumping towards a red Frisbee.,A dog is outside.,0,3_7289a
A black dog in front of a tree jumping towards a red Frisbee.,"A dog is jumping in front of the maple tree, trying to catch the Frisbee.",1,3_7289b
A black dog in front of a tree jumping towards a red Frisbee.,A dog is jumping towards the tennis ball.,2,3_7289c
Two men speak to a woman wearing a brown leather coat.,twomen are chasing a woman,2,3_7305a
Two men speak to a woman wearing a brown leather coat.,A women is being questioned by detectives,1,3_7305b
Two men speak to a woman wearing a brown leather coat.,Three people are talking,0,3_7305c
a young girl jumping into a pool while another stands on the side with an innertube.,Two girls are playing at the pool.,0,3_7315a
a young girl jumping into a pool while another stands on the side with an innertube.,Two sisters enjoying the day at the pool.,1,3_7315b
a young girl jumping into a pool while another stands on the side with an innertube.,Two girls studying at the library.,2,3_7315c
A man doing a headstand in front of orange and white barricades.,The man is an acrobat,1,3_7363a
A man doing a headstand in front of orange and white barricades.,A man is doing a handstand,0,3_7363b
A man doing a headstand in front of orange and white barricades.,The man is climbing a rope,2,3_7363c
A crowd of people are enjoying a meal with a view of a mountaintop.,The wedding party enjoys their lobsters.,1,3_7458a
A crowd of people are enjoying a meal with a view of a mountaintop.,The women attempts to climb the mountain safely.,2,3_7458b
A crowd of people are enjoying a meal with a view of a mountaintop.,The group is eating while taking in a breathtaking view.,0,3_7458c
A flock of birds hovered over the sandy beach.,Penguins are swimming on the beach.,2,3_7468a
A flock of birds hovered over the sandy beach.,Some birds are on a beach.,0,3_7468b
A flock of birds hovered over the sandy beach.,Seagulls are flying.,1,3_7468c
Six topless men standing on a balcony.,Body builders show their upper bodies to the crowd that formed below their hotel room's balcony.,1,3_7502a
Six topless men standing on a balcony.,Six bottomless men playing in a sandbox.,2,3_7502b
Six topless men standing on a balcony.,Shirtless men lounge on a balcony.,0,3_7502c
A man with black hair and glasses is holding a camera on a tripod.,A girl is eating a popsicle.,2,3_7506a
A man with black hair and glasses is holding a camera on a tripod.,A man with black hair and glasses is holding a camera.,0,3_7506b
A man with black hair and glasses is holding a camera on a tripod.,A man is holding a camera on a tripod.,1,3_7506c
"Two men are standing on some wood, both wearing hats.",The men are building a house.,1,3_7541a
"Two men are standing on some wood, both wearing hats.",There are two men who are wearing hats.,0,3_7541b
"Two men are standing on some wood, both wearing hats.",The women are working in an office.,2,3_7541c
A golden retriever catches a tennis ball in the snow.,A dog is playing outside.,0,3_7624a
A golden retriever catches a tennis ball in the snow.,The dog is wearing a collar.,1,3_7624b
A golden retriever catches a tennis ball in the snow.,A dog is taking a nap.,2,3_7624c
Two couples are dancing in an open-air retail area.,Couples are shopping.,2,3_7629a
Two couples are dancing in an open-air retail area.,Couples are doing a dance performance.,1,3_7629b
Two couples are dancing in an open-air retail area.,Couples are dancing.,0,3_7629c
A boy in a blue shirt and shorts jumping a bike with a ramp.,The boy is riding a bike.,0,3_7708a
A boy in a blue shirt and shorts jumping a bike with a ramp.,The boy is playing football.,2,3_7708b
A boy in a blue shirt and shorts jumping a bike with a ramp.,The boy is trying out his new bike.,1,3_7708c
Young male eating a snack while working on a computer.,A guy is eating a snack while on the computer.,0,3_7746a
Young male eating a snack while working on a computer.,A guy is eating a snack while on the computer and working at the factory.,1,3_7746b
Young male eating a snack while working on a computer.,A girl is eating a pretzel.,2,3_7746c
A couple gets on their hands and knees to scrub the floor.,A couple scrub the kitchen floor.,1,3_7758a
A couple gets on their hands and knees to scrub the floor.,A couple scrub the floor.,0,3_7758b
A couple gets on their hands and knees to scrub the floor.,A couple pick out wedding dresses.,2,3_7758c
A man and a woman are looking over a railing.,The man and woman hold hands while looking around.,1,3_7799a
A man and a woman are looking over a railing.,The couple are in the cafe sipping tea.,2,3_7799b
A man and a woman are looking over a railing.,The couple are looking down at something on the ground.,0,3_7799c
A woman in white marriage dress poses with Flowers in her hand,There is a woman in this picture,0,3_7822a
A woman in white marriage dress poses with Flowers in her hand,She is going to dive into the mud pit,2,3_7822b
A woman in white marriage dress poses with Flowers in her hand,After the celebration the take off to go to their honey moon,1,3_7822c
A girl stands in a driveway.,A girl is sitting in the grass.,2,3_7847a
A girl stands in a driveway.,A person stands in front of a house.,0,3_7847b
A girl stands in a driveway.,A girl is in front of her own house.,1,3_7847c
An artist is painting at an art fair while a woman and a man talk in the background and several people walk by.,The artist is painting while the man talks to him,1,3_7893a
An artist is painting at an art fair while a woman and a man talk in the background and several people walk by.,The artists is painting a big fat man,2,3_7893b
An artist is painting at an art fair while a woman and a man talk in the background and several people walk by.,An artist IS painting a woman,0,3_7893c
A woman in a long coat passes by a statue of a woman on her knees kissing a child on the top of his head.,The woman has a short coat on.,2,3_7963a
A woman in a long coat passes by a statue of a woman on her knees kissing a child on the top of his head.,The woman has a long coat.,0,3_7963b
A woman in a long coat passes by a statue of a woman on her knees kissing a child on the top of his head.,The woman and child are related.,1,3_7963c
A small child in a pink hoodie ascending tall stairs outdoors.,A small child is outside.,0,3_8005a
A small child in a pink hoodie ascending tall stairs outdoors.,The child is playing in a kiddy pool.,2,3_8005b
A small child in a pink hoodie ascending tall stairs outdoors.,The child is trying to walk to their mother.,1,3_8005c
A young child in white cloths is walking in front of many other people.,The child has blond hair.,1,3_8022a
A young child in white cloths is walking in front of many other people.,The child is wearing black clothes.,2,3_8022b
A young child in white cloths is walking in front of many other people.,The child is fully dressed.,0,3_8022c
People having a good time dancing,Some humans are dancing and having fun.,0,3_8025a
People having a good time dancing,A group of people are on a dance floor at a club.,1,3_8025b
People having a good time dancing,One person dances alone.,2,3_8025c
A woman stands in a field surrounded by three attentive gray dogs.,A woman walking with three attentive  gray dogs.,2,3_8068a
A woman stands in a field surrounded by three attentive gray dogs.,A woman is surrounded by three gray dogs.,0,3_8068b
A woman stands in a field surrounded by three attentive gray dogs.,A woman stands in a field surrounded by three attentive gray dogs and biting,1,3_8068c
A man in an empty building working on a camera.,Enjoying pizza and dogs are bad with food,2,3_8082a
A man in an empty building working on a camera.,A man is fixing his cameras in an empty building,0,3_8082b
A man in an empty building working on a camera.,A man is fixing his cameras in an empty building for his boss,1,3_8082c
A group of men in a blue raft doing whitewater rafting.,Some people are wearing helmets.,1,3_8124a
A group of men in a blue raft doing whitewater rafting.,Some people are going to school.,2,3_8124b
A group of men in a blue raft doing whitewater rafting.,Some people are doing rafting.,0,3_8124c
A horse and jockey jumping over a barrier.,A horse jumping over a large barrier,1,3_8132a
A horse and jockey jumping over a barrier.,A horse jumping over the moon,2,3_8132b
A horse and jockey jumping over a barrier.,A horse jumping over a barrier,0,3_8132c
An old woman wearing a white tank top and glasses with her right hand above her eyes trying to make out something in the distance.,A woman is trying to see something in the distance.,0,3_8148a
An old woman wearing a white tank top and glasses with her right hand above her eyes trying to make out something in the distance.,A old woman closes her eyes for the last time as she drifts off to sleep.,2,3_8148b
An old woman wearing a white tank top and glasses with her right hand above her eyes trying to make out something in the distance.,A old woman is trying to see if the car is driving away or towards her.,1,3_8148c
"Two male police officers are standing on a pier or sidewalk of a beach, with four females in the background and two green trash barrels and a bench.",Two male cops stand near four women.,0,3_8177a
"Two male police officers are standing on a pier or sidewalk of a beach, with four females in the background and two green trash barrels and a bench.",The police are about to arrest the women.,1,3_8177b
"Two male police officers are standing on a pier or sidewalk of a beach, with four females in the background and two green trash barrels and a bench.",Two female cops hold cups of coffee and talk in front of a store.,2,3_8177c
Several footballers watch a goalie try to defend a kick.,The goalie prevents the footballers from scoring a goal.,1,3_8186a
Several footballers watch a goalie try to defend a kick.,No one is defending the empty net.,2,3_8186b
Several footballers watch a goalie try to defend a kick.,The footballers are playing a game of soccer.,0,3_8186c
A group of adults riding exercise bikes in a room with a long mirror.,A group of adults lifting weights.,2,3_8229a
A group of adults riding exercise bikes in a room with a long mirror.,A group of adults in a spin class.,1,3_8229b
A group of adults riding exercise bikes in a room with a long mirror.,A group of adults working out.,0,3_8229c
A soccer team carries their coach off of the field.,The Brazilian soccer team carries their coach off the field in a giant stadium.,1,3_8239a
A soccer team carries their coach off of the field.,A soccer team carries a refrigerator out of a house.,2,3_8239b
A soccer team carries their coach off of the field.,A group of humans are carrying another human while outdoors.,0,3_8239c
A woman is pouring a drink on a hilltop.,A sad woman is pouring a drink on a hilltop.,1,3_8347a
A woman is pouring a drink on a hilltop.,A woman is pouring a drink on a hill.,0,3_8347b
A woman is pouring a drink on a hilltop.,A man is pouring a drink on a hilltop.,2,3_8347c
Four band members play on a red stage in front of a big heart.,Four members play in front of a heart.,0,3_8545a
Four band members play on a red stage in front of a big heart.,Four band members sit and cry about their broken instruments.,2,3_8545b
Four band members play on a red stage in front of a big heart.,Four band members play in front of a small crowd.,1,3_8545c
A man sketches a building covered in snow.,A man is staring at a blank page.,2,3_8560a
A man sketches a building covered in snow.,A man is working on an art piece.,0,3_8560b
A man sketches a building covered in snow.,A man is making a drawing using charcoal.,1,3_8560c
A woman in a blue tank top is sitting at a table.,The woman is seated at the table,0,3_8584a
A woman in a blue tank top is sitting at a table.,The woman is at the swimming pool practising her breast stroke,2,3_8584b
A woman in a blue tank top is sitting at a table.,The woman is seated at the table waiting for the server to bring her lunch,1,3_8584c
A young man with earmuffs holds an armed weapon.,A young man his holding a loaded weapon.,0,3_8610a
A young man with earmuffs holds an armed weapon.,A young man is making a withdrawal from the bank.,2,3_8610b
A young man with earmuffs holds an armed weapon.,The young man is at a gun range.,1,3_8610c
A child looks at a baby sleeping in a crib.,A child is watching his brother or sister sleep.,1,3_8631a
A child looks at a baby sleeping in a crib.,A child is watching a baby sleep.,0,3_8631b
A child looks at a baby sleeping in a crib.,A baby is crying in a crib.,2,3_8631c
"A young boy, sitting on a slide at the playground, poses for a picture.",there is a boy outside,0,3_8651a
"A young boy, sitting on a slide at the playground, poses for a picture.",the boy is in the classroom,2,3_8651b
"A young boy, sitting on a slide at the playground, poses for a picture.",the boy is taking a picture for his grandmother to have,1,3_8651c
"Why, if it is n't Bilbo Baggins, playing the accordion.",It is Bilbo Baggins playing a musical instrument in the room.,1,3_8667a
"Why, if it is n't Bilbo Baggins, playing the accordion.",It is Bilbo Baggins playing the accordion.,0,3_8667b
"Why, if it is n't Bilbo Baggins, playing the accordion.",It isn't Bilbo Baggins playing the accordion.,2,3_8667c
A little girl with curly hair sitting on a teeter totter.,A curly-haired girl is waiting for her friend to play on the teeter totter with her.,1,3_8668a
A little girl with curly hair sitting on a teeter totter.,A curly-haired girl is standing on a teeter totter.,-1,3_8668b
A little girl with curly hair sitting on a teeter totter.,A curly-haired little girl playing on a teeter totter.,0,3_8668c
A man operates an orange crane.,A woman operates a red crane.,2,3_8680a
A man operates an orange crane.,A person operates a crane.,0,3_8680b
A man operates an orange crane.,A worker operates an orange crane during construction.,1,3_8680c
A pretty pakistani lady that seems sleepy.,Someone looks tired.,0,3_8686a
A pretty pakistani lady that seems sleepy.,The woman looks alert.,2,3_8686b
A pretty pakistani lady that seems sleepy.,The woman's eyes are closed.,1,3_8686c
A young child with a gray shirt and pacifier is standing next to a toy horse.,A child has a pacifier in its mouth.,1,3_8691a
A young child with a gray shirt and pacifier is standing next to a toy horse.,A child has a pacifier.,0,3_8691b
A young child with a gray shirt and pacifier is standing next to a toy horse.,A child is riding a horse.,2,3_8691c
A man on a motorcycle rides donuts with a crowd watching,The stunt man is riding his motorcycle in a competition.,1,3_8699a
A man on a motorcycle rides donuts with a crowd watching,The man is riding a unicycle.,2,3_8699b
A man on a motorcycle rides donuts with a crowd watching,The motorcycle rider is performing tricks.,0,3_8699c
A man jumps highly in front of a fjord.,A man jumps by the water.,0,3_8704a
A man jumps highly in front of a fjord.,A man was jumping.,1,3_8704b
A man jumps highly in front of a fjord.,A man dove into the water.,2,3_8704c
A man is on top of his vehicle that is carrying pieces of plywood.,A man is on top of his vehicle that is carrying pieces of plywood.,0,3_8743a
A man is on top of his vehicle that is carrying pieces of plywood.,A woman is on top of his vehicle that is carrying pieces of plywood.,2,3_8743b
A man is on top of his vehicle that is carrying pieces of plywood.,A sad man is on top of his vehicle that is carrying pieces of plywood.,1,3_8743c
An Asian woman is sitting on a curb while wearing a hat with two fruit baskets attached to it.,The woman is lying in bed.,2,3_8744a
An Asian woman is sitting on a curb while wearing a hat with two fruit baskets attached to it.,The woman is selling the fruit on her hat.,1,3_8744b
An Asian woman is sitting on a curb while wearing a hat with two fruit baskets attached to it.,A woman is sitting on the curb wearing a hat with fruit baskets on it.,0,3_8744c
Four musicians playing music in a group on the sidewalk.,The four musicians are playing polka or some form of folk music.,1,3_8749a
Four musicians playing music in a group on the sidewalk.,The four musicians are preparing musical equipment to play music for an audience.,2,3_8749b
Four musicians playing music in a group on the sidewalk.,The four musicians have an audience.,0,3_8749c
A police officer is overlooking the road race participants.,The police are tackling all the racers.,2,3_8774a
A police officer is overlooking the road race participants.,The police are watching the race and helping out,0,3_8774b
A police officer is overlooking the road race participants.,The Police are the enforcers of the race,1,3_8774c
A group of Asian villagers all wearing conical hats are unloading large bags and sacks off of a truck.,A group of people are loading a bunch of cattle into a truck to send to the market.,2,3_8846a
A group of Asian villagers all wearing conical hats are unloading large bags and sacks off of a truck.,A group of people are unloading food supplies for a large party later that night.,1,3_8846b
A group of Asian villagers all wearing conical hats are unloading large bags and sacks off of a truck.,A group of people are unloading a truck.,0,3_8846c
A child wearing a cowboy hat running toward another child.,The mother is baking a cake.,2,3_8925a
A child wearing a cowboy hat running toward another child.,Two children are playing together.,0,3_8925b
A child wearing a cowboy hat running toward another child.,The child is pretending to be a cowboy.,1,3_8925c
A student is sitting down taking an exam.,A student is seated and looking at an exam.,0,3_9013a
A student is sitting down taking an exam.,A student is hard at work taking a math exam.,1,3_9013b
A student is sitting down taking an exam.,A student is turning in a test.,2,3_9013c
A group of men in an unner tube going over some rapids,Some men compete in white water rafting.,1,3_9067a
A group of men in an unner tube going over some rapids,Some men go over the rapids.,0,3_9067b
A group of men in an unner tube going over some rapids,Some men play pool.,2,3_9067c
A black dog is colliding with a golden dog that has something in its mouth.,two dogs are playing.,0,3_9106a
A black dog is colliding with a golden dog that has something in its mouth.,two dogs are playing tug o war.,1,3_9106b
A black dog is colliding with a golden dog that has something in its mouth.,two dogs are running in a field.,2,3_9106c
A.group of diverse people around a memorial,Joey Votto hits a Home Run.,2,3_9109a
A.group of diverse people around a memorial,Different types of people gathered around a memorial.,0,3_9109b
A.group of diverse people around a memorial,The funeral drew many diverse mourners.,1,3_9109c
Three people riding horses in front of a small crowd.,the people are on the horses,0,3_9116a
Three people riding horses in front of a small crowd.,the people are riding camels,2,3_9116b
Three people riding horses in front of a small crowd.,the people are cowboys,1,3_9116c
"Two men, one wearing an orange shirt and the other wearing a blue shirt, run on a track.",A couple of guys are outdoors.,0,3_9126a
"Two men, one wearing an orange shirt and the other wearing a blue shirt, run on a track.",Two runners are racing each other on a high school track.,1,3_9126b
"Two men, one wearing an orange shirt and the other wearing a blue shirt, run on a track.",Two women dressed all in black are riding a tandem bicycle on a path.,2,3_9126c
A Pride softball team member hits the ball and runs towards first base while the umpire and catcher watch the ball.,A Pride softball team member hits the ball and runs towards first base while the umpire and catcher watch the ball go over the fence.,1,3_9128a
A Pride softball team member hits the ball and runs towards first base while the umpire and catcher watch the ball.,A Pride softball team member is getting ready to go home.,2,3_9128b
A Pride softball team member hits the ball and runs towards first base while the umpire and catcher watch the ball.,A Pride softball team member hits the ball and runs towards first base while the umpire and catcher watch the ball.,0,3_9128c
A couple of people enjoying in the sun.,People relaxing and enjoying the peace and quiet of a sunny day,1,3_9130a
A couple of people enjoying in the sun.,People plodding through the snow,2,3_9130b
A couple of people enjoying in the sun.,People outdoors in the sun,0,3_9130c
A child is holding a red umbrella in the dirt.,A man reaches for his gun.,2,3_9147a
A child is holding a red umbrella in the dirt.,A child with an umbrella.,0,3_9147b
A child is holding a red umbrella in the dirt.,A little boy uses an umbrella as a shovel.,1,3_9147c
Three girls playing jump rope outside.,Three girls playing jump rope outside.,0,3_9233a
Three girls playing jump rope outside.,One man playing inside.,2,3_9233b
Three girls playing jump rope outside.,Three girls playing with a red jump rope.,1,3_9233c
A brown dog runs through shallow water.,A dog rests on the couch in the livingroom.,2,3_9339a
A brown dog runs through shallow water.,A dog runs through the water.,0,3_9339b
A brown dog runs through shallow water.,A dog runs through the water chasing a cat.,1,3_9339c
A older Asian man wearing a straw hat stops on the sidewalk to pose for a picture.,An old asian man is wearing a hat on the sidewalk and sleeping.,2,3_9348a
A older Asian man wearing a straw hat stops on the sidewalk to pose for a picture.,An old asian man is wearing a hat on the sidewalk and posing for a picture.,0,3_9348b
A older Asian man wearing a straw hat stops on the sidewalk to pose for a picture.,An old asian man is wearing a hat on the sidewalk and clicking pictures.,1,3_9348c
A collie runs down a slide.,The cat sneaked up the slide to scare the dog.,2,3_9402a
A collie runs down a slide.,A collie runs down a slide to meet his owner.,1,3_9402b
A collie runs down a slide.,A dog runs down a slide.,0,3_9402c
"A man is walking down the street, on a rainy day, holding a newspaper over his head.",A man is walking outside.,0,3_9483a
"A man is walking down the street, on a rainy day, holding a newspaper over his head.",A man is sitting next to a pool.,2,3_9483b
"A man is walking down the street, on a rainy day, holding a newspaper over his head.",A man forgot his umbrella at work.,1,3_9483c
A woman dressed in a green shirt and dark pants stands in the middle of a street looking at storm clouds in the distance.,A woman dancing on the street.,2,3_9607a
A woman dressed in a green shirt and dark pants stands in the middle of a street looking at storm clouds in the distance.,A woman in the open looking at the sky.,0,3_9607b
A woman dressed in a green shirt and dark pants stands in the middle of a street looking at storm clouds in the distance.,A woman taking a picture of the strom  clouds.,1,3_9607c
A boy in a red shirt with a red heart shaved into his bleached hair talks on a cellphone.,The boy has purple hair.,2,3_9618a
A boy in a red shirt with a red heart shaved into his bleached hair talks on a cellphone.,The boy likes rock music.,1,3_9618b
A boy in a red shirt with a red heart shaved into his bleached hair talks on a cellphone.,The boy is talking to someone on the phone.,0,3_9618c
"Man with entire face lathered in shaving cream, preparing to shave.",A man prepares his face to shave.,0,3_9689a
"Man with entire face lathered in shaving cream, preparing to shave.",A woman is preparing to shave her legs.,2,3_9689b
"Man with entire face lathered in shaving cream, preparing to shave.",A man is about to shave his beard.,1,3_9689c
A woman is casting a shadow on the map that she is looking at.,The woman has a hard time seeing the map while her shadow is covering it.,1,3_9723a
A woman is casting a shadow on the map that she is looking at.,The woman has a shadow.,0,3_9723b
A woman is casting a shadow on the map that she is looking at.,The woman is reading a magazine.,2,3_9723c
Little boy runs the wrong way after hitting the ball in a game of tee ball.,A boy runs to the wrong base in tee ball.,0,3_9780a
Little boy runs the wrong way after hitting the ball in a game of tee ball.,A boy sits on the bench because he couldn't hit the ball.,2,3_9780b
Little boy runs the wrong way after hitting the ball in a game of tee ball.,A boy is so excited he can't figure out where to run.,1,3_9780c
A bicyclist is preparing to mount his bicycle in an urban setting.,He is throwing his bike in the gutter.,2,3_9811a
A bicyclist is preparing to mount his bicycle in an urban setting.,He is going to ride his bike.,0,3_9811b
A bicyclist is preparing to mount his bicycle in an urban setting.,He is a good rider.,1,3_9811c
A group of smiling young people picking herbs from a garden.,a group of people pick herbs,0,3_9831a
A group of smiling young people picking herbs from a garden.,people pick herbs for their dinner,1,3_9831b
A group of smiling young people picking herbs from a garden.,people are smoking in a cafe,2,3_9831c
A man on a rough working on the rough made of straw.,A man is working on something made of iron.,2,3_9841a
A man on a rough working on the rough made of straw.,An agitated man is working on something made of straws.,1,3_9841b
A man on a rough working on the rough made of straw.,A man is working on something made with straws.,0,3_9841c
Young swimmers gather for a pep talk.,Young swimmers are being talked to.,0,3_9862a
Young swimmers gather for a pep talk.,Young swimmers gather for a pep talk from their captain.,1,3_9862b
Young swimmers gather for a pep talk.,Young swimmers are running laps.,2,3_9862c
Three women hold drinks in a decorated room.,There are three men holding drinks in a decorated room.,2,3_9913a
Three women hold drinks in a decorated room.,There are a group of women sitting in decorated room holding drinks.,1,3_9913b
Three women hold drinks in a decorated room.,There are three women in a decorated room holding drinks.,0,3_9913c
Two woman are holding a large blue tank.,Two people are holding an object.,0,3_9958a
Two woman are holding a large blue tank.,Two women are holding a bag.,2,3_9958b
Two woman are holding a large blue tank.,Two women are holding a fish tank.,1,3_9958c
A busy city street full of people and a loading van.,The van is white.,1,3_10001a
A busy city street full of people and a loading van.,The street is empty.,2,3_10001b
A busy city street full of people and a loading van.,The street has more than two people in it.,0,3_10001c
A woman in a gingham sari hold a plate of fire.,A woman makes a tuna sandwich.,2,3_10077a
A woman in a gingham sari hold a plate of fire.,A woman holds a plate holding something on fire.,0,3_10077b
A woman in a gingham sari hold a plate of fire.,An Indian woman does a magic trick with fire.,1,3_10077c
A group of people stand on a moving sidewalk.,There is only one person on the moving sidewalk.,2,3_10102a
A group of people stand on a moving sidewalk.,There is a moving sidewalk with a bunch of people on it.,0,3_10102b
A group of people stand on a moving sidewalk.,"There is a group of people standing near each other, but none of them are talking to each other.",1,3_10102c
"A pet dog, standing on bank is looking at another brown dog inside a pond.",The dog is getting ready to cross the pond.,1,3_10135a
"A pet dog, standing on bank is looking at another brown dog inside a pond.",The fish are jumping in the pond.,2,3_10135b
"A pet dog, standing on bank is looking at another brown dog inside a pond.",A dog is near the pond outside.,0,3_10135c
The professor reading the names of students who have passed the exam.,A pastor is reading a sermon.,2,3_10215a
The professor reading the names of students who have passed the exam.,A person is reading.,0,3_10215b
The professor reading the names of students who have passed the exam.,Students are listening to who passed the biology exam.,1,3_10215c
A man standing by a boat at a dock surrounded by rocky terrain and water and two other boats.,A man stands near some boats.,0,3_10277a
A man standing by a boat at a dock surrounded by rocky terrain and water and two other boats.,A boy cleans a fish.,2,3_10277b
A man standing by a boat at a dock surrounded by rocky terrain and water and two other boats.,A man prepares to take his son fishing for the first time.,1,3_10277c
Construction workers are painting.,People are working.,0,3_10279a
Construction workers are painting.,Men are patinting a wall.,1,3_10279b
Construction workers are painting.,People are playing with a beach ball.,2,3_10279c
A man walking across a patch of grass in the middle of a street.,The man is riding a horse.,2,3_10287a
A man walking across a patch of grass in the middle of a street.,The street is very busy.,1,3_10287b
A man walking across a patch of grass in the middle of a street.,The man is outside.,0,3_10287c
A white man and little boy looking at a table.,The boy and man are going to a movie theater to watch tables.,2,3_10296a
A white man and little boy looking at a table.,They are about to eat.,1,3_10296b
A white man and little boy looking at a table.,The man is white and the boy is little.,0,3_10296c
A person on a bike is making a high jump along a trail in the woods.,A woman on a bike jumps over logs on the trail.,1,3_10312a
A person on a bike is making a high jump along a trail in the woods.,A runner makes a low jump on the trail.,2,3_10312b
A person on a bike is making a high jump along a trail in the woods.,A biker is taking a jump on a path.,0,3_10312c
A young boy runs while wearing sandals.,The boy is playing tag.,1,3_10337a
A young boy runs while wearing sandals.,The kid here is moving his legs.,0,3_10337b
A young boy runs while wearing sandals.,This child is wearing ski boots.,2,3_10337c
A person falling off a dirt bike in the middle of a dirt bike race.,A young man rides a unicycle.,2,3_10361a
A person falling off a dirt bike in the middle of a dirt bike race.,Someone falling of their dirt bike in the middle of a competition.,0,3_10361b
A person falling off a dirt bike in the middle of a dirt bike race.,A young man wipes out on his dirt bike while racing.,1,3_10361c
White dog leaping in the air for a soccer ball.,A dog jumps.,0,3_10367a
White dog leaping in the air for a soccer ball.,An alligator in the river.,2,3_10367b
White dog leaping in the air for a soccer ball.,A dog jumps for the ball his owner has kicked for him.,1,3_10367c
A crowd of Asian people are walking on a busy street.,A crowd of Asians are walking to work.,1,3_10622a
A crowd of Asian people are walking on a busy street.,A group of people are using their legs as transportation.,0,3_10622b
A crowd of Asian people are walking on a busy street.,These Asians are in a plane flying through the sky.,2,3_10622c
a girl in a pink tutu doing a handstand on a couch.,The gir is in a pink tutu,0,3_10627a
a girl in a pink tutu doing a handstand on a couch.,The tutu is black,2,3_10627b
a girl in a pink tutu doing a handstand on a couch.,The girl is young,1,3_10627c
