premise,hypothesis,label,unique_id
A woman in a blue top lies on her back on a pier directly in front of a body of water and a bridge.,A man goes for a run on the beach.,2,2_6866a
A woman in a blue top lies on her back on a pier directly in front of a body of water and a bridge.,A woman lies on the pier by the water.,0,2_6866b
A woman in a blue top lies on her back on a pier directly in front of a body of water and a bridge.,The woman is sun bathing on the pier.,1,2_6866c
Soccer players on the ground fighting for the ball.,The players are in a rugby scrum.,2,2_6884a
Soccer players on the ground fighting for the ball.,The players are trying to get the ball.,0,2_6884b
Soccer players on the ground fighting for the ball.,The players are being aggressive.,1,2_6884c
Two men wearing black and white outfits are practicing a martial arts move.,Two guys are fighting.,0,2_6888a
Two men wearing black and white outfits are practicing a martial arts move.,Two men are fighting while dressed as knights.,2,2_6888b
Two men wearing black and white outfits are practicing a martial arts move.,Two men are in a karate competition.,1,2_6888c
A man sings on stage with his underwear over his pants.,A man dances on stage naked.,2,2_6902a
A man sings on stage with his underwear over his pants.,A man sings on stage with underwear over his pants.,0,2_6902b
A man sings on stage with his underwear over his pants.,A man sings on stage with purple underwear over his pants.,1,2_6902c
"A baby in a pink bib is drinking from two cups at the same time, while a woman looks at her.",A woman watching a child drinking from some cups.,0,2_6914a
"A baby in a pink bib is drinking from two cups at the same time, while a woman looks at her.",A mother watching her daughter as she learns to drink from cups.,1,2_6914b
"A baby in a pink bib is drinking from two cups at the same time, while a woman looks at her.",A man drinking a beer.,2,2_6914c
Soccer players all gathered on a field for a game.,The soccer players are about to start playing.,0,2_6941a
Soccer players all gathered on a field for a game.,Soccer players are being lectured by the coaches.,1,2_6941b
Soccer players all gathered on a field for a game.,The soccer players were leaving the field.,2,2_6941c
Young children are performing karate moves while their teachers look on.,Young kids get ready for a karate competition.,1,2_6968a
Young children are performing karate moves while their teachers look on.,Young kids play on the playground.,2,2_6968b
Young children are performing karate moves while their teachers look on.,Young kids practice karate moves in front of their teachers.,0,2_6968c
People are engaged in a public pillow fight.,People are fighting.,0,2_6985a
People are engaged in a public pillow fight.,People are walking along the beach.,2,2_6985b
People are engaged in a public pillow fight.,People are having a pillow fight.,0,2_6985c
Two men in the kitchen with a pot on the stove.,Two men watch tv in the living room.,2,2_7005a
Two men in the kitchen with a pot on the stove.,Two men  cook a pot of soup in the kitchen.,1,2_7005b
Two men in the kitchen with a pot on the stove.,Two men in the kitchen,0,2_7005c
a black dog plays with a ball in the water.,the dog is on the chair,2,2_7021a
a black dog plays with a ball in the water.,the dog is chasing the ball that his owner through at him,1,2_7021b
a black dog plays with a ball in the water.,the dog has a ball,0,2_7021c
Two adults at a table eating chips pickles and hamburgers.,Two adults are on a picnic.,1,2_7056a
Two adults at a table eating chips pickles and hamburgers.,Two people are watching Star Wars and eating pasta.,2,2_7056b
Two adults at a table eating chips pickles and hamburgers.,Two people are eating.,0,2_7056c
"Two women walking away on a sidewalk, one carrying a brightly colored shopping bag",Two women are walking.,0,2_7134a
"Two women walking away on a sidewalk, one carrying a brightly colored shopping bag",The women are going to rob a bank.,1,2_7134b
"Two women walking away on a sidewalk, one carrying a brightly colored shopping bag",The women are asleep.,2,2_7134c
Four skydivers in dark outfits are linking hands in midair.,The people are looking at the coral reef underwater.,2,2_7165a
Four skydivers in dark outfits are linking hands in midair.,People are performing a skydiving formation over Russia.,1,2_7165b
Four skydivers in dark outfits are linking hands in midair.,People are skydiving together.,0,2_7165c
Dog running in field,The dog has no legs or ears.,2,2_7187a
Dog running in field,The dog is doing activities outside.,0,2_7187b
Dog running in field,The dog is a greyhound.,1,2_7187c
A woman wearing pearls is enjoying a glass of wine.,The lady is consuming alchohol.,0,2_7197a
A woman wearing pearls is enjoying a glass of wine.,The woman has had a hard day of work and is winding down.,1,2_7197b
A woman wearing pearls is enjoying a glass of wine.,The woman does not drink spirits or wine.,2,2_7197c
A man in an orange shirt and black shorts throws a ball through a hoop while another man watches.,Two male friends play a game of HORSE on the basketball court,1,2_7217a
A man in an orange shirt and black shorts throws a ball through a hoop while another man watches.,A man watches another man in an orange shirt throw a ball into a hoop,0,2_7217b
A man in an orange shirt and black shorts throws a ball through a hoop while another man watches.,Two men wearing black suits sit and play chess,2,2_7217c
A large group of people standing near a big fountain as it rains.,People stand in poor weather.,0,2_7224a
A large group of people standing near a big fountain as it rains.,People stand around while it snows.,2,2_7224b
A large group of people standing near a big fountain as it rains.,The people enjoy standing in the rain,1,2_7224c
A woman jogs through a field of wild flowers.,The woman is flying like Superman.,2,2_7289a
A woman jogs through a field of wild flowers.,The woman runs outside towards home.,1,2_7289b
A woman jogs through a field of wild flowers.,The woman frolics through the meadow.,0,2_7289c
A sari-garbed woman is smiling at the camera.,The woman is in New York.,1,2_7305a
A sari-garbed woman is smiling at the camera.,The woman is smiling to the camera.,0,2_7305b
A sari-garbed woman is smiling at the camera.,The woman is yelling at the photographer.,2,2_7305c
man sweeps ground along side bundles of cardboard and paper outside of a building,woman eats taco bell,2,2_7315a
man sweeps ground along side bundles of cardboard and paper outside of a building,man cleans after party,1,2_7315b
man sweeps ground along side bundles of cardboard and paper outside of a building,man sweeps ground,0,2_7315c
A boy rides a skateboard with a bike to his right.,A boy is teaching his friend how to ride a bike.,2,2_7363a
A boy rides a skateboard with a bike to his right.,The boy doesn't know how to ride a bicycle so he has to move it somehow.,1,2_7363b
A boy rides a skateboard with a bike to his right.,The boy is transporting his bike while on a skateboard.,0,2_7363c
A waitress carries a tray at a high end restaurant.,The waitress carried the tray back to the angry customers.,1,2_7458a
A waitress carries a tray at a high end restaurant.,The waitress carried a tray.,0,2_7458b
A waitress carries a tray at a high end restaurant.,The man watched the waitress sit at a table alone.,2,2_7458c
Woman in white top chats while slicing bread.,She is getting ready to make a sandwich.,1,2_7468a
Woman in white top chats while slicing bread.,The woman  is taking a nap while fishing.,2,2_7468b
Woman in white top chats while slicing bread.,The lady is preparing food.,0,2_7468c
Tribal woman and child staring at each other in the jungle.,Tribal women are beating their kids,2,2_7502a
Tribal woman and child staring at each other in the jungle.,People are staring at each out,0,2_7502b
Tribal woman and child staring at each other in the jungle.,People are gathered for a ritual in the jungle,1,2_7502c
A redheaded female and brown-haired male wearing glasses stroll together.,The couple is eating at mcdonalds,2,2_7506a
A redheaded female and brown-haired male wearing glasses stroll together.,The couple are taking a walk,0,2_7506b
A redheaded female and brown-haired male wearing glasses stroll together.,The couple are walking in the park,1,2_7506c
A person in an orange jacket standing on a ladder near a large metal object.,A worker is standing on a ladder reaching for a large pipe.,1,2_7541a
A person in an orange jacket standing on a ladder near a large metal object.,A person is sitting on a bus.,2,2_7541b
A person in an orange jacket standing on a ladder near a large metal object.,A person is elevated in the air standing on an object.,0,2_7541c
"Two girls are sitting on the grass, as one is taking a picture.",A girl is taking a picture.,0,2_7624a
"Two girls are sitting on the grass, as one is taking a picture.",Two girls are standing in the grass.,2,2_7624b
"Two girls are sitting on the grass, as one is taking a picture.",A girl is taking a picture of the grass.,1,2_7624c
A family of five sitting down at a table to eat and enjoy a dinner together.,The familt pitches in to wash the dishes after dinner.,2,2_7629a
A family of five sitting down at a table to eat and enjoy a dinner together.,The family eats dinner together.,0,2_7629b
A family of five sitting down at a table to eat and enjoy a dinner together.,A big family enjoys Thanksgiving dinner.,1,2_7629c
A woman working with a stock of animals.,The woman is sleeping next to the animals.,2,2_7708a
A woman working with a stock of animals.,The woman is petting the animals.,1,2_7708b
A woman working with a stock of animals.,The woman is near the animals.,0,2_7708c
A boy in gray pajamas is jumping on the couch.,A boy is sitting on the couch.,2,2_7746a
A boy in gray pajamas is jumping on the couch.,A boy in gray pajamas jumps on the couch,0,2_7746b
A boy in gray pajamas is jumping on the couch.,A boy jumps on the couch,1,2_7746c
A young man bicycles towards the camera and away from beautiful mountains on a clear day.,a man is riding his bike into town from the mountains,1,2_7758a
A young man bicycles towards the camera and away from beautiful mountains on a clear day.,a man rides a bike away from the hills on a beautiful day,0,2_7758b
A young man bicycles towards the camera and away from beautiful mountains on a clear day.,a woman bicycles to the forest,2,2_7758c
A man smokes two cigarettes at once while standing in front of a metal ladder.,A man near a ladder stands and smokes.,1,2_7799a
A man smokes two cigarettes at once while standing in front of a metal ladder.,A man climbs a jungle gym while chewing gum.,2,2_7799b
A man smokes two cigarettes at once while standing in front of a metal ladder.,A man standing before a ladder simultaneously puffs on two cigarettes.,0,2_7799c
A man and a woman are spray painting an image on a wall.,A male and female are making art.,0,2_7822a
A man and a woman are spray painting an image on a wall.,Two friends are swimming in the ocean.,2,2_7822b
A man and a woman are spray painting an image on a wall.,Two people are vandalizing the wall.,1,2_7822c
A young boy in a pullup is covered in marker ink.,The young boy covered himself in markings,2,2_7847a
A young boy in a pullup is covered in marker ink.,A friend wrote on a young boy,1,2_7847b
A young boy in a pullup is covered in marker ink.,A young boy is covered in markings,0,2_7847c
The man appears to be taking a well needed rest.,The man is shooting an arrow.,2,2_7893a
The man appears to be taking a well needed rest.,The man is dreaming.,1,2_7893b
The man appears to be taking a well needed rest.,The man is resting.,0,2_7893c
Some people are standing towards the back of the picture while there is a colorful wooden boat with planks of wood over the top of it for decoration.,The people are admiring the boat.,1,2_7963a
Some people are standing towards the back of the picture while there is a colorful wooden boat with planks of wood over the top of it for decoration.,A wooden boat sits in front of several people.,0,2_7963b
Some people are standing towards the back of the picture while there is a colorful wooden boat with planks of wood over the top of it for decoration.,People ride atvs in the desert.,2,2_7963c
A man working on a train on railroad tracks.,A man is using tools.,1,2_8005a
A man working on a train on railroad tracks.,A man is by a bbq.,2,2_8005b
A man working on a train on railroad tracks.,A man is putside.,0,2_8005c
A boy is climbing on top of a tree.,A child is running away from his brother.,1,2_8022a
A boy is climbing on top of a tree.,A boy is riding a bicycle.,2,2_8022b
A boy is climbing on top of a tree.,A boy is playing outdoors.,0,2_8022c
A small black and white dog paddles in some clear blue water.,The chihuahua is playing in the grass.,1,2_8025a
A small black and white dog paddles in some clear blue water.,An animal is swimming.,0,2_8025b
A small black and white dog paddles in some clear blue water.,The animal is in the ocean.,1,2_8025c
"There are two young children, wearing casual clothes, one whispering in the other's ear.",One of the boys is yelling.,2,2_8068a
"There are two young children, wearing casual clothes, one whispering in the other's ear.",The girl is wearing a T-shirt.,1,2_8068b
"There are two young children, wearing casual clothes, one whispering in the other's ear.",The child is speaking softly.,0,2_8068c
A smiling child with an orange backpack is holding a bird house.,A happy child with an orange backpack.,1,2_8082a
A smiling child with an orange backpack is holding a bird house.,A smiling child with an orange backpack.,0,2_8082b
A smiling child with an orange backpack is holding a bird house.,A frowning child with a blue backpack.,2,2_8082c
A man riding a motorcycle is performing a trick at a track.,A woman drives a truck.,2,2_8124a
A man riding a motorcycle is performing a trick at a track.,A man riding his motorcycle outside.,1,2_8124b
A man riding a motorcycle is performing a trick at a track.,A man performing motorcycle tricks.,0,2_8124c
People waiting at a bus stop in the city.,People waiting at a bus stop to goto Chicago,1,2_8132a
People waiting at a bus stop in the city.,People waiting at a bus stop,0,2_8132b
People waiting at a bus stop in the city.,People swimming in the beach,2,2_8132c
Two people in helmets sitting in an orange car.,Two people are preparing for a race.,1,2_8148a
Two people in helmets sitting in an orange car.,Two people are standing by a car.,2,2_8148b
Two people in helmets sitting in an orange car.,Two people are in a car.,0,2_8148c
A choir and an orchestra performing a musical piece in some kind of theater hall.,Musicians perform a musical piece at a theater hall.,0,2_8177a
A choir and an orchestra performing a musical piece in some kind of theater hall.,A boy ban performs at a theater hall.,2,2_8177b
A choir and an orchestra performing a musical piece in some kind of theater hall.,Musician perform a free concert at a theater hall.,1,2_8177c
Three brown dogs are jumping up at the woman wearing blue.,Three dogs are jumping.,0,2_8186a
Three brown dogs are jumping up at the woman wearing blue.,The dogs are sitting on the ground.,2,2_8186b
Three brown dogs are jumping up at the woman wearing blue.,The woman has food for the dogs.,1,2_8186c
Boat sails in rough water.,A boat sails through the water,1,2_8229a
Boat sails in rough water.,Rough water with a boat sailing through it,0,2_8229b
Boat sails in rough water.,A car drives over the desert,2,2_8229c
A child in a all pink outfit climbs on a playground toy full of other children.,A group of children are on a playground.,0,2_8239a
A child in a all pink outfit climbs on a playground toy full of other children.,A girl plays with blocks by herself.,2,2_8239b
A child in a all pink outfit climbs on a playground toy full of other children.,A kid in pink is playing hide and seek with his friends.,1,2_8239c
A young boy with a dinosaur shirt on runs at a playground.,A mom watches her son run to the playground with his dinsaur shirt on.,1,2_8347a
A young boy with a dinosaur shirt on runs at a playground.,A man destroys the playground with a bulldozer.,2,2_8347b
A young boy with a dinosaur shirt on runs at a playground.,A young boy is going to the playground.,0,2_8347c
Water splashing up against something.,The water is in motion.,0,2_8545a
Water splashing up against something.,The wave is breaking over the pier.,1,2_8545b
Water splashing up against something.,The view of the desert is picturesque.,2,2_8545c
A boy wearing a yellow jacket is pouring something from a red pot into a orange tube while other children look on.,The boy is a gardener.,1,2_8560a
A boy wearing a yellow jacket is pouring something from a red pot into a orange tube while other children look on.,The boy is wearing a green jacket.,2,2_8560b
A boy wearing a yellow jacket is pouring something from a red pot into a orange tube while other children look on.,The boy is wearing a jacket.,0,2_8560c
A dark-haired woman in a striped bikini sunbathes on a blanket.,The woman is wearing a one piece bathing suit.,2,2_8584a
A dark-haired woman in a striped bikini sunbathes on a blanket.,The woman is wearing a bikini.,0,2_8584b
A dark-haired woman in a striped bikini sunbathes on a blanket.,The bikini has red and blue stripes.,1,2_8584c
Children walking on a sidewalk with yellow backpacks.,Children are walking to school.,1,2_8610a
Children walking on a sidewalk with yellow backpacks.,Children are walking.,0,2_8610b
Children walking on a sidewalk with yellow backpacks.,Children are riding bikes.,2,2_8610c
A woman and a man sitting outside.,Two people sit outdoors.,0,2_8631a
A woman and a man sitting outside.,A married couple sit outside.,1,2_8631b
A woman and a man sitting outside.,Two people are sleeping in bed.,2,2_8631c
A person is panting on a wall outside.,A person sleeps on a train.,2,2_8651a
A person is panting on a wall outside.,A person paints a mural.,1,2_8651b
A person is panting on a wall outside.,A person paints.,0,2_8651c
A street vendor sells popcorn in a mall.,The vendor is selling hot dogs.,2,2_8667a
A street vendor sells popcorn in a mall.,Customers walk up to purchase popcorn.,1,2_8667b
A street vendor sells popcorn in a mall.,The man works as a street vendor.,0,2_8667c
A man is playing the banjo at a concert.,A man is playing an instrument.,0,2_8668a
A man is playing the banjo at a concert.,The man is swimming.,2,2_8668b
A man is playing the banjo at a concert.,A man is performing a solo.,1,2_8668c
A man on the street has a parrot in a cage with the door open.,A man on the street has a parrot with the cage door open.,0,2_8680a
A man on the street has a parrot in a cage with the door open.,The man has an iguana.,2,2_8680b
A man on the street has a parrot in a cage with the door open.,The man is trying to sell the parrot.,1,2_8680c
"A middle-aged woman in a black-and-white checked shirt is sitting next to a small blond girl inside a nice room, as they are coloring together in a coloring book.","A middle-aged woman in a black-and-white checked shirt is sitting next to a small blond girl inside a nice room, as they are coloring together in a coloring book using purple markers.",1,2_8686a
"A middle-aged woman in a black-and-white checked shirt is sitting next to a small blond girl inside a nice room, as they are coloring together in a coloring book.",Two people color in a book.,0,2_8686b
"A middle-aged woman in a black-and-white checked shirt is sitting next to a small blond girl inside a nice room, as they are coloring together in a coloring book.","A middle-aged woman in a black-and-white checked shirt is sitting next to a small blond girl inside a nice room, as they are scribbling patterns and symbols across the wall.",2,2_8686c
A group of grown men walking are walking down the street playing instruments.,A band is playing on stage at a concert.,2,2_8691a
A group of grown men walking are walking down the street playing instruments.,Several men are walking together outside.,0,2_8691b
A group of grown men walking are walking down the street playing instruments.,A marching band is playing in a parade.,1,2_8691c
man teaching toddlers a book in classroom,Toddlers look at a book.,0,2_8699a
man teaching toddlers a book in classroom,The man is the teacher.,1,2_8699b
man teaching toddlers a book in classroom,Toddlers take naps during naptime.,2,2_8699c
There is a flea market with many shoppers during late fall or winter.,A holiday flea market open for the Christmas season.,1,2_8704a
There is a flea market with many shoppers during late fall or winter.,A flea market open during Fall or Winter.,0,2_8704b
There is a flea market with many shoppers during late fall or winter.,A man sells hot dogs in a restaurant.,2,2_8704c
Two people ride their bikes down the street with a person standing on near them on the sidewalk.,Humans riding,0,2_8743a
Two people ride their bikes down the street with a person standing on near them on the sidewalk.,Nobody is riding,2,2_8743b
Two people ride their bikes down the street with a person standing on near them on the sidewalk.,Tall humans riding,1,2_8743c
A young lady smiling in a pool.,There is a 20 year old lady in a pool.,1,2_8744a
A young lady smiling in a pool.,There is a man in a pool.,2,2_8744b
A young lady smiling in a pool.,There is a young lady in a pool.,0,2_8744c
Three young women are gathered around a microscope with one observing a slide.,scientists look for the cure,1,2_8749a
Three young women are gathered around a microscope with one observing a slide.,women are near each other,0,2_8749b
Three young women are gathered around a microscope with one observing a slide.,a woman is playing basketball,2,2_8749c
"Three students, all wearing black t-shirts, are standing and looking into a microscope.",The three students are lookup up attentively.,2,2_8774a
"Three students, all wearing black t-shirts, are standing and looking into a microscope.",The three students are viewing something using the microscope as a tool.,0,2_8774b
"Three students, all wearing black t-shirts, are standing and looking into a microscope.",The three students are participating in an anatomy and physiology lab.,1,2_8774c
A black dog jumps over rolled hay.,The dog is outside.,0,2_8846a
A black dog jumps over rolled hay.,The dog is energetic.,1,2_8846b
A black dog jumps over rolled hay.,The dog is sitting.,2,2_8846c
Two females are in a chemistry classroom; one is pouring a solution into a beaker.,Two woman are in chemistry classroom,1,2_8925a
Two females are in a chemistry classroom; one is pouring a solution into a beaker.,Two woman are in economics classroom,2,2_8925b
Two females are in a chemistry classroom; one is pouring a solution into a beaker.,Of the two woman in chemistry classroom one pours solution into beaker,0,2_8925c
People are gathered on a stage.,A group of people are on a stage.,0,2_9013a
People are gathered on a stage.,Dogs are gathered on a stage.,2,2_9013b
People are gathered on a stage.,The cast of Glee are gathered on a stage.,1,2_9013c
The child wearing a cap is holding a fishing pole.,A kid is holding a fishing pole.,0,2_9067a
The child wearing a cap is holding a fishing pole.,A boy in pink cap is holding a fishing pole.,1,2_9067b
The child wearing a cap is holding a fishing pole.,A girl is holding a fishing net.,2,2_9067c
A man in blue rides his bike on the sidewalk.,It was the man wearing blue that wreaked his bike.,1,2_9106a
A man in blue rides his bike on the sidewalk.,The cyclist rode his bike outside.,0,2_9106b
A man in blue rides his bike on the sidewalk.,The biker tried to ride on the sand.,2,2_9106c
"In this photo, A group of kids are camping.",There is a group of kids outdoors.,0,2_9109a
"In this photo, A group of kids are camping.",There is a group of kids at a shopping mall.,2,2_9109b
"In this photo, A group of kids are camping.",There is a group of kids sitting around a campfire.,1,2_9109c
Four workers walking in a field with a desert in the background.,the workers are eating sweets,2,2_9116a
Four workers walking in a field with a desert in the background.,there are four factory employees carrying deserts in there background are walking,0,2_9116b
Four workers walking in a field with a desert in the background.,there are sweets and other foods vailable,1,2_9116c
A black man stands on a moving boat in the harbor.,"T-Pain performs ""I'm On A Boat"".",1,2_9126a
A black man stands on a moving boat in the harbor.,A man stands on a boat.,0,2_9126b
A black man stands on a moving boat in the harbor.,T-Pain sings to a loving crowd in 2007.,2,2_9126c
A girl in a blue shirt with red trim touching her forehead.,A girl in a blue shirt is doing something.,0,2_9128a
A girl in a blue shirt with red trim touching her forehead.,A woman is breaking an egg.,2,2_9128b
A girl in a blue shirt with red trim touching her forehead.,A girl in a shirt is touching her head for a headache.,1,2_9128c
A man in a brown jacket is carving stone with a hammer and chisel.,a young man is carving stone,1,2_9130a
A man in a brown jacket is carving stone with a hammer and chisel.,a man is carving stone,0,2_9130b
A man in a brown jacket is carving stone with a hammer and chisel.,a woman is carving stone,2,2_9130c
A little girt in sunglasses and warm coat going for a ride.,a girl is going for a ride.,0,2_9147a
A little girt in sunglasses and warm coat going for a ride.,a girl is in her swimsuit,2,2_9147b
A little girt in sunglasses and warm coat going for a ride.,a little girl in a warm coat is going for a ride through the mountains,1,2_9147c
Two men waiting at a bus stop.,Two men riding on horseback.,2,2_9233a
Two men waiting at a bus stop.,Two men standing on the sidewalk.,0,2_9233b
Two men waiting at a bus stop.,Two men going to a baseball game.,1,2_9233c
A man that is skiing with glasses on.,A man is wearing skis and glasses.,0,2_9339a
A man that is skiing with glasses on.,A man is sitting in the ski lodge by the fire.,2,2_9339b
A man that is skiing with glasses on.,A man is skiing on vacation.,1,2_9339c
Two people on the subway are sleeping in the corner.,It is day time.,1,2_9348a
Two people on the subway are sleeping in the corner.,There is more than one person.,0,2_9348b
Two people on the subway are sleeping in the corner.,The people are in a field.,2,2_9348c
Soccer players playing soccer in a stadium full of people.,No one showed up for the soccer game.,2,2_9402a
Soccer players playing soccer in a stadium full of people.,There is a soccer game in progress.,0,2_9402b
Soccer players playing soccer in a stadium full of people.,A big crowd has gathered to watch an MLS game.,1,2_9402c
A young boy shows off his new guitar and cowboy hat.,a young boy is crying because all he got was a broken record for his b-day,2,2_9483a
A young boy shows off his new guitar and cowboy hat.,a young boy shows off his new stuff,0,2_9483b
A young boy shows off his new guitar and cowboy hat.,a young boy shows off his les paul guitar,1,2_9483c
A woman watches a machine that transports balls.,The machine is picking up tennis balls.,1,2_9607a
A woman watches a machine that transports balls.,The woman is cooking dinner.,2,2_9607b
A woman watches a machine that transports balls.,A machine that transports balls is within viewing range of a woman.,0,2_9607c
A man is raising his hand in the air and has a t-shirt with the united states on it.,The man has a hand.,0,2_9618a
A man is raising his hand in the air and has a t-shirt with the united states on it.,The man is wearing a vest.,2,2_9618b
A man is raising his hand in the air and has a t-shirt with the united states on it.,The man is patriotic.,1,2_9618c
A young woman in a green jacket is sitting in debris.,An emergency worker examining wreckage.,1,2_9689a
A young woman in a green jacket is sitting in debris.,A man building a house.,2,2_9689b
A young woman in a green jacket is sitting in debris.,A woman sitting on some debris.,0,2_9689c
"A little boy wearing jeans is holding a hula hoop, surrounded by little girls in pink tutus.",There is a group of girls and one boy.,0,2_9723a
"A little boy wearing jeans is holding a hula hoop, surrounded by little girls in pink tutus.",A group of adults stand in a circle.,2,2_9723b
"A little boy wearing jeans is holding a hula hoop, surrounded by little girls in pink tutus.",A group of children play a game.,1,2_9723c
A line forms at the concession stand.,no line at concessions,2,2_9780a
A line forms at the concession stand.,a line at concessions,0,2_9780b
A line forms at the concession stand.,a short line at concessions,1,2_9780c
A worker in green rakes leaves on a sidewalk.,They are on the sidewalk.,0,2_9811a
A worker in green rakes leaves on a sidewalk.,They are walking.,1,2_9811b
A worker in green rakes leaves on a sidewalk.,They are setting the leaves on fire.,2,2_9811c
A pitcher in a red and white uniform in a baseball game has just thrown the ball.,The man just threw a strike in the most important game of the season.,1,2_9831a
A pitcher in a red and white uniform in a baseball game has just thrown the ball.,The man in the green and white striped uniform just threw a ball to second base.,2,2_9831b
A pitcher in a red and white uniform in a baseball game has just thrown the ball.,A man is throwing a ball.,0,2_9831c
A woman fixing her drink with a man talking with his hands.,the man sips milk at the bar,2,2_9841a
A woman fixing her drink with a man talking with his hands.,the man makes gestures at the woman,0,2_9841b
A woman fixing her drink with a man talking with his hands.,the man motions to the woman fixing his drink,0,2_9841c
Two girls are laying in bed with two small dogs.,Two girls napping with their pets.,1,2_9862a
Two girls are laying in bed with two small dogs.,Two girls riding their ponies.,2,2_9862b
Two girls are laying in bed with two small dogs.,Humans and animals together.,0,2_9862c
"The subject is a dark-haired girl playing the oboe and wearing an orange shirt, amongst other young musicians wearing the same type of shirt.",The girl is playing a flute because it makes her happy.,2,2_9913a
"The subject is a dark-haired girl playing the oboe and wearing an orange shirt, amongst other young musicians wearing the same type of shirt.",The girl is sad that her instrument is not a violin.,1,2_9913b
"The subject is a dark-haired girl playing the oboe and wearing an orange shirt, amongst other young musicians wearing the same type of shirt.",The girl is playing oboe.,0,2_9913c
A poor woman in a shawl is digging for rocks.,A woman is looking for precious metals.,1,2_9958a
A poor woman in a shawl is digging for rocks.,A woman is throwing rocks in the river.,2,2_9958b
A poor woman in a shawl is digging for rocks.,A woman is looking for something.,0,2_9958c
A woman wearing all black and carrying a black bag on sidewalk,A woman dressed in black is outdoors.,0,2_10001a
A woman wearing all black and carrying a black bag on sidewalk,A woman dressed in white is walking downtown.,2,2_10001b
A woman wearing all black and carrying a black bag on sidewalk,A woman in a little black dress is walking downtown.,1,2_10001c
Asian man standing in front of a technology business' sign.,An asian man is sitting on a sofa.,2,2_10077a
Asian man standing in front of a technology business' sign.,A sign is displayed behind a man.,0,2_10077b
Asian man standing in front of a technology business' sign.,A man is promoting the sign of a business.,0,2_10077c
A person with long hair is sitting on a purple couch.,A person has long hair,0,2_10102a
A person with long hair is sitting on a purple couch.,A person is sitting down,1,2_10102b
A person with long hair is sitting on a purple couch.,The person is sleeping.,2,2_10102c
A group of people are sitting around tables in a room.,The people are in a meeting.,1,2_10135a
A group of people are sitting around tables in a room.,The people are standign around a table.,2,2_10135b
A group of people are sitting around tables in a room.,A group of people are sitting.,0,2_10135c
The men fight during the game.,The men are fighting,0,2_10215a
The men fight during the game.,The men are sleeping.,2,2_10215b
The men fight during the game.,THe men are at the game,1,2_10215c
A group of men are wearing hats while riding a horse in front of spectators.,A group of men are riding a sheep.,2,2_10277a
A group of men are wearing hats while riding a horse in front of spectators.,Some men are riding a horse for a crowd.,0,2_10277b
A group of men are wearing hats while riding a horse in front of spectators.,"A group of men are riding one horse, two are standing on one mans shoulder.",1,2_10277c
A woman wearing a blue dress and carrying a purple umbrella is walking in parking lot.,The woman is swimming in the ocean.,2,2_10279a
A woman wearing a blue dress and carrying a purple umbrella is walking in parking lot.,The woman is outside of a business.,0,2_10279b
A woman wearing a blue dress and carrying a purple umbrella is walking in parking lot.,The woman is walking back to her car after shopping.,1,2_10279c
A woman holds a pen and looks down while five people look on.,A woman is directing a group of students.,1,2_10287a
A woman holds a pen and looks down while five people look on.,A man is blowing up a balloon.,2,2_10287b
A woman holds a pen and looks down while five people look on.,A woman holding a pen in front of a small group.,0,2_10287c
Two colorful birds facing each other.,Some black birds waiting for their food.,1,2_10296a
Two colorful birds facing each other.,Some birds looking at something.,0,2_10296b
Two colorful birds facing each other.,Some birds flying past a creek.,2,2_10296c
"Two guys are kayaking, one orange one blue, down a creek.",Two guys in kayaks of orange and blue move down a creek.,0,2_10312a
"Two guys are kayaking, one orange one blue, down a creek.",Two dudes on a roller coaster.,2,2_10312b
"Two guys are kayaking, one orange one blue, down a creek.",Two brothers float in their boats.,1,2_10312c
A man is poling in a canoe in a tropical location.,A man is hitting baseball.,2,2_10337a
A man is poling in a canoe in a tropical location.,A man in a black hat is in a canoe.,1,2_10337b
A man is poling in a canoe in a tropical location.,A man is on the water in a canoe.,0,2_10337c
A woman and her children standing in a village.,Some people are standing.,0,2_10361a
A woman and her children standing in a village.,A woman and her children are sleeping in a hammock.,2,2_10361b
A woman and her children standing in a village.,A woman and her children are standing in some dirt.,1,2_10361c
two small boys wearing only their underwear climbing a bench in a van,two small boys wearing only their underwear are inside a van,0,2_10367a
two small boys wearing only their underwear climbing a bench in a van,two small boys wearing only their underwear are in a van and going for a ride,1,2_10367b
two small boys wearing only their underwear climbing a bench in a van,two big boys are standing on top of a van,2,2_10367c
A boy with no shirt is doing a trick on a skateboard.,A girl rides a bicycle down the street,2,2_10622a
A boy with no shirt is doing a trick on a skateboard.,A boy performs a skating trick in a skateboarding contest,1,2_10622b
A boy with no shirt is doing a trick on a skateboard.,A boy does a trick on a skateboard,0,2_10622c
There is an old man bending over a piece of green machinery.,A man is fixing a blue machine.,2,2_10627a
There is an old man bending over a piece of green machinery.,A man works in a machine shop.,1,2_10627b
There is an old man bending over a piece of green machinery.,A man is working on a machine.,0,2_10627c
A brown dog with a harness is chasing after a red ball.,A brown dog fetches a red ball that he just got today.,1,2_10689a
A brown dog with a harness is chasing after a red ball.,A brown dog fetches a red ball.,0,2_10689b
A brown dog with a harness is chasing after a red ball.,A white cat stares out the window.,2,2_10689c
Woman eating a bowl of soup with chopsticks while selling raw slabs of meat.,A woman is eating soup.,0,2_10757a
