premise,hypothesis,label
Two men in a boat are clearing leaves out of water.,There is a boat in the water.,0
"Two people, a man and a woman, are sitting on a ledge",Two people are sitting.,0
Three little kids playing outside.,Kids are playing.,0
a mom pushes her little girl on the swing.,Mom helping little girl on the swing,0
Dancers in a sport even performing for the stands.,Dancers are wearing tutus.,1
The table is set with many types of food.,the table is empty,2
A black pitbull dog is running through the dirt.,The dog is running on a hiking trail.,1
Two men are riding in a work boat.,Two men are riding in a boat.,1
A girl in a white shirt holds a towel over another girls face as she drinks from a cup in a crowded place.,Two girls are at a shopping center and they are thirsty.,1
A group of four is playing instruments in the street.,A group is playing.,0
A man shooting a bow and arrow at a target.,The man is an archer.,0
A team celebrating their victory in a team photo.,A team is sleeping outside.,2
A small dog bites a ladies fingers.,A small dog carefully aims a rifle.,2
a man holding puppies,A breeder is holding a new litter of puppies.,1
A woman sitting in an orange chair is holding an infant baby in her arm and pointing to something with her opposite hand.,A woman sitting in an blue chair is holding an infant baby in her arm and pointing to something with her opposite hand.,2
A man in black is cleaning the roof of a building with a jet of water.,Susie was cleaning her car.,2
"Six women in what appears to be a roller derby match, with bleachers and onlookers in the background.",A team of roller derby people are roller derbying with an audience.,1
"An African child has one foot on the pedal of his bicycle, stopping to look to his left.",the child is on a bike,0
A snowboarder glides down a stair rail.,A skiier glides down a stair rail.,2
A person is shoveling snow.,Snow removal starts at three.,-1
A crowd of people wearing red shirts runs along a city road.,Red shirt wearers en masse run on a road.,0
A group of bridesmaids with the bride having fun.,bridesmaids having fun,0
A little girl wearing a red coat is riding a unicorn and waving.,A little girl waves on the back of a unicorn.,0
"A woman holding a black umbrella and wearing black boots, a man in a black vest and pants with a black messenger bag, and a man dressed in a black suit walking a black poodle walk in front of a mural depicting a life-sized jumping cow in a field.",the woman is naked under the rain,2
A young asian boy is raising his hand.,The boy is curious.,1
A group of people do tricks on motorbikes.,People running with tricks,1
A shirtless child dances with an adult man.,A shirtless child dances with their father.,1
A boy in a cowboy outfit pets a longhorn.,The longhorn cow gets petted by a young cowboy.,0
A family of three relaxing in the middle of the day.,A family sleeps in the middle of the night.,2
A man is standing next to a yellow cab while holding up a sign with many little yellow street signs on it.,The man is holding something,0
A woman read the paper and drinks from a coffee cup in front of an art gallery poster.,Nobody is reading,2
Two women are sitting at a table.,the women are by each other,0
Two students studying in the library.,A couple of students are taking a break and watching a movie.,2
A long-haired young man skateboarding on the rails on a cloudy day.,A young man is skateboarding in the rain.,1
"A man in a yellow helmet looks up, while people on the bridge watch.",The man in a yellow helmet is in a room by himself.,2
Two scuba divers are underwater.,boys are sitting in the classroom.,2
A woman walking on a sidewalk with a metal piece of her bag creating a glare.,The woman is in the street.,2
people sitting in wood chairs along a palm lined street with tall lanterns.,Some men are playing soccer in a field.,2
A person stands on a ladder and a small child climbs at the bottom of the ladder.,A person is standing on the ladder.,0
The teen rode his bike around the people walking in the courtyard.,A teen rode into a group of people.,2
Four Asian people are canoeing in three canoes.,people are enjoying a river,1
Two young women are holding a conversation while walking through a grass covered area.,The women are asleep.,2
A woman and a little girl are preparing food.,There is a group of people shopping.,2
A man in a hat plays an unusual instrument for cash next to the metro exit.,A man is a trained musician.,1
Firefighters arrive at the scene.,Firefighters arrive at the scene of a fire.,1
Little girl laying in a pile of leaves.,Girl lying outside under a tree.,1
A dog walks on the beach.,A dog runs through the snow.,2
A young boy throws a big rock into a body of water.,The boy sees the rock splash in the water.,0
A musical act on stage in the Good Morning America concert series,People are playing music.,0
a little boy trying to climb up.,A boy tries to get up.,0
"A guy is standing on an ice patch by the sea, looking through a telescope at sunset.",a man looks through a telescope by the sea,0
Two guys in hats are playing acoustic guitars.,The two guys are holding guitars,0
A woman is standing up on a bus.,The woman is awake.,0
A woman pushes her cart passed local artwork.,A woman is pushing a cart.,0
three cold men set down their supplies in a ditch.,Three men are carrying their supplies.,2
Line of people waiting to checkout at a store.,The people are annoyed.,1
A man in khaki pants and a white dress shirt grilling meat and corn on the cob.,A man in khaki pants and a white dress shirt grilling meat and corn on the cob,0
A man is licking the face of another man.,A man licks another man's face.,0
The dog eyes the ball before retrieving it.,the dog is asleep,2
A woman jumping in a desert like area.,A woman is jumping up and down.,0
"Black male dressed in blue, in a blue car, with a white handkerchief.",A man is dressed in blue in a blue car,0
An older gentlemen in red walks by an individual wearing all blue.,The older man walks past another individual.,0
A man in glasses works behind a KitchenAid selling counter.,A man in glasses is selling Kitchen Aid products.,0
A clown with colorful pants sitting on a bench of a old building.,The clown is standing up.,2
Two males are sitting down playing musical instruments.,Two men are playing cards.,2
Two women wearing tiger print jumpsuits and sandals stroll down the street.,Two women are outside exercising down the street.,1
The man in the red coat holds a Subway wrapper close to his face.,This man enjoys meals from Subway.,1
"Four elementary-aged children, two boys and two girls, play on a green lawn with a tree and a building in the background.",The kids are playing videogames inside.,2
"A couple sit on a ledge by the water, the woman leaning forward, the man looks out towards the water.",The woman caught a fish and shows her partner.,2
"An Indian woman writes on a clipboard, while four other women stand near her on a dirt path.",A group of women are in the river hunting fish.,2
A man without a helmet is riding a red bike.,A helmetless man is bike riding.,0
A man in a black shirt stands next to a tent.,A man stands near a tent.,0
A group of people on a zig zagging path through the mountains,Human beings outside.,0
Two small dogs playing in the snow together.,The toy dogs are enjoying the snow.,1
A man in glasses is sitting behind a table laden with military memorabilia.,The man has perfect vision,2
A person is riding on a scooter.,A dog is riding on a scooter.,2
A toddler is making a face at the camera.,The todler is looking at the camera,0
A room full of people listening to a panel.,The people filling up the room are listening to the panel.,0
A man in a yellow t-shirt runs through a series of decorative fountains.,A man runs through water fountains at Seattle Center.,1
Men flee a bull during a bull-riding competition.,A bull sleeps under a tree.,2
A photographer prepares his camera for a shot.,A photographer takes a nap after a long days work at The Daily Bugle.,2
a little league baseball pitcher in a red shirt.,A pitcher is wearing a red shirt.,0
A man in a yellow boat paddling down rough waters.,A man is riding in a yellow submarine.,2
The family attempts to get a prize at the carnival.,A group is trying to win the big prize for a sick little girl.,1
Three people sit together and consult a notebook while a man stands and watches over their shoulders.,The man stands across the room.,2
a brown labradoodle retrieves a tennis ball in a lake,Brown dog swims to retrieve tennis ball,0
a kid is walking down the sidewalk with a few American flags.,A person is outdoors.,0
A man wearing a black shirt and denim jeans is striking a pose with his left hand on a sign,a man is posing,0
A bald man in a black suit is standing in front a building called Grace.,A man is waiting outside wearing  black suit for his partner.,1
Two men are sitting in white chairs next to a blue door.,Two men are hanging out in lounge chairs on a patio.,1
Several young girls sitting in chairs facing a young girl wearing pants and sweater sitting on floor,The mean girls are making fun of the girl wearing the sweater.,1
"Men in American Revolutionary hats and costumes stand with American flags, backs to the camera.",Women partying with guns,2
A girl wearing goggles is sitting on a toy train.,A child is playing conductor.,1
One little boy sitting in a forklift in a construction area during something very dangerous.,A child is driving a forklift too fast.,1
A man on his hands and knees outside in the grass.,The man is doing the backstroke in the pool.,2
A person with a black knapsack and wearing a helmet is riding a blue scooter.,A person with a white knapsack and wearing a helmet is riding a blue scooter.,2
A man is pulled behind a boat on a knee board while another doing the same begins to fall.,"A woman is laying down, watching tv.",2
A large dog licking its nose.,A dog is licking its balls.,2
Two employees are taking a break on the stairs.,Two people are on stairs.,0
Various people are walking along a path towards a fenced-in area that is surrounded by small buildings.,A group of people is walking along a path in an area with some small buildings nearby.,0
A woman attends a candlelight vigil.,A woman is doing a cartwheel on the grass.,2
A boy in a Halloween costume.,A sad boy in a Halloween costume.,1
A person dressed up as a decorative replica of the Statue of Liberty,The person is dressed up as the leaning tower of Piza.,2
A man hang glides over the countryside.,This man has taken hang gliding lessons before.,1
"A man in a white hat is playing a red and white electric guitar while sitting at a synthesizer with multiple keyboards supported by white PVC pipes, with a blue railing in the background.",A man has a white hat.,0
A man in a batman costume and a number on his chest is running with others down a street.,A man is running in a race.,1
Two girls are dressed up and sitting on a bed laughing.,Two boys are dressed up and sitting on a bed laughing.,2
A group of young monks are holding a ceremony for passengers on boats.,The group of monks are very old.,2
A man rides a horse in a parade.,Someone is in a stable with a horse.,2
A man in a shirt with flowers is looking down.,A man sadly looks at the ground.,1
Number 13 is holding a football while a football game is going on.,The player is bike riding at the game.,2
A motocross rider wearing orange gear is turing a corner on the course.,A motocross rider takes a corner while in the final heat of a tournament.,1
Two women in pink jumpsuits are posing next to a white vehicle.,Two women are posing for the camera before they go skydiving.,1
A woman dressed in a pink jumpsuit is performing a martial arts or dance move in an outdoor covered area.,Woman watching tv at home on the couch.,2
A man acting silly on a pole at a party.,The man is a firefighter and is giving lessons to everyone at the party on how to use a pole.,2
The young girl blows a huge bubble.,The girl is trying to break a bubble blowing record.,1
A girl is doing the splits in the air in front of some trees.,The girl is doing splits,0
The lake looks very shallow.,There is seaweed at the bottom of the lake.,1
There is a group of balloons on the street being held by a person wearing a striped blue and white shirt.,The person is outside.,0
Cheerleaders that have very nice bodies.,Cheerleaders have nice bodies because they eat healthy.,1
A woman reads to her child.,A woman reads Peter Pan.,1
A person sweeps a red tiled floor under a sign displaying The Tile Shop.,A person reading a book.,2
A woman sitting in a booth at a restaurant watching hockey on a flat screen TV.,A woman is watching TV inside.,0
People at a rodeo are watching a cowboy getting thrown from the bull.,The cowboy stayed on the bull through the entire show.,2
A woman views a metal dinosaur sculpture through a blue telescope during a cloudy day.,A woman looks at a metal dinosaur figure through a telescope while it is overcast outside.,0
Two men in black shirts do handstands on a stage.,Two gymnasts are practicing their routine.,1
"A young, white boy standing alone in a room juggling some unidentifiable material.",a young black girl juggles,2
A man in a red shirt is jumping into tall grass.,A person is jumping in overgrown grass attempting to scare out any rodents or wildlife.,1
A man walking down the street.,The man is walking next to a main road.,1
A group of people are protesting against the army.,The people are outdoors.,1
Cement truck with a yellow mixer parked in front of a building.,A truck is next to a building,0
A man in a white t-shirt playing with a yo-yo.,A man in a t-shirt playing with a yo-yo.,0
"A motorbike racing sitting on a white, pink, blue, and green motorbike.",A motorbike racer is sitting.,0
"While seated on a chair, a man wearing a blue shirt, gray pants, multicolored bandanna, and no shoes is blowing through a long tube.","A man is fully clothed, but isn't wearing footwear.",0
A couple of people have finished shoveling a path.,A couple people shoveling snow.,0
A girl in a striped shirt holds a bun to her mouth.,A girl is holding a bun near her mouth.,0
The active lady here is enjoying rock climbing in the mountains.,The active lady here is enjoying rock climbing in the snowy mountains.,1
Two young kids are playing in the grass.,Two siblings are playing outdoors.,1
A child is looking at an angel made in the snow.,This child made the snow angel.,1
The two dogs in the snow have a red leash.,The two dogs are running through the snow trying to catch a rabbit.,1
A lady in a white t-shirt and blue jeans spills her drink onto the floor while the other lady in a yellow t-shirt and sunglasses stares at her.,A lady in a white t-shirt has not spilled her drink.,2
"A bride and someone from her wedding party, wearing a darker dress, are walking on the beach.",A bride is outside.,0
A small girl in a dress blows bubbles in a grassy field.,The girl is wearing a blue dress.,1
The boy in the green shirt is playing the xylophone outside.,A boy plays a harmonica in his bedroom,2
Asian women in traditional garb are walking in a parade.,Asian women cooking food,2
Four children are in a room and there are two young girls playing with wooden blocks.,Two boys watch two girls play.,1
The motorcyclists all turn together in the race.,The bikers stand on their bikes yelling for free beer.,2
"Young man with red stains on face, with two women, posing in black clothing.",There are three people.,0
A mother and her children play on a teeter totter.,A child watches a family eating dinner on the TV,2
A man that is wearing a gray military shirt with medals and a light blue cap with gold on it is waving his arm.,The man has a green cap on.,2
"This boy, dressed in colorful knit clothing, seems to need a handkerchief.",The boy is black and white only.,2
a man falling off of a surfboard in the ocean,There is a man clumsily falling off of a surfboard.,1
A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries.,An elderly lady is cutting cherries in half.,1
"A group of children, wearing white karate shirts, looking at the American flag.",The group of children are playing in the park.,2
A group of women in matching yellow shirts and white skirts walk together holding red and yellow flags.,A group of women are raising awareness.,1
Two bike riders standing with 3 bikes parked at the car.,The people are outside.,0
A gymnast in navy sparkly blue warms up for her routine.,A gymnast goes through warm-ups.,0
a man in a red and blue shirt conducting an orchestra full of high school students.,The conductor is leading the orchestra.,0
Two men with no shirts on a balcony pointing and looking up.,Two men with no shirts are flying in a hot air balloon.,2
There are trees with no leaves in the background.,The trees have flushing green leaves on them.,2
Their are three women at a desk and the women with the long braid looks in the microscope.,The women are students studying chemistry.,1
A small brown dog is wearing a denim skirt.,A small brown dog is wearing clothing.,0
An Asian man looking at something.,An Asian man looks at something.,0
Man in black jacket and baseball cap juggling on a street.,A man is sleeping.,2
A woman wearing rolled up jeans and a black shirt is walking past a bus carrying a shopping bag.,A woman is walking outdoors.,0
A woman wearing black heels and carrying a white purse is walking down a lone street aligned with thin trees.,The woman has sneakers on.,2
A boy in a red coat is playing with a train set.,A boy plays with a train set.,0
"A young, college age man, is playing his instrument of choice: the acoustic guitar.",A young musician is making music.,0
People running a race and the guy in gray is in the lead.,Some people are moving fast.,0
One woman cashier scanning items of another woman customer who has a bandage on her hand.,A cashier is scanning items.,0
A butcher in a yellow shirt is looking at a slab of fish meat on a wooden butcher block.,A butcher is about to clean a salmon.,1
"A man in jeans and a sweatshirt on an ATV, with a helmet on.",Someone is riding a recreational vehicle.,0
A man in a suit looks worried as he walks don the crowded street.,A man walks down a crowded street.,0
A seagull is standing on a picnic table,A seagull is eating food.,1
A woman in a pink bikini is laying on a deck lounge chair that is covered with a pink towel.,A woman is laying out.,0
A man wearing an Obama t-shirt and holding a coffee cup.,The man is doing cartwheels.,2
A boy in a blue collard shirt plays with an aerosol can.,A child is eating soup.,2
Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball.,Three girls are running from a maniac in a scary movie.,2
"A man carries a picket sign that resembles a restaurant menu, while a woman in a pink, printed sweatshirt gives an exaggerated pout.",A woman pouts while another man holds a picket sign.,0
Two dark-haired ladies sit and talk.,The women are discussing their children's upcoming marriage.,1
A woman is forming clay on a pottery well.,A woman is doing yoga with a clay pot.,2
A man playing the violin in the street.,The man is carrying an elephant down a river.,2
Two boys dressed in white capes running on a path in a field.,Boys in costumes are running.,0
"A couple hold each other, standing on a ferry, looking out at a ferry.",A couple sit inside a yacht.,2
A blond-haired artist at work making a sculpture.,An artist is working on a sculpture.,0
"Heavyset female with long brown hair, wearing a brown shirt and white pants, holding a lit cigarette, sitting at a table where there lays a whine glass, red plastic cup and ashtray.",A female with a lit cigarette is sitting at a table.,0
A man in sunglasses walking down a street carrying three cases of beer.,The man is blind.,1
A man wearing a dark green shirt and a camera strapped around his neck stands on a city street and frowns.,A girl drinks water from the fountain.,2
People in helmets racing down the street on skateboards.,People are on skateboards in a long distance race.,1
Three men are wearing safety yellow jackets and hard hats on the sight of a construction project; one is in a hole and the other two are looking at the man standing in the hole.,Three men are wearing yellow jackets with one in a hole and two standing looking at him so they can finish work.,1
Two young boys on a relay team exchanging the baton.,Two young boys pass a baton to each other in a relay race.,0
"On a street corner, a man stands near a pile of trash sorted for recycling.",A man is sorting through the pile of trash.,1
Two women in library the librarian assist the other women to help in her research.,A librarian is helping a student find what she needs for her homework.,1
Two hikers stand at the top of a snowy mountain.,The hikers are outside.,0
A band of older men perform live on stage.,There is a crowd.,1
"Two little girls in bathing suits sit on the shore of a lake, watching someone fishing from a boat.",Two little girls watch men fishing from a boat on the shore in bathing suits.,0
A female guitarist is wearing a red dress during a performance.,A female guitarist is riding home from a performance.,2
"A dog is jumping and catching a small, blue ball in a park surrounded by two other dogs.",Illegal dog fighting is caught and people are arrested.,2
A woman slides into home while the catcher tries to block.,The woman is walking into home.,2
A girl in pink stands in front of a Mud coffee truck.,A girl in pink stands outside.,0
A winter landscape with four people walking in the snow.,A winter scene with four people walking to a party.,1
A surfer with a large white surfboard and tether line is standing on the beach on an overcast day.,A man with a surf board pretends he is disapointed that he can't surf today.,1
Two people giving a presentation.,Demonstration is given by two staff,0
An old building with a long hallway and glass roof.,Building with glass roof and a hallway,0
An elderly woman is eating a burger while the man next to her touching his hat.,The couple is happy to be together.,0
A brown squirrel jumps into the air in a snowy area.,A cat takes a nap.,2
"A cart has been overloaded, lifting the animal attached.",The cart is too heavy.,0
A boy running through a grassy area in a park.,The boy is outside at the park.,0
A man's hands holding a piece of metal on a grinding wheel.,The man is eating lunch,2
Asian woman in postal delivery uniform is pushing a large pile of packages.,A postal worker moving lots of delievieries around.,1
A young woman is playing pool.,The woman is near the pool table.,0
A person on a green board is snowboarding in midair.,The person is male.,1
Coworkers are working on a projects at tables.,Students are scribbling notes on desks,2
A person riding a rodeo bull.,A man is riding a bull.,1
A crackhead is pretending to keep his hands warm but actually he is smoking crack.,There is a man watching others smoke,2
a female standing next to a table.,There is a women standing near a table,0
A man is playing guitar and three women are sitting next to him on the ground.,A guitarist is performing for a small audience.,0
People are standing near boats in a sandy area.,people mill about in a parking lot,2
A man in a blue shirt and apron prepares food.,The hungry man sits on his couch.,2
"Person standing atop of a plateau, sun setting along the puffy white clouds over the horizon, above the blue ocean.",This is a very touching setting.,1
Snowboarders are jumping their boards off a mound of snow.,Some people are very cold.,1
A man and a woman are standing on the curb.,There are two men on the curb.,2
A man walks towards an inflated chute.,The man is walking.,0
A young boy wearing rubber boots dark shorts and a checkered shirt is lying down sleeping on stacks of yellow metal guard rails.,The young boy has a smile on his face.,1
a girl holding a picture of Michael Jackson smiling,A funny human holding something,1
Four children in the pool.,Four small childrens are swimming in the pool,0
A dark-skinned man handing someone his phone.,A man is handing a phone to a woman.,1
"Sporting a motorcycle helmet and boxing glove on a stick, a man on a bike prepares for battle.",A man is sitting on a bike.,0
A man is taking a picture of a woman standing on a stone block.,The woman is taking a picture of the man while he stands in front of a statue.,2
A woman with brown hair and wearing a brown shirt has a drink while perusing a book with photographs of people in it.,There is a woman wearing a blue dress reading a newspaper.,2
A man is walking through glass double-doors.,A man walks into his workplace,1
A man wearing a striped shirt carried a white scroll as he walked down the street.,A man heads towards a business meeting with his notes.,1
A shirtless man jumping a bike in the woods.,The biker is competing in a trail race.,1
A woman in the park holder her child.,A mom is taking her boy to the park to see dogs,1
A barefoot little boy sweeping a brick floor.,The boy is cleaning up.,0
A man and woman are laying towels down at the beach.,A man and woman are snow skiing.,2
A man and woman in robes walking down the street as the man holds an umbrella over them.,Nobody is walking,2
The bald woman is standing smiling next to a frowning man.,A happy man is smiling at a dog.,2
A young boy appears to be hammering metal on top of an anvil.,A blacksmith is forging a sword.,1
people are playing a carnival game.,A carnival game is being played.,0
A little boy is walking carrying a little pink flag.,A little boy is playing.,1
A man and a child are looking at ice cream.,A man and child are near each other.,0
A one-way city street lined with tall buildings is busy with pedestrians and bicyclists.,The street is busy.,0
A baby in a purple and yellow bouncer is crying.,A baby boy is in a really good mood.,2
A singer is playing a song with his band.,A singer singing on the stage with the band.,1
"A man in a blue shirt, cowboy hat and a cross neckless walking in front of a carnival or amusement park ride.",A man is at a gun show.,2
It is two track runners that just got done running a track race.,Runner just got done running.,0
The girl is rolling up a large bundle of wool.,The girl is running through the field cursing.,2
A shirtless guy in jeans performing an ollie on a skateboard.,A half-clad man does skateboard tricks,0
The large gray colored dog is jumping on the beach.,a dog is jumping,0
People in a boat are rowing and standing.,people are rowing a boat,0
Three people are standing on their heads in unison.,Three acrobats practice a new move.,1
The black dog is jumping up at the yellow ball being held by the man.,The black dog is sleeping.,2
A person in a red shirt on a skateboard.,A man going for skating,1
A cheerleader in a blue shirt performing.,A young person moves around,0
men are wrapping and packaging some cloth.,The men are sitting down and not working.,2
Two people performing back flips in front of a small crowd.,Everybody is sitting on the ground.,2
a man ironing his brown coat.,A man is getting ready to leave.,1
Square dancers decked out in green and white square-dance attire circle around on a tiled patio with arches and palm trees in the background.,a group of dogs are drinking punch,2
"A man in a blue shirt with white stripes, sits on the side of the road with his thumb to his mouth by a wheelbarrow full of fruit and vegetables.",man sells fruit,1
A group of five men in t-shirts and shorts jog on a brick walkway.,The men are on the track team.,1
A little blond girl is sitting on a green chair.,A girl is sitting and waiting for her lunch.,1
A couple kids adventurously climb a sculpture.,Kids quietly observe a sculpture.,2
A man in a blue shirt pushes a bicycle loaded with produce.,the man is a farmer,1
A man with brown hair is all wet wearing a black shirt that someone is helping him with.,A man is all wet wearing a black shirt.,0
Little kid running and playing with the waves at the beach,A child is on the coast of Florida.,1
A server at a diner cleaning countertops.,A server is not cleaning.,2
A band is on stage with their instruments.,The all girl band is playing on stage.,1
A young boy in a red life jacket is swimming in a pool.,A boy in swimming.,0
a girl reading and sunning on a boat deck,A girl is outside.,0
a man in a black shirt in the road throwing something,a man in the road throwing a stick,1
Three children playing in hay,Three children think hay is really fun.,1
A bald guy by a microphone is holding his pencil up and leading people playing music.,A guy with no hair is conducting.,0
The white and black dog plays in a blue pool with a ball.,A dog plays with a ball in the pool.,0
A little boy and a little girl play together in the water.,Two adults are playing cards.,2
A girl in a purple dress crying on the floor.,The girl just broke up with her boyfriend,1
A Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant.,a woman about to take restaurant hostage,2
An attractive young woman with blond-hair is playing a guitar in the street.,A pretty white woman playing a guitar on the busy street.,1
A man in a US Army uniform looks through a microscope as a scientist in a lab coat looks over his shoulder.,"Two men are together, one wearing an army uniform viewing a microscope while the other wears a lab coat.",0
man with no shirt on climbing rocks,A man is rock climbing wearing a black shirt.,2
Man dressed in snow gear goes crosscountry skiing.,A young man is skiing,1
Two people walking aside a wall.,Two people are moving by a wall.,0
A woman writes on a post-it note attached to the wall.,The woman leaves a large note on the window.,2
Boys in orange life jackets sitting on raft in water,Boy's safely standing on land.,2
A red and white Ford Edge is driven by a professional driver.,A car is sitting in a parking lot,2
"This man with a white hard hat, and gray vest, and long-sleeve shirt is standing on top of a roof.",A man digs a hole.,2
Men in hard hats and brightly colored shirts are on scaffolding next to a building.,Men in hard hats and brightly colored shirts to recover people.,1
Two young children ride bicycles.,Two kids are riding their bicycles.,0
A man pulls on a rope in the country.,man pulls horse,1
Three handicap bicyclist are racing against each other.,Three dogs are barking at each other.,2
A few men in gold and red oriental robes.,Men in yellow and black African robes.,2
"A crowd of young people in winter clothing, waiting for the train.",The crowd of young people are taking the train together to go to an event.,1
A man is helping a young girl off a ride at an amusement park.,a man is helping a young girl off a ride,0
A man is servicing a truck.,A young man is servicing a old truck.,1
A man sits outside his hotdog booth next to a construction site while reading a book.,A man sitting reading a book,0
A man sleeping on a park bench.,A person is on a bench.,0
A motorcycle gang on display.,The motorcycle gang is causing trouble.,1
A family is posing with a baby.,The baby is alone.,2
Runners in a race are running up a hill.,Runners are competing.,1
Seven adults sit around a fire pit having a conversation.,There is no fire.,2
Subway workers are working near the train tracks at the station.,the workers are doing nothing,2
"A red shirted man is renovating his kitchen, prepping the wall behind where his counter will sit.",The man is patching a hole in the wall.,1
A boat is towing a person in a bright green parachute.,A man is a world class parasailor.,1
Young man carrying boxes of beer down the street.,The man has more than one box.,0
woman in a hat and mask on a bike that is full of carpets and other things.,The woman is homeless.,1
The two boy are walking down the street.,The two boys are brothers.,1
Two children are playing on a teal trampoline near greenery.,The trampoline is not near greenery.,2
A man with a hard hat working at a construction site.,A boy learns to play basketball.,2
Two people climbing a snowy mountain.,Three men are climbing a snowy mountain.,2
A girl dressed in purple and blue walks beside her bike at night.,The bike belongs to the girl,1
The little girl is opening her big present.,The little girl is opening a present.,0
This man seems to be stuck beneath a rock and hard place.,This man seems to be happily stuck,1
A man on his cellphone walking across an alley.,A man is talking to a friend.,1
"A man is singing into a microphone whilst playing the keyboard, as a young child looks in from the background.",A man is singing into a microphone whilst playing the keyboard,0
A street shot of people in an Asian country.,A street shot of people in a country.,0
A girl in a bikini enjoys a Popsicle outdoors.,The girl is eating a frozen treat.,0
"Two men are playing a guitar for money on the street, and there are dogs on leashes around them.",Men with their dogs on the street playing music,1
Skateboarder on a ramp as seen through a chain link fence.,A biker is jumping.,2
A woman with a long ponytail and a man with short hair enjoy a laugh while eating dessert.,A young couple are walking their dog in the park.,2
Five people working on something.,boy sits alone,2
A man fishes from a broad brick-paved pedestrian path.,a person fishing,0
"A man is helping his daughter with her shoes, by a swimming pool.",A man is teaching lessons to his daughter,2
A group of guys are playing roller hockey.,A crowd of guys playing a game of rolly hockey together inside.,0
The woman is wearing sunglasses in the middle of a street and is standing next to a RoadWork Ahead sign.,A woman is standing on the sidewalk,2
three kids playing around a fountain,Children are playing around a fountain,0
A choir sings at a concert hall.,A choir using their mouths to product sound.,0
An older man repairing a typewriter surrounded by other typewriters.,An old man is repairing a typewriter.,0
Construction workers are pouring concrete for a new sidewalk.,workers are pouring concrete.,0
Asian men saying hello to each other.,Men are taking the bus to New York.,2
There are two girls in the foreground of a group of people and they are both carrying shoulder bookbags.,The girls are hanging out at their friends house after school.,1
"Six girls in bedroom floor, kneeling on each other's back to form a pyramid.",Some girls are working on a cheerleading routine.,1
People use their time in the city to relax in each others company.,Classmates relax with each other at their reunion.,1
A little girl climbing the stairs on the playground equipment.,A girl is playing on stairs.,0
A little girl in a pink hat is playing with a soccer ball.,A girl playing with a ball in the park.,1
"There are two men and a woman in church, the woman is in the back and the men are next to a piano.",Some people are in a church.,0
A man in a suit stands in front of a video camera.,The Man is naked in bed.,2
A lady with a pink bike is smiling for the camera.,The lady is smiling for a camera with her pink bike.,0
Large fluffy gray dog standing in grass in front of a brown dog.,Two dogs are sleeping in a field.,2
A German shepherd is playing with a red ball.,The pit bull is playing with a frisbee.,2
A dog on a leash walks on the sidewalk while another dog follows.,Two dogs are looking for their owner.,1
A boy licks an older male's face that's covered in a blue and yellow creamy substance.,The boy is licking a woman's face,2
A person walking down the street in a brown jacket and orange hat in front of a building with a blue balcony.,A person is in Chicago.,1
A man in orange holds soup ladles and makes a funny face.,There is a person with some serving utensils.,0
Three women are taking pictures from a cliff.,The woman are using a camera.,0
A band is playing music on stage.,The band is warming up backstage.,2
A guy in a white shirt skateboarding on a ramp.,A group of ladies on a yacht.,2
A woman on the bus is reading the newspaper.,The man read the magazine.,2
Guy wearing sunglasses and blue shirt on skateboard in front of a bright yellow building with palm trees.,A skateboard floats in mid-air next to palm trees.,2
A woman is singing as a man behind her is playing a guitar.,The man and woman are riding in an elevator.,2
A child climbing to the top of a jungle gym.,The child is outside playing.,0
"A baseball player is sliding into a base, while another player made the catch.",A football player is getting tackled,2
A man is going upstairs in a museum or archaeological area.,The man with brown hair is going upstairs in a museum or archaeological area.,1
All of the people watch as the boy hits the ball across the park.,The boy plays ball alone in the park.,2
A woman in a white dress sits while another woman blow dries her hair.,A woman is at the salon.,1
The sun is shining above the snow and trees.,The sun is above the trees,1
Two young boys are playing soccer.,Two boys are doing physical activity.,0
A man with a beard standing in the water next to a wooden platform.,A man is trying to catch fish with a net.,1
White male sitting at the table with a beverage.,A person is having a drink.,0
A man at a skate park doing a stunt.,a man doing a stunt,0
A bunch of people in a crowded museum.,A bunch of men in a crowded museum.,1
People crowd a street in an Asian city.,The people are watching the police respond to an accident.,1
A policeman stands outside the door to a shop.,A policman is outside a shop,0
A young female basketball player in red and white blocks another in possession of the ball who is dressed in white and maroon.,Two people facing each other in a compeitive basketball match.,0
a boy swimming in a pool with goggles on,Boy swimming in pool,0
A softball player in red and white swings and hits the yellow ball.,A softball player just scored the winning goal in the soccer game.,2
A city square with a large red wall and people walking about.,The square is inside of a city,0
Snowboarder performing a trick high in the air over snow.,A tall human snowboarding,1
A child wearing a green shirt is bungee climbing.,A child is at school.,2
Various people looking at books.,People are looking at books.,0
Woman's long wet hair gives off spray in water,a woman slings  her wet hair around,0
a skateboarder grinds the rail.,A skateboarder tries a new trick.,1
A little boy wearing an orange sweater and jeans is playing with other children in a stream.,A group of children are playing video games.,2
A woman with an umbrella is jumping in a park.,A woman jumps.,0
the young children are petting a piglet,The kids are petting a pig.,0
Women and children washing clothes by the river with green trees by the banks.,A group of teenagers at a rave.,2
Four performers are on stage interacting with the audience.,Four performers are on stage ignoring the audience.,2
